SSC_CODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
SSC50522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3
SSC50523,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,12,20,29,15,18,6,14,12,5,125
SSC50524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,11
SSC50525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,3,0,0,0,0,3,29
SSC50526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,5,3,0,13
SSC50527,0,0,18,7,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,19,28,110,70,4,0,3,6,0,242
SSC50528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,16
SSC50529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,3,0,0,0,0,0,22
SSC50530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5
SSC50531,0,0,8,0,0,0,0,3,3,20,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,15,0,0,3,0,3,0,0,4,0,14,90,228,198,72,95,27,33,38,11,795
SSC50532,16,0,23,11,9,9,8,8,0,74,0,0,0,0,0,0,0,0,0,4,3,4,0,3,3,0,0,0,0,16,4,3,0,4,5,3,0,6,4,35,138,186,173,108,105,54,34,77,9,886
SSC50533,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,3,6,0,3,0,3,4,0,21
SSC50534,9,0,19,8,8,0,0,9,0,50,3,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,3,0,12,4,0,3,0,0,3,0,0,0,15,85,242,134,93,58,41,37,58,8,753
SSC50535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,9
SSC50537,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,5,30,16,14,10,10,3,4,11,3,103
SSC50538,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,0,0,0,0,0,0,0,22
SSC50539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50540,4,3,9,8,3,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,16,0,0,9,0,4,0,5,0,3,24,150,217,198,94,101,39,31,50,28,907
SSC50541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,3,0,0,0,0,21
SSC50542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC50543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13
SSC50544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50546,0,0,3,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,5,0,0,8,41,26,48,19,24,13,19,32,3,216
SSC50547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11
SSC50548,10,3,58,22,20,5,6,24,0,156,0,0,0,0,0,0,0,3,0,8,3,3,6,3,7,0,0,3,0,24,0,5,18,10,0,8,10,9,19,75,105,266,418,332,220,126,128,214,37,1851
SSC50549,3,0,3,3,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,6,35,49,58,47,23,10,14,18,3,255
SSC50550,0,0,14,4,3,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,8,0,3,3,5,0,3,0,0,0,14,136,317,158,117,105,42,29,35,10,940
SSC50551,10,0,28,6,4,5,3,10,0,65,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,8,0,0,0,3,0,0,3,7,0,19,72,124,207,106,93,39,57,80,9,776
SSC50552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,3,0,0,19
SSC50553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8
SSC50554,6,0,37,8,3,3,6,3,0,73,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,3,0,13,0,0,0,0,0,3,3,3,0,13,75,241,120,130,96,73,48,179,10,975
SSC50555,3,0,5,4,3,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,3,3,0,0,0,0,0,8,39,74,79,36,29,9,18,15,0,298
SSC50556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,6,5,7,3,3,4,0,49
SSC50557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,22
SSC50558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,16
SSC50559,0,0,8,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,53,70,77,33,45,15,14,14,5,323
SSC50560,8,0,4,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,4,44,48,25,28,17,19,3,13,4,194
SSC50561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50562,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,15,22,37,13,12,5,9,10,0,122
SSC50563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13
SSC50564,8,0,30,11,14,6,4,4,0,78,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,0,11,3,3,4,0,6,9,3,5,5,36,100,236,313,149,130,63,61,64,26,1134
SSC50565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,40,13,8,11,0,0,3,0,80
SSC50566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,10
SSC50567,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,17,21,19,12,20,3,9,3,3,97
SSC50568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
SSC50569,4,4,5,3,7,4,0,4,3,34,0,0,0,0,0,0,0,0,0,0,3,6,0,5,0,0,0,0,0,17,4,0,3,0,4,3,3,3,5,20,206,362,155,82,136,49,33,31,15,1068
SSC50570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,0,13
SSC50571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50572,33,6,115,49,33,33,33,32,4,345,0,0,6,0,0,0,4,3,0,20,7,3,9,11,7,4,11,8,0,64,5,3,44,6,15,27,24,35,20,184,324,694,1069,670,557,289,383,405,85,4463
SSC50573,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,31,16,13,4,0,0,10,0,90
SSC50574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7
SSC50575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,3,6,0,0,3,3,0,34
SSC50576,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,7,4,3,7,0,7,8,0,35
SSC50577,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,3,7,0,3,4,0,38
SSC50578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,17
SSC50579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,15
SSC50580,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,11,5,14,23,7,7,0,13,13,0,76
SSC50581,13,7,54,15,15,14,13,19,8,157,0,0,0,0,0,0,0,0,0,3,3,3,3,0,4,0,0,3,0,23,5,4,12,9,4,6,8,8,5,67,134,331,495,288,158,128,144,163,32,1867
SSC50582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,12
SSC50583,5,3,6,7,5,4,0,3,0,37,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,12,0,0,3,3,0,0,0,3,9,22,85,198,166,82,112,33,32,41,20,778
SSC50584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,15,19,12,4,5,5,4,8,4,73
SSC50585,23,7,40,22,26,19,7,11,0,154,0,0,5,0,0,0,0,0,0,8,0,8,7,0,7,3,0,0,0,33,6,9,8,7,7,4,5,7,8,68,378,1041,632,325,411,164,105,137,58,3253
SSC50586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13
SSC50588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,9
SSC50590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,6,8,0,0,7,0,34
SSC50592,3,0,4,4,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,7,3,0,0,0,0,0,3,0,0,10,78,267,82,62,65,28,16,14,12,621
SSC50593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC50594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8
SSC50595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,16
SSC50596,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,0,0,3,0,0,17
SSC50597,12,0,13,5,9,8,7,3,3,50,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,9,0,0,4,0,3,4,0,3,4,23,280,624,183,90,198,79,16,27,18,1519
SSC50598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,5,0,0,0,4,0,19
SSC50599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,6,0,0,0,0,20
SSC50600,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,7,0,0,0,0,16,25,87,21,45,20,6,3,19,9,236
SSC50601,33,8,80,47,23,33,25,30,0,276,0,0,0,5,3,0,3,0,0,7,3,3,3,3,3,3,3,0,3,27,3,8,13,16,6,6,10,7,7,81,428,876,899,448,374,245,233,230,49,3773
SSC50602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,0,12,3,9,20,5,12,5,8,9,0,70
SSC50603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,15
SSC50604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,8
SSC50605,8,3,31,14,14,12,3,17,3,108,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,0,0,3,3,22,4,0,6,3,8,4,0,3,12,37,182,551,328,181,205,81,50,61,22,1671
SSC50606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50607,33,8,75,31,10,18,14,21,0,202,0,0,0,0,0,3,0,3,0,7,8,11,6,8,4,0,0,5,0,41,4,15,18,13,13,3,6,10,10,103,322,938,646,405,273,164,124,230,49,3162
SSC50608,12,8,32,26,14,9,6,10,4,116,0,0,0,0,0,0,0,0,0,0,0,4,8,4,3,0,0,0,0,22,0,3,7,3,8,6,4,10,0,37,220,600,384,174,242,92,82,76,19,1880
SSC50609,3,0,7,4,7,5,9,7,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,4,3,0,3,6,0,5,29,112,258,232,77,72,35,75,22,9,901
SSC50610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,3,3,0,3,0,0,31
SSC50611,30,5,87,26,23,30,22,15,0,229,0,0,0,0,0,0,0,0,0,7,3,3,3,9,3,6,8,0,0,28,7,5,7,3,3,8,3,0,12,45,391,983,685,341,447,239,212,151,54,3513
SSC50612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,6,0,0,0,0,19
SSC50613,4,0,19,3,4,3,4,15,0,55,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,3,0,12,4,0,13,4,3,5,3,12,5,47,77,92,189,72,71,40,61,175,13,784
SSC50614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9
SSC50615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50616,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,34,23,18,8,8,0,8,0,117
SSC50617,3,0,10,0,3,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,22,59,50,44,43,21,24,15,0,274
SSC50618,0,0,6,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,0,4,3,0,14,27,33,44,31,24,17,14,15,9,206
SSC50619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,20
SSC50620,16,9,53,26,22,19,4,22,3,175,0,0,0,0,0,0,0,0,0,0,3,3,3,6,0,3,0,5,0,27,3,3,17,3,7,6,0,11,8,55,181,540,607,301,247,134,79,165,33,2280
SSC50621,7,0,14,13,8,9,3,4,0,57,0,0,0,0,0,0,0,0,0,3,0,5,0,4,3,0,3,0,0,18,3,0,4,0,3,6,5,5,3,34,180,313,251,129,150,70,59,57,16,1212
SSC50622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50623,5,0,14,4,0,0,0,8,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,3,3,0,0,13,25,124,149,172,88,91,26,45,36,14,756
SSC50624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,8,19,7,3,3,3,3,5,0,58
SSC50625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50626,3,0,3,3,4,3,4,7,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,3,10,61,81,102,44,52,21,22,26,9,417
SSC50627,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,24,36,14,9,5,8,6,0,118
SSC50628,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,15
SSC50629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,8,9,10,0,0,4,5,3,0,32
SSC50630,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,3,0,10,0,0,35
SSC50631,21,5,64,43,40,23,23,30,0,245,0,0,0,0,0,0,0,0,0,5,4,9,8,6,5,0,10,4,3,49,6,0,9,6,17,7,18,9,12,87,332,604,849,409,452,170,288,202,53,3358
SSC50632,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,16,14,4,5,0,8,10,0,65
SSC50633,7,0,22,9,6,5,3,3,0,59,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,14,0,3,0,0,0,0,0,0,0,12,156,438,104,95,109,67,13,47,18,1047
SSC50634,0,0,11,3,0,5,3,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,11,52,91,120,70,83,20,44,40,9,526
SSC50635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,6,6,0,0,3,3,0,40
SSC50636,17,4,30,21,22,13,7,9,0,128,0,0,0,0,4,0,0,0,0,4,3,10,3,3,7,0,0,4,0,36,12,13,15,3,4,3,3,10,9,70,739,1319,540,322,510,207,77,114,53,3877
SSC50637,0,0,8,5,4,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,5,4,19,25,56,122,51,44,16,28,28,6,384
SSC50638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,3,5,0,0,0,0,0,22
SSC50639,3,3,29,13,0,3,3,4,0,59,0,0,0,0,0,0,3,0,0,5,3,0,4,5,0,0,0,0,0,16,3,7,6,6,0,3,0,6,3,32,151,534,220,135,119,61,33,72,25,1345
SSC50640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,6
SSC50641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,14
SSC50642,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,0,0,0,0,20
SSC50643,16,9,44,20,18,14,5,10,3,146,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,13,8,0,13,5,5,3,3,6,3,49,229,482,446,238,288,119,80,108,21,2014
SSC50644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,6,6,5,0,3,3,0,41
SSC50645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,9
