SSC_CODE_2016,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC51007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,9
SSC51008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC51009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,0,0,0,0,17
SSC51010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51011,3,25,58,20,27,29,6,0,0,175,7,23,65,48,54,36,15,3,0,245,208,619,1729,1182,1117,849,256,24,0,5968
SSC51012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,19
SSC51014,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,11,4,6,27,28,36,33,14,0,0,143
SSC51015,3,3,9,6,9,7,0,0,0,32,0,3,4,0,0,0,0,0,0,17,23,61,96,106,116,140,25,0,0,560
SSC51016,6,12,14,23,18,18,4,0,0,91,6,6,9,4,17,9,3,0,0,55,92,142,250,239,365,305,60,11,0,1460
SSC51017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51020,3,9,17,24,19,3,4,0,0,76,4,6,29,31,29,23,12,3,0,136,151,321,615,658,784,579,199,26,0,3334
SSC51021,0,3,9,9,12,12,0,0,0,42,0,3,3,10,16,4,7,0,0,40,37,87,144,129,226,192,43,4,0,863
SSC51022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51023,0,0,4,0,0,0,0,0,0,7,0,0,5,3,3,3,0,0,0,18,3,27,318,213,182,79,12,0,0,843
SSC51024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,7,7,0,3,0,33
SSC51025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,11
SSC51026,3,9,17,14,4,14,3,0,0,64,3,5,22,11,8,3,5,3,0,58,115,114,305,321,368,272,66,9,0,1572
SSC51027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,13,8,0,0,0,34
SSC51028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51030,3,4,4,5,4,3,0,0,0,27,3,0,4,5,12,3,0,0,0,34,22,35,64,101,128,79,23,3,3,460
SSC51031,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,16,19,11,15,14,6,0,0,89
SSC51032,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,9,10,13,15,5,0,0,0,45
SSC51033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8
SSC51034,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,10,3,7,34,31,29,31,9,4,0,161
SSC51035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51036,0,0,0,0,0,0,0,0,0,3,0,4,8,0,0,0,0,0,0,6,0,12,43,26,24,3,0,0,0,102
SSC51037,9,6,24,23,33,20,7,0,0,123,5,11,15,30,32,17,13,0,0,130,204,252,405,706,784,520,135,13,0,3021
SSC51038,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,4,6,11,16,22,3,0,0,68
SSC51039,0,3,0,0,0,0,0,0,0,3,0,0,3,0,11,4,0,0,0,15,0,16,26,22,48,35,13,0,0,157
SSC51040,0,0,3,0,0,0,0,0,0,4,0,0,0,4,4,6,0,0,0,11,12,12,23,32,40,25,3,0,0,141
SSC51041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,11,17,15,16,3,0,0,68
SSC51042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,4,10,16,7,0,0,40
SSC51043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,15,7,5,0,0,28
SSC51044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51045,7,5,12,14,24,7,4,0,0,80,0,10,9,5,23,9,3,0,0,57,93,105,154,248,391,301,77,16,0,1378
SSC51046,3,6,8,5,8,0,3,0,0,27,3,0,3,10,8,9,3,0,0,34,46,52,86,106,144,101,21,3,0,561
SSC51047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,0,0,0,0,15
SSC51048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,14,7,0,0,0,28
SSC51049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,13,23,13,3,0,0,60
SSC51050,4,14,31,40,19,13,0,3,0,120,3,10,20,31,40,14,9,0,0,131,122,208,513,550,537,320,67,8,0,2325
SSC51051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,3,3,0,0,23
SSC51052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,11,12,6,12,0,0,52
SSC51053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,5,9,7,0,0,0,35
SSC51054,3,7,13,7,5,13,4,0,0,44,7,5,3,6,6,8,3,0,0,37,93,204,264,154,219,235,67,6,0,1239
SSC51055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,15
SSC51056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,14
SSC51057,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,0,16,11,6,21,28,35,40,7,0,0,144
SSC51058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51059,3,0,4,4,11,6,0,0,0,33,3,4,7,9,17,5,0,0,0,46,69,60,176,213,207,108,32,7,0,870
SSC51060,0,0,0,3,8,0,0,0,0,14,0,3,0,0,3,0,0,0,0,11,20,13,22,53,80,52,22,0,0,262
SSC51061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,7,5,11,8,7,0,0,59
SSC51062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7
SSC51063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5
SSC51064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,3,0,0,0,12
SSC51065,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,5,6,6,0,0,0,17
SSC51066,0,0,3,5,0,10,0,0,0,23,0,0,0,0,3,0,0,0,0,5,11,11,21,37,40,31,4,0,0,153
SSC51067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,5,0,4,0,0,12
SSC51068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,11
SSC51069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,10,9,4,0,0,35
SSC51072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8
SSC51073,0,0,4,3,0,0,0,0,0,5,3,0,3,3,0,3,3,0,0,20,14,18,28,80,98,104,33,7,0,386
SSC51074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,9,13,8,5,0,0,43
SSC51075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,3,18,13,10,8,5,0,0,62
SSC51076,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,7,5,8,19,42,42,17,5,0,145
SSC51077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10
SSC51078,0,3,0,0,0,4,0,0,0,8,0,0,0,0,0,7,0,0,0,12,6,10,54,27,38,49,13,0,0,204
SSC51079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,3,6,8,5,3,0,0,29
SSC51080,0,0,3,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,3,4,12,11,3,3,0,40
SSC51081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,16
SSC51082,0,0,0,4,0,3,0,0,0,11,0,0,0,3,0,0,0,0,0,5,14,12,30,38,67,50,35,8,3,257
SSC51083,10,14,18,29,11,8,5,0,0,88,4,7,9,9,18,19,9,3,3,84,77,165,293,313,366,337,107,17,7,1688
SSC51084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,13,24,13,5,0,0,64
SSC51085,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,6,0,0,0,32
SSC51086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,12
SSC51087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51088,4,13,14,16,4,17,9,0,0,82,6,27,30,37,46,26,17,6,0,190,214,523,718,922,1082,901,357,56,3,4779
SSC51089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,17,9,14,13,3,0,0,61
SSC51090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,16
SSC51091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,6,0,6,0,0,35
SSC51092,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,6,15,25,21,38,16,18,3,0,140
SSC51093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,9
SSC51094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,22,15,12,3,0,0,66
SSC51095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51097,0,0,0,0,5,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,10,10,9,3,5,0,35
SSC51098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,10
SSC51099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,13,15,22,18,5,0,0,80
SSC51100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,16,15,17,9,0,0,64
SSC51101,8,16,62,49,16,13,0,0,0,153,4,4,21,17,15,3,0,0,0,71,89,284,1266,1000,734,361,45,3,0,3784
SSC51102,0,3,0,3,6,0,0,0,0,14,0,0,0,3,3,3,0,0,0,9,3,11,44,33,27,31,5,0,0,161
SSC51103,9,8,20,14,17,3,0,0,0,75,10,15,43,29,30,7,3,0,0,136,112,167,692,639,447,190,15,6,0,2273
SSC51104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,14,30,28,5,0,0,82
SSC51105,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,4,0,3,7,3,6,3,0,0,34
SSC51106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,14
SSC51108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,3,12,10,0,0,0,34
SSC51109,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,12,0,0,0,34
SSC51110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,8,6,0,3,0,30
SSC51111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,0,0,14
SSC51112,4,35,111,41,33,26,8,0,0,262,4,20,128,46,46,25,4,3,0,279,130,545,2487,1222,717,517,112,11,3,5741
SSC51113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,8,3,0,0,19
SSC51114,3,19,18,31,47,45,17,7,0,182,6,30,43,36,50,36,17,8,0,216,175,347,669,694,811,831,234,23,0,3782
SSC51115,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,5,3,0,32
SSC51116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,13
SSC51117,0,0,0,0,0,0,0,0,0,4,3,0,4,0,5,0,3,0,0,18,5,9,34,25,63,59,17,4,0,217
SSC51118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,0,20
SSC51119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51120,0,6,22,12,14,8,4,0,0,63,3,9,9,27,14,4,3,0,0,61,68,110,326,377,364,301,95,9,3,1646
SSC51121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,13
SSC51122,0,3,0,0,0,3,0,0,0,5,0,0,0,3,3,3,0,0,0,8,12,11,16,22,47,44,13,3,0,174
SSC51123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
SSC51124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51125,0,8,8,4,8,7,3,0,0,35,6,11,12,17,17,8,3,5,0,82,55,106,285,261,331,222,63,6,0,1333
SSC51126,0,0,0,0,0,0,0,0,0,4,0,3,3,9,9,3,0,0,0,28,15,23,42,73,78,55,31,0,0,319
SSC51127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
SSC51128,0,0,9,8,8,3,7,0,0,34,3,0,20,16,22,15,12,0,0,88,58,114,384,307,358,302,138,12,0,1679
SSC51129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,7,14,5,3,0,0,43
SSC51130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,3,0,0,0,34
SSC51131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,3,3,0,0,0,27
SSC51132,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,7,9,6,14,3,0,0,39
SSC51133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,9
SSC51134,4,3,11,7,4,0,0,0,0,34,0,0,0,3,4,3,3,0,0,21,41,75,109,125,200,123,24,4,0,699
SSC51135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,13
SSC51136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,7,0,0,0,26
SSC51137,4,13,51,22,36,26,3,0,0,158,0,12,47,38,44,9,9,3,0,164,131,401,1351,1091,983,585,144,16,0,4705
SSC51138,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,0,0,0,26,6,7,18,52,48,45,25,5,0,205
SSC51139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,14
SSC51140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,14,18,9,3,3,0,61
SSC51141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,0,0,0,14
SSC51142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,9,7,11,5,0,0,37
SSC51143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,9,14,0,0,0,52
SSC51144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6
SSC51145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,11
SSC51146,0,3,0,3,3,0,0,0,0,8,0,0,3,6,3,0,3,0,0,17,19,25,49,71,58,81,16,0,0,320
SSC51147,8,13,5,28,13,33,10,3,0,112,6,20,11,23,25,24,9,0,0,112,119,215,452,506,514,559,137,10,3,2517
SSC51148,0,0,0,0,0,5,0,0,0,4,0,0,0,0,6,4,0,0,0,13,11,19,30,44,75,63,20,0,0,257
SSC51149,0,0,8,0,0,0,0,0,0,17,0,4,24,6,3,0,0,0,0,38,6,80,357,106,60,37,12,0,0,652
SSC51150,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,4,7,15,25,39,35,5,0,0,124
SSC51151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,6,3,0,0,0,11
SSC51152,0,0,0,3,0,3,0,0,0,3,0,3,0,0,4,0,0,0,0,11,9,11,17,26,32,21,3,0,0,112
SSC51153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,8
SSC51154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,4,3,0,0,23
SSC51155,0,0,19,7,3,0,0,0,0,29,0,4,5,10,0,0,0,0,0,21,8,82,458,345,274,142,11,0,0,1323
SSC51156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,10
SSC51157,0,4,4,5,3,0,0,0,0,20,0,0,3,3,11,0,0,0,0,20,25,46,84,57,86,51,11,0,0,361
SSC51158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,5,14,19,0,0,0,50
SSC51159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC51160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,4,19,14,0,3,0,50
SSC51161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,24,35,39,34,16,0,0,167
SSC51162,0,0,0,0,0,3,0,0,0,6,0,3,0,3,0,0,0,0,0,7,13,18,84,48,53,15,10,0,0,246
SSC51163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51164,11,6,10,11,18,9,3,0,0,70,11,3,8,8,28,14,4,3,0,81,118,137,145,260,435,238,52,5,0,1398
SSC51165,0,0,3,0,3,0,0,0,0,11,4,0,0,3,0,0,0,0,0,13,31,20,56,69,120,80,28,0,0,400
SSC51166,11,11,20,21,32,28,3,0,0,130,8,11,21,33,59,31,19,0,0,174,321,405,487,714,1165,836,173,15,0,4104
SSC51167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,9,3,0,0,31
SSC51168,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,0,0,30
SSC51169,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,15,11,23,24,38,34,17,3,0,160
SSC51170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,3,11,9,0,0,37
SSC51171,0,0,3,4,3,3,0,0,0,13,0,3,3,5,8,10,0,0,0,24,8,27,103,110,76,95,9,0,0,442
SSC51172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,3,0,0,0,13
SSC51173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51174,0,13,13,3,9,9,0,0,0,44,9,0,13,5,11,3,0,0,0,46,69,86,161,156,179,123,28,3,0,811
SSC51175,0,3,3,0,7,12,0,0,0,21,0,8,9,3,3,12,5,3,0,39,12,34,44,47,87,104,23,4,0,351
SSC51176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,15
SSC51177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,5,0,0,25
SSC51178,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,9,14,8,16,14,8,0,0,0,69
SSC51179,0,15,17,15,16,5,0,0,0,68,9,10,32,28,34,11,7,0,0,127,100,155,420,416,414,242,46,7,0,1797
SSC51180,0,9,48,11,12,6,6,0,0,91,0,13,35,21,12,9,3,0,0,95,36,257,1025,441,263,198,56,7,0,2284
SSC51181,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,15,14,11,9,4,0,65
SSC51182,4,18,42,49,37,23,5,0,0,180,5,13,46,34,41,29,13,0,0,187,183,332,996,994,807,691,172,13,0,4199
SSC51183,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,3,5,3,12,25,17,7,0,0,74
SSC51184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,10,18,16,6,0,0,56
SSC51185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,12
SSC51186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,3,0,0,28
SSC51187,3,13,22,31,29,15,3,0,0,124,3,9,39,28,30,10,5,0,0,128,123,270,845,865,767,494,121,10,4,3501
SSC51188,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,3,16,100,105,106,54,3,0,0,384
SSC51189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,5,0,0,0,0,18
SSC51190,0,0,3,3,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,9,20,41,174,237,140,69,10,0,0,698
SSC51191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,11,20,18,14,11,0,0,86
SSC51192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,15
SSC51193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51194,5,4,9,3,23,10,0,0,0,63,5,5,8,6,16,7,0,0,0,55,76,91,150,234,343,214,38,0,0,1158
SSC51195,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,0,7
SSC51196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,7,4,0,0,0,25
SSC51197,0,3,0,5,5,0,0,0,0,11,0,0,0,0,0,3,0,0,0,8,14,27,35,43,79,74,15,3,0,289
SSC51198,7,10,23,23,28,29,4,0,0,119,5,13,39,29,35,25,7,3,0,163,137,234,729,593,600,608,146,7,0,3058
SSC51199,5,15,24,15,17,13,4,0,0,87,11,18,36,30,30,23,3,3,0,159,147,210,561,528,526,337,51,3,0,2361
SSC51200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,19,4,3,0,0,40
SSC51201,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,10,8,9,6,0,0,47
SSC51202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,3,13,3,0,0,25
SSC51203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,3,4,3,3,0,29
SSC51204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,12,0,0,0,20
SSC51206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,21,17,6,3,0,0,82
SSC51207,3,17,31,21,12,19,0,0,0,107,6,9,26,22,17,6,7,0,0,89,104,228,687,501,362,227,46,0,0,2159
SSC51208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4
SSC51210,0,8,17,8,6,8,0,0,0,50,3,7,8,16,12,11,0,0,0,64,37,95,309,246,208,130,30,4,0,1063
SSC51211,3,3,0,3,3,10,3,0,0,23,3,0,0,3,4,0,0,0,0,23,24,23,42,76,126,107,27,4,0,426
SSC51212,0,0,0,3,0,0,0,0,0,9,0,5,6,3,3,7,4,0,0,27,28,20,53,94,117,79,24,0,0,424
