SSC_CODE_2016,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SSC50104,3,4,5,0,0,4,3,9,18,0,14,20,13,41,56,14,12,31,36,20,58,26,16,36,41,21,59,33,13,53,28,12,40,26,6,34,43,10,53,36,3,35,14,0,15,17,3,16,7,0,7,39,3,39,3,15,19,389,208,601
SSC50105,18,25,41,10,17,26,15,43,64,8,82,93,37,141,182,26,49,75,99,70,168,70,66,137,119,74,189,105,65,163,91,36,132,99,52,149,213,81,292,157,9,165,106,9,116,70,29,100,115,19,127,183,59,236,25,37,65,1558,962,2524
SSC50106,3,0,3,0,0,0,0,0,0,3,4,3,0,6,9,0,0,7,8,0,9,4,3,8,6,3,14,6,3,7,3,0,3,3,3,5,0,4,6,3,0,3,3,0,3,4,0,4,4,0,4,8,0,8,0,0,0,57,35,92
SSC50107,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,8,3,5,3,0,5,8,3,11,4,0,5,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,16,0,16,0,0,0,56,15,72
SSC50108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SSC50109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,6,3,0,3,3,0,3,0,0,0,3,0,3,3,0,3,3,0,5,0,0,0,0,0,0,3,0,3,8,0,8,0,0,0,38,9,50
SSC50110,10,10,22,3,6,7,14,6,21,10,3,18,18,14,34,31,3,32,51,11,59,62,15,78,84,25,115,90,17,109,95,3,101,97,6,108,187,22,210,118,5,122,88,3,92,53,3,59,86,0,84,132,11,141,13,8,22,1252,185,1433
SSC50111,28,107,137,13,41,54,14,115,133,28,146,177,56,336,387,40,162,200,121,94,210,114,123,229,130,107,232,75,70,149,85,74,160,88,46,128,141,69,215,96,34,135,59,9,72,39,20,64,61,12,75,121,88,208,10,86,99,1321,1747,3062
SSC50112,0,3,11,5,0,5,3,17,15,0,9,15,10,24,30,10,16,26,26,16,40,21,22,40,30,13,47,28,16,45,10,11,20,30,9,38,44,13,58,31,3,36,17,0,19,12,3,15,35,0,35,43,7,53,4,3,13,372,188,564
SSC50113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10
SSC50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50115,17,10,30,3,3,6,10,16,23,9,16,23,19,23,41,33,22,58,65,17,81,65,40,101,123,46,170,137,31,172,108,30,132,118,25,147,276,22,298,188,4,197,86,3,93,48,4,56,64,0,64,172,11,183,11,13,17,1557,324,1882
SSC50116,6,3,7,3,4,4,0,8,8,0,25,22,7,48,58,10,16,26,49,15,62,30,8,36,24,16,41,31,7,40,16,3,23,12,3,16,15,3,20,19,0,19,10,0,10,3,0,3,8,0,9,35,3,35,7,14,20,289,171,457
SSC50117,10,11,19,4,9,9,14,13,27,7,55,56,31,110,138,37,55,92,99,37,140,78,47,126,111,39,147,86,33,113,96,39,137,94,21,117,221,30,258,153,4,158,144,3,146,78,15,91,152,8,160,179,21,196,16,36,46,1606,578,2182
SSC50118,4,0,4,0,0,0,3,3,4,0,3,5,0,8,14,3,3,5,5,0,6,8,3,10,12,0,12,14,0,14,6,0,11,15,3,19,14,0,16,24,0,24,15,0,15,11,0,11,35,0,33,13,0,13,0,4,3,189,37,223
SSC50119,18,20,35,10,14,28,4,45,48,7,53,61,35,127,160,22,88,115,73,78,147,59,65,124,102,69,170,93,55,149,86,55,139,100,50,145,171,69,238,158,10,169,113,0,114,103,25,127,361,3,364,227,16,242,11,35,46,1748,881,2626
SSC50120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC50121,0,3,3,0,0,0,0,0,0,0,5,5,0,12,13,0,3,3,4,0,8,3,3,8,0,3,3,13,3,10,7,0,7,3,0,3,4,0,4,3,0,3,0,0,0,0,0,0,5,0,6,6,0,6,0,3,3,48,37,88
SSC50122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC50123,3,4,8,3,0,3,0,0,4,0,6,6,0,3,3,7,7,11,10,9,19,6,9,18,9,6,17,9,4,18,23,7,25,20,5,26,52,8,60,53,3,54,30,4,39,22,11,30,30,4,35,35,7,37,3,6,10,329,100,424
SSC50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,19,4,20
SSC50126,3,4,8,8,7,9,9,5,8,3,6,13,10,21,32,12,4,14,32,6,43,23,15,39,31,3,38,21,3,21,15,3,17,18,8,24,31,3,38,15,0,15,6,0,6,14,0,10,13,0,13,48,3,45,7,7,8,321,100,419
SSC50127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50129,3,3,3,3,0,4,4,3,5,0,5,8,16,18,31,18,10,26,24,13,37,25,11,34,24,19,43,16,10,25,21,3,22,29,5,30,27,9,38,21,0,21,23,0,23,13,4,21,32,0,34,47,3,57,0,3,3,342,114,452
SSC50130,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,4,0,4,17,3,25
SSC50131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,3,0,3,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,25,0,23
SSC50132,3,0,7,4,0,3,3,11,11,3,13,9,13,32,40,11,23,33,25,10,34,17,20,33,16,25,39,29,12,38,12,15,28,19,9,28,33,6,40,24,0,24,15,0,15,15,3,18,27,0,26,42,3,48,3,19,23,315,204,515
SSC50133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,3,3,0,0,0,0,0,0,0,0,3,0,0,5,3,0,3,0,0,0,0,0,0,5,0,5,3,0,3,0,0,0,16,7,23
SSC50134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,15,9,21
SSC50135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
SSC50136,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,14,10,21
SSC50137,5,0,6,0,4,7,0,4,4,3,8,14,8,20,31,9,6,11,16,3,18,10,8,15,13,6,17,12,4,21,19,7,23,19,10,23,43,14,55,37,0,37,17,0,17,20,3,26,38,0,37,35,0,42,3,8,11,314,104,419
SSC50138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12
SSC50139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,14
SSC50140,0,0,0,0,0,0,0,0,4,0,3,3,0,3,3,3,3,7,6,0,6,0,0,3,0,0,3,3,0,3,0,0,0,5,0,4,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,8,0,8,0,0,3,49,18,67
SSC50141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12
SSC50142,0,3,3,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,3,0,9,3,3,4,3,4,5,3,0,9,3,0,3,3,0,3,4,0,4,0,0,4,3,0,3,4,0,4,0,0,0,13,0,13,3,0,3,58,13,70
SSC50143,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,6,3,0,3,7,0,7,4,0,4,8,0,8,4,0,3,0,0,0,35,4,42
SSC50144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,6,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,38,3,40
SSC50146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,8,12
SSC50147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50148,12,20,30,12,4,17,15,21,30,3,44,51,17,114,128,36,54,87,53,42,97,74,46,122,100,32,137,94,33,130,57,37,88,63,19,77,144,35,176,102,0,105,107,5,110,112,21,130,294,3,294,153,13,164,12,30,42,1454,572,2026
SSC50149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6
SSC50150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50151,0,3,6,0,0,0,0,3,3,0,4,4,0,4,7,0,0,0,8,0,12,3,0,3,3,0,3,3,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,33,18,54
SSC50152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,16
SSC50153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,9
SSC50154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50155,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,18,8,26
SSC50156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12
SSC50157,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,3,0,7,5,0,5,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,3,0,0,0,30,6,36
SSC50158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,3,0,0,0,3,0,3,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,29
SSC50159,6,13,18,5,9,12,9,34,39,9,43,54,25,51,78,17,34,51,52,25,82,48,28,80,53,52,107,64,44,100,57,46,108,80,38,120,196,58,249,110,9,116,81,0,80,51,16,68,91,9,95,141,18,159,11,22,37,1111,536,1647
SSC50160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,17
SSC50161,3,5,7,8,3,6,3,5,6,3,16,15,10,27,33,10,8,22,40,7,50,10,9,16,24,9,33,12,4,19,10,3,11,4,0,4,23,3,30,16,0,16,14,0,14,3,0,8,12,0,17,19,0,19,0,11,8,233,107,343
SSC50162,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,12,0,11,8,0,8,4,0,8,8,0,8,12,0,12,15,0,15,17,0,17,10,0,10,8,4,8,12,0,12,28,0,28,3,0,3,136,10,144
SSC50163,3,0,4,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,20,12,34
SSC50164,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,0,0,0,0,3,3,0,0,0,5,0,5,4,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,19,9,32
SSC50165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,0,0,0,3,0,3,3,0,8,0,0,0,3,0,3,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,26,11,41
SSC50166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14
SSC50167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,22,12,29
SSC50168,0,0,0,0,0,0,0,0,0,0,3,3,3,14,17,0,3,7,8,0,12,6,6,12,13,8,20,13,4,13,10,0,10,13,3,11,26,3,36,14,0,14,15,0,16,15,4,17,28,0,26,23,0,24,0,3,4,191,57,246
SSC50169,3,0,5,0,0,0,0,5,8,3,5,12,11,15,28,9,13,21,32,7,36,19,10,28,21,5,23,18,4,22,24,4,34,15,3,20,53,5,57,31,0,29,16,0,16,9,5,11,13,0,13,49,3,53,8,4,11,339,94,431
SSC50170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8
SSC50171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,13
SSC50172,3,9,11,3,3,5,3,14,15,7,10,15,18,26,40,13,8,18,21,7,33,17,6,21,24,6,31,23,5,25,9,7,15,11,3,17,31,3,29,12,0,12,10,0,10,3,3,4,7,0,7,19,3,21,4,12,12,230,124,358
SSC50173,5,0,5,0,0,0,3,4,11,3,5,7,3,8,7,14,7,19,15,8,29,24,18,41,59,28,86,78,32,109,93,20,114,79,13,93,200,32,229,117,3,119,64,3,66,33,3,41,39,4,40,87,3,97,10,0,11,923,198,1123
SSC50174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,4,0,4,3,3,9,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,22,3,26
SSC50175,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,4,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,16,7,23
SSC50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11
SSC50177,0,0,0,3,0,5,0,0,3,0,0,0,8,5,16,4,3,7,11,5,19,5,14,13,11,3,17,11,4,10,0,0,0,3,4,10,11,3,13,4,0,3,3,0,3,3,0,3,3,0,3,7,0,8,0,5,8,89,63,145
SSC50178,4,15,18,5,6,8,6,11,19,7,33,38,15,46,57,12,19,33,33,14,46,26,21,45,38,21,59,26,19,43,27,5,35,37,12,50,47,16,64,47,3,46,23,0,25,36,7,46,74,3,80,42,9,50,9,20,25,514,277,788
SSC50179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50180,6,14,18,7,7,11,6,19,30,12,33,43,31,98,128,35,49,78,95,41,133,53,33,84,71,25,95,58,20,74,39,15,62,34,12,51,68,14,83,52,0,58,31,0,31,11,3,9,21,0,21,93,10,99,7,25,32,739,414,1150
SSC50181,5,0,3,0,0,0,0,0,0,0,3,3,3,0,3,4,4,9,6,4,8,3,6,10,7,0,7,8,0,12,16,0,11,12,0,9,30,0,28,18,0,18,16,0,16,15,0,19,45,0,45,35,0,36,3,0,3,228,24,255
SSC50182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,11
SSC50183,14,6,19,0,7,5,15,22,31,6,35,39,25,80,103,26,50,79,125,36,159,89,31,118,108,37,141,90,19,110,48,10,59,65,3,71,129,14,146,86,3,91,58,3,61,26,9,33,45,0,45,110,10,116,14,19,34,1081,382,1463
SSC50184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,3,4,0,4,3,0,7,16,0,20,29,0,29,24,0,24,22,0,23,56,0,56,35,0,35,0,0,0,198,6,209
SSC50185,5,3,10,7,0,4,0,9,6,0,13,13,7,15,18,3,8,8,8,8,13,8,4,12,13,12,26,14,3,13,13,7,22,27,14,34,15,12,26,20,0,20,20,0,18,5,4,10,15,0,15,35,0,38,14,13,24,227,114,337
SSC50186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC50187,0,8,11,7,0,9,15,14,27,11,11,20,36,30,70,39,6,50,47,10,57,40,25,62,83,25,109,95,17,111,67,10,80,51,3,60,91,4,97,42,0,45,15,0,17,12,0,13,10,3,10,77,4,80,11,9,21,744,187,929
SSC50188,0,3,0,0,0,0,0,0,0,3,0,4,0,3,6,0,3,4,0,0,6,0,0,0,6,3,11,3,0,3,0,0,4,0,0,0,10,0,13,8,0,8,3,0,3,0,0,0,5,0,5,8,0,8,3,0,3,71,18,86
SSC50189,4,4,8,0,3,5,0,5,9,0,12,8,8,19,25,7,4,15,23,19,38,8,17,23,16,3,20,15,3,14,6,4,13,9,3,11,24,0,22,14,0,10,9,0,9,3,4,9,11,0,11,23,0,23,10,7,13,186,102,283
SSC50190,0,22,21,6,7,14,6,32,37,13,45,58,21,33,56,23,37,58,26,36,61,36,29,65,56,46,100,51,41,84,35,36,69,50,23,76,94,29,128,77,7,88,50,3,48,40,12,47,62,12,74,112,18,125,18,24,45,772,483,1256
SSC50191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,4,3,0,3,0,0,0,0,0,4,0,0,0,6,0,6,3,0,3,0,0,0,3,0,3,6,0,6,3,0,3,34,6,38
SSC50192,0,0,0,0,0,0,0,3,3,0,3,4,0,7,10,3,7,7,5,5,10,3,0,6,5,0,4,7,0,7,3,3,6,5,0,5,8,0,8,5,0,5,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,56,29,86
SSC50193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,9,3,0,4,0,0,4,0,0,0,0,0,3,6,0,6,0,0,0,0,0,0,0,0,3,6,0,6,6,0,10,0,0,0,41,14,51
SSC50194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50195,3,0,3,0,0,0,0,0,0,0,6,6,0,3,4,0,8,8,5,3,10,3,0,4,8,0,5,4,0,5,0,0,0,0,0,0,5,0,7,3,0,3,3,0,3,3,0,3,3,0,3,3,0,3,5,0,5,40,21,66
SSC50196,4,3,4,0,0,3,0,10,8,0,4,8,5,28,28,3,11,11,23,8,29,10,9,21,9,6,21,14,8,24,8,4,15,20,0,15,18,6,22,11,0,11,11,0,11,0,3,3,9,0,9,27,0,28,3,6,9,184,106,285
SSC50197,0,3,4,3,0,3,3,9,5,3,7,13,11,24,35,15,8,27,30,3,35,19,11,30,22,12,35,30,5,35,23,4,33,16,3,22,30,9,43,12,0,12,8,0,8,4,0,3,17,0,17,46,0,45,3,16,14,302,108,414
SSC50198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,7,0,7
SSC50199,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,5,12
SSC50200,3,3,5,4,4,6,3,0,6,3,6,10,9,8,13,10,11,14,9,11,21,8,14,23,14,23,35,20,25,47,28,21,48,28,22,47,84,46,130,77,4,83,59,3,56,45,23,67,135,10,145,76,15,86,15,14,31,632,260,890
SSC50201,39,23,61,16,14,26,15,30,48,16,52,65,49,124,170,47,80,126,101,65,160,85,52,137,148,58,210,128,29,159,104,32,132,98,25,126,228,27,254,194,6,195,123,3,125,125,16,140,323,3,326,216,12,233,19,27,48,2076,675,2753
SSC50202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
SSC50203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,29,3,33
SSC50204,0,0,0,0,0,3,0,0,0,0,3,3,0,0,3,0,0,0,7,0,8,3,0,3,0,3,3,0,0,5,0,0,0,0,0,0,3,0,3,3,0,3,4,0,4,3,0,3,3,0,3,6,0,6,0,0,3,37,14,50
SSC50205,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,7,14
SSC50206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
