SSC_CODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
SSC51332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51334,10,11,7,0,0,0,28,0,0,0,0,0,0,0,6,0,7,3,0,0,15,4,0,0,0,0,0,8,3,0,7,4,0,0,12,4,10,3,0,0,0,16,8,9,3,3,0,0,22,5,12,5,0,5,0,21,4,9,7,0,0,0,20,5,9,5,3,3,0,26,7,5,0,3,0,0,15,12,20,18,3,3,0,54,6,7,3,0,0,0,21,3,5,3,0,0,0,10,9,12,10,0,0,0,29,13,40,23,0,0,0,74,4,22,16,0,0,0,43,6,25,19,0,0,0,44,6,8,6,0,0,0,17,105,209,130,21,15,4,485
SSC51335,6,3,3,3,0,0,13,8,0,0,0,0,0,5,0,3,0,0,3,0,8,0,0,0,0,0,0,0,3,3,0,0,0,0,5,3,3,0,0,0,0,10,4,5,3,0,0,0,16,3,4,0,0,0,0,9,3,8,0,0,0,0,8,4,4,3,0,0,0,13,3,3,0,0,3,0,10,7,16,8,0,3,0,30,0,3,0,3,0,0,9,0,16,3,0,0,0,22,8,14,3,0,3,0,21,5,50,12,3,3,0,67,4,40,4,0,3,0,55,17,50,11,3,0,0,79,3,3,0,0,0,0,7,75,227,49,17,22,3,397
SSC51336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51337,8,3,0,0,0,3,13,6,0,0,0,0,0,4,3,0,3,3,0,0,9,4,0,3,0,0,0,9,5,3,0,0,0,0,8,3,5,3,4,0,0,20,7,0,5,0,4,0,21,6,5,5,3,0,0,27,12,7,5,3,0,0,25,9,17,3,3,3,0,37,6,6,7,0,0,0,20,10,26,11,0,3,0,57,7,13,0,0,0,0,26,3,10,7,0,0,0,17,11,20,3,0,0,0,30,18,20,3,3,0,0,46,12,3,0,0,0,0,19,0,3,3,0,0,0,7,0,5,6,0,0,0,13,128,157,64,29,17,3,391
SSC51338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC51340,6,0,0,0,4,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,3,10,0,0,0,0,0,10,0,3,0,0,0,0,5,3,5,0,0,0,0,9,4,0,0,0,3,0,8,0,3,0,0,0,0,3,3,4,0,0,0,0,7,0,3,0,0,0,0,9,7,3,0,0,0,0,15,0,7,0,0,0,0,11,3,0,0,0,0,0,3,0,4,0,0,0,0,5,3,9,4,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,41,49,16,4,11,0,122
SSC51341,6,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,3,0,0,0,3,0,7,0,0,0,0,8,4,4,0,0,0,0,6,3,5,4,0,0,0,14,3,9,0,3,0,0,15,3,10,0,0,0,0,21,3,19,0,3,0,0,31,10,16,3,0,0,0,24,15,36,5,6,0,0,64,13,20,3,3,0,0,47,14,23,3,0,0,0,40,31,58,5,0,3,3,99,20,24,6,3,0,0,52,5,7,0,0,0,0,10,0,6,0,0,0,0,5,9,8,0,0,0,0,15,137,242,43,29,13,4,468
SSC51342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,3,0,0,3,0,3,0,0,0,0,6,0,3,0,0,0,0,5,4,7,3,0,0,0,16,3,3,0,0,0,0,13,4,4,0,0,0,0,10,0,4,0,0,0,0,13,3,3,0,0,0,0,4,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,45,13,9,7,0,87
SSC51343,7,3,0,0,0,0,18,4,4,0,0,0,0,11,0,3,0,0,0,0,3,0,3,0,0,0,0,7,0,3,8,0,3,0,17,3,3,4,3,4,0,15,7,8,5,0,3,0,33,7,7,12,0,3,0,27,7,18,9,0,0,0,31,11,19,11,5,3,3,47,3,41,0,6,0,0,46,28,40,14,6,3,0,89,6,28,10,3,0,0,46,7,28,5,6,0,0,42,17,36,14,0,0,0,68,12,48,12,0,0,0,74,5,6,3,0,0,0,18,7,0,0,0,0,0,7,3,10,3,0,0,0,20,143,317,98,33,28,3,620
SSC51344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51348,6,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,4,4,3,0,0,0,0,11,3,8,3,3,0,0,19,4,8,0,3,0,0,16,3,10,3,0,0,0,24,8,15,4,0,0,0,26,13,20,6,4,0,0,44,16,31,9,0,0,0,57,10,21,3,0,0,0,37,4,26,3,0,0,0,39,15,38,6,0,0,0,53,26,56,15,3,0,0,101,5,19,7,0,0,0,32,3,6,0,0,0,0,13,4,15,4,0,0,0,30,125,282,63,25,5,0,511
SSC51349,12,5,10,0,7,0,31,0,0,4,0,0,0,4,9,3,7,0,3,0,21,3,6,5,0,0,0,19,13,11,11,0,3,0,29,9,10,5,3,0,0,23,15,9,13,0,3,0,39,13,18,11,0,3,0,50,8,20,5,0,6,0,42,4,19,11,3,3,0,36,3,13,9,0,0,0,27,13,43,19,0,3,0,75,4,7,0,0,0,0,16,8,24,5,0,0,0,37,15,37,14,4,0,0,60,23,84,31,0,3,0,141,19,56,29,0,5,0,114,14,56,20,3,0,0,90,16,16,12,0,0,0,47,202,427,210,26,33,4,901
SSC51350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,0,12,7,4,0,3,5,3,18,3,3,3,3,3,0,15,5,7,0,0,0,0,14,8,7,0,0,0,0,19,4,10,0,3,0,0,14,3,5,0,0,0,0,12,3,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,44,54,10,13,10,3,135
SSC51352,11,3,4,4,0,0,25,5,3,4,0,3,0,15,6,8,8,0,0,0,17,10,4,4,3,0,0,17,12,9,3,0,3,0,24,15,6,9,0,3,0,39,20,29,10,4,4,0,67,21,26,3,10,4,0,67,16,21,7,6,6,0,58,26,27,8,8,3,0,76,19,30,8,9,0,3,66,41,50,3,3,4,0,107,4,24,7,0,0,0,29,6,12,3,3,0,0,27,12,34,7,0,4,0,58,18,40,4,0,6,0,65,7,11,9,0,0,0,24,5,3,0,0,0,0,10,3,8,3,0,0,0,15,266,352,100,45,40,5,813
SSC51353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51354,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,9,0,0,3,0,3,0,9,3,3,0,0,0,0,11,3,6,0,0,0,0,12,4,8,0,3,0,0,15,0,3,0,0,0,0,3,0,0,0,0,0,0,0,6,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,28,11,6,3,0,80
SSC51355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC51357,6,0,0,0,0,0,8,3,0,0,0,0,0,3,0,3,0,0,0,0,4,3,3,0,0,0,0,5,5,0,3,0,3,0,11,3,3,0,0,0,0,13,8,3,3,0,0,0,13,3,3,3,0,0,0,13,9,4,7,0,3,0,17,3,7,3,0,0,0,12,0,3,3,0,0,0,11,3,9,0,0,0,0,16,3,3,3,0,0,0,11,7,0,0,0,0,0,7,4,3,0,0,0,0,13,14,19,5,0,3,0,44,8,9,3,0,0,0,22,10,11,4,0,0,0,26,5,0,0,0,0,0,11,97,100,43,11,20,0,260
SSC51358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51359,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,13
SSC51360,4,7,3,0,5,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,4,3,0,4,0,17,0,5,4,0,4,0,13,6,12,3,4,3,0,25,16,8,4,3,7,0,34,9,20,3,3,4,0,35,14,21,7,0,3,0,45,14,19,5,6,3,0,51,30,32,3,0,3,0,71,10,24,0,0,3,0,41,11,25,0,0,3,0,37,23,26,4,4,3,0,59,29,41,8,3,0,0,77,5,11,0,0,0,0,18,5,3,0,0,0,0,7,5,9,3,0,0,0,14,193,259,48,30,37,0,578
SSC51361,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,4,0,0,0,0,5,8,7,3,0,0,0,17,3,4,0,0,0,0,12,4,4,0,0,0,0,9,0,3,3,0,0,0,6,5,3,0,0,0,0,12,3,12,4,0,0,0,21,3,6,0,3,0,0,18,0,3,0,0,0,0,5,3,9,4,3,0,0,19,21,33,5,3,0,0,65,9,14,4,0,0,0,27,3,3,3,0,0,0,11,6,7,0,0,0,0,16,80,113,33,19,10,0,260
SSC51362,4,0,3,0,0,0,10,3,0,0,0,0,0,3,0,0,3,0,0,0,8,5,0,3,0,0,0,10,4,6,0,0,0,0,17,13,4,4,4,3,0,26,26,21,3,0,0,0,53,14,36,9,4,7,0,71,17,21,7,0,4,0,48,14,36,6,3,4,0,66,23,41,10,6,3,0,80,22,39,8,7,3,0,75,14,21,0,0,0,0,38,7,3,3,0,0,0,16,7,15,7,0,0,0,29,11,15,8,0,0,0,33,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,6,4,5,0,0,17,187,266,77,28,28,5,591
SSC51363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51364,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
SSC51365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51366,8,7,3,0,3,0,14,7,0,0,0,0,0,11,3,4,0,4,4,0,14,3,0,3,0,4,0,12,7,10,8,0,3,0,34,15,12,7,3,5,0,48,7,13,14,4,6,0,46,24,32,7,3,6,0,77,19,25,15,8,6,0,63,26,35,18,5,7,3,91,18,21,11,0,5,0,58,34,38,12,0,3,3,89,25,21,8,4,6,0,56,10,15,5,0,4,0,37,27,29,11,0,0,3,73,20,23,3,5,6,3,62,0,4,3,0,0,0,7,3,3,0,0,0,0,8,5,17,4,0,4,0,30,266,305,134,44,71,18,841
SSC51367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51370,22,13,15,4,4,0,65,10,3,0,0,0,0,9,4,3,3,0,0,0,9,7,4,3,0,0,0,16,9,10,3,0,0,0,18,8,6,7,3,0,0,27,15,4,3,3,4,0,33,6,14,10,3,3,0,35,12,14,5,3,4,0,39,18,6,3,3,0,0,32,8,3,5,0,0,0,18,32,13,18,6,3,0,70,8,5,7,0,0,0,24,9,9,6,0,3,0,28,20,23,6,0,0,0,50,53,60,23,0,0,0,145,36,31,18,3,5,0,91,47,67,22,4,5,3,148,18,9,3,0,0,0,30,341,305,165,31,37,11,886
SSC51371,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,6,7,0,0,0,0,12
SSC51372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
