SSC_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC51052,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,10,12,17,18,21,5,3,85
SSC51053,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,11,5,3,7,4,17,17,5,0,0,49
SSC51054,0,0,0,0,3,13,27,30,20,95,0,0,0,0,0,4,0,3,3,15,4,50,57,13,19,28,68,115,156,522,222,504,457,241,288,367,395,388,307,3163
SSC51055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,3,0,0,0,20
SSC51056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,7,0,5,0,0,24
SSC51057,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,3,0,5,8,5,13,13,14,3,65,9,10,29,49,51,71,47,32,3,298
SSC51058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51059,0,0,0,0,0,3,4,32,14,61,0,0,0,0,0,0,0,0,0,3,10,9,11,18,19,11,15,37,52,171,54,76,211,268,250,173,146,186,138,1505
SSC51060,0,0,0,0,5,3,5,0,0,13,0,0,0,0,0,0,0,0,0,0,7,0,3,10,23,16,7,3,0,64,22,14,27,66,104,81,61,25,4,406
SSC51061,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,3,0,0,17,3,9,9,15,21,19,21,11,0,108
SSC51062,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,3,7,3,0,0,19
SSC51063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,6
SSC51064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,3,4,3,0,0,0,12
SSC51065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,6,0,0,0,19
SSC51066,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,3,11,4,3,3,0,0,23,10,22,35,53,52,44,23,7,3,241
SSC51067,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,8,3,3,27
SSC51068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,7,0,29
SSC51069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,14
SSC51070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51071,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,3,5,8,12,11,13,0,0,56
SSC51072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8
SSC51073,0,0,0,0,3,3,6,4,0,24,0,0,0,0,0,0,0,0,0,0,3,3,8,10,19,24,20,14,3,98,14,33,55,100,145,188,162,62,19,765
SSC51074,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,12,0,0,0,25,0,0,6,19,18,23,14,7,0,93
SSC51075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,5,21,15,10,11,5,0,0,71
SSC51076,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,15,12,10,13,24,54,57,39,17,4,217
SSC51077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10
SSC51078,0,0,3,0,0,0,3,7,8,23,0,0,0,0,3,0,0,0,0,3,0,0,4,5,0,13,13,8,7,51,9,19,67,36,46,81,62,50,23,392
SSC51079,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,60,130,88,36,10,0,0,0,336,3,62,135,98,47,24,12,7,0,386
SSC51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,3,5,14,14,5,4,0,54
SSC51081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,4,0,0,21
SSC51082,0,0,0,0,0,0,9,3,3,14,0,0,0,0,0,0,0,0,0,3,0,5,4,6,8,12,9,3,0,45,19,24,43,53,83,80,72,24,5,399
SSC51083,4,8,5,3,15,23,40,50,45,180,0,0,3,0,0,0,0,0,5,5,31,28,68,39,68,88,73,51,29,476,142,245,490,448,515,571,419,256,128,3208
SSC51084,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,4,18,29,12,17,6,0,84
SSC51085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,14,0,0,9,5,18,10,12,0,0,55
SSC51086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,4,0,5,7,3,0,0,21
SSC51087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51088,0,4,0,0,4,9,18,20,26,82,0,0,3,0,3,0,0,3,0,19,11,41,65,40,58,75,59,36,35,423,259,919,1040,1172,1378,1298,1029,491,305,7896
SSC51089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,13,0,7,25,15,14,15,3,0,0,77
SSC51090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,4,3,0,0,0,0,15
SSC51091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,6,0,3,19,5,0,12,17,6,5,16,3,4,73
SSC51092,0,0,0,0,0,0,3,4,0,15,0,0,0,0,4,0,0,0,0,8,0,0,0,4,7,0,3,6,0,22,10,17,34,23,43,21,23,14,0,196
SSC51093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,9
SSC51094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,0,0,0,0,18,3,6,15,33,19,14,3,0,0,87
SSC51095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4
SSC51097,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,4,7,6,0,30,0,0,11,16,25,16,13,15,0,91
SSC51098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,3,3,0,19
SSC51099,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,14,0,8,23,16,23,25,14,3,3,118
SSC51100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,5,4,10,16,22,30,15,0,0,99
SSC51101,3,3,9,13,16,27,9,0,0,82,0,0,0,3,8,0,0,0,0,15,30,117,505,366,296,159,20,5,0,1497,123,473,1940,1476,1104,589,85,13,4,5801
SSC51102,19,26,41,32,44,26,12,6,0,205,0,0,0,0,0,0,0,3,0,7,21,33,53,53,40,17,13,5,0,242,54,80,178,135,115,74,34,14,0,687
SSC51103,0,0,3,0,4,3,6,4,0,33,0,0,0,0,0,0,0,0,0,6,10,20,78,85,50,20,3,4,0,267,103,249,940,870,557,258,42,15,3,3023
SSC51104,0,0,0,0,0,3,6,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,4,0,20,3,3,10,30,43,57,34,15,4,195
SSC51105,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,0,0,3,9,12,11,8,3,0,44
SSC51106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,4,0,0,0,3,0,0,15
SSC51107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,14
SSC51108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,3,8,3,10,16,7,0,0,55
SSC51109,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,5,16,15,20,10,0,0,65
SSC51110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,3,10,14,7,3,7,0,40
SSC51111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,0,0,12
SSC51112,0,11,29,30,55,61,81,113,48,424,3,3,24,13,12,22,26,15,20,139,26,64,281,169,113,87,68,77,31,921,231,832,3370,1771,1093,965,627,466,165,9531
SSC51113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,4,0,8,10,0,0,32
SSC51114,0,0,6,11,16,51,109,106,67,368,0,0,3,3,18,18,20,24,8,100,19,20,59,36,49,72,86,61,28,434,229,488,908,895,1029,1257,983,498,178,6470
SSC51115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,8,21,19,3,0,58
SSC51116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,3,0,0,0,15
SSC51117,0,0,0,0,0,7,10,6,0,28,0,0,0,0,0,0,0,0,0,0,0,3,9,0,21,19,13,5,0,71,11,15,73,42,105,109,80,26,6,470
SSC51118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,10,0,0,3,5,10,3,7,0,0,33
SSC51119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51120,0,0,0,3,5,7,16,17,11,61,0,0,3,0,0,0,3,0,0,8,4,0,19,25,27,37,41,27,5,185,74,130,412,463,472,482,440,183,66,2716
SSC51121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,3,4,3,0,3,0,0,15
SSC51122,0,0,0,0,0,0,5,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,5,3,7,4,3,0,0,21,10,12,29,34,55,57,44,11,4,255
SSC51123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
SSC51124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,4
SSC51125,0,0,0,0,4,0,4,9,0,20,0,0,0,0,0,0,0,0,0,0,4,10,58,37,42,40,17,16,3,229,51,145,380,349,432,359,192,55,11,1982
SSC51126,0,0,0,0,3,3,7,3,3,14,0,0,0,0,0,0,0,0,0,3,7,0,7,9,7,14,8,3,0,62,25,26,69,107,104,103,91,22,8,555
SSC51127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,0,3,0,3,0,3,0,0,7
SSC51128,0,0,0,3,0,5,7,10,5,29,0,0,0,0,0,0,0,0,0,8,9,13,70,59,42,43,51,37,23,348,52,161,521,415,490,485,472,193,62,2839
SSC51129,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,9,21,21,14,7,0,95
SSC51130,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,4,10,13,15,3,3,3,57
SSC51131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,6,3,3,3,0,3,0,30
SSC51132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,6,0,3,6,15,8,14,4,0,0,56
SSC51133,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,6,3,3,3,3,18
SSC51134,0,0,0,0,3,4,5,7,0,29,0,0,3,0,0,3,3,0,0,7,0,5,11,8,13,10,7,5,0,57,49,111,149,156,240,190,88,46,6,1031
SSC51135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,5,3,0,0,18
SSC51136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,11,0,0,0,25
SSC51137,3,0,6,4,18,20,61,139,110,362,0,0,0,3,0,6,0,29,22,68,17,41,126,87,106,101,69,64,49,663,161,545,1667,1360,1263,952,538,431,261,7175
SSC51138,0,0,0,3,11,13,9,4,0,40,0,0,0,3,3,0,0,0,0,7,0,0,8,8,3,8,4,3,0,38,8,9,37,62,63,59,35,11,0,280
SSC51139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,0,20
SSC51140,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,5,14,22,23,13,3,7,0,86
SSC51141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,7,6,0,0,0,16
SSC51142,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,8,6,0,4,9,12,21,15,7,0,74
SSC51143,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,3,0,17,3,3,12,26,14,28,19,7,0,104
SSC51144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,10
SSC51145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,3,0,0,0,18
SSC51146,0,0,0,0,0,3,17,14,4,40,0,0,0,0,0,0,0,0,0,0,0,5,7,10,11,4,14,4,3,59,17,37,78,105,93,156,131,57,22,699
SSC51147,4,7,9,9,19,40,60,63,41,252,0,6,0,0,5,3,4,4,0,28,35,48,71,92,96,110,113,88,65,719,183,364,727,782,806,934,669,359,167,4993
SSC51148,0,0,0,0,5,9,20,21,11,65,0,0,0,0,0,0,0,0,0,3,3,0,3,12,15,24,17,25,18,106,13,29,53,73,114,168,125,83,33,685
SSC51149,0,0,3,4,3,3,3,0,0,15,0,0,0,0,3,0,0,0,0,5,7,57,183,73,35,25,6,7,0,400,24,169,608,211,108,92,37,19,3,1264
SSC51150,0,0,0,0,0,3,0,7,3,13,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,3,3,0,23,4,12,24,35,51,44,32,14,6,227
SSC51151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,11
SSC51152,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,0,0,0,16,10,13,20,34,37,29,17,6,0,161
SSC51153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,4,0,15
SSC51154,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,6,3,8,7,4,3,0,36
SSC51155,0,0,3,0,4,8,4,0,0,19,0,0,0,0,0,0,0,0,0,6,3,15,90,62,58,27,5,0,0,261,19,110,571,417,341,178,25,0,0,1654
SSC51156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,5,6,5,0,24
SSC51157,0,0,0,0,3,13,13,11,0,37,0,0,0,0,3,0,0,0,0,3,9,18,25,21,24,23,26,8,0,156,41,89,155,114,157,116,95,41,12,810
SSC51158,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,16,12,18,33,17,10,3,119
SSC51159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
SSC51160,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,10,3,0,7,12,19,16,9,13,0,80
SSC51161,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,3,9,0,0,32,3,9,42,42,49,44,37,4,0,226
SSC51162,0,0,0,0,3,0,3,9,0,13,0,0,0,0,0,0,0,0,0,0,0,3,11,9,7,0,3,5,0,40,16,32,110,69,73,35,32,34,5,406
SSC51163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51164,0,0,3,3,3,7,22,8,4,54,0,0,0,0,0,0,0,0,0,0,7,8,8,11,26,17,5,5,4,85,122,178,190,338,541,362,195,58,17,1991
SSC51165,0,0,0,0,0,3,0,7,0,12,0,0,0,0,0,0,0,0,0,0,4,3,9,12,14,16,16,10,3,81,28,22,71,93,155,152,120,73,13,735
SSC51166,0,0,0,3,3,14,23,27,10,81,0,0,0,3,5,0,0,0,0,17,30,15,25,42,58,48,49,37,15,321,300,543,621,922,1405,1180,690,291,84,6022
SSC51167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,3,8,3,3,0,38
SSC51168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,9,8,11,0,0,0,39
SSC51169,0,0,0,0,0,3,0,4,3,7,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,4,4,5,0,31,13,18,38,32,54,50,44,13,5,266
SSC51170,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,0,5,10,10,17,17,20,5,0,74
SSC51171,0,0,0,0,3,7,0,3,0,18,0,0,0,0,0,0,0,3,0,3,10,11,28,22,22,27,11,4,0,123,19,53,154,144,130,155,36,19,3,713
SSC51172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,3,0,0,0,15
SSC51173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3
SSC51174,0,0,3,4,0,14,41,22,19,100,0,0,0,0,0,0,0,3,0,6,18,9,26,22,20,22,35,23,12,176,85,124,262,242,244,234,221,122,50,1587
SSC51175,0,0,0,0,6,3,9,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,13,17,20,16,11,0,78,15,44,68,67,135,169,92,32,9,627
SSC51176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,15
SSC51177,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,8,6,0,0,31
SSC51178,0,0,0,0,6,0,0,0,0,13,0,0,0,0,0,0,3,0,0,7,0,0,0,4,3,0,0,0,0,8,11,15,18,20,26,12,3,0,0,102
SSC51179,0,0,0,13,10,38,51,26,3,142,0,0,3,3,4,9,0,0,0,24,17,41,72,64,74,83,69,44,13,482,142,302,676,669,639,514,400,208,51,3604
SSC51180,0,0,3,11,9,21,26,34,19,128,0,4,3,7,3,4,0,13,7,38,12,31,93,51,48,54,36,26,20,358,58,362,1315,626,384,369,256,149,76,3598
SSC51181,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,13,5,0,10,20,18,27,24,6,0,104
SSC51182,0,0,3,3,10,16,45,21,18,119,0,0,0,3,0,3,0,8,0,13,9,19,55,53,42,49,53,29,8,324,189,453,1251,1270,994,1033,735,276,87,6288
SSC51183,0,0,0,0,0,6,4,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,9,4,8,10,18,25,23,18,9,3,126
SSC51184,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,12,3,8,11,8,17,23,6,0,0,81
SSC51185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,6,6,0,3,3,3,0,18
SSC51186,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,3,0,0,16,0,3,6,3,11,14,15,5,0,55
SSC51187,0,0,0,0,4,13,34,58,34,151,0,0,0,3,0,10,3,3,0,16,16,15,69,66,67,49,50,57,35,419,139,361,1074,1084,952,767,576,366,164,5485
SSC51188,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,6,8,11,3,0,0,0,36,5,29,142,123,123,64,4,3,0,498
SSC51189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,9,7,3,0,0,0,27
SSC51190,0,0,0,3,3,4,3,0,0,9,0,0,0,0,0,0,0,0,0,3,3,15,49,43,43,13,5,0,0,163,22,63,251,302,188,92,14,0,0,941
SSC51191,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,3,4,13,22,16,28,18,11,4,128
SSC51192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,4,7,0,0,21,0,0,10,9,10,13,16,0,0,52
SSC51193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51194,0,0,0,0,0,3,8,9,3,24,0,0,0,0,0,0,0,0,0,4,9,6,16,16,30,22,7,11,3,119,84,119,209,310,425,311,165,55,20,1701
SSC51195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,4,15,8,5,5,0,0,0,46
SSC51196,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,12,0,3,13,4,7,8,5,3,0,42
SSC51197,0,0,0,0,3,4,7,0,0,13,0,0,0,0,0,0,0,0,0,4,0,8,3,3,6,5,9,4,0,35,18,37,51,66,96,113,66,20,3,465
SSC51198,0,0,10,15,9,43,57,39,22,192,0,0,0,10,3,8,16,16,3,54,8,7,24,21,26,30,38,17,3,182,163,359,907,803,760,907,611,256,87,4855
SSC51199,3,0,11,7,14,47,54,36,11,186,0,0,3,4,3,4,5,7,0,26,28,37,100,90,104,81,82,59,15,586,230,374,888,814,833,687,500,242,66,4634
SSC51200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,3,0,3,7,24,13,8,0,0,59
SSC51201,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,8,10,14,0,0,54
SSC51202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,8,0,3,3,8,8,21,3,0,0,44
SSC51203,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,4,12,11,5,6,4,4,0,51
SSC51204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11
SSC51205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,5,3,20,22,3,3,61
