SSC_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SSC50635,39,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,89,8,..,49,89
SSC50636,3258,9551,178,339,164,387,348,731,53,87,7,7,0,0,0,0,57,92,0,0,0,0,0,0,0,0,0,0,9,11,3671,10387,367,..,4036,10387
SSC50637,676,1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,680,1711,57,..,736,1711
SSC50638,23,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,60,3,..,26,60
SSC50639,1367,3266,132,203,0,0,132,203,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,14,1509,3490,167,..,1673,3490
SSC50640,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,36,8,..,20,36
SSC50641,25,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,48,5,..,29,48
SSC50642,17,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,20,47,8,..,22,47
SSC50643,1806,5376,151,329,8,10,157,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965,5716,128,..,2096,5716
SSC50644,47,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,96,13,..,61,96
SSC50645,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,6,..,12,26
SSC50646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50647,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,9,25,3,..,9,25
SSC50648,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,36,14,..,31,36
SSC50649,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,10,18,0,..,10,18
SSC50650,14,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,58,0,..,14,58
SSC50651,99,282,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,289,12,..,111,289
SSC50652,303,640,12,12,0,0,12,12,4,4,3,3,0,0,0,0,4,8,10,16,0,0,0,0,0,4,13,18,7,12,332,687,360,..,691,687
SSC50653,58,108,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,8,5,15,0,0,65,122,103,..,167,122
SSC50654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50655,227,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,588,21,..,249,588
SSC50656,44,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,49,113,10,..,53,113
SSC50657,19,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,52,6,..,23,52
SSC50658,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,9,29,3,..,18,29
SSC50659,2797,8248,38,87,0,0,38,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2838,8336,240,..,3076,8336
SSC50660,117,305,3,7,0,0,3,7,14,16,0,0,0,0,0,4,15,20,0,0,0,0,0,0,0,0,0,0,0,3,137,336,26,..,164,336
SSC50661,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,3,..,11,24
SSC50662,1535,4891,24,78,24,93,50,172,0,0,0,0,0,0,0,0,0,0,0,0,54,73,0,0,0,5,54,73,3,7,1647,5144,87,..,1737,5144
SSC50663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50664,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,5,0,0,8,12,0,..,6,12
SSC50665,6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38,4,..,15,38
SSC50666,1403,3727,190,330,183,391,366,725,216,355,196,298,85,89,0,0,496,743,0,0,0,0,0,0,3,3,3,3,6,6,2275,5210,254,..,2527,5210
SSC50667,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,3,..,12,27
SSC50668,1207,2742,1627,3075,580,1348,2207,4424,179,231,0,0,0,0,0,0,179,231,0,0,0,0,0,0,0,0,0,0,6,9,3593,7411,472,..,4073,7411
SSC50669,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,..,3,8
SSC50670,25,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,59,3,..,32,59
SSC50671,31,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,76,24,..,54,76
SSC50672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50673,25,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,65,4,..,25,65
SSC50674,24,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,50,13,..,37,50
SSC50675,18,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,54,5,..,20,54
SSC50676,50,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,3,10,0,0,55,109,75,..,132,109
SSC50677,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,6,..,16,30
SSC50678,104,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,299,10,..,117,299
SSC50679,829,2380,4,8,11,13,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,842,2409,56,..,896,2409
SSC50680,1122,3283,7,14,0,0,6,17,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,15,1136,3323,78,..,1210,3323
SSC50681,73,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,155,8,..,80,155
SSC50682,400,1072,4,9,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,9,0,3,408,1089,48,..,459,1089
SSC50683,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,0,..,16,20
SSC50684,60,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,149,17,..,80,149
SSC50685,16,46,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,47,3,..,24,47
SSC50686,24,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,60,0,..,25,60
SSC50687,31,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,74,7,..,40,74
SSC50688,103,270,7,18,0,0,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,116,289,41,..,158,289
SSC50689,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29,5,..,12,29
SSC50690,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,43,11,..,25,43
SSC50691,778,2366,7,14,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,2379,78,..,866,2379
SSC50692,23,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,61,3,..,24,61
SSC50693,42,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,44,101,16,..,61,101
SSC50694,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35,8,..,25,35
SSC50695,176,444,39,59,80,138,117,195,169,245,109,174,99,130,0,0,378,554,0,0,0,0,0,0,0,0,0,0,0,0,667,1192,139,..,802,1192
SSC50696,1868,5155,223,398,509,1179,735,1581,42,90,269,494,348,631,0,0,665,1211,0,0,0,0,0,3,9,34,13,32,23,45,3296,8031,451,..,3748,8031
SSC50697,818,1927,825,1448,266,582,1092,2031,227,397,3,3,18,23,0,0,251,423,0,0,0,0,0,0,0,0,0,0,3,13,2173,4399,317,..,2492,4399
SSC50698,140,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,146,311,47,..,195,311
SSC50699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50700,640,1422,21,32,6,12,21,44,3,5,0,0,0,0,0,0,3,5,19,30,0,3,4,10,0,0,28,48,0,3,697,1514,674,..,1371,1514
SSC50701,13,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,46,3,..,16,46
SSC50702,2431,6112,206,298,32,51,235,351,3,6,0,0,0,0,0,0,3,15,0,3,0,0,0,0,0,4,3,8,4,3,2680,6485,256,..,2933,6485
SSC50703,59,158,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,63,155,17,..,77,155
SSC50704,445,1027,51,75,11,19,60,93,50,69,0,0,0,0,0,0,50,69,57,99,0,7,3,10,0,0,62,116,3,11,622,1308,324,..,939,1308
SSC50705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50706,229,612,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,9,9,0,0,237,620,38,..,275,620
SSC50707,964,2497,242,454,50,90,287,545,115,199,0,0,0,0,0,0,115,199,0,0,0,0,0,0,0,0,0,0,5,15,1379,3253,277,..,1658,3253
SSC50708,23,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,26,63,4,..,25,63
SSC50709,1599,4508,155,257,4,15,157,268,51,63,0,0,0,0,0,0,51,63,0,0,0,0,0,0,0,0,0,0,3,3,1809,4844,156,..,1969,4844
SSC50710,30,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,67,6,..,34,67
SSC50711,79,408,0,0,0,0,0,0,3,11,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,81,418,16,..,99,418
SSC50712,213,540,7,9,14,17,23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,571,125,..,356,571
SSC50713,547,1486,50,84,0,0,50,84,9,13,0,0,0,0,0,0,9,13,0,7,0,0,0,0,0,0,0,7,0,0,608,1591,160,..,767,1591
SSC50714,156,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,398,36,..,191,398
SSC50715,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,..,3,4
SSC50716,84,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,86,207,42,..,127,207
SSC50717,13,39,0,0,0,0,0,0,5,9,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,17,47,5,..,26,47
SSC50718,412,1254,95,189,55,138,149,325,5,7,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,568,1582,76,..,639,1582
SSC50719,2772,7498,308,602,3,9,319,620,105,212,0,0,0,0,0,0,105,212,0,6,0,3,0,0,0,0,0,6,9,18,3199,8351,326,..,3523,8351
SSC50720,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,3,3,0,0,0,0,14,24,0,0,12,26,0,..,12,26
SSC50721,41,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,88,21,..,65,88
SSC50722,36,94,0,0,15,41,18,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,50,139,16,..,70,139
SSC50723,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28,0,..,12,28
SSC50724,143,430,11,16,0,0,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,78,24,78,0,0,173,523,34,..,211,523
SSC50725,440,1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,441,1241,33,..,478,1241
SSC50726,125,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,131,378,17,..,144,378
SSC50727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50728,53,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,58,155,13,..,71,155
SSC50729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50730,26,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,83,3,..,34,83
SSC50731,0,3,0,3,0,0,3,0,0,0,12,12,0,0,0,0,12,12,0,0,0,0,0,0,0,3,3,3,0,0,16,28,35,..,54,28
SSC50732,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,37,0,0,13,18,0,0,32,53,6,17,54,92,16,..,70,92
SSC50733,97,245,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,105,250,37,..,144,250
SSC50734,2680,7443,284,563,146,354,423,917,7,7,0,0,53,56,0,0,61,68,0,0,0,0,0,0,0,0,0,0,9,12,3178,8442,305,..,3479,8442
SSC50735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50736,1123,2861,97,195,0,0,97,195,16,23,0,0,0,0,0,0,16,23,0,0,0,0,0,0,0,0,0,0,13,28,1242,3113,193,..,1438,3113
SSC50737,13,35,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,43,4,..,21,43
SSC50738,35,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,76,12,..,50,76
SSC50739,126,334,4,7,0,0,4,7,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,127,351,24,..,155,351
SSC50740,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,3,..,15,30
SSC50741,327,777,20,34,0,0,20,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,10,24,362,844,40,..,404,844
SSC50742,3167,8207,591,1202,3,12,597,1212,49,76,28,47,0,0,0,0,74,122,30,42,3,4,0,0,3,0,40,44,12,21,3883,9609,408,..,4289,9609
SSC50743,392,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,3,0,0,8,8,8,13,407,888,85,..,490,888
SSC50744,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,3,..,11,24
SSC50745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50746,1265,3650,84,161,127,250,206,408,52,88,6,9,0,0,0,0,56,98,0,0,0,0,0,0,0,0,0,0,4,12,1530,4168,168,..,1698,4168
SSC50747,41,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,86,15,..,59,86
SSC50748,1822,5271,51,118,0,0,51,118,28,42,0,0,0,0,0,0,28,42,0,0,0,0,3,11,8,23,9,31,4,6,1913,5479,179,..,2091,5479
SSC50749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50750,1813,4729,540,1288,101,249,643,1540,45,89,0,0,0,0,0,0,45,89,0,0,0,0,0,0,0,0,0,0,5,14,2514,6367,293,..,2805,6367
SSC50751,94,231,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,235,17,..,116,235
SSC50752,562,1558,76,129,0,0,76,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,635,1693,39,..,668,1693
SSC50753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50754,36,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,18,42,0,0,26,51,3,6,57,178,34,..,89,178
SSC50755,82,210,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,18,27,0,0,0,0,0,0,18,27,0,0,100,239,6,..,110,239
SSC50756,0,3,0,0,0,0,0,0,0,0,3,8,0,3,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,10,18,0,..,10,18
SSC50757,73,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,91,7,9,0,3,0,0,60,99,3,10,134,321,16,..,152,321
SSC50758,4025,11150,410,746,26,58,431,801,75,102,0,0,0,0,0,0,80,102,9,12,82,105,3,6,0,0,89,122,0,0,4622,12178,300,..,4924,12178
SSC50759,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,..,3,13
SSC50760,2063,6362,153,257,0,0,153,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2219,6618,181,..,2406,6618
SSC50761,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,..,7,18
SSC50762,76,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,79,185,14,..,96,185
SSC50763,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31,11,..,18,31
SSC50764,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,0,..,13,31
SSC50765,452,1048,11,22,0,0,11,22,27,34,0,0,0,0,0,0,27,34,0,0,0,0,0,0,0,0,0,0,3,10,492,1121,95,..,579,1121
SSC50766,30,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,71,8,..,37,71
SSC50767,127,294,3,3,0,0,3,3,3,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,135,302,38,..,175,302
SSC50768,14,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,40,6,..,28,40
SSC50769,27,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,80,6,..,37,80
SSC50770,17,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,54,4,..,20,54
SSC50771,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,9,11,19,7,..,16,19
SSC50772,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,4,..,11,16
SSC50773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50774,25,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,70,10,..,28,70
SSC50775,1088,3405,143,279,24,51,168,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1257,3739,91,..,1348,3739
SSC50776,353,847,37,43,0,0,37,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,885,47,..,433,885
SSC50777,110,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,231,28,..,135,231
SSC50778,18,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,41,3,..,22,41
SSC50779,56,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,53,131,17,..,73,131
SSC50780,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,6,..,24,32
SSC50781,87,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,85,195,35,..,120,195
SSC50782,39,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,86,14,..,52,86
SSC50783,18,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,41,3,..,18,41
SSC50784,21,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,47,7,..,32,47
SSC50785,38,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,37,102,4,..,47,102
SSC50786,134,294,19,21,0,0,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,153,315,42,..,204,315
SSC50787,29,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,72,9,..,42,72
SSC50788,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,4,..,12,15
SSC50789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,7,7,0,..,7,7
SSC50790,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,3,..,11,23
SSC50791,24,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,38,17,..,44,38
SSC50792,1146,3434,156,326,31,60,182,385,78,145,0,0,0,0,0,0,78,145,164,285,3,11,21,43,84,195,276,534,22,41,1708,4543,444,..,2146,4543
SSC50793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC50794,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,26,8,..,14,26
SSC50795,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,..,6,8
SSC50796,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,..,4,7
SSC50797,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,..,3,5
SSC50798,47,102,24,59,24,56,46,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,222,50,..,138,222
SSC50799,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,3,..,11,19
SSC50800,158,608,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,7,0,0,0,0,0,0,3,7,0,0,163,614,31,..,190,614
