SSC_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC50489,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,11
SSC50490,0,24,34,29,36,41,55,29,15,262,0,5,22,21,29,39,13,7,3,136,0,3,31,24,27,32,12,3,0,133,0,6,18,24,27,17,4,4,3,101,0,4,31,39,54,36,8,0,0,167,0,0,11,16,27,15,4,9,0,82,25,10,25,36,34,39,119,84,27,401,204,193,329,361,454,615,1080,708,189,4135
SSC50491,0,13,24,19,15,23,15,6,3,113,0,3,22,14,21,19,3,3,0,82,0,6,15,22,24,16,3,3,3,83,0,4,6,13,15,10,0,0,0,52,0,0,9,14,32,15,3,3,0,69,0,0,0,8,9,6,6,0,0,30,18,20,51,24,52,39,54,44,42,345,113,121,235,205,260,299,254,227,149,1866
SSC50492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50493,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,3,0,0,20,0,0,13,5,15,17,3,0,0,58
SSC50494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
SSC50495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,11,7,3,0,24
SSC50496,0,4,40,45,39,27,20,3,0,189,3,9,22,38,33,17,6,3,0,122,0,5,33,25,32,17,0,0,0,115,0,3,27,28,24,8,3,0,0,87,0,0,27,44,48,27,4,0,0,157,0,0,10,20,24,11,3,0,0,76,25,13,41,42,32,33,19,3,4,209,122,116,393,419,372,288,202,52,14,1981
SSC50497,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,7,9,9,4,7,0,0,35
SSC50498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,10,13,4,0,0,37
SSC50499,0,29,42,50,64,70,36,8,0,302,0,7,30,41,54,35,18,0,0,192,0,11,15,41,52,37,5,3,3,165,0,3,17,29,49,46,4,0,0,147,0,7,47,66,70,38,4,4,3,241,0,3,18,24,48,27,3,0,0,113,30,13,39,36,50,41,65,36,12,324,327,272,462,565,732,749,754,367,105,4335
SSC50500,0,0,0,0,5,0,3,0,0,8,0,3,0,3,6,3,0,0,0,13,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,3,0,0,0,8,0,0,0,3,4,4,0,0,0,9,0,0,0,0,3,8,3,0,0,10,0,3,0,3,4,3,6,0,0,23,13,13,5,18,42,44,36,9,3,188
SSC50501,3,22,85,53,54,59,23,9,3,308,0,16,76,67,44,38,6,0,0,243,0,3,77,40,46,45,5,4,0,216,0,3,41,39,22,31,4,0,0,143,0,0,50,62,50,21,8,0,0,195,0,0,12,15,18,12,3,0,0,60,12,19,39,21,39,40,23,27,8,229,184,268,709,538,489,568,458,235,166,3620
SSC50502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50506,0,5,21,19,3,12,6,0,0,60,0,5,18,8,15,5,4,0,0,53,0,0,13,10,6,13,0,0,0,49,0,0,6,3,3,4,0,0,0,20,0,0,17,3,14,5,0,0,0,42,0,0,0,0,0,3,0,0,0,10,30,23,49,28,39,20,8,0,0,197,93,102,261,171,185,128,52,15,14,1007
SSC50507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50508,0,28,67,55,84,62,41,13,13,354,0,23,48,44,69,65,22,15,9,289,0,13,54,59,96,74,27,12,6,344,0,6,41,38,91,61,22,5,3,265,0,6,51,176,211,152,38,12,4,648,0,3,53,292,411,179,38,11,3,987,27,22,31,47,69,39,28,16,20,302,581,468,539,1039,1352,1004,510,300,180,5974
SSC50509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50510,0,0,4,5,4,0,0,3,0,19,0,0,0,3,0,0,0,0,0,7,0,0,3,3,5,0,0,0,0,15,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,3,3,0,0,14,0,0,0,0,3,0,0,0,0,3,0,0,3,3,3,4,3,0,3,20,8,12,26,32,41,51,35,14,7,225
SSC50511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,15,28,21,5,0,0,0,84,5,3,18,43,27,11,11,3,0,122
SSC50512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50513,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,5,6,3,0,26
SSC50514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,9,0,0,6,7,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,10,0,0,19,8,12,6,0,0,0,45
SSC50515,0,9,14,15,25,12,3,0,0,82,0,3,4,16,23,9,0,0,0,52,0,0,9,7,9,12,4,0,0,42,0,0,3,5,11,6,0,0,0,34,0,0,5,8,16,9,0,3,0,44,0,0,5,7,4,6,0,0,0,26,10,5,9,11,12,8,14,8,5,76,71,69,114,137,179,138,105,29,13,868
SSC50516,5,63,271,227,230,171,49,6,3,1030,0,36,198,192,181,114,35,3,3,764,3,19,153,156,132,105,15,4,0,592,0,5,97,84,90,71,5,3,0,357,0,18,116,134,117,82,17,4,0,488,0,4,29,41,32,29,6,0,0,153,67,53,139,135,111,112,103,72,64,861,793,828,1924,1770,1584,1564,1098,604,198,10373
SSC50517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,0,13,6,4,7,3,0,0,40
SSC50518,0,0,12,4,8,3,0,0,0,28,0,0,3,3,0,3,3,0,0,17,0,0,0,3,6,3,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,9,14,7,4,5,3,0,51,8,14,42,73,45,53,36,14,7,299
SSC50519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,11,5,4,3,0,0,0,29,0,3,10,11,14,7,3,0,0,48
SSC50520,0,27,171,103,96,89,53,17,8,573,0,10,130,97,74,58,26,15,0,422,0,18,116,90,67,71,27,3,0,387,0,3,98,78,71,64,12,0,0,323,0,3,143,135,160,109,30,10,3,596,0,0,69,123,133,85,34,3,3,458,32,71,214,148,153,139,116,92,51,1019,332,487,1592,1180,1175,1128,814,444,190,7343
SSC50521,0,4,3,3,11,10,5,0,0,38,0,0,7,3,6,7,5,0,0,30,0,3,6,5,8,5,0,0,0,26,0,0,0,0,13,10,0,0,0,24,0,0,7,4,12,4,4,0,0,33,0,0,0,5,0,7,0,0,0,15,8,3,8,3,20,22,20,13,3,100,54,51,70,69,144,213,189,102,35,925
SSC50522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,0,8
SSC50523,0,0,0,10,9,6,4,3,0,33,0,0,5,0,9,7,0,0,0,19,0,0,0,8,3,5,0,0,0,18,0,0,0,7,3,3,0,0,0,22,0,0,0,3,7,9,7,0,0,26,0,0,0,0,7,3,0,0,0,11,3,0,0,6,16,10,12,3,0,41,34,18,35,68,112,135,120,24,0,541
SSC50524,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,12,10,4,0,0,45
SSC50525,0,0,0,0,5,0,0,0,0,8,0,0,3,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,5,3,3,19,4,32,19,3,0,0,86
SSC50526,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,9,4,3,3,0,0,0,33,0,4,22,11,15,23,0,0,0,77
SSC50527,9,52,18,10,3,0,0,0,0,93,7,46,31,6,0,0,0,0,0,92,0,18,24,0,0,3,0,0,0,52,0,6,14,0,0,0,0,0,0,28,0,0,30,15,10,4,0,0,0,58,0,0,0,0,0,0,0,0,0,3,27,144,117,30,20,3,0,0,0,338,54,299,251,72,41,6,0,0,0,720
SSC50528,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,14,3,5,14,10,3,15,9,3,0,63
SSC50529,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,3,15,3,10,0,0,0,0,48,19,17,36,15,19,9,7,0,0,111
SSC50530,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,10,0,3,3,0,0,0,0,18
SSC50531,0,4,14,33,46,35,14,3,0,138,0,11,4,20,36,30,0,0,0,98,0,6,6,16,30,29,7,0,0,93,0,3,9,22,35,29,0,0,0,92,0,3,11,37,63,27,4,0,0,140,0,0,3,23,39,21,4,0,0,86,11,5,3,18,26,17,18,10,3,123,254,99,112,274,433,368,196,64,20,1828
SSC50532,3,3,27,46,46,50,24,7,4,205,0,8,18,27,24,27,17,3,0,131,0,3,11,23,28,36,4,6,0,122,0,3,8,21,30,15,6,0,0,87,0,3,14,31,35,33,9,0,0,118,0,0,5,12,30,11,9,3,0,73,25,15,30,36,50,48,42,21,7,266,212,150,294,403,477,496,456,212,56,2764
SSC50533,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,0,0,11,7,0,4,16,17,13,3,3,0,62
SSC50534,0,11,34,17,43,26,15,6,3,158,0,12,22,23,27,32,8,5,0,133,0,0,31,24,36,21,7,4,0,122,0,0,16,23,20,8,4,0,0,78,0,0,24,33,41,23,8,0,0,120,0,0,5,12,11,22,7,3,0,62,37,31,36,45,74,44,44,62,70,438,223,202,343,352,431,392,290,276,168,2679
SSC50535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,6
SSC50536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,4,0,0,0,21,4,10,21,17,15,8,3,0,0,77
SSC50537,0,0,0,3,14,4,0,0,0,20,0,0,3,3,11,9,0,0,0,26,0,0,0,0,6,3,0,0,0,13,0,0,0,5,3,0,0,0,0,10,0,0,0,0,4,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,23,3,3,0,4,7,4,0,0,42,92,15,48,40,70,47,41,12,4,365
SSC50538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,3,0,0,0,0,0,19,17,15,47,36,21,23,12,3,0,180
SSC50539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,10,8,9,3,13,0,0,47,7,5,10,8,9,3,14,0,0,51
SSC50540,3,19,23,34,60,44,20,10,0,207,0,3,18,24,43,30,4,0,0,115,0,4,14,32,53,24,8,3,0,139,0,0,5,12,37,28,4,0,0,89,0,0,11,42,64,46,8,0,0,163,0,0,4,33,40,31,4,0,0,118,8,13,21,24,52,43,35,12,3,219,197,161,180,352,540,432,252,111,19,2248
SSC50541,0,0,0,0,3,3,0,0,0,6,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,11,0,0,8,10,7,20,15,12,0,69
SSC50542,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,3,0,15
SSC50543,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,7,4,3,0,31
SSC50544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5
SSC50546,0,0,12,25,15,11,3,0,0,64,0,3,0,13,11,8,0,0,0,34,0,0,7,4,3,6,3,0,0,24,0,0,7,8,12,3,0,0,0,33,0,0,14,0,8,5,0,0,0,30,0,0,3,5,3,0,0,0,0,15,5,3,10,11,12,9,8,10,0,65,34,22,101,117,103,109,91,52,14,645
SSC50547,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,11,3,0,4,11,0,6,10,0,0,30
SSC50548,0,24,171,139,119,86,24,3,0,568,0,10,101,73,57,32,13,0,0,287,0,4,56,59,54,22,3,0,0,208,0,3,30,40,16,13,4,0,0,105,0,0,45,34,28,24,3,0,0,129,0,3,7,11,3,4,0,4,0,32,57,42,105,84,85,67,53,42,12,552,576,621,1414,1199,1069,895,711,312,70,6882
SSC50549,0,3,4,13,13,18,10,0,0,67,0,0,9,10,14,13,0,0,0,41,0,4,5,12,11,6,0,0,0,30,0,0,0,8,9,5,0,0,0,25,0,0,3,4,4,6,0,0,0,20,0,0,0,0,3,0,0,0,0,5,4,11,12,3,19,18,9,4,7,87,49,70,93,111,144,140,109,44,20,779
SSC50550,0,10,25,25,41,37,22,3,3,167,0,3,11,20,42,27,9,5,0,122,0,0,23,28,40,27,5,0,0,122,0,0,12,28,32,30,3,0,0,106,0,0,16,33,72,39,12,3,0,181,0,0,3,34,36,31,3,0,0,112,12,4,10,18,30,34,21,6,4,140,213,142,217,336,458,414,313,115,36,2249
SSC50551,0,8,72,44,48,26,7,3,0,212,0,8,33,33,36,16,3,0,0,126,0,3,29,34,28,17,4,0,0,113,0,3,18,17,26,11,0,0,0,79,0,5,29,32,33,10,3,0,0,117,0,3,8,9,8,10,0,0,0,43,36,28,27,23,53,11,20,6,5,214,206,206,486,377,421,317,181,68,19,2287
SSC50552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,6,0,0,5,14,17,4,4,0,43
SSC50553,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,7,3,7,6,0,0,0,29
SSC50554,0,11,82,38,15,17,7,3,0,173,0,8,61,37,13,4,3,0,0,132,0,3,37,19,15,6,0,0,0,83,0,3,35,20,10,8,0,0,0,72,0,0,39,20,17,9,4,0,0,86,0,0,17,3,5,7,0,0,0,36,13,27,101,43,14,25,17,11,13,267,81,225,873,387,182,179,142,90,67,2217
SSC50555,0,5,11,8,9,8,4,0,0,51,0,6,10,14,13,6,3,0,0,53,0,3,6,10,10,8,3,0,0,46,0,0,11,15,7,6,0,0,0,41,0,0,11,14,14,11,0,0,0,51,0,0,0,6,9,7,3,0,0,22,3,4,10,10,16,3,0,5,4,61,55,58,134,123,129,114,61,33,12,717
SSC50556,0,0,3,0,3,0,0,0,0,14,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,11,17,15,19,5,3,3,84
SSC50557,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,6,0,0,6,7,3,7,13,16,4,13,5,0,70
SSC50558,0,0,0,0,3,3,0,0,0,10,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,4,0,0,8,3,0,9,11,9,4,9,3,0,44
SSC50559,0,0,8,4,17,18,8,3,0,59,0,8,9,8,16,26,3,0,0,69,0,0,3,5,19,14,0,0,0,46,0,0,0,16,12,15,0,0,0,37,0,0,3,6,16,14,3,0,0,48,0,0,0,9,20,15,3,0,0,45,10,10,5,8,21,7,10,7,3,79,107,70,80,98,180,211,140,74,20,977
SSC50560,0,0,4,5,12,5,0,0,0,25,0,0,7,4,10,0,0,0,0,22,0,3,4,5,8,5,0,0,0,22,0,0,0,3,4,4,0,0,0,9,0,0,3,9,9,5,0,0,0,26,0,0,0,4,8,3,3,0,0,15,10,0,8,10,14,8,0,3,0,49,41,19,49,71,83,68,14,9,0,360
SSC50561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,6
SSC50562,0,6,18,9,8,6,0,0,0,49,0,0,4,7,5,8,0,0,0,29,0,3,5,3,4,7,0,0,0,19,0,0,0,4,0,4,0,0,0,11,0,0,0,3,0,0,0,0,0,7,0,0,0,0,3,4,6,0,0,19,4,4,10,8,13,11,5,3,3,51,29,36,110,65,62,82,45,22,9,469
SSC50563,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,7,3,3,3,8,3,0,0,26
SSC50564,0,30,77,46,52,15,7,0,0,232,0,24,47,55,27,12,0,0,0,169,0,9,56,53,33,25,3,0,0,173,0,3,28,37,41,14,4,0,0,128,0,5,53,65,59,20,0,0,0,209,0,0,24,30,32,11,0,0,0,101,18,22,45,51,42,31,23,21,0,254,278,277,628,579,502,267,158,92,16,2804
