SSC_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SSC50254,0,5,0,5,11,4,0,26,3,0,0,0,4,0,0,5,3,4,6,3,0,0,0,14,5,12,11,0,5,4,0,44,0,0,0,0,0,0,0,0,9,23,9,4,21,7,0,91,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,11,13,27,9,4,27,7,0,96
SSC50255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7
SSC50256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50257,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,6,3,0,0,23
SSC50258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,4,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,6,9,3,0,3,0,0,23
SSC50259,3,11,5,3,11,5,3,37,5,7,4,4,5,4,0,33,8,14,3,0,6,3,0,31,44,50,31,25,25,3,4,187,0,0,0,0,0,0,0,0,57,83,44,35,46,11,6,284,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,14,61,86,47,38,45,17,6,299
SSC50260,46,45,18,14,14,0,0,134,20,14,4,3,3,3,0,45,18,9,3,3,3,0,0,28,125,97,48,24,37,4,0,329,0,0,0,0,0,0,0,3,199,164,76,43,56,4,0,540,4,5,0,3,4,0,0,26,8,15,0,0,5,0,0,26,0,4,6,0,4,0,0,18,74,80,34,45,34,7,3,275,0,0,0,0,0,0,0,0,89,101,46,54,50,8,3,346,284,263,122,101,102,17,3,888
SSC50261,79,87,60,43,61,45,20,386,51,63,42,18,25,8,7,222,42,68,29,17,23,13,5,195,213,235,115,55,77,55,19,768,0,0,0,0,0,0,0,6,384,451,245,133,185,116,55,1575,4,0,0,4,5,0,3,22,6,8,3,3,7,0,0,28,6,4,6,0,9,0,0,29,5,30,18,14,14,11,3,96,0,0,0,0,0,0,0,0,21,50,30,19,36,10,10,174,408,498,277,153,223,127,62,1751
SSC50262,158,81,52,26,29,14,7,369,30,24,7,0,4,3,3,71,44,36,9,8,8,0,0,105,115,78,27,17,18,13,9,274,3,0,0,0,0,0,0,0,355,216,96,48,60,32,20,815,17,8,6,7,16,3,0,58,4,9,4,5,11,0,0,35,8,9,3,3,3,3,0,31,10,21,10,11,12,3,0,73,3,5,3,0,0,0,0,8,45,52,30,27,37,16,0,201,397,264,125,71,98,41,19,1017
SSC50263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,6,13,6,0,0,0,0,0,20
SSC50264,0,0,3,0,3,0,0,11,0,0,0,4,3,0,0,8,5,12,0,4,5,0,0,26,20,33,17,9,13,10,4,106,0,0,0,0,0,0,0,0,23,42,18,18,22,15,4,147,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,4,3,4,0,0,14,0,0,0,0,0,0,0,0,0,4,3,8,8,0,0,26,25,50,22,27,31,12,0,174
SSC50265,5,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,21,12,7,3,0,0,41,0,0,0,0,0,0,0,0,15,20,11,7,3,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,18,20,18,13,3,0,0,69
SSC50266,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,8,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,7,0,3,0,0,6,11,3,7,0,3,0,0,25
SSC50267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50268,184,264,171,95,163,73,35,982,53,68,30,24,24,3,3,201,51,46,40,15,15,3,4,178,147,146,89,55,74,23,6,545,0,0,3,0,0,0,0,4,434,518,336,190,280,102,44,1918,10,22,18,13,32,12,4,115,0,5,11,3,13,4,0,38,6,12,3,3,7,3,3,38,13,26,20,5,11,4,0,82,0,3,0,0,0,0,0,3,43,68,46,28,64,24,9,280,478,591,380,217,347,128,55,2198
SSC50269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,5,0,0,0,0,12
SSC50270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,17
SSC50271,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,11,3,0,0,0,0,24,0,0,0,0,0,0,0,0,8,10,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,4,0,0,0,0,26
SSC50272,9,7,10,7,9,0,0,45,16,24,6,3,8,0,0,56,20,18,7,3,4,0,0,55,175,170,90,54,74,0,3,563,0,5,0,0,0,0,0,7,224,223,120,63,89,0,3,727,0,0,0,0,0,0,0,0,4,8,3,4,3,0,0,25,3,0,5,0,0,0,0,10,31,37,26,15,22,0,0,129,4,0,0,0,0,0,0,5,43,52,30,24,30,0,0,171,268,269,151,83,120,0,3,892
SSC50273,0,3,6,0,4,0,0,14,3,6,3,7,7,3,0,27,0,3,0,0,0,0,0,12,16,30,18,10,13,8,4,102,0,0,0,0,0,0,0,0,21,43,32,21,25,16,4,157,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,7,3,0,0,0,0,0,0,8,0,0,3,9,0,0,0,15,0,0,0,0,0,0,0,0,7,3,3,10,6,3,3,33,31,43,33,29,28,14,6,185
SSC50274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,7
SSC50275,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,12,7,4,4,0,0,0,28,0,0,0,0,0,0,0,0,12,12,4,5,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,4,5,0,0,0,29
SSC50276,182,142,70,39,38,24,12,506,48,29,13,8,12,3,0,107,51,25,10,4,7,6,0,112,145,111,56,27,32,14,4,391,0,3,3,0,0,0,0,4,431,310,144,78,92,48,20,1125,12,15,11,6,10,5,3,59,5,3,7,3,4,0,0,21,3,6,3,3,7,0,0,21,22,34,23,10,11,3,0,95,3,3,4,3,0,0,0,11,47,56,45,22,26,13,6,212,480,362,189,97,118,63,24,1331
SSC50277,12,6,0,5,3,0,0,31,0,3,0,0,0,0,0,4,0,4,3,0,0,0,0,3,4,7,4,3,7,0,0,18,0,0,0,0,0,0,0,0,19,15,9,9,13,4,0,63,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,12,0,0,0,0,0,0,0,0,0,3,5,3,4,0,0,14,17,18,10,13,11,4,0,82
SSC50278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,15,20,6,3,0,0,0,45,0,0,0,0,0,0,0,0,19,23,6,3,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,17,19,6,3,3,0,0,57
SSC50279,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,5,0,4,7,0,0,20,0,0,0,0,0,0,0,3,5,6,3,3,7,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,10,5,15,8,3,8,0,0,40
SSC50280,29,32,13,9,13,8,8,101,11,7,5,4,0,0,0,26,14,3,3,4,0,0,0,23,15,28,17,8,15,3,0,76,0,0,0,0,0,0,0,0,75,68,31,16,26,10,5,230,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,5,3,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,7,4,3,3,6,3,0,20,75,75,30,23,32,13,11,252
SSC50281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,9,3,0,0,0,0,6
SSC50283,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,3,0,0,20,0,0,0,0,0,0,0,0,5,0,5,3,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,5,3,5,0,0,24
SSC50284,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,4,3,0,0,0,19,0,0,0,0,0,0,0,0,6,5,7,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,12,7,3,3,0,0,30
SSC50285,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8
SSC50286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,3,7,3,0,3,0,0,15
SSC50287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC50288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50289,7,9,10,11,13,0,4,49,7,12,10,6,3,3,0,41,0,3,5,3,4,4,0,21,49,61,42,24,43,4,7,229,0,0,0,0,0,0,0,0,67,87,69,42,60,7,8,341,3,0,0,0,3,0,0,4,0,4,0,3,3,0,0,11,3,0,3,3,0,3,0,17,5,8,8,6,7,0,0,37,0,0,3,0,0,0,0,3,7,16,15,11,16,4,0,68,75,102,86,50,73,15,12,414
SSC50290,0,0,3,4,11,0,0,18,6,4,0,0,3,0,0,12,5,7,3,3,3,4,0,24,39,39,15,18,13,0,0,125,0,0,0,0,0,0,0,0,46,51,29,24,30,7,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,10,49,55,31,24,31,9,0,200
SSC50291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,6
SSC50292,96,125,55,40,46,35,20,413,13,24,11,7,9,3,6,73,14,23,10,6,11,3,3,75,38,65,34,27,41,12,7,229,0,0,0,0,0,0,0,0,168,236,118,85,103,58,36,797,3,19,8,15,14,9,0,75,4,6,7,0,0,0,3,21,0,3,8,3,3,0,0,24,4,7,4,6,6,5,0,36,0,0,0,4,0,0,0,3,18,35,30,30,31,15,4,152,181,269,143,113,134,67,40,950
SSC50293,56,115,91,49,79,58,24,477,22,53,25,23,33,20,7,190,28,45,45,15,41,20,10,211,97,194,148,105,137,85,42,811,0,3,0,0,0,0,0,5,210,405,315,192,298,187,88,1693,0,7,8,9,4,3,4,43,3,0,6,3,3,3,0,29,0,7,0,3,3,3,0,19,6,20,19,9,19,7,5,79,0,0,0,0,0,0,0,0,18,39,33,21,33,15,17,168,226,442,346,219,328,197,101,1860
SSC50294,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,4,10,8,3,5,3,0,0,21,0,0,0,0,0,0,0,0,8,10,9,6,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,14,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,14,8,11,12,9,3,0,0,46
SSC50295,84,72,59,51,66,36,18,383,35,19,28,20,26,17,13,153,39,44,18,13,23,11,11,162,119,149,93,66,76,38,21,564,0,5,0,0,0,0,0,5,274,294,197,149,194,105,61,1272,0,3,14,11,16,11,9,69,0,10,3,11,3,6,0,27,3,8,3,3,10,0,7,32,12,24,17,10,37,6,8,116,0,3,0,0,0,0,0,4,14,42,41,41,60,30,23,254,290,339,241,188,257,132,83,1529
SSC50296,355,350,164,90,149,100,37,1244,99,58,24,13,22,12,4,235,96,61,22,11,14,4,0,207,274,203,81,39,57,14,4,677,5,3,4,3,0,0,0,12,832,673,291,155,250,133,42,2378,21,53,39,28,52,24,11,238,33,30,9,9,21,3,0,109,22,16,22,12,29,4,7,111,96,112,73,45,47,16,4,387,15,8,7,3,3,0,0,33,187,220,144,98,152,57,28,884,1018,897,433,254,406,187,73,3263
SSC50297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC50298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50300,204,163,89,64,74,35,16,639,20,16,7,3,7,3,6,59,38,23,4,4,8,0,0,79,144,113,44,26,28,8,3,369,3,5,0,0,0,0,0,9,404,318,149,102,116,52,27,1156,13,32,12,14,26,14,8,124,3,11,7,0,5,0,0,27,5,9,5,4,4,0,0,27,52,58,31,23,11,3,3,188,6,0,3,7,5,0,0,17,83,111,56,45,50,20,8,376,488,429,204,145,157,71,36,1531
SSC50301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,3,0,0,12
SSC50302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50303,19,12,3,7,8,0,0,44,6,6,0,0,3,4,0,14,0,0,4,0,0,0,0,12,15,13,8,3,3,0,0,46,0,0,0,0,0,0,0,0,41,27,13,11,9,7,0,108,0,3,0,0,5,4,0,21,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,0,3,0,3,6,0,0,15,0,0,0,0,0,0,0,0,3,9,5,5,18,4,0,41,40,35,21,14,29,12,0,157
SSC50304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9
SSC50306,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,7
SSC50307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7
SSC50308,14,13,7,0,0,3,3,40,9,16,4,3,4,0,0,31,8,4,4,4,3,0,0,20,32,35,29,13,29,3,0,147,0,0,0,0,0,0,0,0,63,66,45,21,39,4,3,241,0,4,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,0,0,0,4,0,0,7,8,11,7,4,9,0,0,33,0,0,0,0,0,0,0,0,10,9,10,4,12,0,0,46,69,79,57,18,47,4,3,289
SSC50309,12,24,19,14,7,0,0,79,14,23,17,0,12,0,0,65,19,15,5,7,13,0,0,58,276,257,158,88,124,11,3,904,0,0,4,0,0,0,0,9,315,322,195,109,156,13,0,1118,3,0,0,0,0,4,0,10,11,5,5,4,3,0,0,26,3,0,3,3,3,0,0,11,99,108,62,38,51,4,0,363,3,8,3,0,0,0,0,18,120,118,73,44,63,9,0,430,436,447,274,152,218,21,3,1551
SSC50310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,14
