SSC_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SSC50011,238,232,132,64,98,32,15,816,91,53,6,5,4,0,0,158,58,34,14,3,5,0,0,117,169,89,36,17,18,3,3,349,3,3,0,0,0,0,0,10,561,416,184,97,125,40,16,1439,10,24,17,11,20,12,3,96,19,16,8,0,3,0,0,47,17,12,3,0,3,0,0,34,35,30,16,9,10,0,0,100,7,3,0,0,0,0,0,7,85,88,39,19,40,12,4,290,649,502,229,113,161,53,19,1729
SSC50012,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
SSC50013,3,0,0,0,0,0,0,7,0,4,3,0,0,0,0,8,0,4,0,0,0,0,0,5,20,30,20,14,14,3,0,106,0,0,0,0,0,0,0,4,28,39,30,20,15,3,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,0,0,17,0,0,0,0,0,0,0,0,0,8,3,8,3,0,0,24,29,47,35,27,21,3,0,153
SSC50014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,5,0,0,0,0,28,0,0,0,0,0,0,0,0,12,8,5,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,5,0,0,0,0,27
SSC50015,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC50016,0,3,0,3,0,0,0,5,9,3,3,0,4,0,0,21,0,3,8,3,0,0,0,12,4,31,24,7,11,0,0,83,0,0,0,0,0,0,0,0,16,46,33,16,20,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,13,18,47,36,12,20,0,0,134
SSC50017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,3
SSC50018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50019,4,0,3,3,3,0,0,13,0,0,0,0,3,0,0,6,5,0,0,0,0,0,0,7,7,3,6,3,6,0,0,20,0,0,0,0,0,0,0,0,11,4,8,11,12,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,4,14,11,12,3,0,50
SSC50020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,10
SSC50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50022,107,135,75,46,55,33,18,480,45,35,18,15,19,5,4,144,28,40,15,16,26,16,11,150,108,112,71,46,82,50,26,496,0,0,0,0,0,0,0,0,294,315,185,121,184,112,61,1262,5,10,10,9,23,12,9,85,7,8,0,4,0,3,0,26,4,8,3,3,6,0,0,33,7,13,7,4,12,10,4,52,3,0,0,0,0,0,0,3,26,38,25,24,41,27,11,190,318,357,207,146,225,136,71,1452
SSC50023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,15,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,15
SSC50024,64,94,60,30,49,36,19,355,18,35,26,11,13,4,3,111,34,32,16,8,17,13,0,110,67,85,51,36,52,34,23,340,0,0,0,0,0,0,0,0,183,254,142,86,126,93,44,920,5,0,5,9,14,19,10,52,3,3,3,3,3,4,0,18,5,4,3,3,3,3,0,19,7,5,4,11,8,10,3,49,3,0,0,0,0,0,0,3,16,12,18,19,33,26,12,148,202,268,164,101,162,116,54,1070
SSC50025,4,3,0,3,3,0,0,14,3,6,3,3,0,0,0,14,0,0,0,0,0,0,0,0,12,20,19,13,17,0,0,81,0,0,0,0,0,0,0,0,18,34,20,16,22,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,8,5,0,0,0,0,15,0,0,3,0,0,0,0,4,4,8,6,0,3,0,0,22,20,45,27,15,27,0,0,132
SSC50026,210,145,63,36,42,18,0,512,60,43,28,10,20,5,3,169,56,34,19,10,14,0,4,145,329,250,132,68,60,17,0,860,3,3,3,0,0,0,0,10,657,477,250,124,139,39,12,1693,33,50,28,10,21,8,3,156,31,42,19,17,12,4,3,127,14,34,16,14,16,3,0,95,200,190,123,74,86,12,9,692,16,10,7,0,3,3,0,45,294,330,192,119,137,34,13,1126,954,803,442,237,280,68,24,2821
SSC50027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,11
SSC50028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,12
SSC50030,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,14
SSC50031,28,20,10,9,14,4,6,92,11,14,5,3,8,0,0,42,5,7,0,0,3,3,4,27,63,28,28,12,24,6,0,165,0,0,4,0,0,0,0,3,114,67,53,32,43,17,7,326,3,8,0,3,4,3,3,26,0,0,0,0,0,0,3,3,3,3,7,0,0,0,0,13,12,5,5,6,3,6,0,33,0,0,0,0,0,0,0,0,17,20,10,8,12,4,7,78,127,90,66,35,49,25,17,408
SSC50032,68,45,28,11,23,14,3,195,29,22,8,0,3,3,0,69,20,12,5,4,0,0,0,45,90,65,23,13,18,3,3,221,0,0,0,0,0,0,0,0,208,144,61,31,51,28,7,530,3,3,3,3,6,6,3,25,0,9,0,3,6,0,0,23,5,5,3,0,3,0,0,15,8,16,3,3,3,0,0,41,0,0,0,0,0,0,0,4,20,36,12,14,17,5,3,102,227,181,73,47,62,29,15,635
SSC50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC50034,15,21,10,4,3,6,3,57,9,7,3,3,3,0,0,19,11,4,0,3,6,0,0,22,32,20,21,8,15,4,3,107,0,0,0,0,0,0,0,0,71,50,36,19,27,9,5,209,3,0,0,0,7,0,0,16,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,7,4,9,12,4,3,0,0,37,0,0,0,0,0,0,0,0,13,19,12,11,7,0,3,65,84,63,46,27,28,8,7,273
SSC50035,56,58,45,31,48,28,14,270,38,46,32,12,33,19,9,186,36,48,37,16,23,16,6,172,133,192,145,82,112,69,30,762,3,0,3,0,3,0,0,9,263,341,255,139,228,127,57,1409,0,0,6,3,4,7,0,22,5,3,0,0,5,0,0,19,0,6,3,7,4,7,0,16,9,23,23,19,15,7,4,101,0,0,0,0,0,0,0,0,13,25,34,32,30,17,9,158,273,373,282,164,259,146,64,1566
SSC50036,236,206,109,78,115,47,30,827,48,73,50,27,34,13,3,254,65,85,52,30,37,13,0,280,258,357,200,131,166,38,25,1184,0,0,0,0,9,0,0,7,615,724,411,272,362,112,60,2555,4,17,22,10,13,13,3,89,11,9,12,7,6,3,0,50,4,14,12,11,10,4,0,51,27,49,29,25,31,14,0,169,0,0,0,0,0,0,0,4,44,87,71,52,62,30,8,358,660,806,487,326,431,142,68,2918
SSC50037,254,243,103,56,71,41,17,779,72,55,15,16,5,3,4,167,67,65,22,11,6,3,4,181,319,242,71,37,45,15,8,733,3,8,3,0,3,0,0,18,710,601,217,120,133,65,31,1879,4,16,13,3,15,4,7,59,8,8,3,0,0,0,0,19,6,9,0,0,0,0,0,13,35,46,21,8,13,3,3,131,0,0,0,0,0,0,0,0,52,74,38,14,30,9,11,225,758,682,254,135,163,75,36,2100
SSC50038,3,3,3,4,4,0,0,14,3,0,3,0,3,0,0,8,3,0,3,3,5,0,0,18,26,27,10,11,17,0,0,84,0,0,0,0,0,0,0,0,28,32,15,14,28,3,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,0,4,6,0,0,27,0,0,0,0,0,0,0,0,6,4,4,10,8,0,0,36,38,37,21,22,35,3,0,158
SSC50039,109,174,110,67,90,16,4,555,89,86,41,28,32,8,0,293,101,91,46,25,20,0,0,282,683,609,326,204,233,26,6,2087,4,0,3,3,0,0,0,13,980,964,527,329,376,50,9,3222,7,13,7,11,17,3,0,57,9,14,9,8,9,0,0,61,9,13,12,8,4,0,0,52,111,160,104,55,74,4,0,511,3,10,8,5,0,0,0,23,144,212,145,81,108,6,3,702,1119,1175,670,408,487,59,9,3923
SSC50040,336,259,155,86,130,32,15,1020,111,65,28,16,25,4,0,250,78,73,53,22,19,7,3,246,379,335,148,76,84,23,3,1051,0,3,0,3,0,0,0,10,906,730,383,203,252,72,22,2570,27,36,22,23,21,6,3,142,16,12,12,12,13,3,0,60,9,14,9,9,9,8,3,60,53,76,40,25,20,3,0,224,0,0,0,0,0,0,0,3,104,137,82,64,72,21,10,487,1010,870,467,264,324,93,35,3058
SSC50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SSC50042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC50043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,3,0,0,0,18,0,0,0,0,0,0,0,0,8,3,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,3,0,0,0,18
SSC50044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
SSC50046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7
SSC50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50048,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,6,3,0,0,0,0,18,0,0,0,0,0,0,0,0,11,15,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,3,0,0,0,0,30
SSC50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50051,4,4,0,0,0,0,0,13,5,6,3,5,0,0,0,20,0,4,3,3,8,0,0,14,40,45,29,12,19,0,3,147,0,0,0,0,0,0,0,0,48,65,34,23,23,0,3,192,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,3,0,7,5,4,3,0,0,27,0,3,0,0,0,0,0,4,3,9,12,9,8,0,0,41,53,75,44,31,30,0,3,235
SSC50052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,3,0,0,10,0,0,8,9,3,0,0,18,0,0,0,0,0,0,0,0,0,0,7,11,10,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,4,7,12,8,10,0,0,41
SSC50053,203,141,57,35,53,25,11,529,49,35,26,9,13,5,4,143,37,27,16,9,15,14,0,122,222,192,100,51,69,28,17,683,0,0,0,0,0,0,0,3,515,393,202,107,157,78,32,1481,23,23,13,17,18,17,13,121,9,9,8,3,14,3,0,42,4,12,7,6,5,4,0,43,31,42,22,22,21,15,6,156,0,0,4,3,3,0,0,8,68,93,49,45,62,38,19,379,583,486,253,153,218,116,52,1855
SSC50054,733,751,425,303,366,123,39,2735,364,252,115,48,78,18,14,879,276,202,85,44,51,12,5,677,1255,1148,506,251,269,72,23,3536,13,11,0,0,3,0,0,26,2640,2364,1135,643,762,225,81,7852,46,85,55,29,48,17,7,277,34,48,24,23,24,8,3,158,32,36,31,14,20,3,4,141,221,252,111,56,92,19,8,761,3,13,10,0,3,0,0,25,341,432,233,126,179,37,20,1366,2979,2796,1366,772,949,262,100,9223
SSC50055,603,343,152,86,127,50,40,1387,45,27,16,3,9,3,0,109,54,29,6,5,12,3,0,113,119,64,31,24,29,13,4,281,7,3,0,0,0,0,0,12,821,469,199,117,174,71,42,1899,73,78,53,39,49,25,21,343,27,20,10,4,10,3,0,72,3,17,10,3,5,3,0,52,58,61,39,32,24,6,6,228,22,13,3,0,0,0,0,45,191,191,118,82,94,38,27,745,1018,658,320,198,265,106,72,2641
SSC50056,0,0,0,0,3,0,0,6,0,0,0,0,3,0,0,10,3,0,0,0,0,0,0,9,12,11,6,3,4,0,0,39,0,0,0,0,0,0,0,0,21,10,8,6,14,0,0,57,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,16,21,19,16,12,13,0,0,74
SSC50057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,6
SSC50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50059,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,16,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,7,4,0,0,17
SSC50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50061,353,395,268,178,292,190,93,1776,87,69,59,39,71,23,13,364,76,99,41,45,61,25,8,356,358,357,234,162,186,93,47,1425,4,3,3,3,0,0,0,16,877,921,598,427,609,335,167,3936,56,76,56,48,80,47,35,387,19,29,16,20,12,16,3,121,13,17,22,8,17,7,6,93,93,122,88,63,69,31,6,470,3,3,0,0,3,0,0,7,177,244,190,134,184,98,51,1081,1058,1172,783,557,794,427,215,5015
SSC50062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10
SSC50063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,10
SSC50064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9
SSC50065,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,9
SSC50066,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,8,0,3,5,4,0,0,0,8,16,8,3,3,3,3,0,39,0,0,0,0,0,0,0,0,22,9,10,12,9,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,6,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,12,22,11,10,12,8,3,0,65
SSC50067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,3,6,0,0,0,18,0,0,0,0,0,0,0,0,8,9,3,6,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,8,7,3,7,0,0,0,27
