SSC_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SSC50031,3,3,3,25,42,72,0,0,0,0,0,0,3,0,3,470,420,891,27,55,80,9,0,9,3,0,3,14,5,15,20,3,20,18,13,32,590,540,1137,7,0,10,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,8,5,16,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,4,7,8,6,12,12,26,0,0,0,0,0,0,0,0,0,0,0,0,30,49,83,51,66,112,12,4,17,705,677,1380
SSC50032,11,12,27,5,9,15,0,0,0,0,0,0,4,3,3,431,366,795,28,28,54,11,0,11,7,0,7,4,0,4,17,5,19,5,3,10,531,428,953,9,14,19,0,0,0,0,0,0,15,8,20,0,0,3,0,0,0,23,22,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,9,24,23,55,6,3,12,0,0,0,0,0,0,6,3,12,11,27,42,51,67,120,14,0,11,639,557,1193
SSC50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC50034,18,28,43,12,14,22,0,0,0,0,0,0,0,0,0,186,152,333,12,24,37,3,0,3,3,0,3,12,3,10,3,0,4,10,4,14,256,218,472,3,4,5,0,0,0,0,0,0,3,3,5,3,0,5,0,0,0,13,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,18,10,21,0,0,0,0,0,0,0,0,0,0,0,0,7,13,21,23,30,55,0,0,3,304,265,569
SSC50035,5,8,16,81,72,158,0,0,0,0,0,0,0,0,0,1075,926,1999,50,69,121,5,0,5,15,3,16,55,7,62,17,10,21,22,20,44,1325,1116,2441,16,15,29,0,0,0,0,0,0,3,7,7,0,0,0,0,0,0,17,21,41,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,7,10,14,5,16,33,33,67,0,0,6,0,0,3,0,0,0,3,3,9,65,111,178,100,197,301,11,12,20,1537,1471,3015
SSC50036,95,101,196,56,12,75,0,0,0,0,0,0,0,0,0,1640,1478,3115,105,122,224,30,0,30,20,0,20,18,7,22,31,11,41,16,21,37,2020,1750,3766,47,67,108,0,0,0,0,0,0,36,36,69,7,6,13,8,0,7,97,105,200,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,3,6,14,18,12,22,117,127,239,22,18,43,3,3,4,0,0,0,24,24,49,45,108,153,186,301,484,18,18,38,2408,2325,4730
SSC50037,62,49,118,54,15,69,0,0,0,0,0,0,0,4,5,1133,924,2066,43,60,108,15,0,15,3,3,9,5,3,10,31,10,36,11,17,23,1359,1087,2451,48,30,77,0,0,0,0,0,0,49,43,93,3,9,8,0,0,0,98,81,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,8,109,87,199,14,12,26,0,0,0,0,0,0,21,12,28,26,69,96,130,223,346,12,13,26,1660,1481,3139
SSC50038,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,141,134,268,8,20,26,3,0,3,5,0,5,3,3,9,4,3,5,16,12,27,180,175,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,22,36,49,45,89,3,3,5,249,243,498
SSC50039,4,0,4,156,15,171,0,0,0,0,0,0,0,3,4,2285,2202,4486,216,150,370,33,0,33,34,7,37,24,10,35,59,10,71,36,37,75,2849,2437,5282,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,19,0,19,6,7,13,3,0,3,28,3,35,43,15,55,80,21,98,0,0,0,7,0,7,0,0,3,6,0,7,35,118,155,354,407,763,41,29,71,3368,3005,6369
SSC50040,22,24,46,72,23,97,0,0,0,0,0,0,0,3,4,1950,1718,3667,101,155,258,25,0,25,23,0,23,9,3,16,66,12,72,30,33,70,2310,1971,4285,15,17,31,0,0,0,0,0,0,41,62,99,0,6,7,0,0,0,56,77,136,0,0,0,0,0,0,3,3,8,0,0,3,3,0,3,4,6,15,28,12,42,87,98,187,13,18,33,0,0,3,0,0,3,16,23,40,35,110,146,253,289,541,24,18,38,2732,2511,5241
SSC50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,7
SSC50042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,7,9
SSC50043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,0,0,0,0,0,0,17,12,34
SSC50044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,14
SSC50045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,3,0,5,0,0,0,18,5,25
SSC50046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,3,3,0,0,0,9,7,13
SSC50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,4
SSC50048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,24,58,3,3,8,0,0,0,0,0,0,0,0,0,10,3,10,3,14,14,54,40,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,30,3,4,9,0,0,0,74,62,137
SSC50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,8
SSC50050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,11,9,20
SSC50051,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,161,169,334,14,16,27,9,0,7,3,0,3,0,0,0,7,0,7,3,0,7,203,188,389,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,12,21,31,32,37,72,4,4,8,257,251,505
SSC50052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,25,56,4,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,36,35,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,0,9,9,0,0,0,46,48,87
SSC50053,38,44,76,89,100,192,0,0,0,0,0,0,12,3,16,1761,1446,3202,105,129,232,34,0,34,16,3,22,43,5,54,50,18,66,21,26,44,2167,1773,3937,41,54,95,0,0,0,0,0,0,9,26,40,7,8,15,0,4,3,58,96,149,0,0,0,0,0,0,0,6,7,0,3,9,0,3,7,7,12,18,25,4,27,82,115,196,13,14,23,0,0,0,3,0,0,17,12,26,44,61,109,199,271,468,29,25,53,2529,2259,4791
SSC50054,170,227,404,313,57,374,0,0,3,0,0,0,8,8,11,5101,4435,9535,344,297,639,82,3,79,54,0,58,22,3,24,269,59,326,99,89,189,6465,5180,11638,102,94,198,0,0,0,0,0,0,115,134,249,14,25,45,3,3,8,241,261,493,0,0,0,0,0,0,0,0,5,4,13,20,13,0,13,18,16,30,67,17,83,323,289,613,44,76,122,7,0,7,3,0,3,58,76,127,123,316,439,816,926,1742,77,57,141,7862,6843,14701
SSC50055,48,45,95,98,105,204,0,0,0,0,0,0,26,10,30,2157,1462,3617,146,171,316,30,3,31,39,4,36,26,6,29,37,14,50,18,17,35,2617,1830,4445,23,52,74,0,0,0,0,0,0,18,18,38,4,4,8,0,3,3,45,77,126,0,0,0,0,0,0,9,3,10,0,14,18,0,3,3,9,19,28,28,7,43,86,108,191,18,20,34,0,4,5,0,0,0,19,22,38,29,52,80,184,237,424,44,29,73,2985,2270,5254
SSC50056,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,56,73,133,4,3,9,0,0,0,0,0,0,0,0,0,3,3,3,3,11,15,71,93,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,29,19,18,33,0,0,3,112,124,232
SSC50057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6
SSC50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,4,5,6,0,3,3,18,20,33
SSC50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50061,11,18,27,190,174,370,3,0,3,0,0,0,10,5,20,3499,2930,6425,223,303,527,69,5,74,33,3,39,30,6,34,72,19,92,41,43,89,4189,3502,7695,10,22,33,0,0,0,0,0,0,24,17,45,0,4,3,0,0,0,39,44,84,0,0,0,0,0,0,13,21,34,6,11,22,0,0,0,23,33,59,36,10,52,106,89,190,9,12,21,0,0,0,0,0,0,9,11,26,100,148,245,330,485,823,69,43,108,4798,4287,9088
SSC50062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,4,0,0,0,11,10,16
SSC50063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,14,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,15,12,25
SSC50064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,9,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,5,17
SSC50065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,9,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,10,11,25
SSC50066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,53,117,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,53,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,10,16,22,4,3,10,83,76,166
SSC50067,0,0,0,34,7,41,0,0,0,0,0,0,0,0,0,39,3,39,21,0,20,3,0,3,0,0,0,0,0,0,11,3,9,9,0,8,110,12,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,8,117,14,133
SSC50068,23,29,53,8,0,8,0,0,0,0,0,0,0,0,0,408,329,740,22,20,40,18,3,22,3,0,3,3,3,5,13,3,15,8,5,14,509,391,895,7,3,9,0,0,0,0,0,0,10,7,21,0,0,3,0,0,0,15,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,26,14,36,3,4,14,0,0,0,0,0,0,4,4,11,15,50,68,44,51,97,9,9,13,607,514,1121
SSC50069,31,51,84,58,37,90,0,0,0,0,0,0,6,0,9,1687,1412,3101,110,113,224,21,0,21,17,0,17,13,3,19,50,7,59,13,13,27,2010,1641,3653,38,38,69,0,0,0,0,0,0,44,50,93,3,10,10,0,0,0,81,99,175,0,0,0,0,0,0,0,0,3,3,6,11,0,0,0,7,6,13,28,18,47,113,120,232,17,34,55,0,3,3,0,0,3,22,41,63,31,68,98,176,296,472,26,12,43,2381,2174,4552
SSC50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50071,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0,54,14,65,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,68,18,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,0,4,3,0,3,83,20,106
SSC50072,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,3,16
SSC50073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,5,11
SSC50074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,4,7
SSC50075,3,3,8,11,0,7,0,0,0,0,0,0,0,0,0,123,125,248,23,14,35,12,0,12,3,0,3,0,0,0,8,3,15,0,4,6,181,147,329,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,14,23,39,31,20,51,3,0,6,226,193,422
SSC50076,3,0,3,1109,69,1175,0,0,0,0,0,0,4,0,4,35,3,43,28,4,32,0,0,0,0,0,0,0,0,0,110,18,134,30,5,38,1319,109,1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,8,0,9,17,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,60,14,66,30,4,36,1422,127,1547
SSC50077,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,49,45,97,3,0,5,0,0,0,0,0,0,0,0,0,6,0,6,4,0,9,69,51,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,24,0,7,7,3,0,3,78,72,148
SSC50078,207,219,428,60,42,101,0,0,3,0,0,0,6,0,6,1653,1413,3071,86,144,228,24,0,27,32,3,39,64,27,93,37,10,51,42,48,88,2219,1908,4125,22,40,63,0,0,0,0,0,0,19,34,60,10,5,16,8,0,5,55,81,136,0,0,0,0,0,0,0,3,3,3,0,0,5,0,5,7,5,14,18,9,25,81,95,175,11,11,21,0,0,0,0,0,0,8,11,23,79,125,208,194,320,519,18,27,51,2612,2485,5095
SSC50079,77,54,132,21,13,34,0,0,0,0,0,0,8,0,8,591,511,1108,27,42,66,4,0,4,8,0,8,29,8,38,7,3,11,17,15,33,787,650,1433,22,9,31,0,0,0,0,0,0,3,14,12,0,3,5,6,0,6,33,25,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,5,34,35,64,6,4,8,0,0,0,0,0,0,6,4,8,35,48,82,80,114,192,6,9,23,942,855,1803
SSC50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50081,3,0,3,37,7,49,0,0,0,0,0,0,0,0,3,818,610,1433,87,68,152,12,0,12,11,3,13,18,7,26,5,6,14,14,24,38,1013,729,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,8,7,10,0,0,0,0,0,0,0,0,0,0,0,0,12,35,40,90,100,192,16,10,25,1135,881,2014
SSC50082,0,0,0,15,3,17,0,0,0,0,0,0,4,0,4,509,463,967,31,32,64,10,0,10,0,0,4,4,0,4,13,0,13,8,5,10,593,502,1095,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,5,3,13,0,0,0,0,0,0,0,0,0,0,0,0,10,19,24,53,102,154,4,4,10,667,631,1300
SSC50083,271,308,578,135,147,283,3,0,4,0,0,0,9,6,13,2313,2060,4370,148,198,343,39,0,43,47,7,53,164,44,208,60,16,78,68,49,118,3253,2842,6091,57,47,101,0,0,0,0,0,0,19,28,48,0,13,13,5,3,7,83,91,174,0,0,0,0,0,0,7,4,16,3,3,5,3,0,3,9,7,21,30,18,49,126,120,239,10,14,25,0,0,3,0,0,0,16,17,33,108,141,245,295,440,736,46,24,68,3839,3578,7420
SSC50084,0,0,0,4,0,8,0,0,0,0,0,0,3,0,3,201,176,371,14,27,46,6,0,6,8,0,6,13,14,27,3,3,8,24,26,53,276,248,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,13,21,24,30,55,4,4,4,324,290,613
