SSC_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SSC50001,..,0,0,7,6,0,3,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,3,..,..,..,..,..,..,..,..,3,..,6,..,..,..,..,..,..,..,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,8,3,5,3,0,0,35,..,0,0,9,0,3,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50002,..,0,27,50,61,44,33,26,4,236,..,8,7,13,12,5,9,0,0,57,..,0,0,0,3,3,0,0,0,11,166,..,..,..,..,..,..,..,..,166,..,18,..,..,..,..,..,..,..,18,..,21,4,0,0,0,0,0,0,31,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,3,0,0,0,0,0,0,8,..,0,8,0,4,9,4,4,0,33,0,3,0,0,0,3,0,0,0,9,166,50,56,70,80,60,41,26,4,564,..,0,36,58,60,45,29,19,3,259,..,9,13,15,13,10,3,0,0,58,..,0,4,12,0,4,0,0,0,27,124,..,..,..,..,..,..,..,..,124,..,35,..,..,..,..,..,..,..,35,..,12,3,0,0,0,0,0,0,14,..,0,0,0,0,0,3,0,0,4,..,0,0,0,0,0,0,0,0,0
SSC50003,..,0,0,6,3,8,3,0,0,19,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,13,4,3,9,4,6,7,0,0,45,..,0,0,3,7,3,0,0,0,17,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50004,..,0,0,0,0,4,3,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,4,3,0,0,19,..,0,0,0,3,5,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50005,..,0,0,3,3,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,4,4,3,4,0,3,3,0,32,..,0,0,0,3,3,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,4,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50006,..,0,9,20,39,62,55,28,6,219,..,3,18,8,10,23,10,0,0,73,..,0,0,0,8,3,3,3,0,17,79,..,..,..,..,..,..,..,..,79,..,19,..,..,..,..,..,..,..,19,..,18,12,0,7,5,4,0,0,39,..,3,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,13,0,0,6,3,0,0,24,..,0,7,5,16,18,24,9,6,78,0,0,4,0,3,0,3,0,0,15,79,46,64,36,84,114,100,38,12,565,..,0,15,29,54,76,48,11,6,228,..,5,11,11,15,18,7,0,0,72,..,0,0,8,7,5,0,3,3,33,66,..,..,..,..,..,..,..,..,66,..,28,..,..,..,..,..,..,..,28,..,9,3,0,0,4,0,0,0,19,..,3,0,0,0,0,0,0,3,8,..,0,0,3,0,0,0,0,0,4
SSC50007,..,0,0,3,4,4,3,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,6,4,4,5,0,0,21,..,0,0,5,3,0,0,0,0,13,..,0,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50008,..,3,145,280,404,364,182,81,14,1476,..,20,78,55,55,29,13,0,0,254,..,0,0,12,22,15,3,3,0,56,773,..,..,..,..,..,..,..,..,773,..,281,..,..,..,..,..,..,..,281,..,206,124,44,16,8,0,0,0,405,..,42,24,7,12,9,11,3,0,107,..,17,23,17,5,5,0,0,0,65,..,17,37,35,17,9,3,3,0,125,..,11,23,34,37,44,27,21,7,193,7,11,16,5,8,5,0,0,0,55,778,610,478,485,579,480,237,119,26,3790,..,24,213,344,381,335,142,61,6,1506,..,27,80,62,53,30,10,0,0,260,..,12,48,54,79,48,20,18,5,283,727,..,..,..,..,..,..,..,..,727,..,254,..,..,..,..,..,..,..,254,..,135,80,17,8,7,0,0,0,250,..,34,19,10,13,26,22,13,8,137,..,14,12,0,3,3,4,0,0,30
SSC50009,..,0,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50010,..,0,42,132,113,94,81,37,19,513,..,8,23,16,11,10,9,0,0,68,..,0,0,0,7,9,0,3,3,17,271,..,..,..,..,..,..,..,..,271,..,70,..,..,..,..,..,..,..,70,..,40,25,0,7,3,0,0,0,77,..,13,8,0,0,0,0,0,0,27,..,8,3,3,0,0,0,0,0,15,..,3,10,4,0,0,3,0,0,22,..,3,8,11,16,11,19,8,9,85,0,3,0,3,0,4,0,3,0,12,274,152,126,169,150,132,106,50,26,1181,..,0,64,139,133,99,67,30,4,529,..,10,31,14,10,5,4,0,0,81,..,0,3,16,23,12,7,3,3,71,240,..,..,..,..,..,..,..,..,240,..,71,..,..,..,..,..,..,..,71,..,18,18,3,4,5,3,0,0,52,..,6,3,0,0,6,0,0,4,22,..,3,4,0,0,0,0,0,0,9
SSC50011,..,13,276,285,193,82,61,15,3,931,..,72,245,63,39,8,8,3,0,431,..,0,0,9,7,0,0,0,0,25,750,..,..,..,..,..,..,..,..,750,..,120,..,..,..,..,..,..,..,120,..,90,22,4,7,0,0,0,0,126,..,16,13,0,0,3,0,0,0,35,..,12,10,3,0,0,0,0,0,24,..,22,31,3,5,3,0,0,0,59,..,14,63,50,30,12,6,0,0,173,11,11,8,3,3,0,0,0,0,42,758,384,671,418,283,111,81,14,3,2721,..,32,359,292,197,86,42,4,0,1013,..,134,226,64,39,7,4,0,0,472,..,14,58,59,49,14,8,0,0,210,747,..,..,..,..,..,..,..,..,747,..,117,..,..,..,..,..,..,..,117,..,57,14,3,0,0,0,0,0,79,..,20,9,4,6,12,13,3,0,63,..,4,4,0,0,0,0,0,0,9
SSC50012,..,0,0,0,4,3,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,11,..,0,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50013,..,0,4,21,30,34,16,0,3,114,..,0,3,5,6,4,0,0,0,28,..,0,0,0,0,0,0,0,0,4,68,..,..,..,..,..,..,..,..,68,..,12,..,..,..,..,..,..,..,12,..,11,0,0,0,0,0,0,0,11,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,4,6,9,4,0,0,27,0,0,0,0,3,0,0,0,0,8,70,29,16,36,45,48,26,3,4,278,..,0,11,23,39,33,15,5,0,123,..,0,8,8,9,6,0,0,0,31,..,0,3,3,3,3,0,0,0,13,64,..,..,..,..,..,..,..,..,64,..,6,..,..,..,..,..,..,..,6,..,17,5,0,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
SSC50014,..,0,0,4,4,7,3,3,0,22,..,0,3,0,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12,8,3,5,10,10,7,3,0,63,..,0,3,0,6,3,4,0,0,21,..,0,3,0,0,4,0,0,0,8,..,0,0,0,0,0,0,0,0,0,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50015,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50016,..,0,0,22,23,23,14,3,0,95,..,0,5,3,4,3,0,0,0,21,..,0,0,0,3,0,0,0,0,3,52,..,..,..,..,..,..,..,..,52,..,12,..,..,..,..,..,..,..,12,..,10,0,0,3,0,0,0,0,20,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,6,52,28,15,29,38,28,23,3,3,217,..,0,4,28,26,20,13,3,0,97,..,0,8,9,3,4,0,0,0,19,..,0,0,0,3,0,4,0,0,7,60,..,..,..,..,..,..,..,..,60,..,10,..,..,..,..,..,..,..,10,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,3,0,0,3,..,4,0,0,0,0,0,0,0,4
SSC50017,..,0,0,4,0,3,3,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,3,10,0,3,3,0,0,23,..,0,0,3,3,6,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50018,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50019,..,0,0,3,13,14,7,0,0,48,..,0,0,4,5,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,23,..,..,..,..,..,..,..,..,23,..,5,..,..,..,..,..,..,..,5,..,14,5,0,0,0,0,0,0,15,..,0,0,0,0,3,3,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,3,..,0,5,0,0,0,3,0,0,10,0,0,0,0,0,0,3,0,0,9,23,23,15,8,23,22,20,0,0,133,..,0,3,9,14,15,11,0,0,47,..,0,0,9,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,14,..,..,..,..,..,..,..,..,14,..,10,..,..,..,..,..,..,..,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3
SSC50020,..,0,0,0,7,4,0,0,0,15,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,5,4,3,3,0,35,..,0,0,3,6,4,3,0,0,17,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50021,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50022,..,0,93,240,315,309,260,145,45,1411,..,22,61,30,27,17,17,3,0,180,..,0,3,3,7,12,6,0,0,39,522,..,..,..,..,..,..,..,..,522,..,211,..,..,..,..,..,..,..,211,..,106,69,24,5,9,0,0,0,215,..,33,12,3,0,3,0,5,0,60,..,7,11,3,6,0,0,0,0,30,..,16,33,4,0,3,4,0,0,77,..,17,34,26,45,38,31,18,15,227,4,9,11,4,7,3,3,3,0,44,527,423,340,338,415,405,320,173,62,3003,..,10,135,299,327,329,235,94,14,1438,..,22,78,32,21,21,8,0,0,189,..,0,11,40,63,30,7,12,10,167,500,..,..,..,..,..,..,..,..,500,..,222,..,..,..,..,..,..,..,222,..,75,47,9,4,7,0,0,0,149,..,24,15,3,3,3,14,4,7,77,..,4,13,0,0,0,0,0,0,21
SSC50023,..,0,3,3,4,3,0,0,0,13,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,3,10,6,0,0,0,28,..,0,3,0,6,0,0,0,0,14,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50024,..,0,60,198,181,210,128,75,29,881,..,8,35,11,8,20,3,0,0,87,..,0,0,3,12,6,6,0,0,27,355,..,..,..,..,..,..,..,..,355,..,174,..,..,..,..,..,..,..,174,..,53,46,8,3,5,0,0,0,119,..,11,9,6,0,0,4,0,0,33,..,9,13,0,3,4,0,0,0,32,..,17,35,5,5,5,0,0,0,67,..,10,8,10,24,20,15,14,5,101,0,3,3,0,0,0,3,3,0,14,355,278,206,239,239,279,166,93,37,1888,..,0,90,224,209,205,122,53,15,915,..,14,29,10,15,16,0,0,0,86,..,0,8,22,60,30,10,6,5,135,380,..,..,..,..,..,..,..,..,380,..,161,..,..,..,..,..,..,..,161,..,54,36,7,8,0,4,0,0,99,..,6,12,6,4,4,10,4,5,54,..,12,9,3,0,0,0,0,0,19
SSC50025,..,0,3,24,31,36,19,3,3,118,..,0,3,0,6,4,0,0,0,16,..,0,0,0,4,0,0,0,0,4,54,..,..,..,..,..,..,..,..,54,..,17,..,..,..,..,..,..,..,17,..,8,0,0,0,0,0,0,0,17,..,0,0,0,0,0,4,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,6,54,29,9,25,42,43,24,9,3,239,..,0,5,28,38,28,17,7,0,123,..,0,4,4,3,5,4,0,0,21,..,0,0,0,0,3,0,0,0,11,55,..,..,..,..,..,..,..,..,55,..,14,..,..,..,..,..,..,..,14,..,10,0,0,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50026,..,23,270,296,240,303,317,190,46,1683,..,106,182,94,97,44,14,8,0,542,..,0,12,45,47,30,23,7,4,167,1259,..,..,..,..,..,..,..,..,1259,..,185,..,..,..,..,..,..,..,185,..,266,141,76,37,20,0,0,0,548,..,67,38,9,21,32,12,7,3,191,..,41,36,17,13,12,6,0,0,125,..,51,47,36,49,37,17,4,4,246,..,22,99,130,154,162,127,82,32,814,28,27,42,27,20,9,4,3,0,168,1285,790,868,736,676,647,521,308,93,5923,..,48,347,267,280,336,260,146,21,1705,..,157,174,87,94,35,10,0,0,565,..,87,183,212,175,97,43,30,22,851,1182,..,..,..,..,..,..,..,..,1182,..,193,..,..,..,..,..,..,..,193,..,169,66,30,15,13,7,0,0,306,..,55,16,15,18,42,40,14,9,207,..,26,8,3,8,3,0,0,0,51
SSC50027,..,0,0,0,0,3,0,0,0,6,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,6,0,0,0,22,..,0,0,0,0,4,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50028,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
