SSC_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SSC50029,..,0,3,0,3,3,0,0,0,13,..,0,3,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,6,3,3,0,0,0,22,..,0,3,0,6,3,0,0,0,13,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50030,..,0,0,3,8,3,3,0,4,25,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,5,0,0,0,0,0,0,0,4,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,5,4,5,14,7,3,0,4,45,..,0,3,0,12,6,0,3,0,22,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50031,..,0,35,81,94,111,83,33,4,443,..,8,32,17,26,18,5,0,0,122,..,0,0,0,6,8,0,0,0,17,175,..,..,..,..,..,..,..,..,175,..,42,..,..,..,..,..,..,..,42,..,35,23,3,3,0,0,0,0,71,..,4,3,0,0,0,3,0,0,15,..,4,3,0,0,6,0,0,0,16,..,15,36,7,13,9,6,0,3,85,..,4,13,24,17,18,17,14,0,107,4,3,0,3,0,0,0,3,0,18,179,127,144,139,164,175,124,57,10,1113,..,7,46,102,87,120,75,19,3,465,..,18,33,18,26,11,5,0,0,117,..,0,12,16,25,15,3,0,0,71,143,..,..,..,..,..,..,..,..,143,..,54,..,..,..,..,..,..,..,54,..,26,23,0,3,3,0,0,0,57,..,6,3,3,3,4,9,0,4,28,..,0,0,0,0,0,3,0,0,7
SSC50032,..,0,83,121,87,64,52,56,18,486,..,10,49,22,12,3,0,4,0,91,..,0,0,0,8,0,0,0,0,16,258,..,..,..,..,..,..,..,..,258,..,51,..,..,..,..,..,..,..,51,..,52,23,4,3,3,0,0,0,83,..,8,11,4,0,3,0,0,0,29,..,8,3,0,3,0,0,0,0,9,..,6,9,3,0,0,3,0,0,21,..,3,8,12,11,4,14,12,5,71,4,0,3,0,3,0,0,0,0,17,261,141,186,170,132,79,71,78,24,1135,..,6,103,144,84,58,69,41,5,517,..,17,42,15,12,5,3,0,0,98,..,3,12,25,19,13,3,8,0,84,273,..,..,..,..,..,..,..,..,273,..,56,..,..,..,..,..,..,..,56,..,28,12,0,3,3,0,0,0,49,..,4,4,4,0,3,0,0,0,16,..,5,3,0,0,0,0,0,0,6
SSC50033,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50034,..,0,40,45,31,32,28,24,0,190,..,0,21,13,11,7,3,0,0,60,..,0,0,8,4,3,3,0,0,21,125,..,..,..,..,..,..,..,..,125,..,24,..,..,..,..,..,..,..,24,..,19,16,6,4,0,0,0,0,41,..,8,4,3,3,0,0,0,0,15,..,0,3,3,0,0,0,0,0,11,..,0,14,9,3,10,0,0,0,37,..,0,10,9,25,13,14,3,6,85,0,0,0,8,0,3,3,0,0,20,122,57,100,102,85,66,46,32,8,627,..,3,47,48,33,28,23,14,0,193,..,3,26,16,12,3,3,0,0,69,..,0,8,15,15,3,9,3,0,55,102,..,..,..,..,..,..,..,..,102,..,25,..,..,..,..,..,..,..,25,..,20,6,0,3,3,0,0,0,28,..,8,6,0,0,4,0,3,3,22,..,0,4,0,3,0,0,0,0,7
SSC50035,..,0,76,236,333,253,196,130,50,1262,..,4,37,27,33,21,8,3,0,135,..,0,0,6,21,7,3,4,4,44,535,..,..,..,..,..,..,..,..,535,..,225,..,..,..,..,..,..,..,225,..,92,65,12,12,7,0,0,0,190,..,4,3,0,0,3,0,0,0,17,..,3,4,0,3,0,0,0,0,13,..,11,38,8,6,7,3,0,0,73,..,14,25,25,33,36,29,21,21,203,5,3,10,3,5,5,4,3,0,44,548,368,256,318,442,341,244,165,73,2749,..,6,99,289,365,249,181,102,23,1312,..,9,48,32,42,15,6,0,0,152,..,0,9,32,51,21,13,6,8,140,559,..,..,..,..,..,..,..,..,559,..,247,..,..,..,..,..,..,..,247,..,89,31,12,12,5,0,0,0,152,..,14,3,4,3,3,9,6,8,38,..,12,3,0,0,0,0,0,0,13
SSC50036,..,0,198,603,501,212,129,49,6,1701,..,21,87,82,44,13,10,0,0,261,..,0,3,17,27,7,0,0,0,51,1166,..,..,..,..,..,..,..,..,1166,..,306,..,..,..,..,..,..,..,306,..,203,67,16,11,3,0,0,0,298,..,35,25,10,8,3,0,4,0,84,..,17,23,13,0,3,0,0,0,54,..,22,36,17,5,6,9,0,0,96,..,7,45,29,21,19,7,4,3,138,4,12,8,10,4,0,0,3,0,46,1169,629,497,785,630,266,163,58,12,4218,..,7,303,660,479,205,109,35,0,1799,..,39,120,83,41,10,0,0,0,299,..,5,31,84,88,26,10,4,4,260,1114,..,..,..,..,..,..,..,..,1114,..,338,..,..,..,..,..,..,..,338,..,141,35,6,4,3,0,0,0,200,..,29,14,0,4,22,11,10,9,101,..,10,21,4,5,0,0,0,0,42
SSC50037,..,8,279,488,217,123,64,26,4,1204,..,23,108,54,26,3,0,0,0,216,..,0,0,8,13,3,0,0,0,28,946,..,..,..,..,..,..,..,..,946,..,125,..,..,..,..,..,..,..,125,..,83,25,3,0,0,0,0,0,114,..,24,10,0,3,0,0,0,0,42,..,12,18,5,0,0,0,0,0,38,..,19,30,9,3,0,0,0,0,58,..,8,26,24,12,4,0,4,0,79,3,12,13,4,0,0,0,0,0,37,947,306,514,592,282,139,72,34,4,2880,..,11,404,478,196,111,47,15,3,1261,..,30,115,49,30,6,0,0,0,237,..,11,27,52,41,15,3,0,0,147,885,..,..,..,..,..,..,..,..,885,..,142,..,..,..,..,..,..,..,142,..,48,18,3,0,0,0,0,0,76,..,17,8,0,3,8,10,0,4,54,..,12,8,3,0,0,0,0,0,16
SSC50038,..,0,6,21,38,54,84,48,12,257,..,5,12,13,18,16,7,0,0,58,..,0,0,0,0,0,0,0,0,5,59,..,..,..,..,..,..,..,..,59,..,19,..,..,..,..,..,..,..,19,..,5,7,3,4,3,0,0,0,22,..,0,3,0,0,3,0,0,0,9,..,0,0,0,0,0,0,0,0,8,..,3,0,0,6,0,0,0,0,12,..,0,4,9,19,26,19,11,8,97,4,3,3,0,0,4,0,4,0,19,57,45,34,46,82,107,116,66,20,578,..,0,13,23,40,67,74,35,7,263,..,7,15,10,19,5,3,0,0,64,..,0,0,8,12,4,0,4,3,30,65,..,..,..,..,..,..,..,..,65,..,18,..,..,..,..,..,..,..,18,..,15,0,0,0,3,0,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3
SSC50039,..,21,362,584,520,451,363,162,38,2507,..,66,213,113,87,44,12,3,0,547,..,3,11,34,32,10,3,3,0,96,1718,..,..,..,..,..,..,..,..,1718,..,268,..,..,..,..,..,..,..,268,..,274,69,25,19,0,0,0,0,391,..,34,21,0,5,11,3,3,0,81,..,28,15,13,0,0,0,0,0,59,..,29,30,13,16,10,4,3,0,108,..,28,71,68,82,68,50,26,13,416,24,21,26,23,8,18,5,3,0,135,1744,781,816,875,773,617,452,204,56,6307,..,35,537,632,543,490,324,124,18,2707,..,106,237,121,93,43,16,6,0,627,..,18,95,174,102,37,7,8,9,451,1655,..,..,..,..,..,..,..,..,1655,..,289,..,..,..,..,..,..,..,289,..,170,51,11,13,4,3,0,0,242,..,28,7,0,13,14,6,12,11,85,..,27,14,3,8,0,0,0,0,48
SSC50040,..,15,413,571,364,191,122,52,7,1736,..,70,251,97,64,17,4,0,0,503,..,0,3,12,11,0,7,0,0,41,1357,..,..,..,..,..,..,..,..,1357,..,207,..,..,..,..,..,..,..,207,..,184,61,15,5,0,0,0,0,270,..,37,41,3,5,0,0,3,3,95,..,26,20,4,0,0,0,0,0,48,..,23,29,13,6,3,3,0,0,83,..,21,76,45,32,8,8,0,0,194,18,17,15,6,5,0,4,0,0,65,1377,603,908,770,498,230,149,61,10,4601,..,41,558,605,340,169,112,43,0,1856,..,112,250,90,45,18,3,3,0,520,..,16,68,123,99,41,6,9,3,367,1252,..,..,..,..,..,..,..,..,1252,..,244,..,..,..,..,..,..,..,244,..,126,29,7,3,5,0,0,0,174,..,21,20,5,15,17,13,7,3,102,..,16,6,0,3,0,0,0,0,24
SSC50041,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50042,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50043,..,0,0,4,0,3,0,0,0,11,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,4,0,7,0,0,0,24,..,0,3,3,0,3,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50044,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50045,..,0,0,3,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,3,3,8,0,0,0,0,27,..,0,0,4,3,0,0,0,0,11,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50046,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50047,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50048,..,0,3,7,13,14,13,3,0,45,..,0,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,5,0,0,11,0,0,0,0,0,0,0,0,0,3,9,3,14,7,18,14,13,5,0,88,..,0,7,6,10,17,5,0,0,46,..,0,3,0,0,0,0,0,0,10,..,0,0,3,0,0,0,0,0,3,19,..,..,..,..,..,..,..,..,19,..,0,..,..,..,..,..,..,..,0,..,3,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50049,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50050,..,0,0,0,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,16,..,0,0,4,0,0,3,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50051,..,0,15,28,36,44,59,20,0,213,..,3,10,12,18,18,4,0,0,57,..,0,0,0,0,3,0,0,0,8,114,..,..,..,..,..,..,..,..,114,..,12,..,..,..,..,..,..,..,12,..,25,5,6,3,0,0,0,0,40,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,3,3,0,0,11,..,0,4,5,14,8,10,3,0,51,0,0,0,0,0,0,0,0,0,3,119,45,45,60,73,80,82,25,0,521,..,0,26,38,38,53,55,4,0,214,..,3,17,16,20,11,4,0,0,66,..,0,4,3,13,9,3,0,3,34,85,..,..,..,..,..,..,..,..,85,..,18,..,..,..,..,..,..,..,18,..,14,8,0,0,0,0,0,0,24,..,0,0,0,3,3,0,6,3,16,..,0,3,0,0,0,0,0,0,5
SSC50052,..,0,0,0,16,5,3,5,0,32,..,0,0,0,4,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,3,11,12,3,0,18,10,4,7,0,70,..,0,4,7,14,3,4,4,0,36,..,0,0,3,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,4,19,..,..,..,..,..,..,..,..,19,..,4,..,..,..,..,..,..,..,4,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC50053,..,9,314,357,285,220,238,253,52,1728,..,30,168,80,53,20,16,0,3,367,..,0,3,15,22,18,6,7,7,78,737,..,..,..,..,..,..,..,..,737,..,192,..,..,..,..,..,..,..,192,..,125,118,42,41,16,0,0,0,344,..,61,66,12,15,14,6,10,3,173,..,16,38,11,8,0,0,0,0,74,..,76,123,39,31,17,9,5,0,292,..,15,72,79,103,83,72,48,19,500,14,8,16,10,3,5,5,4,3,75,753,537,916,641,563,398,348,329,89,4568,..,30,367,386,270,250,275,162,13,1749,..,54,191,68,41,29,8,3,0,388,..,8,49,79,92,58,26,24,19,357,731,..,..,..,..,..,..,..,..,731,..,192,..,..,..,..,..,..,..,192,..,82,64,20,24,12,5,0,0,206,..,24,24,4,10,18,13,18,4,108,..,12,25,6,6,5,0,0,0,58
SSC50054,..,46,1123,1376,1114,633,451,207,27,4972,..,233,734,289,174,80,33,6,3,1555,..,0,24,48,36,20,6,0,0,140,3997,..,..,..,..,..,..,..,..,3997,..,607,..,..,..,..,..,..,..,607,..,513,158,39,17,4,0,0,0,728,..,85,54,15,7,22,19,3,5,211,..,58,55,17,18,8,0,0,0,159,..,89,103,44,28,22,8,3,0,299,..,68,179,133,109,89,69,38,5,691,67,50,58,30,23,15,17,5,0,261,4061,1750,2486,1985,1535,889,604,262,44,13607,..,108,1543,1530,1063,618,428,136,13,5426,..,395,794,284,174,72,36,3,0,1751,..,59,265,249,210,64,21,13,4,886,3912,..,..,..,..,..,..,..,..,3912,..,707,..,..,..,..,..,..,..,707,..,402,96,11,13,11,0,0,0,524,..,83,41,5,22,49,33,17,10,269,..,48,22,16,8,5,0,0,0,105
SSC50055,..,33,489,414,261,205,197,108,30,1732,..,62,227,67,48,29,13,9,0,465,..,3,12,29,41,18,10,3,3,126,1144,..,..,..,..,..,..,..,..,1144,..,226,..,..,..,..,..,..,..,226,..,176,124,51,41,13,0,0,0,405,..,108,115,27,24,9,6,10,0,293,..,64,87,18,16,3,4,0,0,192,..,95,197,69,43,28,14,10,0,452,..,25,116,128,138,125,93,61,9,698,18,25,42,21,19,13,3,9,3,150,1161,823,1414,826,638,443,342,200,42,5884,..,84,638,361,225,192,164,68,8,1747,..,97,223,66,54,27,5,3,0,482,..,39,115,147,118,90,46,30,9,594,1053,..,..,..,..,..,..,..,..,1053,..,220,..,..,..,..,..,..,..,220,..,127,55,15,16,10,0,0,0,228,..,68,53,16,16,27,27,13,5,228,..,36,33,3,4,5,0,0,0,85
