SSC_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
SSC50028,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50029,0,0,6,6,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,3,0,0,0,14,0,0,3,0,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50030,4,0,0,4,7,5,0,0,0,21,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,14,3,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,11,8,0,0,0,33,0,0,0,0,0,0,3,0,4,9,0,0,0,0,3,3,0,0,0,3,3,3,4,5,11,9,3,0,4,47,0,0,0,0,3,0,0,0,0,4,0,0,3,0,12,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50031,3,33,101,111,145,111,22,4,0,533,16,9,25,15,17,19,20,4,0,126,0,3,4,7,5,9,4,0,0,29,3,0,5,3,3,0,0,0,0,19,20,49,136,140,168,139,45,10,0,705,0,3,4,3,6,11,0,0,0,29,0,3,0,0,0,0,4,0,0,9,3,8,8,3,5,10,3,0,0,39,26,61,144,143,169,145,51,10,0,747,29,16,12,9,9,34,74,47,7,245,5,7,23,12,22,17,13,7,0,116,59,81,179,161,206,202,144,61,10,1101,10,36,94,66,95,71,13,0,0,377,21,23,39,59,49,44,18,3,0,261,0,0,5,13,4,3,4,0,0,27,0,0,0,0,5,0,0,0,0,6,34,58,141,133,148,123,34,3,0,677,0,3,5,3,4,3,0,0,0,15,5,0,0,4,0,7,0,0,0,22,9,3,4,8,5,9,0,0,0,34
SSC50032,7,32,139,132,105,49,6,3,0,481,21,26,22,18,17,13,8,0,0,129,0,0,0,7,8,0,0,0,0,19,0,0,3,3,0,0,0,0,0,16,32,64,173,159,125,65,16,3,0,639,0,0,3,10,6,6,0,0,0,24,3,3,0,4,0,0,0,0,0,9,3,7,7,10,6,6,0,0,0,38,34,70,177,166,131,68,16,3,0,675,30,9,11,5,9,17,58,70,29,239,0,7,16,15,9,8,7,5,0,57,62,83,201,187,151,95,84,82,29,972,3,23,85,72,65,25,6,0,0,275,22,25,50,69,44,29,7,0,0,249,0,0,8,0,3,6,4,0,0,19,0,0,0,0,0,0,0,0,0,6,27,44,147,141,112,65,16,0,0,557,6,0,4,5,3,0,0,0,0,18,8,3,5,7,0,4,0,0,0,24,17,7,4,11,3,4,0,0,0,47
SSC50033,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50034,0,3,61,59,39,26,5,0,0,196,8,10,18,18,11,8,12,0,0,93,0,0,0,3,0,0,0,0,0,9,0,0,3,0,0,3,0,0,0,9,12,13,85,78,46,48,21,0,0,304,3,0,7,9,8,3,0,0,0,31,0,0,0,0,3,0,0,0,0,8,4,3,8,9,5,8,0,0,0,41,14,16,92,90,56,52,16,0,0,348,14,7,8,20,20,13,32,31,12,156,0,0,4,9,8,7,6,0,0,40,36,29,111,115,84,70,54,33,8,542,0,11,43,37,27,14,0,0,0,130,10,14,33,28,17,16,10,0,0,124,0,0,4,0,0,3,0,0,0,9,0,0,3,0,0,0,0,0,0,3,10,17,78,66,50,29,7,0,0,265,0,3,8,0,3,3,0,0,0,14,3,0,0,3,3,3,0,0,0,8,3,3,8,4,5,7,0,0,0,28
SSC50035,9,58,190,277,368,201,39,11,0,1153,60,51,38,24,41,56,47,8,0,323,0,3,6,8,12,9,7,3,0,47,0,0,3,3,4,3,0,0,0,12,73,113,234,307,425,274,89,21,0,1537,0,12,15,10,24,16,0,0,0,71,21,12,0,0,0,3,0,0,0,43,21,23,17,14,26,17,0,0,0,109,93,135,248,316,450,287,93,21,0,1652,115,25,24,14,18,68,171,144,67,639,4,10,18,17,20,17,5,7,7,111,212,174,291,348,490,367,271,173,77,2401,4,59,127,127,193,73,12,0,0,603,91,111,75,161,184,119,43,3,0,787,4,8,16,13,7,10,3,0,0,63,3,6,3,4,7,3,0,0,0,20,105,183,219,301,391,210,65,5,0,1471,0,4,3,5,4,3,0,0,0,24,14,9,0,13,8,3,0,0,0,49,17,7,4,22,10,6,0,0,0,72
SSC50036,40,115,377,653,530,174,32,0,0,1923,113,62,59,59,49,27,17,0,0,386,6,3,21,16,11,4,0,0,0,66,0,3,3,10,4,3,0,0,0,32,162,184,465,735,598,207,50,3,0,2408,18,23,18,27,30,20,5,0,0,136,28,15,8,7,3,7,0,0,0,70,46,41,30,36,36,22,6,0,0,207,206,221,489,774,631,228,56,7,0,2611,169,32,30,36,25,53,113,55,9,519,8,10,20,32,24,12,8,6,0,116,386,260,536,838,679,291,173,65,10,3247,16,92,219,292,278,100,9,0,0,1010,163,110,178,369,240,98,24,0,0,1190,4,5,33,22,16,5,0,0,0,86,3,0,6,3,9,7,0,0,0,29,187,210,442,692,538,214,36,0,0,2325,3,5,13,15,20,0,0,0,0,56,25,10,5,9,8,3,0,0,0,75,34,22,21,27,30,10,0,0,0,135
SSC50037,22,69,409,522,233,80,9,0,0,1345,41,39,48,51,21,24,6,3,0,234,3,3,18,14,13,3,0,0,0,53,3,3,13,7,5,0,0,0,0,33,68,114,489,584,273,110,24,3,0,1660,7,10,23,17,12,4,0,0,0,69,15,4,3,3,0,5,0,0,0,32,18,11,27,13,12,12,3,0,0,101,88,128,509,605,285,116,24,6,0,1755,72,21,21,16,14,28,47,37,12,273,8,6,28,26,4,9,0,4,6,97,163,155,560,641,306,155,78,45,15,2122,13,62,213,188,119,58,3,0,0,651,51,59,217,249,102,45,15,0,0,740,3,3,32,25,4,3,3,0,0,75,0,3,8,5,0,0,0,0,0,20,66,127,471,473,224,100,19,0,0,1481,0,7,17,9,10,3,0,0,0,47,16,6,10,12,8,6,0,0,0,56,16,14,26,17,14,13,0,0,0,106
SSC50038,3,6,14,24,46,38,5,0,0,130,11,3,10,6,17,27,9,0,0,87,4,0,8,0,0,9,4,0,0,25,0,0,3,3,0,0,0,0,0,4,21,6,26,34,62,76,15,3,0,249,3,0,3,3,9,4,0,0,0,19,0,0,3,0,0,0,0,0,0,6,4,0,9,6,7,4,0,0,0,29,28,10,29,38,73,81,16,3,0,274,14,0,7,9,19,40,110,76,25,296,3,0,8,4,3,5,3,4,4,37,38,11,48,51,94,124,133,84,29,610,3,5,15,9,23,20,3,0,0,84,14,8,16,16,39,39,7,0,0,138,0,3,0,0,3,5,0,0,0,20,0,0,0,0,3,0,0,0,0,5,15,19,28,33,68,63,12,3,0,243,0,0,0,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,15
SSC50039,73,208,657,715,633,355,49,0,0,2686,101,55,75,62,48,69,43,11,0,473,7,5,32,36,34,37,6,0,0,159,3,0,13,13,6,7,0,0,0,51,183,278,771,827,729,465,99,11,0,3368,34,34,46,52,39,28,0,0,0,232,36,8,5,5,7,9,3,0,0,80,67,44,52,61,49,33,3,0,0,307,248,321,832,891,771,502,105,11,0,3677,207,23,26,56,59,173,387,204,52,1189,30,15,64,70,83,64,53,29,3,403,486,363,922,1015,906,742,538,242,60,5274,39,117,286,295,312,154,8,0,0,1205,187,93,318,409,320,229,56,3,0,1618,12,11,42,27,11,21,4,0,0,131,8,3,16,10,14,7,3,0,0,54,247,224,657,736,660,414,74,3,0,3005,12,17,30,26,26,13,0,0,0,117,29,16,31,37,20,22,0,0,0,164,40,37,59,61,46,38,0,0,0,279
SSC50040,37,189,756,672,429,141,25,0,0,2256,71,57,77,56,35,28,22,0,0,350,0,8,30,21,18,9,3,0,0,91,0,3,8,9,3,3,0,0,0,35,108,258,884,759,481,184,49,4,0,2732,26,32,36,21,24,17,0,0,0,160,26,9,5,0,0,0,3,0,0,46,50,42,38,21,31,21,3,0,0,208,156,300,924,783,513,204,56,5,0,2937,125,20,29,21,21,31,105,55,10,415,14,15,61,43,26,13,13,3,0,189,300,338,1008,854,560,253,166,68,11,3547,23,143,405,331,279,107,10,0,0,1292,117,101,279,318,176,84,25,0,0,1094,3,9,42,27,16,8,0,0,0,98,0,6,3,3,9,0,0,0,0,28,141,256,726,677,472,196,39,3,0,2511,10,13,29,24,17,9,0,0,0,94,22,15,31,30,9,0,0,0,0,98,36,25,53,47,30,9,0,0,0,200
SSC50041,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50042,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50043,0,0,3,5,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,19,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50044,0,0,0,0,0,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,10,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50045,0,0,0,3,8,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,18,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3,8,0,0,0,0,22,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50046,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50047,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50048,0,3,7,12,15,11,10,0,0,57,0,0,3,0,0,3,8,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,19,14,15,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,10,12,19,14,15,0,0,77,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,5,14,10,19,14,13,5,0,87,0,3,12,5,12,12,0,0,0,37,0,0,4,3,3,4,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,7,15,17,7,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50049,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50050,0,3,3,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,3,3,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,4,0,7,0,3,3,0,3,0,6,4,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50051,4,14,36,50,50,31,9,3,0,194,5,3,7,5,3,16,3,0,0,45,0,0,4,0,8,4,0,0,0,18,0,0,0,0,0,4,0,0,0,7,12,18,39,54,55,58,11,3,0,257,3,0,0,4,3,8,0,0,0,24,4,0,0,0,0,0,0,0,0,3,8,0,5,4,3,8,0,0,0,28,14,16,43,59,57,62,16,3,0,284,11,0,4,5,15,18,65,18,0,137,0,3,0,6,3,4,9,0,0,25,27,20,54,66,79,88,87,25,0,448,4,4,23,25,35,31,8,0,0,130,11,3,13,14,24,20,8,0,0,97,0,0,6,3,6,3,0,0,0,11,0,0,0,0,0,3,0,0,0,3,17,11,42,43,68,58,19,0,0,251,0,0,0,0,4,0,0,0,0,5,3,0,0,0,4,0,0,0,0,5,3,0,0,0,4,0,0,0,0,13
SSC50052,0,0,6,0,14,9,3,0,0,34,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,18,12,3,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,18,12,3,3,0,48,3,0,0,0,0,0,3,4,0,12,0,0,0,0,3,0,0,0,0,5,7,5,6,0,17,12,4,4,0,62,4,0,3,8,7,0,0,0,0,27,5,0,3,3,4,0,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,5,13,17,3,4,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50053,17,117,644,473,360,218,40,0,0,1875,64,103,129,68,74,49,44,9,0,543,3,6,17,15,10,8,4,0,0,75,5,7,16,8,7,3,0,0,0,44,84,238,805,563,447,285,87,15,0,2529,0,18,46,33,36,23,0,0,0,158,12,11,6,11,4,5,8,0,0,54,10,33,52,43,38,25,4,0,0,213,97,269,861,606,488,308,99,15,0,2745,120,47,71,63,84,102,257,317,82,1147,20,22,82,40,43,29,31,44,47,351,236,340,1013,701,614,438,386,377,129,4242,18,84,408,237,191,137,16,0,0,1091,69,93,218,233,228,142,49,3,0,1032,3,5,37,14,13,16,3,0,0,100,3,0,9,8,9,0,0,4,0,34,90,191,675,494,441,293,71,9,0,2259,3,9,25,14,11,12,0,0,0,73,17,10,25,13,13,5,0,0,0,90,18,21,50,23,30,13,0,0,0,159
