SSC_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
SSC50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50022,3,3,11,10,12,12,6,0,0,61,84,152,284,297,322,280,77,7,0,1513,0,4,4,0,3,6,8,0,0,23,0,10,41,52,44,28,3,0,0,185,5,8,20,31,33,25,10,4,0,129,0,0,4,8,10,5,0,0,0,30,3,27,49,50,60,40,17,3,0,244,3,3,7,16,24,17,14,0,0,80,61,52,33,50,43,31,16,0,0,284,54,42,40,16,14,12,4,0,0,183,4,3,23,15,24,22,3,0,0,96,0,0,8,15,8,6,3,0,0,38,0,12,19,22,31,22,18,6,0,123,0,15,22,25,37,47,18,3,0,161,5,36,83,75,80,79,26,10,0,388,3,13,16,17,7,6,6,0,0,73,0,9,25,29,26,35,6,0,0,134,11,21,42,47,69,71,15,0,0,286,3,32,84,103,113,85,33,4,0,456,3,14,12,17,3,4,0,0,0,61
SSC50023,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,3,0,0,17,0,0,4,3,4,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50024,0,3,6,10,5,8,4,0,0,42,57,118,163,193,231,188,48,5,0,1001,0,0,0,3,3,4,0,0,0,16,0,0,23,33,38,12,3,0,0,118,3,3,11,24,17,11,3,0,0,69,0,0,4,11,0,3,3,0,0,26,0,11,31,20,26,24,8,0,0,122,0,3,7,11,12,9,3,0,0,45,40,44,20,20,34,21,7,0,0,194,39,46,26,12,19,18,0,0,0,155,0,3,18,10,11,22,0,0,0,62,0,0,3,0,3,3,0,0,0,9,0,6,13,17,22,9,0,0,0,63,0,3,10,7,12,19,5,0,0,58,7,11,41,70,62,39,11,3,0,243,0,7,9,13,20,6,3,0,0,53,0,4,19,33,23,30,12,0,0,111,11,14,28,37,52,57,18,3,0,214,3,17,53,64,73,70,10,3,0,296,5,6,9,3,4,6,0,0,0,35
SSC50025,0,0,0,0,0,0,0,0,0,4,13,0,15,27,41,24,5,0,0,124,0,0,0,6,3,3,0,0,0,15,0,0,5,6,6,3,0,0,0,21,0,0,0,7,0,3,0,0,0,13,0,0,0,0,3,0,0,0,0,3,3,0,0,3,11,8,0,0,0,26,0,0,0,0,0,0,0,0,0,3,4,0,4,7,8,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,3,0,0,0,8,0,0,3,0,0,3,0,0,0,11,0,0,0,5,5,9,0,0,0,19,0,0,0,8,8,8,0,0,0,27,0,0,3,5,13,8,3,0,0,39,0,0,0,0,0,0,0,0,0,0
SSC50026,9,11,13,17,16,18,6,0,0,85,129,241,463,425,465,378,82,3,0,2178,0,0,14,7,12,4,0,0,0,39,3,6,36,30,34,25,0,0,0,138,19,37,105,82,67,55,17,0,0,387,0,3,9,15,17,10,0,0,0,54,24,80,129,83,82,54,8,0,0,456,0,12,40,34,33,22,6,0,0,150,46,102,141,98,101,65,25,0,0,572,82,48,49,46,28,18,3,0,0,276,4,23,88,68,88,90,15,0,0,382,6,3,11,6,5,6,3,0,0,44,0,3,15,10,6,7,0,0,0,52,0,9,11,15,20,15,0,0,0,64,3,18,47,30,35,19,10,3,0,157,4,24,40,53,31,39,7,3,0,200,0,15,44,54,77,62,10,0,0,264,5,22,58,70,67,78,24,0,0,333,10,39,150,158,142,130,37,0,0,671,0,13,17,10,11,0,0,0,0,47
SSC50027,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,0,0,5,3,0,6,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50028,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50029,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,14,0,0,6,6,7,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50030,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,3,0,0,0,21,0,0,4,4,10,5,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC50031,0,0,7,3,4,3,3,0,0,27,34,58,141,133,148,123,34,3,0,677,0,3,0,0,0,5,0,0,0,12,0,7,18,14,26,6,3,0,0,79,3,3,11,13,14,11,0,0,0,61,0,0,3,4,7,3,0,0,0,18,3,16,33,22,28,20,3,0,0,120,0,0,10,11,7,16,0,0,0,42,18,14,29,24,20,8,8,0,0,119,16,12,16,15,6,5,3,0,0,75,3,4,24,16,11,15,3,0,0,83,0,5,8,3,3,0,4,0,0,23,0,4,9,10,13,13,5,0,0,50,3,0,6,7,8,11,0,0,0,35,0,0,24,22,25,18,9,0,0,95,0,3,6,7,0,10,3,0,0,38,0,0,12,31,26,23,0,0,0,83,0,7,15,18,26,33,13,0,0,108,3,13,28,27,30,21,8,0,0,136,4,3,3,15,21,21,0,0,0,68
SSC50032,0,0,7,0,0,3,0,0,0,11,27,44,147,141,112,65,16,0,0,557,0,0,0,0,3,0,0,0,0,9,0,0,21,12,15,11,0,0,0,63,3,6,20,18,14,13,4,0,0,67,0,3,3,0,3,3,0,0,0,17,3,14,54,42,28,13,3,0,0,152,0,3,7,7,10,0,0,0,0,32,12,27,23,23,26,6,4,0,0,120,22,9,11,11,3,4,0,0,0,55,0,3,11,6,14,3,0,0,0,46,0,0,7,13,3,0,0,0,0,19,0,0,5,9,3,5,0,0,0,31,0,0,6,5,3,3,0,0,0,20,0,0,31,15,12,8,0,0,0,70,0,0,4,9,9,0,3,0,0,37,0,8,16,30,16,13,4,0,0,76,0,6,29,24,15,13,5,0,0,95,0,9,39,36,33,23,6,0,0,153,4,0,3,3,3,0,4,0,0,19
SSC50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50034,0,0,0,0,3,0,0,0,0,5,10,17,78,66,50,29,7,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,30,0,0,10,4,8,6,4,0,0,44,0,0,4,0,0,0,0,0,0,7,0,0,13,16,9,3,0,0,0,49,0,3,3,0,6,3,0,0,0,16,6,8,11,13,8,3,3,0,0,52,9,11,7,11,3,3,0,0,0,44,0,0,10,9,9,6,0,0,0,33,0,0,3,6,0,0,0,0,0,8,0,0,6,3,0,0,0,0,0,17,0,0,3,0,0,0,0,0,0,6,0,3,11,20,7,5,4,0,0,42,0,0,3,8,0,3,0,0,0,17,0,0,14,12,9,7,6,0,0,51,0,0,8,10,10,7,0,0,0,36,0,7,19,10,7,9,3,0,0,65,0,3,6,5,3,3,0,0,0,18
SSC50035,4,10,5,13,20,5,7,0,0,66,105,183,219,301,391,210,65,5,0,1471,0,0,0,3,0,3,0,0,0,7,0,0,24,51,66,22,0,0,0,165,14,14,20,30,53,25,7,6,0,163,0,0,7,4,10,3,0,0,0,26,8,19,39,70,63,40,20,0,0,250,0,10,16,10,27,15,3,0,0,88,38,56,43,35,46,36,4,0,0,261,64,45,16,21,14,7,3,0,0,169,7,4,19,23,33,23,5,0,0,115,4,0,6,3,8,0,0,0,0,26,0,0,10,26,31,17,3,0,0,93,0,6,23,19,34,20,16,3,0,124,4,26,45,73,92,53,22,3,0,310,0,6,20,12,15,12,3,0,0,74,3,7,15,28,53,26,12,0,0,148,8,16,34,69,109,68,25,3,0,325,11,33,70,67,102,73,16,3,0,371,5,10,16,11,4,4,3,0,0,51
SSC50036,3,7,10,39,21,7,0,0,0,86,187,210,442,692,538,214,36,0,0,2325,0,5,4,12,5,5,0,0,0,35,0,7,48,94,50,17,0,0,0,217,10,19,47,103,97,33,8,0,0,320,0,4,12,17,15,6,3,0,0,62,18,46,101,149,103,42,4,0,0,473,3,14,24,54,41,16,4,0,0,149,108,79,76,88,100,29,9,0,0,491,127,42,48,46,28,12,0,0,0,300,4,19,29,57,72,27,3,0,0,207,3,4,10,20,6,0,3,0,0,45,0,3,31,48,27,12,0,0,0,119,3,6,11,23,18,6,3,0,0,74,5,13,78,95,52,10,5,0,0,267,3,5,28,43,28,15,3,0,0,125,0,19,61,92,96,36,8,0,0,319,15,20,57,166,136,39,19,0,0,445,8,43,136,188,140,87,14,0,0,619,18,6,16,13,8,4,0,0,0,68
SSC50037,0,4,12,10,6,0,0,0,0,33,66,127,471,473,224,100,19,0,0,1481,0,0,5,11,5,0,0,0,0,23,0,3,56,75,32,4,0,0,0,178,11,7,66,73,34,17,0,0,0,203,0,0,12,21,7,0,0,0,0,43,11,28,100,110,62,17,5,0,0,328,4,3,32,31,12,12,0,0,0,90,31,51,79,67,33,23,3,0,0,284,50,31,41,29,11,13,0,0,0,164,3,8,34,46,20,20,0,0,0,134,0,0,9,11,0,0,0,0,0,31,0,4,37,44,21,6,0,0,0,118,0,0,9,23,6,7,0,0,0,48,0,11,94,82,33,10,0,0,0,229,3,3,25,38,19,5,0,0,0,95,3,11,54,83,41,10,6,0,0,201,0,13,73,102,47,16,6,0,0,274,3,26,135,132,72,34,8,0,0,409,3,3,10,12,6,0,0,0,0,35
SSC50038,0,0,0,0,3,3,0,0,0,7,15,19,28,33,68,63,12,3,0,243,3,0,7,6,9,3,3,0,0,32,0,0,4,0,10,4,0,0,0,17,3,0,0,9,7,6,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,4,11,19,17,3,0,0,57,0,0,0,0,0,0,0,0,0,5,15,4,3,5,20,20,0,0,0,74,14,5,6,9,14,17,5,0,0,79,0,0,0,3,0,9,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,4,0,5,0,8,0,0,0,20,0,0,3,0,5,0,5,0,0,9,0,0,8,3,7,8,0,0,0,22,0,0,0,3,10,12,0,0,0,24,0,0,4,3,6,9,0,0,0,26,0,0,0,9,12,20,3,0,0,47,0,0,7,0,0,0,0,0,0,3
SSC50039,8,5,19,21,24,17,4,0,0,91,247,224,657,736,660,414,74,3,0,3005,0,6,19,21,23,20,8,4,0,99,0,28,155,175,133,50,5,0,0,554,28,58,192,195,165,87,13,0,0,731,0,7,33,39,25,26,0,0,0,141,33,62,184,169,133,80,13,0,0,673,3,5,28,33,22,13,0,0,0,110,131,90,193,145,159,80,14,0,0,810,141,54,57,49,38,29,7,0,0,363,5,15,36,53,69,44,27,0,0,254,6,6,5,10,5,3,0,0,0,34,0,6,26,39,23,5,0,0,0,101,4,9,19,21,16,11,3,0,0,85,0,15,50,51,42,30,9,0,0,200,5,8,37,39,31,23,7,4,0,151,6,15,58,91,80,52,8,0,0,311,4,18,102,142,147,114,13,0,0,545,14,44,114,162,159,133,18,0,0,656,10,12,19,9,15,9,0,0,0,77
SSC50040,3,9,31,14,13,3,0,0,0,78,141,256,726,677,472,196,39,3,0,2511,0,4,3,7,9,6,0,0,0,30,3,14,117,113,87,23,3,0,0,357,16,23,98,102,63,29,9,0,0,331,0,3,22,16,15,7,0,0,0,62,16,57,175,132,81,33,13,0,0,504,0,18,47,54,40,12,3,0,0,179,66,104,163,130,84,39,10,0,0,596,82,50,95,50,26,8,4,0,0,317,7,28,107,104,73,30,5,0,0,356,0,9,14,21,3,0,0,0,0,45,0,12,42,33,33,11,0,0,0,127,0,14,31,29,11,9,3,0,0,94,0,14,93,56,44,22,3,0,0,227,0,15,55,59,18,15,3,0,0,164,3,24,117,131,84,25,8,0,0,386,21,17,100,124,95,32,4,0,0,401,4,51,160,153,114,60,16,3,0,560,3,7,28,14,10,6,0,0,0,60
SSC50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50043,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,12,0,0,4,7,4,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50045,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,0,0,0,4,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
SSC50046,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
