SSC_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SSC51640,..,4,4,4,0,4,5,0,5,0,0,0,0,0,0,0,0,0,8,4,8
SSC51641,..,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SSC51642,..,8,8,22,0,27,3,0,3,15,0,15,3,0,3,0,0,0,44,9,56
SSC51643,..,364,364,351,25,375,114,3,118,142,0,140,54,0,54,29,0,29,685,392,1080
SSC51644,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51645,..,22,22,11,0,11,4,0,4,4,0,4,0,0,0,3,0,3,24,22,41
SSC51646,..,11,11,15,0,16,3,0,3,5,0,5,0,0,0,0,0,0,23,11,30
SSC51647,..,64,64,143,6,152,44,0,44,57,0,57,22,0,22,7,0,7,270,75,347
SSC51648,..,13,13,46,0,43,17,0,17,18,0,18,7,0,7,3,0,3,90,19,103
SSC51649,..,98,98,265,18,278,151,0,150,177,3,178,69,0,69,25,0,25,687,113,796
SSC51650,..,513,513,935,66,998,515,7,524,546,0,546,205,0,211,118,0,122,2319,584,2910
SSC51651,..,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11
SSC51652,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC51653,..,495,495,772,50,823,468,12,481,497,0,503,168,3,169,87,0,87,1999,563,2558
SSC51654,..,15,15,19,0,19,10,0,10,8,0,8,0,0,0,0,0,0,39,15,46
SSC51655,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51656,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3
SSC51657,..,7,7,5,0,5,6,0,6,3,0,3,0,0,0,0,0,0,12,7,17
SSC51658,..,42,42,42,3,45,26,0,26,17,0,17,0,0,0,14,0,14,100,44,142
SSC51659,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9
SSC51660,..,9,9,13,0,15,3,0,3,3,0,3,3,0,3,3,0,3,26,10,33
SSC51661,..,9,9,11,0,11,3,0,3,3,0,3,0,0,0,0,0,0,13,9,20
SSC51662,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51663,..,14,14,19,0,19,0,0,0,3,0,3,0,0,0,0,0,0,26,18,40
SSC51664,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51665,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51666,..,4,4,3,0,3,4,0,4,3,0,3,3,0,3,0,0,0,15,4,23
SSC51667,..,10,10,14,0,14,0,0,0,9,0,9,0,0,0,0,0,0,20,10,32
SSC51668,..,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,10,0,7
SSC51669,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51670,..,4,4,6,0,6,5,0,5,3,0,3,0,0,0,0,0,0,12,4,16
SSC51671,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51672,..,1696,1696,1569,173,1745,633,49,686,526,20,552,151,9,152,63,4,63,2939,1954,4893
SSC51673,..,4,4,15,0,15,8,0,8,3,0,3,0,0,0,0,0,0,24,4,31
SSC51674,..,312,312,374,18,399,111,0,115,91,0,91,47,0,47,19,0,20,643,334,983
SSC51675,..,3,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,3,10
SSC51676,..,3,3,13,0,13,4,0,4,4,0,4,0,0,0,0,0,0,24,3,25
SSC51677,..,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7
SSC51678,..,3,3,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,5,3,11
SSC51679,..,26,26,52,3,53,14,0,14,12,0,12,10,0,10,7,0,7,95,28,121
SSC51680,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC51681,..,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
SSC51682,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51683,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC59494,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC59797,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
