SSC_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SSC50797,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC50798,..,18,18,33,0,29,20,0,20,12,0,12,4,0,4,0,0,0,67,22,92
SSC50799,..,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,10,0,9
SSC50800,..,27,27,40,0,40,18,0,25,22,0,22,18,0,18,33,0,33,136,31,163
SSC50801,..,28,28,12,0,12,5,0,5,6,0,6,3,0,3,6,0,6,33,28,59
SSC50802,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50803,..,5,5,3,0,3,5,0,5,0,0,0,0,0,0,0,0,0,7,5,12
SSC50804,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC50805,..,7,7,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,10,7,12
SSC50806,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC50807,..,30,30,66,3,64,34,0,30,32,0,32,24,0,24,17,0,17,162,34,197
SSC50808,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC50809,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50810,..,78,78,65,3,71,32,0,32,19,0,19,12,0,12,4,0,4,126,82,208
SSC50811,..,3,3,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,9,3,9
SSC50812,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC50813,..,15,15,11,4,11,0,0,0,3,0,3,3,0,3,0,0,0,19,16,33
SSC50814,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10
SSC50815,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC50816,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5
SSC50817,..,3,3,12,0,9,3,0,3,3,0,3,6,0,6,0,0,0,17,3,25
SSC50818,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50819,..,256,256,502,33,531,290,8,295,303,3,309,140,0,140,63,0,63,1290,294,1586
SSC50820,..,117,117,212,16,221,114,9,123,151,3,156,49,0,49,30,0,30,552,139,696
SSC50821,..,97,97,108,6,120,24,0,28,25,3,25,10,3,11,0,6,6,163,116,287
SSC50822,..,328,328,945,57,1001,719,8,724,992,5,994,388,4,393,215,0,215,3258,398,3657
SSC50823,..,37,37,44,0,45,3,0,3,9,0,8,0,0,3,5,0,5,62,38,105
SSC50824,..,435,435,465,50,517,327,14,341,292,10,296,168,3,173,121,10,124,1376,516,1893
SSC50825,..,13,13,7,0,7,0,0,0,4,0,4,3,0,3,0,0,0,17,13,24
SSC50826,..,294,294,357,53,410,187,25,212,226,9,232,70,5,78,22,0,19,861,382,1250
SSC50827,..,50,50,43,3,49,12,0,12,9,0,9,12,0,12,8,0,8,87,53,141
SSC50828,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50829,..,170,170,254,24,276,196,4,196,216,0,216,92,0,95,67,0,67,825,195,1016
SSC50830,..,35,35,34,0,33,11,0,11,13,0,13,0,0,0,3,0,3,50,32,87
SSC50831,..,435,435,436,86,520,149,57,209,117,7,129,33,0,28,5,0,10,736,587,1323
SSC50832,..,44,44,57,4,55,11,0,11,13,0,13,5,0,5,3,0,3,87,48,136
SSC50833,..,506,506,1223,38,1266,698,12,716,788,12,804,304,0,304,98,0,98,3121,579,3699
SSC50834,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50835,..,35,35,36,0,36,21,0,21,20,0,20,15,0,15,0,0,0,89,35,122
SSC50836,..,17,17,22,0,22,8,0,8,14,0,14,8,0,8,4,0,3,46,16,61
SSC50837,..,75,75,53,5,52,24,0,25,18,0,18,6,0,6,15,0,15,110,82,186
SSC50838,..,103,103,407,4,409,157,0,157,169,0,169,91,0,91,35,0,35,857,108,966
SSC50839,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50840,..,491,491,954,31,982,434,3,439,526,0,530,256,0,256,80,0,80,2258,524,2779
SSC50841,..,3,3,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,3,11
SSC50842,..,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,5,0,6
SSC50843,..,3,3,16,0,16,3,0,3,3,0,3,3,0,3,0,0,0,20,3,24
SSC50844,..,109,109,211,5,212,76,0,76,87,0,87,37,0,37,11,0,11,424,114,542
SSC50845,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8
SSC50846,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50847,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,7
SSC50848,..,356,356,355,35,396,204,13,217,160,0,158,73,3,77,56,0,56,849,403,1255
SSC50849,..,162,162,131,18,153,71,5,72,53,0,53,26,0,26,26,0,26,306,182,484
SSC50850,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4
SSC50851,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50852,..,0,0,3,0,3,3,0,3,4,0,4,0,0,0,0,0,0,9,0,13
SSC50853,..,6,6,33,0,33,10,0,10,3,0,3,0,0,0,0,0,0,43,6,46
SSC50854,..,53,53,209,3,212,101,0,101,138,0,138,74,0,74,42,0,42,559,60,619
SSC50855,..,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,3,8
SSC50856,..,114,114,259,16,267,87,0,87,116,0,116,44,0,44,15,0,15,521,127,643
SSC50857,..,13,13,26,3,25,11,0,11,8,0,8,0,0,0,0,0,0,40,11,57
SSC50858,..,11,11,17,0,17,3,0,3,3,0,3,0,0,0,0,0,0,26,11,37
SSC50859,..,4,4,11,0,11,3,0,3,7,0,7,3,0,3,0,0,0,22,4,26
SSC50860,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC50861,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5
SSC50862,..,300,300,376,41,413,211,10,224,172,3,180,74,3,73,45,0,46,883,358,1247
SSC50863,..,8,8,6,4,7,0,0,0,0,0,0,0,0,0,0,0,0,3,16,23
SSC50864,..,944,944,1047,123,1175,646,24,670,503,17,515,268,9,281,251,15,269,2711,1145,3856
SSC50865,..,362,362,565,24,590,367,8,370,499,8,501,159,0,156,42,0,42,1627,398,2025
SSC50866,..,116,116,307,9,321,173,0,171,175,0,176,85,0,82,32,0,32,764,132,900
SSC50867,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SSC50868,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50869,..,3,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12
SSC50870,..,44,44,104,4,107,41,0,41,48,0,48,14,0,14,11,0,11,228,49,278
SSC50871,..,106,106,97,11,111,45,0,51,37,0,37,20,0,20,4,0,4,203,123,326
SSC50872,..,244,244,543,32,580,277,3,284,270,3,274,120,0,120,55,0,55,1268,285,1554
SSC50873,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50874,..,7,7,11,0,11,3,0,3,0,0,0,0,0,0,0,0,0,13,7,16
SSC50875,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50876,..,3,3,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,8,3,11
SSC50877,..,3,3,8,0,8,0,0,0,6,0,6,0,0,0,0,0,0,6,3,8
SSC50878,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50879,..,0,0,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,6,0,11
SSC50880,..,3,3,9,3,10,7,0,5,0,0,0,0,0,0,0,0,0,9,9,21
SSC50881,..,1594,1594,1154,139,1293,390,21,412,203,8,207,64,3,68,39,0,41,1853,1767,3614
SSC50882,..,471,471,586,39,620,220,3,224,193,0,193,91,0,92,45,0,45,1125,517,1643
SSC50883,..,5,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,13
SSC50884,..,344,344,407,32,436,249,18,264,270,14,288,78,3,86,41,3,40,1047,408,1453
SSC50885,..,15,15,19,0,23,6,0,6,8,0,8,7,0,7,0,0,0,41,15,55
SSC50886,..,657,657,913,66,974,618,17,633,621,9,632,298,3,306,208,7,210,2660,753,3416
SSC50887,..,3,3,14,0,14,3,0,3,0,0,0,0,0,0,0,0,0,21,3,24
SSC50888,..,19,19,34,0,36,14,0,14,14,0,14,12,0,12,8,0,8,91,18,103
SSC50889,..,50,50,27,0,28,13,0,13,14,0,14,11,0,11,29,0,30,85,46,135
SSC50890,..,3,3,11,0,11,0,0,0,0,0,0,3,0,3,0,0,0,15,3,16
SSC50891,..,23,23,54,0,55,30,0,30,24,0,24,12,0,12,9,0,9,137,22,154
SSC50892,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
SSC50893,..,593,593,838,73,905,463,35,491,431,6,434,175,8,181,52,0,52,1951,710,2661
SSC50894,..,27,27,84,11,89,38,3,37,49,0,49,29,0,29,20,0,20,214,37,253
SSC50895,..,143,143,265,6,274,128,0,129,161,0,161,69,0,72,13,0,13,643,155,799
SSC50896,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50897,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SSC50898,..,0,0,5,0,5,3,0,3,0,0,0,0,0,0,0,0,0,16,0,18
SSC50899,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50900,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50901,..,145,145,159,4,172,98,0,94,73,0,73,36,0,43,22,0,22,387,150,540
SSC50902,..,17,17,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,21,17,32
SSC50903,..,18,18,26,4,37,10,0,10,0,0,5,7,0,7,0,0,0,43,28,75
SSC50904,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50905,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9
SSC50906,..,16,16,30,3,36,7,0,7,12,0,12,0,0,0,0,0,0,49,16,68
SSC50907,..,2157,2157,1741,314,2057,646,108,755,487,20,511,109,9,121,46,3,48,3034,2614,5645
SSC50908,..,9,9,11,0,11,3,0,3,3,0,3,3,0,3,0,0,0,19,9,27
SSC50909,..,4,4,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,9,11
SSC50910,..,205,205,393,26,426,179,10,187,217,0,217,84,0,84,56,0,56,928,241,1172
SSC50911,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50912,..,544,544,909,49,966,478,9,481,500,3,504,212,0,217,92,0,92,2196,614,2803
SSC50913,..,18,18,31,4,35,9,0,9,17,0,17,6,0,6,4,0,4,67,22,91
SSC50914,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC50915,..,340,340,293,39,330,136,0,136,79,0,80,38,0,38,32,0,32,576,373,947
SSC50916,..,61,61,45,8,49,22,5,25,21,0,21,8,0,8,8,0,8,102,75,172
SSC50917,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5
SSC50918,..,5,5,26,0,26,8,0,8,9,0,9,7,0,7,0,0,0,54,12,63
SSC50919,..,0,0,6,0,6,0,0,0,4,0,4,3,0,3,0,0,0,12,0,14
SSC50920,..,13,13,27,0,27,14,0,14,7,0,7,3,0,3,0,0,0,53,13,60
SSC50921,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50922,..,511,511,623,42,662,344,12,361,399,5,404,132,0,132,38,0,40,1533,580,2112
SSC50923,..,375,375,281,13,298,103,3,103,151,3,150,65,0,63,17,0,17,607,394,1003
SSC50924,..,25,25,6,0,8,3,0,3,5,0,5,3,0,3,0,0,0,20,20,41
SSC50925,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9
SSC50926,..,3,3,13,0,13,0,0,0,5,0,5,5,0,5,3,0,3,16,3,21
SSC50927,..,7,7,5,0,5,4,0,4,0,0,0,3,0,3,0,0,0,11,7,16
SSC50928,..,319,319,348,17,364,127,9,139,114,0,115,63,0,70,35,8,40,687,357,1043
SSC50929,..,506,506,631,41,674,270,7,279,279,0,280,119,0,119,89,0,89,1381,564,1940
SSC50930,..,5,5,3,0,3,3,0,3,5,0,5,0,0,0,0,0,0,10,5,17
SSC50931,..,18,18,18,0,22,9,0,9,8,0,8,5,0,5,6,0,4,47,16,70
SSC50932,..,4,4,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,9,4,9
SSC50933,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
SSC50934,..,273,273,288,40,328,152,5,156,137,0,143,68,0,68,32,0,32,686,318,1005
SSC50935,..,31,31,42,0,42,14,0,14,8,0,8,6,0,6,0,0,0,64,31,87
SSC50936,..,97,97,113,7,125,23,0,26,21,0,21,24,0,24,4,0,4,187,108,289
SSC50937,..,976,976,659,116,774,324,22,352,184,3,190,70,0,73,41,0,45,1293,1125,2413
SSC50938,..,191,191,159,22,179,91,3,94,53,0,53,38,0,38,22,0,24,359,214,572
SSC50939,..,10,10,18,0,18,5,0,5,11,0,11,6,0,6,0,0,0,32,10,49
SSC50940,..,137,137,178,25,205,108,5,112,105,4,106,53,0,53,20,0,19,456,175,634
SSC50941,..,64,64,238,17,257,147,4,158,166,5,169,74,0,74,29,0,29,658,90,744
SSC50942,..,11,11,28,0,26,18,0,18,17,0,17,11,0,11,3,0,3,71,16,87
SSC50943,..,21,21,56,0,60,27,0,27,29,0,29,17,0,17,8,0,8,142,21,168
SSC50944,..,3,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7
SSC50945,..,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,5
SSC50946,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SSC50947,..,72,72,137,7,144,36,0,35,32,0,32,21,0,21,19,0,19,239,78,316
SSC50948,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0
SSC50949,..,4,4,11,0,10,3,0,3,0,0,0,0,0,0,0,0,0,19,7,23
SSC50950,..,257,257,751,14,772,438,0,440,614,0,618,223,0,224,92,0,92,2126,272,2401
SSC50951,..,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6
SSC50952,..,3,3,10,0,10,0,0,0,3,0,3,0,0,0,0,0,0,14,3,15
SSC50953,..,37,37,47,3,48,14,0,13,10,0,10,3,0,3,3,0,3,76,38,120
SSC50954,..,9,9,7,0,7,0,0,0,4,0,4,0,0,0,0,0,0,12,9,20
SSC50955,..,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC50956,..,0,0,3,0,3,3,0,3,6,0,6,0,0,0,0,0,0,13,0,13
SSC50957,..,3,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,4,13
SSC50958,..,23,23,14,3,19,4,0,3,9,0,9,0,0,0,0,0,0,25,30,50
SSC50959,..,269,269,217,14,229,84,5,88,93,0,93,27,0,30,9,0,9,430,293,718
SSC50960,..,487,487,527,38,571,384,13,396,416,9,430,252,4,256,282,10,291,1865,565,2433
SSC50961,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6
SSC50962,..,8,8,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,14,8,20
SSC50963,..,8,8,10,0,5,5,0,5,7,0,7,4,0,4,0,0,0,25,5,30
SSC50964,..,8,8,6,3,8,6,0,6,0,0,0,0,0,0,0,0,0,15,10,21
SSC50965,..,19,19,27,0,27,13,0,13,6,0,6,4,0,4,7,0,7,53,19,80
SSC50966,..,3,3,11,4,17,0,0,0,0,0,0,0,0,0,0,0,0,16,3,21
SSC50967,..,3,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,7,3,9
SSC50968,..,13,13,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,41,13,52
SSC50969,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SSC50970,..,18,18,54,0,54,29,0,29,20,0,20,7,0,7,9,0,9,116,19,135
SSC50971,..,5,5,7,0,10,3,0,3,0,0,0,0,0,0,0,0,0,10,7,23
SSC50972,..,0,0,3,0,5,3,0,3,3,0,3,0,0,0,0,0,0,6,3,9
SSC50973,..,10,10,23,4,30,8,0,8,8,0,8,3,0,3,0,0,0,48,14,59
SSC50974,..,4,4,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,8,4,12
SSC50975,..,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,13,3,15
SSC50976,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12
SSC50977,..,17,17,29,0,25,15,0,15,11,0,11,11,0,11,4,0,4,62,20,87
SSC50978,..,198,198,198,17,212,85,4,90,76,0,77,39,0,39,20,0,20,427,214,642
SSC50979,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50980,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,4
SSC50981,..,3,3,15,0,15,4,0,4,3,0,3,0,0,0,0,0,0,17,3,25
SSC50982,..,55,55,133,4,137,38,0,37,27,0,27,22,0,22,11,0,11,231,62,291
SSC50983,..,74,74,58,3,63,28,0,28,19,0,19,4,0,4,11,0,11,116,78,193
SSC50984,..,5,5,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,5,13
SSC50985,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12
SSC50986,..,35,35,115,0,113,46,0,46,59,0,59,21,0,21,12,0,12,255,41,290
SSC50987,..,99,99,68,7,77,37,3,46,33,0,33,11,0,11,3,0,3,156,113,272
SSC50988,..,1843,1843,2476,252,2730,1316,86,1403,1166,44,1207,448,13,465,258,14,269,5662,2248,7915
SSC50989,..,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,13
SSC50990,..,1041,1041,981,94,1072,408,23,432,483,5,494,228,0,229,46,0,44,2142,1165,3312
SSC50991,..,5,5,3,0,3,6,0,6,4,0,4,0,0,0,0,0,0,14,5,16
SSC50992,..,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,9
SSC50993,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50994,..,284,284,365,17,381,129,3,134,115,4,121,64,0,65,27,3,25,700,308,1006
SSC50995,..,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4
SSC50996,..,7,7,0,0,3,4,0,4,3,0,3,0,0,0,7,0,7,15,5,24
SSC50997,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC50998,..,420,420,440,18,458,237,8,244,316,0,319,146,0,146,56,0,51,1186,454,1639
SSC50999,..,96,96,86,7,98,27,0,28,19,0,22,10,0,10,4,0,4,148,105,255
SSC51000,..,4,4,11,0,18,3,0,3,4,0,4,5,0,5,0,0,0,25,5,35
SSC51001,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51002,..,4,4,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,4,11
SSC51003,..,19,19,30,0,31,6,0,6,10,0,10,3,0,3,3,0,3,50,26,76
SSC51004,..,11,11,14,0,17,12,0,12,10,0,10,10,0,10,27,0,27,86,13,97
SSC51005,..,613,613,740,89,822,433,32,468,609,10,620,173,0,172,38,0,37,1991,746,2733
SSC51006,..,184,184,370,12,381,165,0,165,216,0,216,81,0,79,50,0,50,887,200,1082
SSC51007,..,3,3,5,0,5,3,0,3,3,0,3,0,0,0,0,0,0,13,3,14
SSC51008,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51009,..,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,8,0,5
SSC51010,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51011,..,1297,1297,1305,200,1508,566,90,659,511,38,541,188,14,197,26,4,30,2595,1636,4231
SSC51012,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51013,..,5,5,5,0,5,3,0,3,5,0,5,0,0,0,0,0,0,9,5,14
SSC51014,..,50,50,48,9,53,4,0,4,16,0,16,4,0,4,11,0,11,80,59,139
SSC51015,..,150,150,151,19,175,49,3,52,49,3,50,12,0,12,10,0,10,273,177,452
SSC51016,..,178,178,428,23,446,178,4,182,139,0,139,58,0,58,47,0,47,851,205,1061
SSC51017,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51018,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51019,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51020,..,543,543,860,46,906,408,18,424,438,11,448,142,0,145,41,0,43,1895,622,2514
SSC51021,..,205,205,325,18,340,81,0,81,93,0,95,36,0,36,20,0,20,555,231,782
SSC51022,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51023,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51024,..,3,3,9,0,9,3,0,3,4,0,4,0,0,0,0,0,0,12,3,14
SSC51025,..,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,7,0,10
SSC51026,..,226,226,414,31,445,190,3,191,168,0,173,75,0,76,33,0,33,883,263,1146
SSC51027,..,5,5,11,0,11,7,0,7,0,0,0,0,0,0,0,0,0,13,5,22
SSC51028,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51029,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51030,..,54,54,110,8,115,47,0,47,53,0,52,22,0,22,22,0,22,253,67,316
SSC51031,..,9,9,16,0,14,7,0,7,6,0,6,5,0,5,0,0,0,39,16,48
SSC51032,..,23,23,13,0,13,11,0,9,7,0,7,9,0,9,19,0,19,52,28,83
SSC51033,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11
SSC51034,..,44,44,53,0,59,12,0,12,17,0,17,4,0,4,8,0,8,94,45,139
SSC51035,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51036,..,3,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,8
SSC51037,..,296,296,623,26,647,341,3,347,458,9,465,181,0,181,44,0,44,1647,330,1985
SSC51038,..,13,13,28,3,26,0,0,0,3,0,3,5,0,5,0,0,0,41,15,54
SSC51039,..,58,58,48,3,47,14,0,14,15,0,15,8,0,8,12,0,12,94,56,150
SSC51040,..,25,25,27,0,31,18,3,22,13,0,13,13,0,13,4,0,4,74,29,102
SSC51041,..,14,14,19,3,24,4,0,4,15,0,15,4,0,4,0,0,0,46,20,64
SSC51042,..,3,3,18,0,15,3,0,3,4,0,4,0,0,0,0,0,0,28,4,26
SSC51043,..,3,3,10,0,10,4,0,4,0,0,0,0,0,0,4,0,4,19,3,20
SSC51044,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC51045,..,287,287,406,16,424,177,0,177,161,3,168,68,0,68,31,0,31,841,307,1151
SSC51046,..,66,66,144,10,157,66,0,66,56,0,56,38,0,38,15,0,15,323,74,404
SSC51047,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6
SSC51048,..,4,4,4,0,4,5,0,5,0,0,0,3,0,3,0,0,0,10,4,11
SSC51049,..,17,17,16,0,16,6,0,6,4,0,4,3,0,3,0,0,0,32,17,47
SSC51050,..,285,285,444,29,477,283,6,291,317,0,318,105,0,104,49,3,47,1198,325,1524
SSC51051,..,3,3,8,0,8,3,0,3,0,0,0,0,0,0,0,0,0,10,3,16
SSC51052,..,10,10,23,0,23,3,0,3,6,0,6,3,0,3,0,0,0,31,10,43
SSC51053,..,5,5,5,0,5,0,0,0,4,0,4,0,0,0,0,0,0,11,5,16
SSC51054,..,253,253,328,23,353,147,13,156,132,18,153,52,9,66,38,3,37,691,321,1014
SSC51055,..,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,5,0,7
SSC51056,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC51057,..,31,31,43,3,49,14,0,14,16,0,16,0,0,0,4,0,4,83,31,113
SSC51058,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51059,..,283,283,211,11,219,99,6,111,116,0,115,38,0,38,14,0,14,476,303,785
SSC51060,..,29,29,71,3,72,21,0,21,23,0,23,15,0,15,4,0,4,131,30,159
SSC51061,..,16,16,19,0,20,7,0,7,7,0,7,3,0,3,0,0,0,31,16,51
SSC51062,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10
SSC51063,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5
SSC51064,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC51065,..,3,3,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,8,3,14
SSC51066,..,20,20,35,0,40,10,0,14,17,0,17,10,0,10,8,0,8,80,29,102
SSC51067,..,3,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12
SSC51068,..,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14
SSC51069,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
SSC51070,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51071,..,3,3,12,0,14,0,0,0,3,0,3,3,0,3,0,0,0,22,7,24
SSC51072,..,4,4,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,4,8
SSC51073,..,96,96,146,11,154,41,0,41,36,0,33,17,0,17,4,0,4,249,104,351
SSC51074,..,5,5,11,0,11,8,0,8,4,0,4,3,0,3,0,0,0,28,5,33
SSC51075,..,3,3,0,0,3,7,0,7,0,0,0,0,0,0,0,0,0,9,3,8
SSC51076,..,18,18,48,5,46,13,0,13,11,0,11,6,0,6,3,0,3,81,21,103
SSC51077,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
