SSC_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SSC50355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,6,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,23,10,0,0,34
SSC50356,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,11,0,0,0,12,6,3,0,3,7,6,0,0,0,10,3,5,0,0,6,4,3,0,0,11,3,3,0,0,8,5,8,0,0,14,4,0,0,0,10,3,5,0,0,7,0,0,0,0,0,7,0,0,0,7,8,15,0,0,22,0,0,0,0,3,80,43,5,3,128
SSC50357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7
SSC50358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,0,0,6,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,22,7,5,0,32
SSC50359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,6
SSC50360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,10
SSC50362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50363,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,3,3,0,0,0,9,8,0,10,0,20,9,3,3,0,12,14,3,3,0,24,4,3,0,0,5,3,13,0,0,17,14,9,0,0,21,6,14,0,0,24,6,6,0,0,12,0,10,0,0,8,5,0,0,0,6,3,11,0,0,15,6,13,4,0,28,3,0,0,0,4,92,89,26,3,219
SSC50364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,13,4,0,0,12
SSC50365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6
SSC50366,8,3,3,0,16,7,3,3,0,15,6,0,7,0,12,0,0,8,0,11,17,3,7,0,26,16,11,16,0,41,59,8,12,6,85,42,16,32,0,87,46,23,23,5,94,36,44,26,3,107,36,41,21,3,106,32,69,21,0,121,67,149,32,3,259,65,141,13,0,216,30,110,3,0,146,18,90,8,0,120,43,172,5,3,223,54,183,27,0,259,14,8,3,0,19,589,1076,268,26,1961
SSC50367,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,5,3,4,0,0,3,0,0,0,0,0,0,3,0,0,3,5,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,19,21,4,0,40
SSC50368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9
SSC50369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50370,3,0,0,0,4,3,0,3,0,7,4,0,0,0,3,0,0,0,0,0,4,0,3,0,8,3,0,3,3,8,9,0,4,3,16,3,8,3,0,12,9,3,7,0,17,6,5,4,0,16,15,5,0,0,23,7,10,4,0,19,16,14,10,0,34,13,15,3,0,29,13,10,0,0,21,3,16,4,0,24,22,59,0,0,83,10,27,4,0,37,0,3,0,0,3,132,176,55,9,371
SSC50371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,4,0,0,0,6,3,0,0,0,3,5,0,0,0,5,0,0,0,0,0,4,3,0,0,7,9,0,0,0,8,0,3,0,0,3,3,0,0,0,5,0,0,0,0,0,3,0,0,0,4,6,10,3,0,12,3,0,0,0,3,34,22,4,0,64
SSC50372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,10
SSC50373,8,0,9,0,19,0,0,3,0,5,0,0,0,0,3,0,0,3,0,3,5,0,3,0,8,3,0,5,0,9,7,3,5,0,16,3,4,9,0,15,19,6,6,0,32,17,10,7,3,36,16,3,5,0,25,16,12,4,0,34,30,36,4,0,69,22,19,0,0,45,17,24,0,0,41,20,70,5,0,100,125,377,15,3,522,48,102,12,0,162,3,8,0,0,14,367,675,97,17,1159
SSC50374,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,4,0,0,0,6,7,7,0,0,9,7,5,0,0,11,7,7,3,0,22,3,12,0,0,18,4,11,0,0,13,17,18,0,0,37,9,15,0,0,20,3,9,0,0,12,0,0,0,0,5,3,12,0,0,10,3,9,3,0,18,0,3,0,0,3,87,95,15,3,199
SSC50375,14,0,7,0,19,0,3,3,0,9,3,0,10,0,18,0,0,18,0,25,12,8,35,0,55,11,14,44,0,67,50,12,38,0,104,37,17,47,0,104,57,44,40,0,134,56,78,32,0,167,28,81,38,0,150,33,100,23,3,158,94,236,27,3,360,75,156,7,0,236,58,115,0,0,173,26,77,3,0,114,34,123,0,0,164,64,221,32,0,319,7,3,3,0,21,659,1299,411,15,2387
SSC50376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,11,3,0,0,0,4,0,0,0,0,3,0,4,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,12,21,3,0,38
SSC50377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,3,0,0,0,5,0,0,0,0,7,0,0,0,0,0,3,4,0,0,5,3,5,0,0,7,8,24,3,0,34,7,21,0,0,27,7,15,0,0,26,7,24,3,0,31,31,59,0,0,92,6,21,5,0,28,0,0,0,0,3,86,172,17,0,275
SSC50378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50379,0,0,3,0,3,0,0,0,0,0,0,0,5,0,10,0,0,13,0,12,3,11,18,0,31,0,3,5,3,17,3,10,9,3,27,9,11,11,0,33,0,7,4,0,11,0,10,0,0,10,0,4,0,0,5,0,3,0,0,5,0,6,4,0,9,0,3,0,0,6,4,0,0,0,6,0,0,0,0,0,3,3,0,0,6,3,20,9,0,32,0,3,3,0,6,33,101,83,11,225
SSC50380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
SSC50381,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,3,0,0,0,3,3,0,0,0,3,3,0,0,0,5,9,0,0,0,10,6,3,0,0,14,0,7,0,0,7,9,3,0,0,5,5,7,0,0,13,4,6,0,0,7,8,3,0,0,11,0,3,0,0,3,0,0,0,0,3,7,3,0,0,10,0,0,0,0,0,67,27,5,3,104
SSC50382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9
SSC50383,12,7,10,0,30,5,3,5,0,14,5,5,5,0,15,0,3,3,0,11,14,3,8,0,31,6,17,20,0,37,33,12,17,0,64,27,34,23,0,80,32,51,21,0,103,35,66,16,3,119,18,55,5,3,84,15,107,15,0,138,60,195,16,3,275,40,185,7,3,232,25,128,0,0,157,10,80,4,0,99,31,137,0,0,166,32,157,19,0,207,11,4,0,0,13,399,1260,208,25,1889
SSC50384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9
SSC50385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,5,3,5,9,3,0,0,9,4,0,0,0,3,4,0,0,0,4,3,3,0,0,12,6,7,0,0,6,3,4,4,0,7,15,6,0,0,23,0,11,0,0,10,4,3,0,0,6,0,0,0,0,4,0,3,0,0,9,4,16,4,0,26,0,4,0,0,4,47,62,24,6,142
SSC50386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,8,3,0,4,0,5,11,0,0,0,7,8,5,0,0,12,9,6,0,0,13,3,0,0,0,3,4,3,0,0,9,3,7,0,0,14,5,10,0,0,19,6,12,0,0,20,5,7,3,0,12,4,3,0,0,9,4,17,0,0,21,8,22,3,0,34,0,0,0,0,3,76,95,20,0,187
SSC50387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,6,0,9,4,0,0,0,9,3,0,0,0,5,7,5,3,0,18,9,8,0,0,10,0,3,0,0,3,9,5,0,0,9,8,3,0,0,10,3,3,0,0,4,0,0,0,0,0,4,3,0,0,4,3,3,0,0,4,0,3,5,0,8,0,0,0,0,0,59,37,13,0,108
SSC50388,3,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,10,0,0,0,10,3,3,3,0,6,6,0,0,0,8,9,4,0,0,12,11,3,4,0,22,12,14,0,0,29,5,10,3,0,23,11,11,0,0,24,14,32,7,0,47,11,21,0,0,25,3,14,0,0,20,4,18,0,0,22,10,35,0,0,43,11,27,3,0,45,0,0,0,0,3,137,192,30,6,357
SSC50389,6,0,0,0,6,0,0,0,0,4,3,0,3,0,6,0,0,0,0,3,14,0,3,0,19,11,4,9,0,19,33,6,4,0,45,32,3,10,0,45,33,22,17,0,74,47,22,3,0,65,14,22,11,0,50,24,24,6,0,55,56,64,10,0,131,39,60,9,0,106,25,32,0,0,55,17,47,0,0,66,38,123,4,0,168,42,91,21,0,147,4,0,3,0,8,426,521,122,7,1075
SSC50390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,10
SSC50391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC50392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,10
SSC50393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,6
SSC50394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC50395,13,6,11,0,23,9,0,0,0,11,9,0,0,0,15,5,0,12,0,18,32,3,14,0,43,25,0,27,0,61,142,3,30,0,175,67,15,19,0,103,79,29,29,0,142,46,37,14,0,99,31,44,14,3,87,38,46,5,0,95,56,106,11,0,182,41,91,3,0,132,35,53,3,0,91,15,40,4,0,63,37,58,7,0,100,64,135,24,0,225,13,3,0,0,20,766,672,233,13,1680
SSC50396,4,5,11,0,17,0,0,0,0,3,0,0,0,0,3,0,0,4,0,3,3,0,4,0,8,3,9,10,0,20,9,8,14,0,27,11,11,6,0,27,10,17,12,3,45,23,51,6,0,77,17,39,0,0,63,21,48,7,0,76,55,82,6,0,144,42,45,3,0,89,23,22,0,0,52,15,16,0,3,33,5,27,0,0,32,35,34,4,0,71,0,6,0,0,8,277,414,83,11,786
SSC50397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4
SSC50398,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,0,0,0,4,0,3,0,0,4,0,3,0,0,4,6,3,0,0,8,3,10,0,0,13,3,3,0,0,5,3,4,0,0,8,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,11,0,0,0,0,0,37,39,14,0,82
SSC50399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,6,0,3,4,0,0,0,4,9,0,0,0,10,7,0,3,0,12,0,6,0,0,8,3,5,3,0,12,4,11,0,0,19,12,20,5,0,36,6,18,0,0,24,5,16,0,0,22,3,11,0,0,12,0,11,0,0,13,16,37,3,0,54,0,0,0,0,0,82,132,16,4,233
SSC50400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,9,9,0,0,21
SSC50401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,25
SSC50402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,20,4,3,0,29,15,3,3,0,17,13,4,0,0,16,17,11,0,0,20,8,4,0,0,12,4,3,0,0,9,9,15,0,0,16,6,0,0,0,7,3,3,0,0,8,0,0,0,0,3,0,0,0,0,3,9,11,3,0,27,5,0,0,0,4,105,57,16,3,182
SSC50403,3,0,0,0,4,3,0,3,0,8,3,0,0,0,3,0,0,3,0,9,13,0,14,0,25,13,3,20,0,37,66,8,14,0,90,36,13,13,0,62,40,18,13,4,77,29,19,8,0,57,13,16,3,0,31,11,22,3,0,41,22,36,0,0,61,18,21,0,0,43,11,8,0,0,20,3,3,0,0,12,7,3,0,0,12,28,31,11,0,70,6,3,0,0,13,323,219,111,5,652
SSC50404,0,0,4,0,4,0,0,3,0,3,0,0,9,0,17,0,0,7,3,10,10,5,15,8,35,3,0,12,0,18,8,14,22,4,47,15,17,4,4,34,10,13,13,0,32,17,12,9,3,40,13,20,4,0,47,20,10,13,0,38,44,44,6,3,104,33,29,5,0,62,20,24,4,0,49,9,14,0,0,29,22,16,0,0,34,32,54,26,8,120,3,13,3,0,21,264,282,166,42,752
SSC50405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC50406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,13
SSC50407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7
SSC50408,45,21,17,0,86,23,4,9,0,35,21,4,25,3,61,8,5,24,0,40,100,18,38,7,161,58,36,82,8,178,309,61,64,12,454,179,93,85,13,365,221,117,102,9,453,197,171,80,16,459,127,152,62,4,353,96,182,44,8,332,256,384,71,14,723,173,304,34,9,522,130,219,22,3,372,96,186,25,0,316,180,519,14,3,721,190,362,89,8,648,32,26,10,0,75,2449,2886,896,121,6353
SSC50409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,3
SSC50410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,10,3,3,0,0,7,0,10,0,0,10,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,4,5,0,0,6,0,0,0,0,0,23,30,4,0,57
SSC50411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,4,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,8,0,0,0,0,0,20,13,0,0,33
SSC50412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,0,0,8
