SSC_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SSC51295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,5,3,0,0,7,3,0,0,0,9,5,3,9,0,15,3,0,0,0,3,0,0,0,0,0,5,0,0,0,4,7,12,0,0,17,7,9,0,0,12,0,3,0,0,7,0,0,0,0,0,6,0,0,0,8,6,5,3,0,19,0,0,0,0,3,49,41,19,0,117
SSC51296,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,4,3,3,0,0,7,6,3,0,0,10,3,9,3,0,17,9,4,0,0,8,0,3,0,0,7,7,6,0,0,12,11,22,3,0,33,3,14,0,0,20,7,11,0,0,12,3,3,0,0,8,3,18,0,0,21,13,32,0,0,39,0,0,0,0,8,78,128,18,0,226
SSC51297,6,4,3,0,16,3,0,4,0,11,3,0,7,0,8,0,0,4,0,10,20,4,4,0,26,27,0,14,0,45,76,5,24,0,102,63,14,19,4,98,87,32,19,3,139,65,43,17,3,130,43,42,11,0,99,49,55,13,0,116,90,147,21,0,255,68,108,14,0,187,46,82,3,0,134,28,90,4,0,122,48,143,7,0,195,81,143,23,3,251,6,11,3,0,22,825,922,205,12,1959
SSC51298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,3,0,0,4,5,0,0,0,3,3,3,0,0,5,3,0,0,0,7,0,7,0,0,3,0,0,0,0,3,3,3,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,7,0,0,5,3,0,0,0,3,23,28,4,0,55
SSC51299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,5,4,3,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,4,0,0,7,0,0,0,0,3,5,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,3,0,0,9,0,0,0,0,0,22,18,6,0,48
SSC51300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC51301,3,6,7,0,20,7,0,3,0,10,0,0,3,0,8,0,3,0,0,3,3,0,8,0,13,9,4,4,3,11,26,6,4,0,37,28,9,3,0,46,25,17,3,3,49,27,18,12,0,55,18,17,7,0,41,16,13,3,0,29,18,31,4,0,59,16,43,5,3,64,15,29,3,0,50,9,35,4,0,52,44,176,3,0,216,24,71,11,0,102,5,3,0,0,5,292,475,94,10,879
SSC51302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,5,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,14,6,0,0,21
SSC51304,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,11,10,0,0,26
SSC51305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,3,0,3,0,0,3,3,3,0,0,6,0,0,0,0,4,0,5,0,0,10,0,0,0,0,0,0,5,0,0,6,0,5,0,0,11,0,0,0,0,0,16,28,4,3,52
SSC51306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,12
SSC51307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,3,0,25
SSC51308,16,0,6,0,24,10,0,3,0,12,8,0,13,0,20,3,0,14,0,15,55,4,17,3,77,22,8,56,3,88,162,6,29,0,204,82,17,23,3,120,90,49,28,5,165,67,44,17,0,123,55,37,23,0,112,44,62,9,0,117,87,134,17,0,242,66,77,10,0,151,43,67,0,0,109,26,43,8,0,74,44,104,7,0,158,100,160,32,3,295,19,3,5,0,34,1001,816,313,26,2155
SSC51309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,3,3,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,3,0,0,0,3,3,4,0,0,3,0,3,0,0,3,0,0,0,0,0,18,20,6,0,39
SSC51310,4,7,8,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,3,0,0,8,4,0,6,0,13,26,0,3,0,30,23,8,8,0,37,22,0,12,3,40,21,8,0,3,31,12,12,8,0,29,11,10,3,3,19,24,29,3,0,56,16,25,3,3,51,10,20,3,0,36,12,29,4,0,37,46,125,0,0,178,18,60,11,0,90,3,0,0,0,4,259,327,73,12,676
SSC51311,4,0,4,0,9,0,0,0,0,0,0,4,0,0,3,0,0,3,0,6,9,0,0,0,16,10,3,3,0,12,31,4,3,0,42,15,0,4,0,29,16,3,3,0,26,18,13,6,0,32,3,21,3,0,31,11,21,3,0,34,28,26,12,0,66,10,41,3,0,54,20,19,0,0,35,5,12,0,0,21,17,34,0,0,49,31,39,14,0,83,0,7,0,0,7,231,240,70,8,551
SSC51312,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,6,0,3,3,3,0,0,7,3,0,0,0,3,23,3,3,0,30,7,4,0,0,12,15,3,3,0,21,19,8,0,0,19,9,3,6,0,11,12,4,0,0,17,16,20,0,0,33,8,10,0,0,25,6,3,0,0,10,5,15,0,0,20,11,23,0,0,35,3,15,3,0,23,3,0,0,0,3,143,108,25,3,286
SSC51313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC51315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,19
SSC51316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,0,0,27
SSC51317,3,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,5,5,0,4,0,6,15,0,3,0,23,4,0,4,0,9,8,5,3,0,21,17,8,3,0,26,8,6,3,0,12,3,11,4,0,23,15,14,4,0,34,12,22,3,0,30,7,9,0,0,13,0,7,0,0,7,6,21,0,0,30,15,18,0,0,39,0,3,0,0,9,122,130,39,0,288
SSC51318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,4,0,0,3,3,0,0,0,4,3,0,0,0,4,0,4,0,0,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,8,0,3,0,0,3,0,0,0,0,0,16,14,3,0,25
SSC51319,12,6,7,0,30,11,3,9,0,21,8,4,10,0,24,7,0,15,0,24,21,8,25,0,56,27,6,51,3,83,64,14,54,4,136,75,15,46,8,141,129,28,56,8,222,77,48,41,8,176,99,47,36,8,184,108,60,35,9,214,279,175,53,16,520,225,153,22,8,408,183,137,7,6,331,126,120,11,5,260,260,306,12,3,584,212,174,52,0,434,18,9,9,0,35,1923,1325,541,86,3878
SSC51320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51321,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,10,0,0,0,8,5,4,0,0,12,8,3,0,0,11,7,3,0,0,14,4,0,0,0,4,3,0,0,0,6,3,3,0,0,7,6,3,0,0,8,4,4,0,0,4,0,0,0,0,0,10,6,0,0,14,3,13,0,0,16,0,0,0,0,3,73,39,11,0,122
SSC51322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,11
SSC51323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
SSC51324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,4,0,0,0,5,3,0,0,0,6,5,8,0,0,21
SSC51325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,0,3,0,16
SSC51326,13,8,11,0,43,4,3,3,0,10,0,0,16,0,21,3,0,15,0,15,14,9,22,0,49,6,8,45,3,64,53,14,45,0,104,44,29,35,0,105,53,48,51,3,158,53,73,29,0,150,34,100,18,0,150,39,143,21,0,206,86,321,28,0,432,82,239,14,0,338,54,189,6,3,254,42,140,4,0,190,73,307,6,3,391,95,402,33,0,531,9,16,3,0,30,773,2047,397,25,3236
SSC51327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,9,3,0,3,0,9,0,0,0,0,3,0,3,0,0,3,0,3,0,0,3,0,7,0,0,8,0,3,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,0,0,3,17,26,13,0,50
SSC51328,7,4,0,0,14,3,0,0,0,3,3,0,3,0,6,0,0,8,0,7,10,0,3,0,22,5,0,4,0,10,60,7,4,0,63,18,3,3,0,28,22,13,7,0,45,23,13,3,0,44,17,25,0,3,45,20,10,3,0,37,34,39,0,0,75,27,42,0,0,62,13,25,0,0,31,15,17,0,0,30,23,25,0,0,49,10,62,12,0,84,12,4,0,0,17,310,286,57,4,658
SSC51329,9,11,11,5,36,3,5,11,0,17,5,4,17,0,23,3,0,20,0,21,16,6,26,0,52,10,20,54,3,88,78,32,53,0,172,45,61,55,0,166,62,121,52,6,241,64,162,36,8,267,47,153,26,9,233,44,125,26,5,203,100,271,40,10,420,76,141,13,0,227,24,75,7,0,108,7,41,0,3,53,10,56,0,3,64,67,164,33,3,267,17,9,3,0,25,701,1453,479,53,2688
SSC51330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,9,11,3,0,28
SSC51331,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,7,3,0,3,0,3,15,3,0,0,25,13,3,3,0,23,14,9,0,0,21,6,4,0,0,12,6,0,0,0,12,5,3,0,0,6,14,10,0,0,21,4,12,0,0,11,7,0,0,0,4,0,4,4,0,10,3,9,0,0,9,5,10,0,0,17,3,0,0,0,3,109,72,12,0,197
SSC51332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC51333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51334,12,4,3,0,22,5,0,0,0,7,0,0,9,0,16,0,0,3,0,11,20,3,7,0,26,8,10,8,0,24,29,3,15,0,55,38,13,12,0,69,45,18,17,0,82,27,32,14,0,73,23,31,14,0,66,23,33,12,0,67,45,72,11,6,132,35,57,3,0,97,21,51,3,0,79,22,52,4,0,71,52,161,4,0,221,31,94,15,0,139,4,3,0,0,11,457,648,146,19,1268
SSC51335,3,3,6,0,9,0,0,0,4,7,0,0,3,0,4,0,0,0,0,3,13,0,3,3,18,0,0,8,0,11,23,0,4,0,26,13,6,10,0,35,22,3,13,3,38,23,14,15,0,44,18,17,12,0,49,26,15,12,0,49,52,57,19,0,133,31,41,8,5,86,31,31,4,0,62,29,73,13,0,110,84,230,12,0,320,34,72,10,0,116,3,0,3,0,8,408,563,148,22,1133
SSC51336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51337,7,0,3,0,9,3,0,0,0,3,3,0,5,0,9,0,0,4,0,4,25,0,19,0,40,7,3,28,0,38,59,3,18,0,79,41,7,15,0,65,44,18,14,0,84,45,28,10,0,81,26,25,9,0,51,19,28,8,0,61,57,45,10,0,110,31,44,6,0,80,30,21,0,0,55,12,18,0,0,24,20,51,3,0,75,50,76,12,4,139,10,3,4,0,15,485,370,169,14,1036
SSC51338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,11,9,0,0,17
SSC51340,3,0,0,0,4,0,0,0,0,4,3,0,0,0,4,0,0,0,0,0,12,0,3,0,16,4,0,5,0,13,28,3,12,0,41,8,0,4,0,14,27,4,10,0,37,12,9,3,0,28,11,8,4,0,23,3,15,3,0,19,9,17,3,0,33,12,13,0,0,24,10,10,0,0,19,11,4,0,0,15,10,8,0,0,18,16,23,9,0,40,0,0,0,0,0,169,122,57,7,357
SSC51341,4,0,3,0,8,4,0,0,0,4,0,0,4,0,5,0,0,3,0,3,4,0,7,0,15,0,7,10,0,12,13,8,6,0,31,6,9,14,3,31,17,23,11,3,46,20,29,8,0,62,14,35,9,0,62,10,36,3,0,52,43,93,16,3,150,32,47,0,0,80,18,30,0,0,47,9,16,0,0,29,11,26,0,0,34,10,41,11,0,63,3,3,0,0,6,242,393,100,13,746
SSC51342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,4,3,0,4,0,4,10,4,5,0,15,13,4,5,0,18,0,10,4,0,15,12,11,4,0,27,3,7,0,0,11,8,6,3,0,11,8,25,3,0,37,3,7,0,0,13,3,0,0,0,4,0,3,0,0,4,4,6,0,0,11,6,16,0,0,23,0,0,3,0,7,74,97,39,4,215
SSC51343,0,3,3,0,7,0,0,0,0,3,3,3,0,0,10,0,4,7,0,12,16,3,5,0,23,8,6,15,0,33,23,4,11,0,40,15,7,10,0,37,24,25,16,0,69,28,24,8,0,64,16,32,12,0,60,16,37,8,0,62,38,88,10,0,138,24,56,12,0,93,19,43,0,0,62,21,37,0,0,55,12,75,0,0,90,37,103,12,0,151,7,8,4,0,17,308,565,145,8,1031
SSC51344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,10,3,0,0,15
SSC51347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51348,8,0,6,0,13,4,0,0,0,3,0,0,4,0,4,0,0,6,0,4,0,3,3,0,6,0,4,5,0,15,6,0,3,0,17,0,4,12,0,22,15,13,0,0,34,21,16,6,3,43,18,20,3,0,40,24,27,5,0,61,44,78,15,0,144,40,69,0,3,111,34,60,0,0,99,32,44,3,0,87,63,143,6,0,204,42,69,11,0,123,9,13,0,0,16,354,577,96,13,1042
SSC51349,17,0,4,0,26,6,0,0,0,9,0,0,0,0,3,0,0,0,0,0,20,3,12,0,29,16,3,7,0,26,72,3,6,0,85,70,8,14,0,94,86,14,16,7,120,63,32,9,0,104,35,36,13,0,86,46,23,19,0,90,77,96,20,4,196,61,119,7,3,189,44,95,3,0,141,38,111,8,0,157,102,387,10,0,502,80,162,10,6,255,13,9,0,0,21,860,1097,167,21,2143
SSC51350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51351,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,5,3,10,3,0,7,0,8,10,0,11,0,22,6,0,6,0,13,3,3,6,0,10,3,0,5,0,14,7,5,7,0,18,4,7,3,0,19,12,24,4,0,44,16,14,0,0,27,4,8,0,0,13,3,4,0,0,9,7,7,3,0,16,8,19,7,0,32,3,0,0,0,9,100,96,68,11,275
SSC51352,5,3,5,0,17,4,0,8,0,10,11,6,4,0,15,0,3,10,0,14,30,3,20,0,56,18,0,51,0,70,156,12,37,0,206,84,29,39,0,149,98,37,58,0,197,97,51,18,0,170,47,61,24,3,132,46,55,11,0,107,117,131,23,0,270,71,100,11,0,183,57,67,0,0,121,31,50,3,0,82,60,102,0,0,169,91,98,29,0,216,14,3,7,0,24,1033,818,362,18,2222
SSC51353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
