SSC_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SSC50352,1062,1067,2126,181,131,312,9,5,15,9,20,26,11,6,18,3,5,4,273,289,562,3,0,3,0,0,3,4,0,3,0,0,0,310,332,646,324,342,666,3,7,3,822,812,1627,164,155,318,2046,2029,4073
SSC50353,87,77,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,15,0,0,0,0,0,0,0,0,0,0,0,0,10,10,15,3,0,3,0,0,0,9,10,16,7,4,12,106,90,196
SSC50354,81,61,145,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,15,15,25,0,0,0,0,0,0,0,0,0,0,0,0,15,14,31,0,0,0,0,0,0,15,15,33,10,10,25,109,89,199
SSC50355,55,54,105,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,7,7,11,63,62,123
SSC50356,193,174,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,23,0,0,0,3,4,6,0,0,0,0,0,0,13,14,31,0,0,0,0,0,0,19,18,33,32,23,53,240,214,450
SSC50357,8,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,15,13,23
SSC50358,61,46,103,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,0,0,0,0,0,0,0,0,0,0,0,5,5,17,0,0,0,0,0,3,12,14,24,29,21,46,106,77,178
SSC50359,13,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,15,31
SSC50360,4,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,18,0,0,0,0,0,0,0,0,0,0,0,0,9,11,18,0,0,0,0,0,0,9,12,23,0,3,8,12,23,37
SSC50361,13,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,6,3,0,6,14,13,25
SSC50362,31,10,41,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,0,26,0,0,0,0,0,0,0,0,0,0,0,0,22,0,23,0,0,3,0,0,0,31,3,29,11,0,11,70,6,80
SSC50363,360,317,675,31,23,52,0,0,0,0,0,0,0,0,3,0,0,0,12,14,34,0,0,0,0,0,0,0,0,0,0,0,0,13,19,35,7,14,23,0,0,0,53,60,110,42,40,85,451,409,864
SSC50364,24,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,4,6,9,28,24,51
SSC50365,13,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,21
SSC50366,2749,2801,5551,73,62,135,6,4,11,5,0,5,8,9,18,0,0,0,325,316,646,3,4,11,0,0,0,0,0,0,0,3,3,352,342,694,48,56,103,4,0,4,470,464,938,185,169,349,3406,3432,6838
SSC50367,61,62,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,14,0,0,0,0,0,0,0,0,0,0,0,0,8,9,16,0,0,0,0,0,0,8,9,16,8,13,19,80,82,156
SSC50368,17,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,26
SSC50369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50370,523,546,1072,26,30,57,7,6,7,0,0,0,0,3,4,0,0,0,75,77,152,0,0,0,3,3,6,0,0,0,0,0,0,83,86,173,9,11,18,0,0,0,122,129,244,53,40,94,696,712,1405
SSC50371,90,87,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,25,0,0,0,0,0,0,0,0,0,0,0,0,10,10,23,0,0,0,0,0,0,10,10,23,8,6,12,111,103,216
SSC50372,26,23,50,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,36,24,60
SSC50373,1654,1753,3398,110,110,219,10,7,15,10,7,18,3,7,6,0,0,0,121,101,223,0,0,0,0,0,0,0,0,0,0,0,0,150,126,267,46,35,86,3,3,3,306,275,579,129,112,247,2089,2140,4223
SSC50374,302,271,567,41,32,75,0,0,0,0,0,0,0,0,0,0,0,0,21,18,39,0,0,0,0,0,0,0,0,0,0,0,0,21,21,39,8,3,10,0,0,0,63,58,127,41,40,72,404,366,772
SSC50375,3267,3378,6641,207,273,480,3,3,7,4,11,13,8,9,23,4,4,9,425,467,893,3,0,3,3,3,9,0,0,0,0,0,0,455,495,951,38,37,78,10,11,21,716,813,1528,358,335,692,4334,4530,8860
SSC50376,65,56,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,10,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,0,3,3,0,0,0,5,6,12,20,17,43,91,79,173
SSC50377,414,352,768,40,27,72,4,4,9,0,0,3,3,6,10,3,0,3,57,54,109,0,4,7,0,0,3,0,0,0,0,0,0,71,73,141,3,4,6,0,3,3,120,109,222,53,42,96,587,503,1089
SSC50378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50379,445,439,884,4,3,5,0,0,3,0,0,0,3,0,3,0,0,3,24,35,59,0,0,0,0,7,4,0,0,0,0,0,0,35,37,71,3,3,4,40,37,82,77,88,166,27,21,48,547,545,1095
SSC50380,9,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,15
SSC50381,155,127,276,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,14,6,23,0,0,0,0,0,0,0,0,0,0,0,0,14,6,23,0,0,0,0,0,0,17,14,29,17,12,33,186,152,339
SSC50382,14,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,5,6,12,25,24,47
SSC50383,2909,2888,5797,93,107,198,5,3,7,5,7,12,3,3,8,0,0,0,260,240,503,0,0,0,0,0,0,0,0,0,0,0,0,273,257,528,38,40,80,0,5,7,410,399,811,202,175,379,3519,3470,6988
SSC50384,9,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,19
SSC50385,188,205,396,6,12,22,0,0,0,0,0,0,0,0,0,0,0,0,26,20,43,0,0,0,0,0,0,0,0,0,0,0,0,26,20,43,0,0,0,3,4,6,37,34,73,16,15,32,241,250,494
SSC50386,297,289,581,9,5,10,0,0,0,0,0,0,0,0,0,0,0,0,23,18,38,0,0,0,0,0,0,0,0,0,0,0,0,23,18,38,0,0,0,0,0,0,26,30,53,20,18,37,345,330,670
SSC50387,153,147,297,17,27,48,0,0,0,0,0,0,0,0,0,0,0,3,11,9,21,0,0,0,0,0,0,0,0,0,0,0,0,8,12,19,0,0,0,0,0,0,30,42,71,14,10,30,198,196,397
SSC50388,473,485,962,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,73,84,151,0,0,0,0,0,0,0,0,0,0,0,0,73,84,151,0,3,5,0,0,0,77,92,166,28,31,58,578,605,1185
SSC50389,1494,1517,3015,24,26,54,0,0,3,8,9,12,0,0,0,0,0,0,126,144,271,0,0,0,0,0,0,0,0,0,0,0,0,133,150,287,12,15,24,4,10,17,172,202,379,127,109,243,1790,1834,3629
SSC50390,19,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,19,18,34
SSC50391,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
SSC50392,16,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,21,15,33
SSC50393,13,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,27
SSC50394,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,3,0,3,6,4,9
SSC50395,2110,2068,4178,120,145,267,7,3,13,6,5,9,8,14,18,3,3,7,353,391,740,0,3,4,3,3,7,0,0,0,0,0,0,383,422,804,14,20,34,8,6,8,523,589,1111,259,215,479,2887,2879,5769
SSC50396,931,874,1809,47,39,87,5,3,3,4,0,3,3,3,10,3,3,6,263,281,539,0,0,0,3,0,4,0,0,0,0,0,0,278,292,575,27,40,69,0,0,0,347,377,728,106,102,213,1388,1353,2742
SSC50397,7,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,3,3,3,9,8,3,10,18,15,32
SSC50398,132,131,263,7,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,0,0,11,21,29,14,7,23,165,157,323
SSC50399,336,327,661,7,11,20,0,0,0,0,0,0,0,0,0,0,0,0,49,58,100,0,0,0,0,0,0,0,0,0,0,0,0,47,59,107,0,0,3,0,0,0,63,69,129,37,32,66,431,429,858
SSC50400,24,20,44,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,4,3,0,4,27,27,54
SSC50401,37,27,68,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,6,0,0,3,40,35,73
SSC50402,283,242,526,35,19,52,3,0,3,0,3,3,4,0,3,4,3,4,23,41,69,0,0,0,0,0,0,0,0,0,0,0,0,31,47,80,5,8,8,0,0,0,65,74,141,44,29,75,396,350,747
SSC50403,923,1028,1954,90,77,172,0,0,3,0,0,0,0,0,0,0,0,0,88,116,210,0,0,0,0,0,3,0,0,0,0,0,0,98,119,215,3,4,3,6,6,11,197,212,407,115,143,264,1237,1383,2621
SSC50404,1142,1125,2265,142,180,322,3,3,7,3,8,14,8,4,15,3,0,4,116,112,229,0,0,0,9,7,12,0,0,0,0,0,0,140,139,280,20,16,33,19,14,33,324,350,672,316,223,534,1776,1703,3479
SSC50405,19,7,28,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,19,9,30
SSC50406,11,13,24,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,3,9,0,3,7,20,16,35
SSC50407,14,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,12,11,23
SSC50408,9056,9700,18752,263,263,532,13,7,24,17,10,28,8,16,22,8,0,10,929,908,1838,3,0,3,3,4,4,6,3,7,4,0,4,983,956,1938,206,234,443,19,14,36,1468,1476,2944,740,828,1569,11268,12000,23271
SSC50409,7,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,0,10,10,19
SSC50410,85,83,173,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,0,0,0,0,0,0,7,6,14,7,3,13,99,96,197
SSC50411,57,52,106,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,0,0,0,0,0,0,5,8,14,0,0,0,67,58,127
SSC50412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC50413,29,12,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,10,33,19,55
SSC50414,950,956,1909,123,142,257,0,6,5,17,11,30,12,12,20,3,0,3,107,126,230,0,3,5,4,3,5,0,0,0,0,0,0,141,159,305,18,31,42,0,0,5,281,330,611,126,134,260,1362,1425,2785
SSC50415,529,568,1097,46,43,88,0,0,0,0,0,3,0,0,3,0,0,0,32,32,62,0,0,0,0,0,0,0,0,0,0,0,0,31,32,65,0,3,3,0,0,0,78,81,158,61,58,119,668,699,1369
SSC50416,15,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,16,8,23
SSC50417,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,3,5,4,5
SSC50418,1005,1090,2088,93,98,187,3,0,3,0,3,4,0,4,3,0,0,0,79,103,177,0,0,0,0,0,0,0,0,0,0,0,0,89,102,193,14,19,33,0,8,6,185,225,411,133,148,279,1321,1459,2786
SSC50419,20,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,5,5,7,5,12,28,22,43
SSC50420,36,28,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,3,5,12,38,32,72
SSC50421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50422,2978,3255,6230,81,101,183,5,4,14,8,5,13,8,5,15,5,5,9,454,475,933,0,0,0,4,3,3,0,0,0,0,0,0,484,509,993,58,59,117,7,5,10,632,671,1307,380,385,771,3990,4312,8304
SSC50423,174,181,349,13,9,25,0,0,0,0,0,0,0,0,0,0,0,0,13,14,29,0,0,0,0,0,0,0,0,0,0,0,0,13,16,33,0,3,3,0,0,0,32,28,55,18,28,42,223,229,456
SSC50424,19,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,8,5,14,31,21,53
SSC50425,514,501,1008,51,56,102,0,3,3,0,0,0,0,0,3,0,0,0,84,94,178,0,0,0,0,0,0,0,0,0,0,0,0,85,102,190,5,3,10,0,0,0,140,159,299,72,66,140,724,723,1447
SSC50426,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
SSC50427,6,3,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,0,5,12,9,17,29
SSC50428,10,13,24,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,12,26
SSC50429,33,26,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,5,6,42,33,72
SSC50430,2125,2370,4495,74,90,169,0,5,12,8,5,15,13,12,19,3,7,6,378,441,811,3,0,4,3,0,3,0,0,0,0,0,0,407,467,879,26,28,53,22,32,52,534,618,1156,262,264,525,2914,3258,6170
SSC50431,17,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,30
SSC50432,19,21,34,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,5,3,7,7,7,24,26,51
SSC50433,7,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,11,17
SSC50434,95,82,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19,0,0,0,0,0,0,9,10,19,13,11,25,117,98,218
SSC50435,72,64,137,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,5,13,0,0,0,0,0,0,0,0,0,0,0,0,4,5,13,0,0,0,0,0,0,7,6,13,20,14,37,101,88,185
SSC50436,105,104,206,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,3,15,19,0,0,0,0,0,0,0,0,0,0,0,0,3,15,23,0,0,0,0,0,0,7,20,28,15,15,21,125,133,256
SSC50437,6216,6400,12613,171,136,308,6,7,16,10,7,23,5,6,10,3,3,10,538,540,1081,0,0,0,4,6,5,4,0,6,0,0,0,579,578,1150,94,90,177,6,12,18,847,811,1655,432,427,858,7493,7640,15126
SSC50438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50439,7,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,11
SSC50440,1880,1891,3774,195,229,420,16,13,26,4,11,15,3,10,9,0,0,5,188,198,383,0,4,3,9,6,12,0,0,0,5,0,4,223,240,461,25,38,63,8,5,11,451,506,955,250,230,482,2580,2631,5215
SSC50441,61,72,133,3,3,9,3,0,3,0,0,0,3,5,7,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,0,0,0,11,6,22,0,5,3,3,0,4,23,16,38,4,9,17,94,96,186
SSC50442,32,29,59,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,7,3,0,7,36,27,70
SSC50443,4,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,11,6,15
SSC50444,10,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,12,5,20
SSC50445,225,199,425,6,14,21,0,0,0,0,0,0,0,0,0,0,0,0,9,15,29,0,0,0,0,0,0,0,0,0,0,0,0,9,13,26,0,3,4,0,0,0,19,31,50,37,40,79,286,266,559
SSC50446,28,30,55,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,4,11,6,9,42,37,76
SSC50447,13,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,27
SSC50448,27,19,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,19,50
SSC50449,43,40,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,16,49,44,96
SSC50450,15,16,30,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,9,13,15,21,33,57
SSC50451,1437,1611,3046,37,40,76,0,3,4,0,0,0,3,3,4,0,0,0,172,201,376,0,0,0,3,0,3,0,0,0,0,0,0,184,210,392,17,15,34,3,4,9,238,272,512,154,157,319,1833,2042,3876
SSC50452,1887,1816,3706,153,152,304,12,10,23,3,0,7,0,4,5,3,0,4,312,279,600,0,0,0,3,3,5,0,0,0,0,0,0,337,304,644,107,134,244,6,3,15,611,590,1197,248,217,464,2744,2624,5369
SSC50453,344,309,660,23,24,44,0,0,0,0,3,3,0,0,0,3,0,3,25,21,42,0,0,0,0,0,0,0,0,0,0,0,0,30,25,48,5,4,9,0,0,0,53,53,101,69,60,131,469,426,893
SSC50454,22,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,4,6,8,0,0,0,27,12,39
SSC50455,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11
SSC50456,2708,2913,5625,65,63,129,9,12,21,6,14,19,6,6,19,7,3,9,346,399,743,0,0,0,3,3,9,0,0,4,0,0,0,385,443,829,48,56,100,8,8,17,502,573,1074,298,315,614,3513,3800,7319
SSC50457,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
SSC50458,16,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,22,0,0,0,0,0,0,0,0,0,0,0,0,11,12,22,0,0,0,0,0,0,11,12,22,18,11,23,39,28,69
SSC50459,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11
SSC50460,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,10,15
SSC50461,9,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,3,6,7,17,16,32
SSC50462,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,5,10,12
SSC50463,2865,2558,5419,421,363,787,46,46,85,38,32,68,36,41,78,15,11,28,699,669,1373,7,7,9,11,4,14,0,0,0,0,0,0,853,812,1658,474,494,968,15,12,29,1762,1679,3447,878,746,1624,5502,4987,10487
SSC50464,90,92,183,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,5,5,11,10,9,22,110,111,215
SSC50465,7,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,7,18
SSC50466,87,75,158,0,0,3,0,3,3,4,4,7,3,0,3,0,0,0,15,14,33,0,0,0,0,0,0,0,0,0,0,0,0,25,21,47,0,0,0,0,0,0,22,27,47,31,23,50,140,122,259
SSC50467,3394,3478,6875,130,148,281,14,7,16,17,11,30,13,8,18,0,3,5,643,612,1250,0,0,0,3,4,9,0,0,0,0,0,0,693,647,1341,147,170,318,17,11,25,988,977,1960,588,497,1085,4968,4957,9919
