SSC_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
SSC50056,3,30,12,122,0,164,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,6,0,3,3,0,13,104,37,16,125,3,282,3,0,0,0,0,3,7,0,0,0,0,7,10,4,3,17,0,36,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,17,4,8,45,0,74,4,0,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,6,7,0,0,0,0,7,0,0,0,0,0,0,15,3,7,37,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,25,3,4,3,0,31,0,0,0,3,36,42,171,53,31,250,44,544
SSC50057,3,0,4,11,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,6,0,4,17,6,34
SSC50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50059,0,4,0,30,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,16,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,7,16,4,0,45,7,77
SSC50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5
SSC50061,259,767,660,3411,53,5147,11,9,0,45,0,68,875,15,17,28,3,935,77,16,9,39,0,138,145,49,16,56,0,265,1973,668,545,2448,63,5698,360,0,19,3,3,389,77,12,5,16,0,110,127,40,31,181,8,389,70,36,17,48,3,179,40,3,3,5,0,53,458,19,11,17,3,506,388,114,95,659,11,1266,459,154,63,452,10,1138,16,0,0,0,0,19,28,5,0,3,0,35,170,20,18,25,6,228,31,12,3,17,0,59,206,27,34,6,3,271,154,37,23,15,0,233,168,20,10,40,4,233,19,3,3,3,0,30,482,129,83,524,13,1225,96,0,3,3,0,106,138,20,6,3,3,166,71,10,3,18,0,97,70,8,0,3,0,87,14,0,0,0,0,20,1247,19,18,12,6,1305,49,11,12,40,3,117,2868,147,133,143,29,3320,124,8,5,48,654,846,9531,1384,1075,5898,830,18704
SSC50062,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,3,3,0,0,3,21,3,26
SSC50063,0,5,0,23,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,18,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,11,4,0,42,5,66
SSC50064,0,5,3,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,3,3,13,4,3,25,3,45
SSC50065,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,16,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,13,13,14,3,4,17,13,50
SSC50066,0,10,11,129,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,17,12,5,64,8,105,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,0,22,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,31,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,12,0,0,0,0,26,26,42,21,18,189,33,304
SSC50067,0,7,8,33,0,46,0,0,0,73,0,73,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,24,5,7,19,0,61,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,17,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,20,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,15,0,0,0,0,13,14,52,11,6,131,8,215
SSC50068,15,82,64,463,3,632,0,0,0,0,0,0,110,3,0,4,0,114,7,3,0,12,0,24,31,9,0,17,0,55,271,57,61,296,9,694,23,0,0,0,0,21,10,0,0,0,0,10,26,6,5,20,0,56,3,0,0,10,0,11,4,0,4,0,0,11,113,0,0,3,0,117,56,12,5,86,3,168,55,15,9,80,0,161,21,0,0,0,0,21,13,0,3,0,0,11,0,0,0,0,0,0,4,3,0,3,0,10,10,0,6,0,0,17,14,10,0,0,0,27,13,0,3,7,0,26,5,0,3,0,0,4,52,17,13,77,0,166,0,0,0,3,0,0,23,0,3,3,0,32,7,0,0,0,0,6,11,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,6,8,5,0,3,0,11,143,14,25,16,4,198,8,0,0,4,129,139,882,142,118,795,145,2085
SSC50069,149,448,333,1594,26,2536,0,0,0,18,0,20,188,8,13,17,0,219,14,0,0,9,0,30,73,18,6,44,0,143,1681,362,308,1104,44,3501,380,3,8,0,11,401,27,7,3,12,0,47,78,23,11,78,3,196,17,9,7,18,0,53,19,0,0,6,0,21,500,10,10,10,0,525,365,54,53,260,9,745,63,47,26,152,0,285,10,0,0,0,0,9,0,0,0,0,0,4,6,10,0,15,0,25,4,0,0,8,0,14,219,27,9,5,7,270,119,34,26,7,0,181,57,4,0,23,0,81,10,3,0,3,0,14,393,56,67,228,6,753,26,3,0,0,0,30,186,7,11,6,0,211,53,3,7,10,3,71,29,0,0,0,0,36,5,0,0,0,0,5,73,6,3,0,0,80,62,7,4,16,3,93,1190,78,84,69,18,1441,52,5,0,22,503,583,4898,681,565,2600,603,9350
SSC50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50071,0,6,5,39,0,56,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,6,12,10,3,36,0,67,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,11,11,34,15,5,70,12,136
SSC50072,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,24
SSC50073,0,0,5,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,6,0,22
SSC50074,0,9,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,3,6,0,9,12,30
SSC50075,9,40,44,301,6,402,0,0,0,0,0,0,4,0,4,0,0,3,3,0,0,0,0,7,10,6,0,3,0,15,135,39,37,246,13,465,0,0,4,0,0,7,0,0,0,0,0,3,3,0,0,21,0,27,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,5,26,5,6,77,4,115,16,7,0,13,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,3,4,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,32,10,12,32,3,93,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,0,15,19,12,8,3,0,40,4,0,0,4,31,40,218,75,63,520,51,928
SSC50076,13,51,47,242,8,362,0,0,0,0,0,3,43,0,0,3,0,50,13,0,3,4,0,17,22,4,3,8,0,36,287,42,43,213,3,593,63,0,0,0,0,62,4,0,0,3,0,14,28,3,4,34,0,73,0,0,0,3,0,3,7,0,0,3,0,4,35,0,3,0,0,32,111,5,12,82,0,209,12,6,3,27,0,50,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,5,77,3,0,0,0,84,41,0,5,0,0,47,7,0,0,3,0,8,0,0,0,0,0,6,86,13,16,75,0,192,7,0,0,0,0,7,24,0,0,0,0,24,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,12,0,0,6,0,14,174,4,6,7,8,198,8,0,0,5,376,392,876,87,90,515,395,1965
SSC50077,0,7,19,64,0,86,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,3,0,16,6,0,0,0,0,5,52,11,13,64,0,137,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,3,0,14,0,24,13,0,0,23,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,20,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,13,3,6,3,0,20,0,0,0,0,13,13,94,20,25,135,18,288
SSC50078,97,555,427,2203,52,3335,0,3,3,30,0,35,230,3,18,5,5,259,70,15,10,38,3,139,136,29,25,53,0,239,1455,519,367,1763,76,4182,121,0,12,0,4,141,69,13,3,10,0,100,123,40,31,146,3,347,21,6,0,26,3,62,23,3,3,4,0,34,161,14,8,17,0,201,404,137,94,627,19,1270,268,97,33,199,4,600,16,0,0,0,0,16,4,3,0,0,0,8,11,3,0,8,0,24,44,6,3,25,0,72,71,9,5,0,3,95,83,32,20,0,3,137,89,9,8,33,4,139,13,3,0,5,0,23,363,143,103,494,13,1117,51,4,3,0,0,58,29,5,8,0,0,41,35,3,0,9,0,47,15,0,0,0,0,15,0,0,0,0,0,4,55,0,3,0,0,63,54,13,7,34,0,101,727,109,68,102,16,1019,27,7,7,47,541,637,3830,1012,714,4058,700,10313
SSC50079,30,127,118,701,10,993,0,0,0,0,0,0,674,4,7,11,4,706,7,5,0,13,0,21,32,9,3,9,0,53,375,124,106,502,10,1119,17,0,0,0,0,18,21,0,4,4,0,35,30,12,4,52,0,98,0,0,0,5,0,8,8,0,0,0,0,6,167,5,3,7,0,187,104,27,16,141,0,292,67,16,10,61,3,156,31,0,0,0,0,27,6,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,12,0,0,0,0,16,15,0,3,3,0,21,16,3,0,8,0,21,10,0,4,0,0,8,101,37,31,136,3,304,0,0,0,0,0,0,42,0,4,3,0,53,16,0,3,3,4,26,36,0,0,0,0,36,5,0,0,0,0,6,18,0,0,0,0,16,13,0,0,8,0,26,341,21,23,22,0,408,4,0,0,3,134,147,1886,237,201,1215,171,3717
SSC50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50081,41,154,156,1360,31,1740,0,4,0,54,0,58,31,0,7,4,0,42,3,0,0,3,3,8,33,10,7,26,0,75,371,128,122,744,25,1386,95,4,12,0,0,111,17,0,3,5,0,24,35,11,13,73,0,131,0,0,4,9,0,11,0,0,0,0,0,4,90,3,9,0,0,100,105,31,20,175,3,335,17,21,6,56,3,94,0,0,0,0,0,4,3,0,0,0,0,3,12,0,0,0,0,15,3,0,3,0,0,5,63,0,4,0,3,65,47,12,6,4,0,72,6,0,8,10,0,21,3,0,0,6,0,8,92,27,26,186,3,339,7,0,0,0,0,12,45,3,11,0,0,60,10,0,0,5,0,16,12,0,0,3,0,21,0,0,0,0,0,0,10,0,0,0,0,8,7,0,0,11,0,22,200,22,24,51,5,299,20,6,4,46,596,673,1063,256,251,2072,655,4306
SSC50082,27,162,139,911,12,1247,0,0,0,19,0,19,11,0,3,3,0,18,0,3,0,0,0,3,41,3,6,20,0,75,398,137,134,766,23,1467,16,0,6,0,0,21,3,0,3,4,0,12,19,10,8,66,0,107,0,0,0,5,0,9,0,0,0,0,0,0,10,0,3,4,0,18,38,27,12,187,5,271,18,9,8,50,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,3,0,0,17,33,11,4,3,3,50,20,0,3,6,0,28,0,0,0,0,0,0,97,35,25,192,0,347,0,0,0,0,0,3,34,3,4,0,0,43,0,0,0,6,0,11,5,0,0,0,0,5,0,0,0,0,0,0,7,0,3,0,0,9,21,4,0,6,0,33,53,13,8,25,0,102,9,0,0,13,125,155,699,255,211,1628,167,2960
SSC50083,117,730,516,2855,133,4348,0,4,0,37,0,42,544,27,28,30,3,634,52,20,10,38,0,117,167,45,27,62,8,313,1819,635,445,2233,83,5220,144,0,10,3,0,162,86,8,5,29,0,124,161,40,47,170,11,428,41,9,3,30,3,88,33,6,8,3,3,51,395,28,16,15,3,456,605,161,93,782,16,1661,447,145,66,303,14,978,32,0,3,0,0,36,15,0,3,0,0,16,18,5,0,7,0,30,19,12,0,3,0,34,106,8,7,0,0,122,118,43,24,5,0,189,163,19,18,25,3,231,46,3,6,4,0,66,468,138,108,584,22,1321,51,5,4,0,0,69,47,11,11,0,0,71,51,7,3,4,0,59,68,0,8,3,0,80,17,0,0,0,0,18,231,3,10,3,0,251,64,13,22,37,0,135,1280,159,118,155,19,1735,44,10,10,52,667,787,6019,1319,944,5203,942,14432
