SSC_CODE_2016,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
SSC50028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,11,0,0,3,4,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,0,0,13,0,0,4,4,6,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50031,3,0,15,0,0,0,3,3,0,9,0,0,3,0,0,0,4,3,0,3,4,8,0,21,0,0,3,0,5,0,13,9,3,16,3,3,3,36,0,0,3,0,3,0,13,3,3,10,10,11,3,42,15,11,27,14,0,0,67,8,4,36,18,11,3,78,0,0,0,0,6,0,10,0,0,4,4,7,0,17,0,0,9,0,3,0,13,42,27,151,89,89,28,426,0,0,4,0,3,0,5,11,4,11,14,17,10,59,3,7,7,5,20,0,42,0,0,5,3,8,0,17,0,3,10,11,44,9,82,0,0,7,10,3,0,18,9,0,19,7,11,3,51,3,0,10,7,14,5,32,4,0,5,11,19,8,43,0,0,5,4,0,4,12,3,0,9,12,6,0,31,0,0,3,4,7,0,22,12,5,34,10,12,3,79,0,0,3,0,8,0,18,11,3,27,13,14,6,72,22
SSC50032,0,3,10,0,0,0,0,3,0,5,0,0,0,0,4,0,8,0,0,0,5,6,0,13,0,0,0,0,5,0,7,3,0,11,3,7,0,22,0,0,0,5,3,0,10,3,0,11,4,8,0,29,7,9,20,7,15,0,58,8,0,39,26,30,4,99,0,0,0,0,7,0,6,0,0,8,0,6,4,15,0,0,3,0,4,3,11,23,14,104,73,115,25,353,0,0,0,0,0,0,0,3,0,4,9,23,0,46,0,0,6,5,20,0,31,0,0,3,3,3,0,12,0,0,4,3,76,3,95,0,0,0,0,16,0,15,0,0,8,16,32,3,59,0,0,5,6,11,3,26,0,0,3,3,13,0,23,0,0,5,0,6,0,12,0,0,4,8,11,0,21,0,0,0,3,7,0,11,6,10,17,9,10,0,59,0,0,4,5,8,0,22,6,0,21,15,20,0,61,10
SSC50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50034,3,0,9,0,0,0,0,3,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,3,4,0,8,3,3,0,19,0,0,0,0,0,0,4,5,0,4,3,3,0,13,6,7,9,0,3,0,26,3,0,20,5,8,0,39,0,0,3,0,0,0,10,0,0,0,0,3,0,5,0,0,3,0,0,0,3,19,12,71,29,44,8,184,0,0,0,0,0,0,0,4,0,8,3,3,0,16,0,0,6,0,14,0,25,3,0,0,0,0,0,7,0,0,6,8,22,0,37,0,0,0,7,5,0,14,0,0,7,4,13,3,28,0,0,3,3,11,0,22,0,0,7,4,13,0,19,0,0,0,0,3,0,8,0,0,3,7,0,0,14,0,0,3,3,0,0,3,8,7,17,3,8,3,38,0,0,0,3,4,0,6,4,3,9,8,9,0,30,6
SSC50035,10,3,37,4,3,11,4,3,0,25,0,0,3,0,0,3,5,3,0,8,3,3,0,27,0,0,12,11,13,0,41,12,6,47,22,18,3,114,0,4,8,8,3,0,24,10,7,25,7,12,0,59,27,20,103,30,13,4,209,32,17,110,38,18,10,229,0,0,3,0,4,0,15,0,0,12,3,11,0,33,3,0,19,6,5,8,47,118,69,469,175,161,43,1037,0,0,0,0,3,0,3,31,9,62,12,36,0,145,12,4,41,24,45,3,124,0,0,13,0,7,0,24,3,0,50,28,85,13,183,11,0,16,6,13,0,57,5,3,52,28,37,9,134,0,0,26,10,15,5,60,5,0,24,12,21,3,72,0,0,11,5,0,3,21,8,5,26,9,13,0,70,6,0,27,24,26,3,86,45,20,130,32,37,9,271,4,4,23,9,11,0,53,18,9,50,15,23,3,121,50
SSC50036,27,5,71,3,0,3,9,8,0,30,0,0,3,0,4,0,12,0,0,15,16,13,0,38,0,0,4,7,15,0,25,11,6,36,13,19,8,90,0,0,8,10,12,4,33,17,12,51,18,16,3,112,22,43,108,47,55,9,288,17,22,161,70,76,14,369,0,3,8,5,12,0,25,0,0,6,12,31,0,59,0,0,11,8,13,7,37,88,98,519,291,393,61,1449,0,0,8,3,7,0,17,26,4,48,14,72,0,174,11,3,39,29,128,3,213,5,3,17,3,11,0,47,5,3,41,57,217,6,333,3,0,21,14,25,3,74,3,3,51,29,88,10,190,6,0,29,25,54,8,128,6,4,17,23,44,8,101,0,3,10,7,4,0,28,7,0,27,23,19,4,81,3,0,11,13,22,3,50,40,13,99,33,36,13,232,0,0,16,17,37,3,78,27,19,87,42,50,8,236,35
SSC50037,16,0,41,0,0,4,3,7,0,21,0,0,3,3,0,0,3,10,0,12,8,5,0,39,0,0,3,3,3,0,12,9,3,25,16,21,4,74,3,3,11,12,14,3,39,12,3,40,14,16,0,84,21,14,90,25,31,3,189,18,16,121,60,48,9,279,0,0,0,0,3,3,7,3,0,8,16,25,0,50,0,0,7,5,5,0,24,88,54,413,215,263,38,1066,0,0,3,0,0,0,7,17,9,41,19,56,3,139,4,0,40,19,75,0,134,0,0,12,14,12,7,42,9,3,35,32,160,0,232,6,0,14,8,19,4,51,8,3,35,39,62,3,147,5,0,24,17,30,3,82,0,3,21,11,27,3,74,3,0,7,7,8,0,27,8,4,35,11,21,3,85,3,0,9,9,13,0,29,24,3,85,28,36,9,194,6,4,19,10,23,3,65,18,7,61,33,42,3,166,31
SSC50038,11,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,9,0,0,3,0,3,0,6,0,0,0,0,3,3,9,0,0,0,0,3,0,3,0,0,3,0,4,0,15,0,0,7,6,11,0,34,0,0,0,0,0,0,3,0,0,0,3,0,0,8,0,0,0,3,3,3,7,4,4,25,23,68,13,137,0,0,3,0,19,0,25,0,0,0,0,7,0,10,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,5,0,29,0,38,0,0,0,0,0,0,3,0,0,3,3,18,3,34,0,0,8,3,23,3,28,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,3,3,7,0,11,0,0,3,0,8,0,12,0,0,0,0,8,3,8,0,0,0,4,10,0,8,0
SSC50039,49,0,84,0,0,6,11,15,4,36,0,0,3,3,0,0,8,0,0,6,17,16,3,38,0,0,4,6,27,0,35,0,0,27,18,20,4,70,0,0,7,4,23,0,35,3,7,33,18,46,0,110,14,50,135,61,104,12,371,13,15,144,92,174,11,442,0,0,6,9,15,4,30,0,0,6,21,53,4,86,3,0,11,14,14,3,48,36,82,467,357,790,74,1812,3,0,10,8,27,8,54,3,3,41,46,267,13,374,16,8,63,55,320,23,484,4,0,7,21,65,4,100,3,4,24,47,338,16,429,0,0,10,9,42,0,63,0,4,39,50,234,15,345,0,0,14,23,79,3,120,3,3,8,24,80,17,130,0,0,10,8,7,0,25,3,0,13,18,17,3,57,0,0,4,8,38,0,50,3,3,55,40,42,6,145,0,0,4,16,45,3,66,8,6,52,47,87,8,207,19
SSC50040,42,4,84,0,0,14,13,17,0,45,0,0,0,0,3,0,11,0,0,12,11,14,5,42,0,0,7,6,11,3,37,8,3,27,15,17,6,81,4,3,15,8,22,4,53,5,8,38,37,37,0,123,22,23,94,43,68,3,255,26,11,121,104,112,13,383,5,0,3,3,4,0,17,0,3,12,23,44,5,87,0,3,10,18,16,3,54,78,66,438,392,532,77,1578,0,0,3,3,3,0,11,5,11,34,26,152,14,241,3,0,41,46,119,9,215,7,0,11,8,15,0,43,4,3,29,50,224,11,318,8,0,14,29,60,3,114,8,4,41,69,112,25,264,3,3,31,30,88,4,165,7,0,36,54,83,7,199,0,0,10,10,7,3,29,6,0,19,20,20,3,71,3,0,14,13,23,3,59,15,9,66,39,48,10,178,9,5,26,10,46,4,93,7,14,63,85,104,7,277,25
SSC50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,15,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
SSC50044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,5,9,0,33,0,3,11,10,19,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50051,0,0,3,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4,0,0,0,5,3,0,15,0,0,0,3,0,0,0,0,0,6,5,8,4,24,0,3,7,4,8,0,27,0,0,8,10,7,3,29,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,8,0,8,3,3,28,36,67,14,151,0,0,0,0,3,0,5,0,0,0,3,19,0,22,0,0,0,3,13,0,19,0,0,0,0,5,0,6,0,0,3,4,24,0,28,0,0,0,0,9,0,12,0,0,3,4,7,0,19,0,0,0,3,7,0,9,0,0,3,0,13,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,3,0,5,3,0,15,0,0,0,3,4,0,5,0,0,6,9,21,4,42,0
SSC50052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0
SSC50053,28,0,93,0,0,6,7,10,0,26,3,3,5,3,0,0,18,0,0,18,8,12,0,40,0,0,8,13,12,0,34,15,8,58,18,22,3,132,0,0,7,13,18,5,42,11,5,45,15,13,0,98,16,34,100,30,34,8,227,28,18,141,72,74,4,343,0,3,6,3,3,0,20,3,4,11,15,40,0,74,0,0,14,8,6,10,45,108,85,557,279,375,56,1456,0,0,3,3,3,0,8,5,0,43,10,51,3,111,9,3,34,23,76,4,139,4,0,19,3,5,4,37,6,3,54,51,260,15,391,7,0,14,5,32,0,57,14,6,82,44,91,11,251,15,0,66,53,54,3,195,6,0,25,36,52,6,128,3,3,8,14,11,0,44,11,3,42,15,16,0,89,0,5,12,12,18,3,54,38,13,163,45,51,5,311,0,0,20,18,37,6,81,18,9,88,35,46,9,208,31
SSC50054,93,15,173,0,0,13,13,49,3,78,0,0,5,4,10,3,20,3,3,29,35,53,8,125,0,0,12,23,40,8,85,21,3,72,40,70,8,217,3,3,21,35,65,16,148,11,14,109,85,148,9,373,40,68,291,105,207,14,731,47,61,374,278,368,45,1165,0,0,11,5,27,5,59,0,4,14,40,153,0,222,0,0,21,29,60,15,119,158,186,1121,927,1768,188,4348,3,0,6,17,26,6,55,15,9,93,83,505,21,721,25,8,83,108,463,24,709,0,4,24,30,84,3,143,8,6,69,110,887,38,1123,6,5,29,50,124,11,216,13,6,76,126,373,35,633,11,9,40,51,182,16,315,6,4,38,51,222,16,347,3,0,16,11,26,3,61,11,3,47,55,77,12,202,4,0,27,31,82,11,156,39,11,156,114,171,18,508,3,4,35,57,133,22,249,34,29,198,235,427,26,950,65
