SSC_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
SSC50250,718,25,3,0,3,750,103,20,3,0,0,123,22,0,0,0,0,22,838,43,6,0,3,894
SSC50251,41,0,0,0,0,41,13,0,0,0,0,13,0,0,0,0,0,0,60,0,0,0,0,60
SSC50252,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
SSC50253,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10
SSC50254,108,0,0,0,0,108,9,0,0,0,0,15,5,0,0,0,0,5,125,0,0,0,0,122
SSC50255,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC50256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50257,40,0,0,0,0,40,3,0,0,0,0,3,0,0,0,0,0,0,39,0,0,0,0,39
SSC50258,35,0,0,0,0,35,11,0,0,0,0,11,0,0,0,0,0,0,46,0,0,0,0,46
SSC50259,297,0,0,3,5,303,17,0,0,0,0,17,3,0,0,0,0,3,314,0,0,3,5,319
SSC50260,1254,254,0,0,0,1509,331,193,0,0,0,531,40,29,0,0,0,72,1629,476,0,0,3,2107
SSC50261,1873,183,0,0,0,2058,81,49,0,0,0,125,13,5,0,0,0,25,1966,237,0,0,0,2208
SSC50262,1365,701,35,9,13,2111,157,164,32,3,0,350,37,34,15,0,3,85,1554,897,76,8,17,2554
SSC50263,26,0,0,0,0,26,4,0,0,0,0,4,0,0,0,0,0,0,33,0,0,0,0,33
SSC50264,166,0,0,19,4,184,11,0,0,3,0,16,3,0,0,0,0,3,174,0,0,17,4,200
SSC50265,123,0,3,0,0,127,25,0,3,0,0,25,4,0,0,0,0,4,153,0,6,0,0,162
SSC50266,31,7,3,3,6,52,4,3,7,0,0,23,0,0,0,0,0,0,35,12,13,4,6,71
SSC50267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50268,2008,56,0,0,0,2060,78,9,0,0,0,89,29,4,0,0,0,37,2118,67,0,3,0,2187
SSC50269,20,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,19
SSC50270,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC50271,32,0,0,0,0,29,3,0,0,0,0,3,0,0,0,0,0,0,35,0,0,0,0,38
SSC50272,1060,23,45,7,4,1131,195,6,5,0,3,216,31,0,0,0,0,37,1292,24,46,5,7,1379
SSC50273,225,0,0,0,0,225,16,0,0,0,0,13,9,0,0,0,0,9,243,0,0,0,0,245
SSC50274,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9
SSC50275,49,0,0,0,0,49,17,0,0,0,0,20,3,0,0,0,0,3,65,0,0,0,0,68
SSC50276,1460,60,0,35,6,1566,109,11,0,28,0,159,36,3,0,3,0,41,1607,77,0,66,6,1760
SSC50277,116,71,0,5,3,199,55,52,0,0,0,105,4,15,0,0,0,18,173,135,0,5,3,318
SSC50278,153,0,0,3,0,154,42,0,0,0,0,42,11,0,0,0,0,11,199,0,0,3,0,206
SSC50279,42,0,0,3,3,50,8,0,0,0,0,13,0,0,0,0,0,0,55,0,0,6,3,65
SSC50280,313,39,0,13,0,368,26,0,0,10,0,39,0,3,0,0,0,0,338,40,0,26,0,402
SSC50281,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5
SSC50282,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC50283,41,0,0,0,0,41,9,0,0,0,0,9,0,0,0,0,0,0,45,0,0,0,0,45
SSC50284,26,0,0,0,0,29,5,0,0,0,0,5,3,0,0,0,0,3,39,0,0,0,0,36
SSC50285,18,0,0,0,0,18,4,0,0,0,0,4,0,0,0,0,0,0,20,0,0,0,0,20
SSC50286,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20
SSC50287,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC50288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50289,553,0,0,4,3,563,49,0,0,0,0,53,16,0,0,0,3,16,616,0,0,6,5,628
SSC50290,267,0,0,9,0,272,29,0,0,3,0,36,6,0,0,0,0,6,300,0,0,9,0,310
SSC50291,8,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,17,0,0,0,0,17
SSC50292,728,152,220,0,0,1102,25,10,30,0,0,58,14,3,7,0,0,22,763,167,257,0,0,1185
SSC50293,1771,103,119,3,0,1991,102,5,78,0,0,189,30,0,11,0,0,40,1900,111,209,3,4,2221
SSC50294,102,0,0,0,0,102,29,0,0,0,0,29,3,0,0,0,0,3,131,0,0,0,0,129
SSC50295,1414,722,730,0,18,2886,66,70,143,0,0,282,23,19,18,0,7,64,1504,811,895,0,22,3230
SSC50296,3305,637,17,0,7,3966,297,108,4,0,0,405,63,23,0,0,0,87,3662,771,20,4,7,4457
SSC50297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC50298,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,6
SSC50299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50300,1761,397,38,3,6,2198,400,96,14,0,0,510,68,24,53,0,5,149,2235,513,96,5,12,2856
SSC50301,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC50302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50303,143,0,355,0,0,496,18,0,48,0,0,64,0,0,3,0,0,9,164,0,403,0,0,569
SSC50304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50305,16,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,22
SSC50306,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32
SSC50307,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11
SSC50308,375,3,0,0,0,376,32,0,0,0,0,31,7,0,0,0,0,6,411,3,0,0,0,420
SSC50309,1975,51,5,14,3,2048,626,55,6,4,7,692,72,9,3,0,0,89,2674,116,18,18,8,2831
SSC50310,11,0,0,0,0,11,8,0,0,0,0,8,0,0,0,0,0,0,20,0,0,0,0,20
SSC50311,202,3,0,0,0,209,28,0,0,0,0,30,3,0,0,0,0,3,234,4,0,0,0,240
SSC50312,66,4,0,0,0,67,14,0,0,0,0,14,0,0,0,0,0,0,80,4,0,0,0,84
SSC50313,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SSC50314,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11
SSC50315,1812,2807,713,3,16,5354,228,311,105,0,11,654,52,66,15,0,3,136,2097,3184,828,0,32,6137
SSC50316,65,0,0,0,0,68,14,0,0,0,0,15,4,0,0,0,0,4,81,0,0,0,4,83
SSC50317,1027,131,11,0,0,1175,36,27,6,0,0,69,8,4,0,0,0,15,1073,167,17,0,0,1254
SSC50318,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC50319,978,102,42,0,4,1123,260,47,32,0,0,341,36,8,8,0,0,56,1274,160,85,5,4,1524
SSC50320,1244,44,0,80,0,1373,155,7,0,34,0,203,34,0,0,5,0,42,1436,59,0,118,0,1615
SSC50321,140,0,0,3,0,144,27,0,0,0,0,29,3,0,0,0,0,9,172,0,0,3,0,182
SSC50322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50323,1358,171,169,0,3,1705,269,102,63,0,0,433,45,10,10,0,0,68,1676,277,248,0,3,2204
SSC50324,435,15,40,0,0,487,39,4,5,0,0,47,10,0,0,3,0,8,479,17,45,4,0,541
SSC50325,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC50326,196,0,5,13,0,214,79,0,10,4,0,91,11,0,3,0,0,16,287,3,14,17,0,320
SSC50327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50328,1856,113,3,0,0,1983,331,64,5,0,0,408,72,6,0,0,0,83,2265,191,10,0,0,2465
SSC50329,112,0,0,0,0,110,20,0,0,0,0,20,6,0,0,0,0,6,132,0,0,0,0,137
SSC50330,43,0,0,0,0,41,3,0,0,0,0,3,0,0,0,0,0,0,39,0,0,0,0,44
SSC50331,16,0,0,0,0,16,6,0,0,0,0,6,0,0,0,0,0,0,28,0,0,0,0,28
SSC50332,29,0,0,0,0,29,14,0,0,0,0,14,3,0,0,0,0,3,45,0,0,0,0,45
SSC50333,226,0,0,0,0,222,27,0,0,0,0,27,9,0,0,0,0,9,257,0,0,0,0,262
SSC50334,59,0,0,0,0,59,22,0,0,0,0,22,0,0,0,0,0,0,80,0,0,0,0,81
SSC50335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50336,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC50337,0,0,0,22,0,18,0,3,0,7,0,16,0,0,0,0,0,0,3,3,0,27,0,40
SSC50338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50339,220,4,0,0,4,233,78,6,0,0,0,81,6,0,0,0,0,6,305,13,0,3,8,323
SSC50340,9,0,0,0,0,9,12,0,0,0,0,12,0,0,0,0,0,0,25,0,0,0,0,25
SSC50341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50342,1709,372,427,0,3,2510,73,27,51,0,0,153,30,8,11,0,0,55,1816,409,485,0,4,2718
SSC50343,11,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,19
SSC50344,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC50345,11,0,0,0,0,16,6,0,0,0,0,6,0,0,0,0,0,0,16,0,0,0,0,15
SSC50346,531,6,0,3,3,545,45,0,0,0,0,50,6,0,0,0,0,12,580,6,0,3,5,602
SSC50347,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC50348,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC50349,1798,190,0,0,0,1992,194,43,0,0,0,234,32,0,0,0,0,31,2021,233,0,0,0,2254
SSC50350,18,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,23
SSC50351,119,7,0,0,5,130,45,0,3,0,0,50,6,0,0,0,0,6,168,7,3,0,5,181
SSC50352,59,225,675,0,0,962,6,16,92,0,0,118,3,3,19,0,0,27,65,246,785,0,7,1103
SSC50353,59,0,0,0,0,58,3,0,0,0,0,3,0,0,0,0,0,0,66,0,0,0,0,65
SSC50354,63,0,0,0,0,58,13,0,0,0,0,13,3,0,0,0,0,3,76,0,0,0,0,71
SSC50355,39,0,0,0,0,40,11,0,0,0,0,11,0,0,0,0,0,0,48,0,0,0,0,50
SSC50356,132,0,0,0,0,135,32,0,0,0,0,35,4,0,0,0,0,4,165,0,0,0,0,168
SSC50357,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC50358,34,0,0,0,0,42,19,0,0,0,0,18,0,0,0,0,0,3,55,0,0,3,7,64
SSC50359,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8
SSC50360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50361,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,15
SSC50362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC50363,221,0,8,8,14,246,51,0,6,4,4,70,3,0,0,0,0,4,278,0,12,12,17,318
SSC50364,18,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,17
SSC50365,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC50366,1893,114,133,3,3,2145,92,18,14,0,0,127,21,7,0,0,0,31,2006,140,150,3,3,2303
SSC50367,40,0,0,0,0,40,11,0,0,0,0,11,0,0,0,0,0,0,51,0,0,0,0,51
SSC50368,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10
SSC50369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50370,307,127,90,0,0,519,21,5,20,0,0,47,7,0,0,0,0,9,336,133,107,0,0,577
SSC50371,65,0,0,0,0,69,11,0,0,0,0,8,3,0,0,0,0,3,75,0,0,4,0,78
SSC50372,15,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,17
SSC50373,1235,44,0,0,0,1276,45,8,0,0,0,55,22,0,0,0,0,20,1302,48,0,0,0,1353
SSC50374,209,10,0,14,7,233,34,9,0,7,0,46,3,0,0,0,0,3,242,14,3,15,7,282
SSC50375,2446,55,61,0,3,2559,152,33,44,0,0,231,33,0,8,0,0,38,2631,89,105,0,3,2831
SSC50376,26,0,0,0,0,32,4,0,0,0,0,4,3,0,0,0,0,3,35,0,0,0,0,39
SSC50377,276,0,12,3,3,302,20,0,3,0,0,23,8,0,0,0,0,4,302,0,15,3,3,330
SSC50378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50379,142,0,0,9,0,153,98,0,0,0,0,98,29,0,0,14,3,47,266,0,4,22,3,297
SSC50380,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC50381,97,0,0,0,0,101,22,0,0,0,0,22,3,0,0,0,3,9,131,0,0,0,3,129
SSC50382,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC50383,1639,286,0,0,0,1925,62,22,0,0,0,81,25,5,0,0,0,30,1720,310,0,0,3,2035
SSC50384,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC50385,155,5,0,0,0,158,20,3,0,0,0,20,4,0,0,0,0,4,175,5,0,0,0,182
SSC50386,194,0,0,0,0,194,20,0,0,0,0,20,3,0,0,0,0,3,220,0,0,0,0,216
SSC50387,127,0,0,3,0,130,37,3,0,0,0,37,0,0,0,0,0,0,165,4,0,3,0,165
SSC50388,338,3,4,0,0,347,27,0,7,0,0,29,6,0,4,0,0,10,367,3,12,0,0,384
SSC50389,1186,5,0,0,0,1196,63,5,0,0,0,65,15,0,0,0,0,21,1262,10,0,0,0,1283
SSC50390,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,16
SSC50391,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
SSC50392,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SSC50393,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6
SSC50394,3,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5
SSC50395,1713,36,26,24,3,1797,166,9,4,24,0,198,31,0,0,3,0,35,1908,49,30,50,3,2032
SSC50396,633,239,0,0,4,877,34,13,0,0,0,51,8,5,0,0,0,17,676,263,0,0,3,949
SSC50397,7,0,0,0,0,9,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,3,3,7
SSC50398,86,0,0,0,0,86,39,0,0,0,0,39,3,0,0,0,0,3,122,0,0,0,0,122
SSC50399,206,0,0,38,0,241,22,0,0,0,0,19,3,0,0,3,0,4,225,0,0,48,0,267
SSC50400,19,0,0,0,4,22,6,0,0,0,0,6,0,0,0,0,0,0,19,0,0,0,4,21
SSC50401,25,0,0,0,0,25,5,0,0,0,0,5,0,0,0,0,0,0,31,0,0,0,0,31
SSC50402,182,15,18,28,0,245,31,8,0,11,0,54,9,0,0,5,0,12,223,24,19,48,3,310
SSC50403,765,48,0,3,5,811,148,35,0,0,0,185,25,3,0,0,0,22,930,80,0,3,5,1022
SSC50404,610,97,3,40,3,756,175,78,3,6,0,262,37,14,0,0,0,57,823,188,10,45,5,1073
SSC50405,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6
SSC50406,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC50407,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC50408,5461,1840,166,5,9,7487,702,424,136,0,0,1262,130,69,19,0,4,222,6285,2331,320,5,11,8966
SSC50409,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC50410,56,0,0,0,0,56,8,0,0,0,0,8,3,0,0,0,0,3,66,0,0,0,0,66
SSC50411,30,0,0,3,0,34,9,0,0,0,0,9,0,0,0,0,0,3,46,0,0,3,0,50
SSC50412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50413,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,18
SSC50414,687,111,3,3,10,809,52,20,0,0,19,90,19,0,0,0,3,22,754,132,3,3,33,924
SSC50415,386,11,3,17,4,424,81,12,0,5,0,106,11,0,0,0,0,12,480,21,4,20,9,538
SSC50416,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC50417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50418,759,24,3,0,5,786,171,22,0,0,0,198,18,3,0,0,0,24,955,52,4,0,3,1013
SSC50419,9,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,13
SSC50420,19,0,0,0,0,26,3,0,0,0,0,3,0,0,0,0,0,0,26,0,0,0,0,25
SSC50421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50422,2090,659,55,0,3,2806,215,106,10,0,0,337,48,38,0,0,0,81,2347,801,69,0,7,3221
SSC50423,148,0,0,0,0,150,29,4,0,0,0,30,3,0,0,0,0,3,174,4,0,0,0,181
SSC50424,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11
SSC50425,441,0,0,0,0,438,33,0,0,0,0,33,5,0,0,0,0,5,483,0,0,0,0,486
SSC50426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50427,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,9
SSC50428,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC50429,23,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,0,28,0,0,0,0,28
SSC50430,1783,206,46,3,0,2045,293,76,36,0,0,400,43,8,3,0,0,56,2119,292,89,3,0,2506
SSC50431,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC50432,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SSC50433,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8
SSC50434,63,0,0,0,0,64,10,0,0,0,0,10,4,0,0,0,0,4,80,0,0,0,0,81
SSC50435,39,0,0,0,3,40,4,0,0,0,0,4,0,0,0,0,0,0,46,0,0,0,3,46
SSC50436,79,0,0,3,0,86,36,0,0,0,0,36,3,0,0,0,0,3,119,0,0,3,0,125
SSC50437,4586,192,3,0,3,4789,255,57,3,0,0,315,71,5,0,0,0,79,4914,262,6,0,3,5186
SSC50438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50439,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC50440,1542,67,3,4,6,1620,123,20,0,0,3,141,29,0,0,0,3,30,1689,90,3,4,11,1793
SSC50441,14,3,0,14,0,27,14,0,0,9,0,17,3,0,0,0,0,3,25,3,0,17,0,47
SSC50442,16,0,0,0,0,16,12,0,0,0,0,12,0,0,0,0,0,0,28,0,0,0,0,28
SSC50443,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC50444,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC50445,151,0,0,4,0,160,39,0,0,0,0,42,0,0,0,0,0,0,191,0,0,4,0,202
SSC50446,22,0,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,3,31,0,0,0,0,30
SSC50447,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8
SSC50448,14,0,0,0,0,14,5,0,0,0,0,5,0,0,0,0,0,0,21,0,0,0,0,21
SSC50449,34,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,37
SSC50450,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14
SSC50451,979,168,60,0,4,1212,231,83,64,0,0,372,32,6,10,0,0,45,1243,254,133,0,3,1636
SSC50452,1177,337,3,3,6,1524,129,55,0,0,0,189,20,17,0,0,0,37,1321,408,3,3,7,1743
SSC50453,207,3,11,12,6,239,41,3,3,4,0,52,11,0,0,0,0,14,263,5,14,17,5,301
SSC50454,5,0,0,0,0,5,8,0,0,0,0,8,0,0,0,0,0,0,14,0,0,0,0,14
SSC50455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC50456,1657,456,291,10,3,2416,124,56,60,5,0,246,34,14,8,0,0,51,1809,528,361,12,5,2712
SSC50457,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC50458,15,0,0,0,0,15,0,0,0,3,0,4,3,0,0,0,0,3,20,0,0,3,0,16
SSC50459,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3
SSC50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50461,11,0,0,0,0,11,9,0,0,0,0,9,0,0,0,0,0,0,18,0,0,0,0,18
SSC50462,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC50463,119,332,3560,8,5,4027,7,21,379,3,0,412,3,3,78,0,3,88,128,362,4018,13,7,4525
SSC50464,71,0,0,0,0,75,3,0,0,0,0,3,0,0,0,0,0,0,81,0,0,0,0,82
SSC50465,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10
SSC50466,25,0,0,53,0,81,20,0,0,46,0,65,0,0,0,3,0,7,41,0,0,106,0,151
SSC50467,2218,556,550,0,13,3334,205,89,85,4,0,384,53,27,16,0,0,100,2480,672,651,3,13,3819
SSC50468,11,0,0,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,15,0,0,0,0,15
SSC50469,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,3,13
SSC50470,37,0,0,0,0,37,5,0,0,0,0,5,0,0,0,0,0,0,45,0,0,0,0,45
SSC50471,2350,151,0,22,6,2529,343,54,0,17,0,417,59,4,0,0,0,68,2748,213,0,37,6,3008
SSC50472,922,147,6,0,0,1073,152,41,0,0,0,194,19,4,0,0,0,23,1100,188,4,0,0,1290
SSC50473,1430,44,0,0,0,1480,102,14,0,0,0,118,28,0,0,0,0,36,1563,61,0,0,0,1623
SSC50474,16,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,18
SSC50475,385,141,0,0,0,528,22,11,0,0,0,35,7,0,0,0,0,13,415,152,0,0,0,566
SSC50476,11,0,0,20,0,29,0,0,0,10,0,10,3,0,0,3,0,3,15,0,0,25,0,39
SSC50477,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC50478,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC50479,36,0,0,0,0,36,8,0,0,0,0,8,0,0,0,0,0,0,43,0,0,0,0,44
SSC50480,110,0,0,0,0,115,14,0,0,0,0,14,0,0,0,0,0,0,126,0,0,0,0,128
SSC50481,5628,731,80,0,0,6443,389,184,22,0,0,604,116,24,3,0,3,142,6138,939,108,0,3,7186
SSC50482,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC50483,844,109,3,3,9,964,122,15,0,0,0,138,33,3,0,0,0,31,996,128,3,3,9,1140
SSC50484,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,4,0,6
SSC50485,55,9,0,6,0,67,24,0,0,3,0,30,4,0,0,0,0,4,77,9,0,11,0,100
SSC50486,43,0,0,0,0,52,8,0,0,0,0,8,0,0,0,0,0,0,59,0,0,0,0,57
SSC50487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50488,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC50489,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC50490,1079,343,179,0,3,1604,143,111,86,0,0,340,40,16,21,0,0,78,1261,469,284,0,5,2018
SSC50491,425,144,10,0,0,587,117,127,8,3,3,261,20,19,0,0,0,43,569,296,18,4,8,890
SSC50492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50493,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,12,12,0,0,0,3,18
SSC50494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50495,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC50496,685,15,0,26,3,730,76,4,0,5,3,88,31,24,0,3,0,58,792,44,0,35,6,873
SSC50497,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,10
SSC50498,10,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,14
