SSC_CODE_2016,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
SSC50001,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,6,3,0,0,0,20
SSC50002,48,0,0,0,0,0,0,0,48,19,3,0,0,0,0,0,0,22,10,9,4,4,0,0,0,0,21,3,15,10,11,3,0,0,0,40,5,3,33,3,3,0,0,0,47,3,4,30,10,4,0,0,0,50,8,3,26,10,3,0,0,0,44,10,5,19,8,3,0,0,0,42,6,0,9,11,0,0,0,0,37,0,7,9,18,4,0,0,3,37,3,3,16,12,3,0,0,0,44,3,0,12,5,0,0,0,3,18,3,0,0,6,5,0,0,0,12,0,0,4,3,3,0,0,0,20,0,0,0,6,0,0,3,4,11,118,55,169,95,37,12,5,20,501
SSC50003,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15,7,0,0,0,4,33
SSC50004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,12
SSC50005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,0,0,3,14
SSC50006,36,0,0,0,0,0,0,6,41,19,3,0,0,0,0,0,3,23,22,7,3,0,0,0,0,3,35,7,3,3,0,0,0,0,0,21,3,11,10,3,0,0,0,0,28,4,5,5,7,3,0,0,0,30,14,3,24,9,8,0,0,0,51,12,4,19,8,3,0,0,3,56,23,5,19,11,0,0,0,3,68,11,7,24,20,4,3,0,3,73,7,5,24,18,9,0,0,7,70,10,0,12,4,0,0,0,4,33,3,4,9,6,4,0,0,4,30,0,0,0,4,3,0,0,4,22,0,4,3,4,3,0,5,7,28,179,68,167,98,38,8,10,49,611
SSC50007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,17
SSC50008,247,3,0,0,0,0,0,32,279,229,17,7,0,0,0,0,19,267,140,45,29,13,4,5,0,12,251,65,68,70,17,11,3,3,6,254,48,32,88,40,18,5,3,19,253,34,32,107,60,17,11,4,11,278,25,39,119,50,14,3,6,12,269,30,45,123,75,15,10,6,12,316,19,36,135,84,28,12,5,19,338,18,27,92,44,18,9,6,11,220,6,15,67,38,12,9,0,3,153,10,9,36,28,10,5,7,3,117,3,5,22,25,15,6,3,7,89,3,7,20,16,10,7,7,7,65,0,0,9,3,5,0,12,3,38,888,391,911,496,176,82,63,189,3190
SSC50009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8
SSC50010,62,0,0,0,0,0,0,5,66,57,0,0,0,0,0,0,5,65,54,4,3,0,0,0,0,3,70,30,21,19,0,0,0,0,0,84,17,14,47,10,3,0,0,6,98,14,9,45,17,5,0,0,3,93,16,16,45,19,9,0,0,3,101,22,10,34,14,4,0,0,3,92,19,12,36,11,7,0,0,7,93,5,8,37,13,0,0,0,0,64,6,9,26,10,0,0,0,0,59,11,3,15,17,9,0,0,3,55,0,0,9,11,8,0,3,0,28,3,3,15,12,5,0,7,0,42,0,0,9,11,3,5,3,3,32,306,114,339,145,54,6,10,52,1039
SSC50011,131,0,0,0,0,0,0,16,146,212,49,23,0,0,0,0,25,311,231,99,68,18,3,0,0,35,450,103,100,96,30,7,0,0,35,376,50,43,94,39,12,3,0,14,252,34,53,80,40,7,3,4,21,240,18,33,81,29,11,3,0,16,198,11,13,63,38,9,3,0,4,149,8,12,38,19,6,4,3,8,92,3,12,30,11,13,0,0,11,72,0,6,16,18,3,3,0,0,48,3,0,15,10,9,0,0,10,41,0,0,0,0,4,3,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,809,411,612,249,80,27,10,207,2406
SSC50012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
SSC50013,13,0,0,0,0,0,0,7,20,13,0,0,0,0,0,0,0,8,9,0,3,0,0,0,0,0,13,0,0,11,0,0,0,0,4,17,0,0,6,9,0,0,0,0,15,0,4,6,5,6,0,0,4,24,3,0,12,10,6,3,0,0,34,0,0,12,5,4,0,0,0,24,0,0,5,13,0,0,0,3,30,0,3,7,12,3,0,0,3,24,0,0,7,4,3,0,0,0,17,3,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,43,15,69,65,20,7,3,22,244
SSC50014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,4,0,0,0,0,3,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,5,5,0,0,3,42
SSC50015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SSC50016,14,0,0,0,0,0,0,0,18,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,5,0,5,3,0,0,0,0,10,0,3,4,8,0,0,0,0,24,0,0,9,3,0,0,0,3,21,0,0,11,4,4,0,0,0,23,0,3,9,7,4,0,0,0,14,0,0,11,6,0,0,0,0,20,0,0,7,4,0,0,0,0,10,0,0,4,3,5,0,0,0,12,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,31,11,57,40,15,0,5,6,172
SSC50017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,4,0,0,0,8,25
SSC50018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50019,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,5,3,0,0,0,0,9,0,0,3,0,3,0,0,0,11,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,4,3,0,0,0,0,7,0,0,3,0,3,0,0,0,9,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,23,4,31,17,9,3,0,5,82
SSC50020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,5,3,0,0,0,24
SSC50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50022,204,0,0,0,0,0,0,14,221,186,0,3,0,0,0,0,14,209,154,22,4,0,0,0,0,22,203,112,43,40,11,0,0,0,17,216,53,40,75,27,15,0,0,17,216,30,32,88,58,8,0,0,14,231,32,27,92,39,9,0,0,5,204,36,37,120,52,8,4,0,11,262,28,28,105,64,4,3,0,15,253,35,32,81,62,22,3,0,16,257,27,21,93,54,16,3,0,13,227,16,9,59,55,19,0,5,14,177,14,6,41,30,20,3,5,3,122,12,5,23,20,18,5,6,17,102,8,16,29,36,10,9,6,14,126,934,323,868,499,146,37,19,200,3028
SSC50023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,7,0,0,0,0,20
SSC50024,136,0,0,0,0,0,0,14,143,145,0,0,0,0,0,0,19,162,90,10,6,3,0,0,0,3,108,47,23,29,4,0,0,0,8,107,14,22,61,27,7,0,0,0,140,14,17,63,29,0,0,0,4,140,22,25,72,25,9,3,0,0,148,26,21,72,33,11,0,0,9,163,26,18,69,40,11,0,0,8,165,16,14,63,37,5,3,0,7,146,8,11,49,33,11,0,0,4,122,7,9,27,31,5,0,0,0,82,5,9,22,16,9,0,3,4,68,5,3,16,22,7,0,3,3,59,10,0,22,21,14,4,0,0,66,563,169,569,323,98,12,12,78,1828
SSC50025,15,0,0,0,0,0,0,3,15,5,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,9,0,0,12,5,0,0,0,3,18,0,0,11,3,0,0,0,0,16,4,3,10,4,0,0,0,0,23,3,0,7,11,3,0,0,0,24,0,0,12,3,3,0,0,0,24,0,0,10,4,3,0,0,0,20,3,4,4,9,0,0,0,3,22,0,5,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,44,17,68,50,13,6,0,18,213
SSC50026,304,16,4,0,0,0,0,67,386,284,102,53,8,4,0,0,47,494,195,115,94,35,21,3,3,48,504,135,111,99,52,26,19,5,52,491,79,82,96,59,34,22,9,44,439,72,57,87,53,28,15,8,28,357,61,61,103,75,35,17,12,31,392,50,48,110,96,43,17,11,41,413,49,39,120,87,40,18,13,37,400,41,39,129,95,45,12,22,43,428,31,32,109,83,52,16,16,43,384,17,16,72,75,37,16,13,37,295,22,14,52,54,44,24,19,38,259,3,5,34,43,37,23,24,51,214,7,23,34,30,22,12,20,67,215,1358,759,1199,832,474,205,175,669,5679
SSC50027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,3,14
SSC50028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,16
SSC50030,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,15,5,4,0,3,43
SSC50031,66,0,0,0,0,0,0,6,71,72,7,0,0,0,0,0,13,85,79,7,3,0,0,0,0,13,104,39,14,15,8,0,0,0,9,83,25,15,27,8,3,0,0,7,90,20,20,31,16,0,0,0,4,94,22,23,33,11,3,0,0,5,99,16,15,26,15,6,0,0,12,96,21,17,44,20,14,3,0,4,121,8,9,33,18,0,0,0,4,79,9,7,27,26,5,4,0,12,94,3,3,16,13,4,0,0,8,52,3,0,4,4,8,0,0,3,26,0,0,3,4,3,0,0,3,12,0,0,6,3,3,0,0,0,13,392,137,265,143,45,12,3,109,1116
SSC50032,61,0,0,0,0,0,0,0,65,50,7,4,0,0,0,0,5,64,54,20,19,0,0,0,0,7,106,30,22,35,12,3,0,0,5,101,11,19,44,14,4,0,0,8,108,14,17,47,13,0,3,0,6,106,10,10,39,7,4,0,0,0,77,13,8,28,12,10,0,0,3,68,0,7,27,13,8,0,0,3,61,5,4,21,18,3,0,0,6,59,4,5,30,22,7,0,0,0,71,3,9,39,19,6,0,0,0,80,9,11,21,17,19,7,0,5,81,0,0,16,15,13,6,3,3,57,3,3,3,7,3,0,0,3,26,273,147,380,180,75,19,3,60,1133
SSC50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
SSC50034,26,0,0,0,0,0,0,0,27,28,0,0,0,0,0,0,3,30,23,3,0,3,3,0,0,3,37,26,24,9,4,0,0,0,3,74,20,11,12,3,0,0,0,6,50,14,3,18,3,3,3,0,3,46,9,3,16,14,3,0,0,4,47,10,4,15,3,0,0,0,6,43,7,7,4,9,6,0,0,3,28,9,5,5,10,0,0,0,0,31,7,4,11,5,3,0,0,3,32,0,0,9,5,4,0,0,3,25,0,3,8,10,4,5,3,0,32,0,0,0,3,3,4,0,0,16,0,0,3,3,0,0,0,0,11,183,76,119,75,30,11,12,37,541
SSC50035,225,0,0,0,0,0,0,83,306,200,0,0,0,0,0,0,14,218,112,21,8,0,0,0,0,13,152,56,34,29,11,5,0,0,3,129,42,41,60,27,6,0,0,12,193,25,21,101,50,11,0,0,7,224,27,36,107,60,21,6,4,20,276,36,35,109,50,15,3,0,12,265,23,22,94,51,7,3,0,11,204,23,9,58,42,6,0,3,5,145,17,15,76,33,8,3,0,11,161,17,13,43,36,16,6,3,4,132,7,6,38,33,14,7,0,6,113,4,0,20,26,16,8,4,9,93,10,8,15,18,23,8,4,11,90,825,254,760,445,155,41,18,210,2705
SSC50036,330,0,0,0,0,0,0,42,371,234,13,6,0,0,0,0,23,270,144,40,24,6,0,0,0,17,232,116,93,114,23,7,0,0,4,365,50,62,193,81,16,3,0,22,434,43,62,236,109,17,8,0,6,479,28,53,194,88,22,8,4,15,418,23,37,106,63,22,5,3,8,265,20,12,86,45,17,4,0,7,192,13,14,65,39,13,0,7,12,155,3,12,47,33,12,3,3,7,120,4,5,23,18,13,3,0,9,72,3,6,14,18,10,4,0,9,56,0,0,8,8,4,3,0,0,26,0,0,7,3,9,0,0,0,18,1019,418,1113,528,144,42,23,172,3459
SSC50037,140,3,0,0,0,0,0,22,161,141,14,5,0,0,0,0,16,169,135,53,40,7,0,0,0,16,252,87,110,150,29,5,0,0,28,414,50,80,174,66,15,0,0,11,394,25,48,110,49,6,0,3,11,248,18,23,88,28,9,3,0,9,176,9,14,49,34,8,0,0,10,126,7,9,39,20,7,4,0,6,89,3,9,41,22,8,4,0,7,89,0,10,22,12,7,0,0,0,55,4,8,13,5,3,3,0,3,36,3,0,8,5,3,0,0,3,15,3,0,7,5,0,0,0,0,28,5,0,11,16,5,6,0,3,52,619,378,753,308,82,21,8,138,2306
