SSC_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC50037,..,16,16,0,0,3,0,0,0,38,..,6,30,22,16,25,12,5,3,121,3,18,5,4,3,4,0,0,0,31,892,312,632,618,284,163,79,22,5,3011,..,20,678,972,414,231,106,37,4,2467,..,58,221,101,58,7,3,0,0,454,..,9,33,59,47,19,3,0,0,179,1829,..,..,..,..,..,..,..,..,1829,..,267,..,..,..,..,..,..,..,267,..,129,44,6,0,0,0,0,0,186,..,46,17,4,7,10,10,4,4,96,..,20,29,9,3,0,0,0,0,52,..,41,43,11,5,8,0,0,0,100,..,13,55,44,26,27,14,10,3,192,9,24,13,9,8,4,0,0,0,71,1841,625,1144,1210,568,299,146,53,9,5898
SSC50038,..,0,3,0,3,3,0,0,0,13,..,0,3,4,3,24,17,40,23,111,3,0,0,0,3,3,3,4,0,24,66,41,39,40,79,114,110,88,34,611,..,3,19,41,75,128,156,86,16,525,..,13,28,21,36,24,11,4,0,119,..,0,0,8,12,6,0,4,3,40,116,..,..,..,..,..,..,..,..,116,..,38,..,..,..,..,..,..,..,38,..,17,10,3,3,7,0,0,0,40,..,0,3,0,0,3,0,0,0,13,..,0,0,0,3,0,0,0,0,6,..,7,5,3,7,3,0,0,3,34,..,0,3,10,19,51,44,57,32,211,7,3,6,3,4,5,9,6,0,41,125,82,72,89,165,217,222,154,59,1189
SSC50039,..,21,25,4,18,12,7,0,0,95,..,16,40,25,56,109,117,88,42,492,28,27,25,6,13,16,22,6,3,136,1679,738,1028,985,846,729,504,239,77,6823,..,56,897,1217,1062,941,689,284,58,5209,..,174,450,239,181,90,32,9,0,1171,..,24,103,207,129,49,14,11,4,544,3372,..,..,..,..,..,..,..,..,3372,..,556,..,..,..,..,..,..,..,556,..,446,122,33,24,5,4,0,0,630,..,62,22,0,16,23,13,15,11,170,..,56,22,13,3,0,0,0,0,103,..,54,53,18,35,24,18,3,0,204,..,46,110,101,138,174,167,115,59,906,54,48,52,31,22,27,23,11,6,272,3424,1514,1842,1859,1617,1346,958,450,128,13130
SSC50040,..,23,20,4,7,12,3,0,0,65,..,14,65,34,38,43,30,10,3,245,21,22,21,3,8,5,6,0,0,86,1268,640,1029,880,560,306,170,72,9,4933,..,54,969,1174,701,366,230,98,7,3591,..,187,500,191,105,34,5,3,0,1023,..,16,77,135,115,40,11,11,4,408,2611,..,..,..,..,..,..,..,..,2611,..,444,..,..,..,..,..,..,..,444,..,312,92,26,14,8,0,0,0,450,..,62,61,6,15,18,11,12,6,199,..,44,27,3,4,0,0,0,0,80,..,48,45,14,17,12,4,0,0,149,..,33,135,80,74,57,40,10,3,435,34,38,33,12,13,9,11,0,0,154,2643,1245,1939,1646,1055,536,320,133,16,9539
SSC50041,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8
SSC50042,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,3,4,0,0,0,13
SSC50043,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,3,0,3,0,0,0,27,..,0,7,8,3,3,0,0,0,26,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,3,9,4,4,0,0,0,53
SSC50044,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,..,0,0,0,3,0,3,0,0,9,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,8
SSC50045,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,16,..,0,0,10,4,3,0,0,0,19,..,0,0,0,3,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,3,4,10,9,3,0,0,0,37
SSC50046,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,..,0,0,0,0,3,0,0,3,5,..,0,4,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,3,0,3,4,0,3,23
SSC50047,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,..,0,3,0,0,0,0,3,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,3,0,13
SSC50048,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,19,4,14,7,14,15,10,3,0,86,..,0,14,11,22,24,18,3,0,95,..,0,9,0,0,3,0,0,0,18,..,0,0,3,0,0,0,0,0,5,30,..,..,..,..,..,..,..,..,30,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,3,0,12,0,0,0,0,0,0,0,0,0,3,30,11,26,17,32,34,26,6,0,175
SSC50049,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9
SSC50050,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,3,0,0,9,..,0,0,3,5,3,5,0,0,15,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,4,5,0,0,23
SSC50051,..,0,3,0,3,0,0,0,0,8,..,0,0,6,9,13,9,8,0,40,0,0,0,0,0,3,3,0,0,10,85,44,54,64,90,87,71,19,7,517,..,0,42,66,72,102,119,30,0,427,..,3,32,25,36,24,9,0,0,123,..,0,6,3,14,7,3,0,3,43,197,..,..,..,..,..,..,..,..,197,..,37,..,..,..,..,..,..,..,37,..,36,12,6,5,0,0,0,0,65,..,0,0,0,3,4,3,3,3,20,..,0,3,3,0,0,0,0,0,7,..,0,3,3,4,5,3,0,0,20,..,3,4,16,22,22,17,7,0,96,0,0,0,0,0,3,3,0,0,11,197,85,101,118,163,169,152,44,10,1036
SSC50052,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,3,10,17,5,6,3,0,76,..,0,7,6,26,8,8,6,0,60,..,0,0,3,6,4,0,0,0,8,..,0,0,0,0,0,0,0,0,4,27,..,..,..,..,..,..,..,..,27,..,10,..,..,..,..,..,..,..,10,..,6,0,0,0,0,0,0,0,11,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,3,0,10,0,0,0,0,0,0,0,0,0,3,27,24,6,13,33,17,16,9,0,144
SSC50053,..,45,74,16,16,7,8,3,0,162,..,17,73,89,107,127,166,168,88,840,9,16,23,9,10,4,14,8,11,107,740,479,884,672,568,500,525,385,143,4901,..,37,679,742,552,466,511,418,69,3471,..,85,365,143,89,49,25,4,3,754,..,8,47,99,115,76,36,31,23,436,1472,..,..,..,..,..,..,..,..,1472,..,384,..,..,..,..,..,..,..,384,..,214,175,59,63,26,8,0,0,545,..,82,88,9,25,26,22,20,12,283,..,32,63,15,18,7,0,0,0,134,..,115,193,51,46,22,13,9,0,456,..,36,143,173,212,214,245,216,113,1343,20,29,39,21,14,12,22,13,9,186,1499,1013,1797,1310,1127,901,873,717,231,9472
SSC50054,..,103,65,21,28,18,15,3,0,263,..,52,136,75,91,136,167,79,16,759,72,63,53,26,17,9,19,9,3,264,3981,2020,3015,2221,1635,984,707,260,48,14869,..,150,2662,2910,2173,1250,877,336,41,10399,..,628,1530,571,348,153,71,9,3,3302,..,59,287,300,251,85,24,13,6,1027,7907,..,..,..,..,..,..,..,..,7907,..,1312,..,..,..,..,..,..,..,1312,..,918,247,46,23,15,0,0,0,1255,..,169,95,24,33,72,50,26,16,477,..,109,78,33,28,14,0,0,0,263,..,199,169,67,59,44,23,6,0,554,..,119,323,211,202,225,232,111,22,1447,134,110,111,49,42,23,34,12,6,520,8048,3769,5493,4205,3164,1869,1312,522,90,28481
SSC50055,..,44,67,25,15,20,13,3,0,185,..,36,97,74,77,129,137,88,24,655,17,21,33,14,3,10,10,11,0,125,1069,781,1314,725,532,508,408,220,50,5601,..,115,1133,780,488,399,362,177,36,3481,..,162,455,135,101,57,22,6,3,944,..,37,125,178,167,109,61,37,9,722,2195,..,..,..,..,..,..,..,..,2195,..,445,..,..,..,..,..,..,..,445,..,303,188,68,49,18,4,0,0,637,..,182,161,46,39,38,31,22,4,519,..,98,122,22,22,8,4,0,0,276,..,145,260,89,60,45,26,15,3,640,..,59,214,203,212,254,226,148,30,1355,37,51,77,33,26,23,14,19,4,275,2228,1601,2729,1548,1166,952,743,418,91,11487
SSC50056,..,0,0,0,0,0,4,0,0,8,..,0,0,0,3,19,14,11,3,46,0,0,0,0,0,3,0,0,0,3,27,14,19,12,32,75,54,16,3,256,..,6,16,14,28,68,60,9,0,206,..,0,6,8,12,18,9,3,0,60,..,0,7,6,6,4,0,0,0,18,57,..,..,..,..,..,..,..,..,57,..,19,..,..,..,..,..,..,..,19,..,6,8,3,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,5,3,0,0,13,..,0,3,7,3,27,27,12,3,76,0,0,3,0,0,3,0,4,0,14,59,32,41,34,53,125,107,26,6,482
SSC50057,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,14,..,0,0,0,3,0,0,0,0,4,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,6,0,4,4,3,0,0,25
SSC50058,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50059,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,8,0,0,6,5,6,0,3,0,34,..,0,0,10,8,10,3,0,0,30,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,3,0,0,11,..,..,..,..,..,..,..,..,11,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,3,0,7,0,0,0,0,0,3,0,0,0,6,11,4,5,11,12,16,6,3,0,62
SSC50060,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50061,..,27,35,17,24,22,10,0,3,140,..,5,31,24,61,131,113,82,27,487,17,28,15,11,13,10,9,9,3,120,1769,1411,1126,1161,1536,1140,540,267,91,9038,..,60,829,1352,1991,1587,708,298,54,6874,..,118,382,249,223,106,30,13,3,1125,..,24,120,229,293,174,52,29,9,925,3573,..,..,..,..,..,..,..,..,3573,..,1446,..,..,..,..,..,..,..,1446,..,945,509,101,60,17,3,0,0,1643,..,121,99,27,57,71,51,35,39,500,..,78,64,33,35,9,3,0,3,232,..,53,114,50,61,43,25,7,3,348,..,20,93,82,176,232,169,111,33,917,38,64,43,35,31,28,17,13,10,272,3617,2933,2257,2166,2911,2264,1060,495,150,17854
SSC50062,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,3,0,0,0,11,..,0,7,0,0,3,5,0,0,19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,3,5,0,0,22
SSC50063,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,6,8,7,4,0,0,27,..,0,0,4,3,9,4,3,0,24,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,5,0,0,18,0,0,0,0,0,0,0,0,0,0,4,6,0,9,15,10,15,4,0,62
SSC50064,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,7,0,8,5,0,0,23,..,0,0,3,5,5,10,0,0,23,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,9,0,0,9,5,9,11,0,0,43
SSC50065,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,4,5,0,0,0,18,..,0,5,0,7,6,3,0,0,21,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,9,5,3,7,7,3,0,0,38
SSC50066,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,11,0,0,0,3,0,0,0,0,0,6,27,19,21,19,16,17,10,3,0,130,..,0,13,21,25,23,16,7,0,111,..,3,10,3,9,0,0,0,0,24,..,0,0,0,3,0,0,0,0,7,58,..,..,..,..,..,..,..,..,58,..,9,..,..,..,..,..,..,..,9,..,12,0,0,0,0,0,0,0,12,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,3,57,32,31,35,42,30,22,7,0,250
SSC50067,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,9,4,6,0,0,0,0,40,..,0,8,0,4,0,0,0,0,15,..,0,3,5,0,0,0,0,0,7,..,0,3,3,0,0,0,0,0,5,28,..,..,..,..,..,..,..,..,28,..,0,..,..,..,..,..,..,..,0,..,4,6,0,0,0,0,0,0,10,..,3,4,0,4,0,0,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,28,13,21,6,6,3,0,0,0,83
SSC50068,..,7,8,0,3,0,0,0,0,23,..,3,6,7,0,6,8,0,3,23,0,0,3,3,3,0,0,0,0,14,157,144,171,129,133,120,64,15,8,945,..,6,137,184,205,181,106,23,6,855,..,21,82,25,22,9,0,3,0,160,..,3,13,10,10,7,8,0,3,51,348,..,..,..,..,..,..,..,..,348,..,125,..,..,..,..,..,..,..,125,..,76,56,12,5,0,0,0,0,146,..,12,6,0,5,4,0,11,0,48,..,12,4,7,0,3,0,0,0,33,..,20,17,0,4,3,0,0,0,44,..,3,15,7,3,13,7,0,3,66,4,10,6,4,4,0,0,0,0,26,354,290,342,250,266,224,132,35,12,1905
SSC50069,..,31,46,12,8,3,0,0,0,94,..,14,57,36,30,54,33,9,6,235,21,28,12,11,3,3,3,0,0,79,1195,644,1120,726,445,245,101,24,12,4519,..,62,1017,841,501,244,80,26,3,2762,..,187,511,197,86,24,4,0,0,1013,..,18,116,149,132,44,18,3,3,482,2414,..,..,..,..,..,..,..,..,2414,..,430,..,..,..,..,..,..,..,430,..,304,101,20,8,4,0,0,0,433,..,77,51,22,25,31,24,0,4,232,..,47,50,27,11,6,0,0,0,135,..,68,106,23,18,5,0,0,0,229,..,27,154,78,61,81,37,14,5,464,33,42,32,13,7,3,7,0,0,141,2448,1246,2136,1373,850,440,169,53,15,8729
SSC50070,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50071,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,7,5,3,0,0,27,..,0,3,5,9,7,0,3,0,27,..,0,0,0,0,0,0,0,0,5,..,0,0,3,0,0,0,0,0,3,18,..,..,..,..,..,..,..,..,18,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,0,3,11,14,7,3,3,0,55
SSC50072,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,9,..,0,0,0,0,4,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,14
