SSC_CODE_2016,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
SSC50028,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50029,0,0,3,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50030,0,0,3,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50031,0,0,0,0,3,0,4,4,0,10,4,14,6,45,0,7,7,4,16,0,34,0,0,4,0,6,0,9,0,3,5,10,40,9,73,0,0,5,3,3,0,9,3,0,3,3,7,0,21,0,0,3,5,8,4,18,0,0,5,7,13,8,31,0,0,3,3,0,3,14,0,0,3,8,3,0,17,0,0,0,0,6,0,10,9,0,20,11,3,0,45,0,0,0,0,4,0,8,7,0,9,7,4,3,30,9,3,7,0,3,0,20,6,0,10,8,0,0,25,3,0,3,4,16,0,28,0,0,5,0,17,0,25,0,0,5,10,16,3,35,47,20,125,87,182,32,485,0,0,0,0,0,0,3,3,0,3,5,4,3,18,3,0,4,4,0,0,11,0,0,0,6,0,0,7,0,0,4,0,4,0,7,0,0,0,6,0,0,8,4,0,18,8,3,3,32,0,0,3,4
SSC50032,0,0,0,0,0,0,0,0,0,4,8,23,0,41,0,0,4,3,18,0,30,0,0,0,3,3,0,10,0,0,3,3,76,3,87,0,0,0,0,9,0,10,0,0,3,4,16,3,23,0,0,3,6,7,0,15,0,0,3,3,10,0,17,0,0,3,0,0,0,6,0,0,3,0,3,0,6,0,0,0,0,3,0,4,6,6,9,10,3,0,39,0,0,3,0,11,0,9,0,0,11,12,10,0,35,3,0,11,8,3,0,19,4,6,8,0,0,0,16,0,0,0,0,3,0,3,3,0,3,0,16,0,24,4,0,8,0,19,0,31,21,14,73,67,228,11,420,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,0,3,3,3,0,6,0,0,3,0,0,0,3,0,0,0,0,3,0,9,0,0,0,0,4,0,5,0,0,3,10,15,3,34,0,0,3,3
SSC50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50034,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,3,12,0,17,0,0,0,0,0,0,4,0,0,5,3,16,0,32,0,0,0,0,5,0,5,0,0,0,3,3,0,14,0,0,0,0,3,0,4,0,0,3,0,8,0,10,0,0,0,0,0,0,3,0,0,3,7,0,0,9,0,0,3,0,0,0,3,0,3,9,3,0,3,22,0,0,0,0,3,0,3,3,3,6,3,8,0,17,0,3,0,0,0,0,10,0,0,3,0,3,0,9,0,0,4,0,0,0,5,0,0,0,0,3,0,4,0,0,0,3,11,0,14,11,15,49,32,86,8,199,0,0,0,0,0,0,0,3,0,4,0,0,0,11,0,0,4,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,3,0,8,0,0,0,3,0,0,3,0,0,7,4,3,0,16,0,0,4,4
SSC50035,0,0,0,0,3,0,3,22,3,45,9,38,0,119,6,4,26,18,36,0,98,0,0,13,0,7,0,17,0,0,36,22,79,10,146,7,0,17,5,14,0,41,3,3,23,8,19,0,56,0,0,11,6,6,0,29,3,0,16,12,18,0,51,0,0,9,0,0,0,13,3,3,21,10,5,0,49,3,0,19,13,19,0,53,31,13,85,16,16,5,157,0,0,17,7,11,0,28,8,4,25,11,14,0,67,17,7,35,12,0,0,72,22,0,48,4,5,0,85,3,0,7,8,3,0,22,3,0,3,0,12,0,22,10,0,14,10,23,3,65,145,50,454,162,330,29,1176,0,0,0,0,0,0,0,7,0,14,3,0,0,26,0,0,15,6,6,0,30,0,0,0,0,0,0,3,0,0,19,7,8,3,36,4,0,3,4,0,0,10,0,0,32,16,16,3,75,0,0,16,3
SSC50036,0,0,7,3,3,0,11,23,8,41,15,70,0,150,11,3,26,25,106,3,172,5,3,17,3,13,0,37,3,0,25,34,209,5,285,0,0,10,6,22,3,43,6,0,16,8,41,3,78,3,0,12,7,31,3,54,6,4,15,9,27,7,74,0,3,8,3,3,0,17,5,0,12,15,5,4,46,3,0,3,8,10,3,21,31,6,59,16,21,0,136,0,0,8,10,31,0,44,12,10,34,23,31,5,121,18,3,34,10,9,0,76,16,5,51,16,23,3,111,0,0,5,0,4,3,15,4,0,10,4,50,0,66,10,0,10,17,47,11,95,144,55,413,238,750,58,1659,0,0,4,0,0,0,5,4,0,9,3,7,0,24,3,0,16,7,22,0,41,0,0,4,0,0,0,6,0,3,7,21,15,3,51,3,4,10,9,7,0,34,0,0,36,21,52,3,109,0,0,22,18
SSC50037,0,0,4,0,0,0,3,17,3,30,14,45,0,115,0,0,22,7,62,0,95,0,0,9,6,9,3,25,3,0,25,22,149,0,204,0,0,6,3,18,0,34,9,0,9,14,27,0,59,3,0,11,4,17,0,37,0,3,15,7,22,0,54,3,0,6,7,8,0,21,4,4,19,4,9,0,47,3,0,4,0,5,0,11,19,0,63,15,18,4,122,0,3,10,0,13,0,24,9,4,21,17,26,3,83,13,7,34,7,10,0,60,11,6,35,8,12,3,71,0,0,6,4,5,0,17,4,0,9,5,36,0,48,3,3,10,10,33,7,58,111,40,343,181,513,26,1214,0,0,0,0,0,0,0,3,0,6,3,7,0,18,3,0,15,10,12,0,39,0,0,6,3,4,0,12,3,0,15,4,9,0,27,3,0,4,0,7,0,19,3,0,24,19,32,5,83,0,0,16,8
SSC50038,0,0,3,0,11,0,18,0,0,0,0,7,0,7,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,4,0,29,0,39,0,0,0,0,0,0,3,0,0,0,0,10,0,17,0,0,3,0,10,3,13,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,7,0,0,3,0,3,0,3,0,0,0,0,3,0,5,0,0,0,4,3,0,8,0,0,4,0,0,0,4,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,29,12,107,9,152,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,11,0,16,0,0,0,0
SSC50039,0,0,10,3,25,4,40,3,3,33,39,252,13,348,13,0,44,42,280,14,395,4,0,7,21,62,4,96,0,0,11,32,307,16,374,0,0,3,8,32,0,45,0,0,18,14,99,7,129,0,0,6,3,33,3,39,3,3,3,14,63,15,102,0,0,6,0,9,0,12,3,0,0,4,3,0,18,0,0,0,5,13,0,15,0,4,32,16,23,3,78,0,0,0,9,20,0,30,6,4,20,28,41,4,98,3,10,57,12,19,0,95,6,0,26,11,20,0,66,0,0,8,6,8,0,23,0,0,6,6,68,0,81,0,0,7,18,58,10,90,46,29,293,280,1429,99,2179,0,0,0,0,3,3,11,0,0,12,4,12,0,32,0,8,15,19,43,3,89,0,0,0,3,3,0,8,0,0,10,12,27,0,51,0,0,3,4,7,0,16,0,4,24,33,133,11,214,0,0,11,21
SSC50040,0,0,0,0,3,0,3,5,10,26,20,134,5,203,3,0,25,27,101,3,158,7,0,9,3,11,0,34,4,3,24,39,201,6,279,4,0,10,18,48,4,82,0,0,24,34,62,11,128,0,0,11,20,44,0,80,7,0,25,43,68,7,156,0,0,4,10,8,0,24,3,0,11,11,8,0,34,0,0,4,7,9,0,21,9,3,32,19,29,3,94,0,3,8,3,24,0,39,4,0,25,53,68,3,153,4,8,30,8,10,0,65,6,3,29,6,13,5,64,0,0,7,3,12,0,23,0,0,9,10,56,3,77,3,0,5,11,49,8,74,73,33,316,343,955,65,1785,0,0,3,3,5,0,8,3,0,8,11,19,3,37,0,0,15,16,19,0,55,0,0,3,3,0,0,11,3,0,7,11,17,3,40,0,0,3,11,15,0,30,10,4,23,36,49,16,132,3,0,15,16
SSC50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50043,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50044,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50045,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50048,0,0,3,4,12,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,19,0,29,0,0,7,3,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50051,0,0,0,0,0,0,3,0,0,0,3,17,0,22,0,0,0,3,11,0,9,0,0,0,0,4,0,4,0,0,0,4,23,0,29,0,0,0,0,5,0,3,0,0,3,3,0,0,7,0,0,0,0,4,0,8,0,0,0,0,16,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,20,0,0,0,0,3,0,6,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,13,0,0,0,0,9,0,12,3,3,9,16,126,5,159,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,3,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,8,0,5,0,0,0,0
SSC50052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
SSC50053,0,0,0,3,3,0,4,5,0,25,3,49,3,94,4,3,18,19,59,4,102,4,0,7,3,4,0,17,0,0,45,41,244,7,340,4,0,13,4,20,0,45,3,3,38,21,36,7,113,8,0,23,26,31,4,95,6,0,21,32,42,3,109,0,0,5,11,13,0,28,4,4,24,7,5,0,47,0,3,7,5,7,0,18,18,7,101,30,24,3,182,0,0,10,6,16,4,39,8,5,41,19,30,8,115,15,10,38,9,13,5,93,10,3,24,11,15,0,65,3,0,11,7,6,3,30,0,0,15,7,54,0,79,9,0,14,21,39,9,97,116,44,487,286,720,68,1718,0,0,0,0,0,0,3,0,0,12,3,3,0,25,4,0,18,4,10,0,35,0,0,7,0,0,3,12,5,0,13,16,13,3,48,0,0,6,3,4,0,15,9,3,44,25,51,7,135,4,0,35,26
SSC50054,3,0,3,8,21,3,34,12,3,75,68,478,19,652,19,8,53,83,408,19,585,0,0,20,15,79,3,116,8,4,57,66,821,30,989,6,0,20,32,98,10,157,3,0,32,42,149,10,242,4,3,17,26,88,6,139,6,4,32,40,174,17,269,4,0,13,9,19,3,42,3,0,16,19,25,0,75,0,0,15,9,36,3,68,21,5,81,71,95,10,290,0,3,10,14,65,8,104,19,13,91,153,281,18,573,25,19,74,25,37,3,186,22,3,64,31,38,6,166,0,0,7,10,31,0,49,8,3,14,24,191,0,242,7,0,25,26,148,22,235,169,75,717,774,3286,192,5209,0,0,4,7,8,3,24,3,8,22,18,22,4,76,7,0,30,25,57,8,128,0,3,8,12,12,0,25,4,3,16,42,62,6,137,0,3,7,16,29,0,57,4,8,41,87,226,23,388,6,3,29,33
