SSC_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SSC50962,0,0,0,4,3,12,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,15,0,0,0,0,0,0,6,4,15,3,0,4,21,16,39
SSC50963,0,0,0,16,13,30,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,0,0,24,28,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,35,0,0,0,0,0,0,20,19,35,0,0,3,45,49,90
SSC50964,0,0,0,6,12,22,0,0,0,0,0,0,0,0,0,6,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,17,16,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,16,0,0,0,0,0,0,11,6,16,3,3,7,31,23,59
SSC50965,0,0,0,14,29,46,0,0,0,3,3,5,0,0,0,14,17,35,0,0,0,0,0,0,7,7,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,48,61,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,34,70,0,0,0,0,0,0,41,34,70,8,7,17,102,105,206
SSC50966,0,0,0,9,5,15,0,0,0,0,0,0,0,0,0,7,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,20,18,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,12,0,0,0,0,0,0,8,10,12,0,3,6,25,32,53
SSC50967,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,9,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,10,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,30
SSC50968,0,0,0,16,14,31,0,0,0,0,3,3,0,0,0,3,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,0,0,3,0,3,3,3,6,0,0,3,27,36,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,34,0,0,0,0,0,0,23,18,35,5,3,10,54,59,113
SSC50969,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,3,3,7,0,0,0,14,8,20
SSC50970,3,0,5,39,51,91,0,0,0,3,4,6,0,0,0,37,40,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,12,0,0,0,0,0,0,9,8,19,15,9,25,0,0,0,116,120,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,52,125,0,0,0,0,0,0,76,52,132,35,29,59,224,205,424
SSC50971,0,0,0,8,3,9,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,11,17,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,16,0,0,0,0,0,0,13,3,20,7,4,7,31,20,50
SSC50972,0,0,0,8,0,7,0,0,0,3,3,3,0,0,0,5,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,3,0,0,0,12,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,15,0,0,0,0,0,0,10,7,15,4,5,12,28,28,57
SSC50973,0,0,0,15,20,38,0,0,0,0,0,0,0,0,0,18,16,29,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,6,4,11,3,4,10,0,0,0,41,53,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,17,18,35,0,0,0,0,0,0,17,23,39,13,8,24,79,81,157
SSC50974,0,3,4,3,6,5,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,11,0,0,0,0,0,0,5,4,11,0,0,0,20,18,31
SSC50975,0,0,0,6,5,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,22,0,0,0,0,0,0,12,14,22,3,3,8,20,17,39
SSC50976,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,5,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,13,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,3,4,9,19,20,37
SSC50977,13,16,36,23,20,43,0,0,0,0,0,0,0,0,0,37,27,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,6,3,9,0,0,0,0,0,0,10,7,13,0,3,5,0,0,0,80,67,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,21,57,0,0,0,0,0,0,31,21,57,7,4,10,135,114,245
SSC50978,0,0,3,181,224,404,0,0,0,25,12,42,0,0,0,223,225,452,0,0,0,4,3,5,4,5,13,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,12,7,23,0,0,0,4,3,10,34,42,69,16,22,40,7,0,7,511,559,1071,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,278,214,485,0,0,3,0,0,0,276,214,489,104,103,201,893,879,1773
SSC50979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50980,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,7,5,16
SSC50981,0,0,0,11,6,15,0,0,0,0,0,0,0,0,0,9,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,18,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,15,0,0,0,0,0,0,9,0,15,10,8,13,40,26,70
SSC50982,0,3,3,75,80,149,0,0,0,3,6,12,0,0,0,65,61,131,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,7,3,6,0,0,0,3,4,4,0,0,0,4,9,9,5,11,19,5,5,11,0,0,0,177,181,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,7,5,166,136,301,0,0,4,3,0,3,166,144,312,46,50,91,387,382,771
SSC50983,0,3,8,48,52,98,0,0,0,3,4,9,0,0,0,72,77,151,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,3,3,4,4,0,0,3,0,0,0,0,0,0,7,8,9,0,0,0,0,0,0,144,148,289,5,4,6,0,3,3,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,95,63,155,0,0,0,0,0,0,94,63,156,39,32,70,283,250,532
SSC50984,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,0,0,3,0,0,0,6,5,10,0,0,0,15,12,24
SSC50985,0,0,0,5,3,11,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,6,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,0,0,0,0,0,5,3,10,0,0,0,12,15,29
SSC50986,0,3,5,102,115,221,0,0,0,9,4,18,0,0,0,89,111,199,0,0,0,0,0,0,4,4,9,0,0,0,10,7,15,0,0,0,0,0,6,3,3,10,9,3,16,0,3,3,3,3,8,12,8,19,18,15,31,0,0,0,256,284,546,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,142,116,261,0,0,0,0,0,0,142,120,259,37,18,56,440,432,870
SSC50987,4,5,7,42,48,84,0,0,0,3,3,3,0,0,0,87,98,186,0,6,6,0,3,9,5,3,7,0,0,0,0,0,0,0,0,0,0,4,4,6,4,11,3,6,9,0,0,0,0,0,0,0,7,3,12,9,26,0,0,3,166,196,360,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,137,109,246,0,0,0,0,0,0,137,109,246,89,79,163,398,384,785
SSC50988,443,569,1014,914,1094,2002,0,0,0,120,146,270,0,0,3,3225,3398,6618,25,28,45,267,282,544,30,43,79,24,38,64,24,32,57,21,13,34,53,70,125,56,81,139,116,137,253,25,35,59,30,43,73,127,190,319,291,350,636,14,9,17,5358,5986,11339,318,238,562,421,358,783,58,59,116,0,0,0,80,59,131,51,48,101,128,109,235,2992,2504,5500,24,27,48,13,12,26,3028,2547,5574,1007,893,1906,10768,10764,21530
SSC50989,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,27,0,0,0,0,0,0,15,8,27,9,8,11,29,21,54
SSC50990,63,92,156,751,1024,1778,0,0,0,26,35,56,0,0,0,751,991,1746,3,10,11,50,61,114,3,3,6,3,10,14,14,11,31,0,4,3,13,15,30,18,22,45,77,114,191,0,0,0,0,3,3,82,112,192,47,88,136,5,4,10,1863,2494,4357,54,48,102,21,32,51,8,9,12,0,0,0,3,0,3,18,27,44,20,27,51,1499,1479,2978,20,12,34,11,9,16,1538,1498,3033,495,499,993,4058,4693,8757
SSC50991,0,0,0,4,3,3,0,0,0,3,0,3,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,11,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,22,0,0,0,0,0,0,16,11,22,0,3,3,29,23,50
SSC50992,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,10
SSC50993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50994,8,5,17,249,273,526,0,0,0,63,74,133,3,0,3,127,160,292,0,0,0,3,3,9,13,20,31,3,5,11,0,3,3,0,0,0,5,7,7,11,20,32,23,20,40,0,0,5,9,4,18,33,56,92,60,59,118,0,0,0,612,701,1315,3,3,5,63,34,97,0,0,0,0,0,0,4,3,8,8,9,21,13,14,28,472,459,932,4,3,8,0,0,3,479,466,942,168,168,337,1350,1390,2741
SSC50995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13,0,0,0,0,0,0,3,10,13,0,0,0,8,14,19
SSC50996,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,4,7,26,16,37,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,7,4,11,0,0,0,43,33,75,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,0,8,3,8,13,0,0,0,0,0,0,3,8,13,0,0,0,50,45,96
SSC50997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,0,0,0,0,0,7,3,6,0,0,0,3,7,7
SSC50998,14,42,55,399,524,921,0,0,0,15,19,33,0,0,0,563,661,1222,16,19,38,28,22,55,0,3,3,0,0,0,8,14,17,4,8,7,22,20,41,9,13,18,42,60,108,3,8,10,0,0,0,99,91,189,46,42,88,0,0,3,1255,1513,2764,24,26,51,11,8,26,10,9,19,0,0,0,3,0,8,11,18,28,14,18,36,685,542,1229,7,11,18,3,5,9,689,555,1251,208,213,417,2230,2387,4616
SSC50999,4,7,15,53,53,108,0,0,0,12,12,24,0,0,0,41,70,110,3,0,4,0,0,3,3,4,3,0,0,0,0,0,0,0,0,0,5,4,9,0,3,3,10,4,11,0,0,0,5,0,6,6,9,16,13,21,36,0,0,0,152,179,329,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,139,129,263,0,0,0,0,4,9,137,137,277,31,28,55,329,355,684
SSC51000,0,0,0,12,8,16,0,0,0,3,0,8,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,18,0,0,0,24,20,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,46,0,0,0,0,0,0,25,17,46,0,0,3,51,50,96
SSC51001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SSC51002,0,0,0,7,6,9,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,16,11,30
SSC51003,0,0,0,12,20,35,0,0,0,0,0,0,0,0,0,13,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7,0,0,3,0,0,0,39,42,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,34,87,0,0,0,0,0,0,52,34,85,6,6,8,94,80,174
SSC51004,0,0,0,7,3,13,0,0,0,0,0,0,0,0,0,5,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,131,234,0,4,0,0,0,0,0,0,0,0,0,0,3,11,11,24,27,46,0,0,0,144,174,322,0,0,0,0,0,0,0,0,0,5,3,10,0,0,0,0,0,0,5,3,10,19,14,26,0,0,0,0,0,0,19,14,26,48,54,103,208,250,456
SSC51005,57,76,131,326,410,737,0,0,0,44,41,80,0,0,0,949,1087,2040,3,5,10,122,133,255,7,10,19,0,3,3,9,13,20,4,7,11,9,10,25,10,6,17,23,33,58,9,10,14,0,3,0,45,68,115,79,107,186,0,3,3,1634,1952,3584,17,10,25,42,41,87,13,24,36,0,0,0,0,0,0,10,20,33,10,20,38,1588,1486,3074,9,9,21,9,11,20,1607,1504,3110,263,275,537,3650,3897,7547
SSC51006,19,35,55,280,290,568,0,0,0,38,45,89,0,0,0,220,207,430,16,18,33,9,7,12,5,12,14,0,0,0,3,9,15,0,0,0,10,5,18,0,3,3,20,14,37,3,0,3,3,0,4,30,32,55,48,60,107,3,3,5,683,704,1389,0,3,4,3,3,5,0,6,7,0,0,0,0,0,0,8,10,17,8,10,17,735,682,1415,3,4,7,3,8,9,739,691,1432,153,119,274,1606,1578,3185
SSC51007,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,0,0,0,0,0,0,9,4,11,3,5,13,25,21,41
SSC51008,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC51009,0,0,0,7,10,20,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,16,12,36
SSC51010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51011,107,144,250,516,659,1171,0,0,0,32,39,76,0,0,0,1191,1406,2603,7,6,13,116,163,278,12,12,25,3,0,3,19,23,46,3,7,10,27,27,53,24,29,48,45,53,101,7,5,7,0,10,6,85,118,198,99,127,222,5,5,7,2188,2674,4861,81,66,146,62,40,101,44,55,101,0,0,0,8,3,7,22,24,52,25,29,58,2179,1992,4178,29,31,62,13,9,23,2226,2038,4264,658,683,1340,5396,5730,11125
SSC51012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51013,0,0,0,6,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12,0,0,0,0,0,0,9,3,12,0,3,3,17,10,33
SSC51014,0,0,0,23,19,39,0,0,0,3,3,3,0,0,0,36,38,79,0,6,6,0,0,0,0,0,6,0,0,0,0,5,7,0,0,0,0,0,0,0,0,3,8,10,15,0,0,0,11,3,10,6,0,5,9,3,15,0,0,0,97,81,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,77,70,146,0,0,0,0,0,0,81,70,147,75,56,128,258,215,470
SSC51015,4,7,9,58,79,134,0,0,0,21,11,31,0,0,0,73,84,154,0,0,0,0,0,0,3,3,8,0,0,0,4,3,11,0,0,0,4,0,4,4,7,6,15,4,20,0,0,0,0,0,0,12,18,33,25,29,59,0,0,0,217,247,460,0,6,9,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,7,258,247,499,10,0,10,0,3,3,264,248,514,43,45,87,529,563,1097
SSC51016,13,19,29,253,278,534,0,0,0,24,23,44,11,15,24,272,277,545,0,0,0,9,7,11,0,4,8,9,11,21,6,4,9,3,6,9,14,23,38,11,12,19,56,68,130,0,3,3,7,17,24,22,39,59,70,74,144,0,3,3,772,853,1631,8,9,18,10,11,19,0,0,0,0,0,0,0,0,0,9,13,19,9,13,19,539,448,990,5,11,10,3,3,9,552,456,1008,137,125,262,1494,1485,2983
SSC51017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC51018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
