SSC_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SSC50001,0,0,0,10,9,16,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,0,0,0,0,0,0,19,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,30,0,0,0,0,0,0,11,17,26,4,0,7,36,28,68
SSC50002,3,3,6,98,105,206,0,0,0,4,18,20,0,0,0,95,91,184,10,4,12,4,0,4,3,4,5,0,0,0,0,3,4,0,0,0,3,4,6,13,10,21,17,10,24,0,0,0,0,4,6,20,33,45,16,32,47,0,4,7,277,321,595,0,3,4,3,3,4,0,0,3,0,0,0,0,0,0,0,3,3,0,3,3,301,253,554,0,0,0,0,0,0,299,254,554,54,46,104,644,630,1275
SSC50003,0,0,0,11,9,14,0,0,0,0,0,0,3,3,8,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,21,14,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,43,0,0,3,0,0,0,20,25,43,11,11,25,49,49,102
SSC50004,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,14,0,0,0,0,0,0,7,3,14,0,0,0,21,15,31
SSC50005,0,0,0,4,3,11,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,0,0,0,14,14,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,19,0,0,0,0,0,0,15,8,19,4,3,3,35,22,58
SSC50006,5,7,16,112,108,220,0,0,0,11,10,19,0,0,0,93,94,189,4,6,15,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,8,16,18,26,3,3,3,0,0,0,21,31,57,10,20,32,0,0,0,281,308,586,4,4,10,3,5,5,0,0,0,0,0,0,3,3,6,3,12,16,10,10,20,268,276,543,5,3,4,0,3,3,268,279,555,71,59,131,640,676,1313
SSC50007,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,3,3,9,0,0,0,17,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,15,0,0,0,0,0,0,12,4,15,0,0,0,27,18,42
SSC50008,254,292,548,398,456,855,0,0,0,96,84,184,0,0,0,976,1056,2030,14,15,30,149,171,318,20,14,43,4,9,14,13,15,25,0,4,5,27,34,54,66,74,134,41,46,89,8,7,18,6,12,18,58,68,131,140,166,308,3,0,4,2030,2233,4262,35,34,68,304,246,547,3,3,3,0,0,0,23,20,40,5,13,17,28,30,61,1032,827,1858,11,6,16,4,0,10,1045,832,1880,283,262,551,3985,3935,7924
SSC50009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,4,8,9
SSC50010,17,28,40,159,205,362,0,0,0,32,30,62,0,0,0,364,397,762,3,0,3,3,5,7,3,3,4,0,0,0,10,12,16,0,0,0,4,5,9,12,10,23,24,27,48,0,3,3,0,3,3,36,54,88,18,25,42,0,0,0,665,772,1444,6,5,11,12,14,19,6,3,4,0,0,0,0,0,3,3,3,13,9,7,16,440,351,786,5,4,12,3,3,3,446,360,802,114,103,212,1267,1287,2550
SSC50011,31,27,58,440,495,942,0,0,0,53,59,116,0,0,0,517,614,1128,8,7,14,8,18,31,18,27,40,18,18,40,7,4,13,0,0,5,24,21,40,61,79,135,56,58,110,0,4,6,9,7,20,27,35,59,113,147,260,6,4,8,1370,1603,2972,46,35,87,26,21,48,0,3,3,0,0,0,17,9,31,7,10,13,27,21,46,1193,1147,2342,7,9,23,7,10,15,1207,1167,2371,349,339,689,3054,3216,6269
SSC50012,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,0,0,0,0,0,5,3,10,3,0,3,8,7,19
SSC50013,0,3,3,53,73,129,0,0,0,8,3,15,0,0,0,64,71,136,0,0,0,0,0,0,0,5,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,3,15,11,20,7,3,12,0,0,0,158,176,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,123,111,230,0,0,0,3,0,6,122,112,236,24,33,55,310,322,627
SSC50014,0,0,0,19,12,36,0,0,0,0,0,0,0,0,0,14,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,0,0,0,0,0,45,36,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,30,0,0,0,0,0,0,21,11,30,4,3,8,70,48,114
SSC50015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,10,3,12
SSC50016,0,0,0,45,58,109,0,0,0,10,4,11,0,0,0,44,34,79,6,4,9,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,8,0,0,0,0,0,0,5,3,8,5,9,20,0,0,0,120,132,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,81,176,0,0,0,0,0,0,97,81,177,13,18,37,235,234,467
SSC50017,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,16,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,22,0,0,0,0,0,0,16,11,23,4,5,8,33,27,64
SSC50018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9
SSC50019,10,3,7,24,19,41,0,0,0,3,4,6,0,0,0,33,14,52,0,0,0,0,0,0,0,4,4,0,0,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,11,0,0,3,0,0,0,75,59,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,28,78,0,0,0,0,0,0,50,28,78,17,10,21,142,98,248
SSC50020,0,0,0,10,10,16,0,0,0,0,0,0,0,0,0,6,3,8,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,4,0,4,0,0,0,28,19,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,0,0,0,0,0,3,4,8,11,0,0,0,35,27,54
SSC50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50022,81,110,193,508,608,1112,0,0,0,51,59,110,0,0,0,737,897,1639,0,10,9,37,55,89,3,11,12,3,5,7,15,20,31,3,3,6,12,11,24,43,38,80,83,80,166,0,3,6,0,7,9,101,158,264,79,96,178,0,0,3,1686,2067,3756,55,55,107,40,46,83,11,14,25,0,0,0,7,12,15,30,23,53,32,31,66,1108,932,2033,9,12,16,4,6,10,1117,942,2059,303,300,599,3325,3559,6887
SSC50023,0,0,0,10,6,10,0,0,0,0,0,0,0,0,0,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,17,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,29,0,0,0,0,0,0,20,12,29,0,0,0,33,27,57
SSC50024,58,80,141,264,353,619,0,0,0,42,77,120,0,0,3,489,524,1012,0,4,8,13,35,45,0,0,3,0,0,0,4,4,12,0,0,0,19,15,27,13,21,27,49,60,111,0,0,0,0,0,0,71,92,160,50,77,128,0,0,0,1013,1257,2268,34,30,65,17,27,50,5,0,5,0,0,0,0,0,3,16,21,37,14,26,41,711,640,1356,8,8,16,5,6,6,720,657,1375,154,139,291,2017,2217,4232
SSC50025,3,0,9,47,58,102,0,0,0,3,4,9,0,0,0,55,49,106,6,8,18,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,3,0,8,4,4,11,0,0,0,3,3,6,7,14,24,12,9,23,0,0,0,145,158,298,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,6,3,93,90,179,0,0,0,0,0,0,88,90,179,29,24,48,271,272,545
SSC50026,68,113,179,860,1064,1927,0,0,0,158,191,349,12,12,19,974,1108,2086,19,16,32,25,22,50,35,44,80,23,31,54,16,25,38,15,10,24,49,59,105,119,118,238,223,264,495,23,19,42,51,64,115,87,132,216,252,341,594,16,15,23,2945,3520,6461,104,84,182,93,90,178,6,7,9,7,4,6,19,16,42,22,53,73,47,69,123,2475,2182,4660,29,23,45,14,29,41,2517,2230,4746,861,871,1737,6637,6984,13619
SSC50027,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,9,0,0,0,0,0,0,18,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,0,8,4,5,13,27,20,50
SSC50028,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,5,0,0,0,8,6,12
SSC50029,0,0,0,10,3,11,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,15,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,14,0,0,0,0,0,0,5,8,14,3,0,11,27,21,43
SSC50030,0,0,0,17,14,34,0,0,0,0,0,0,0,0,0,6,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,4,12,0,0,0,0,0,0,31,27,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,29,0,0,0,0,0,0,8,22,32,6,10,16,53,59,112
SSC50031,33,41,74,191,220,407,0,0,0,9,10,14,0,0,0,321,374,701,0,0,0,9,10,17,5,4,4,0,3,4,3,6,12,0,0,0,5,6,18,4,8,19,19,25,39,3,0,3,3,0,3,17,18,32,39,43,79,0,3,5,625,730,1354,19,14,32,25,25,46,0,0,3,0,0,0,0,0,3,4,6,13,4,6,15,403,315,714,3,3,8,3,3,5,406,318,723,185,135,324,1299,1276,2572
SSC50032,10,15,28,198,277,477,0,0,0,20,35,57,0,0,0,276,347,615,3,8,12,6,10,15,4,6,9,0,0,0,0,4,4,4,4,7,9,10,20,22,31,49,15,38,52,3,4,9,3,0,3,18,32,46,47,47,97,0,0,0,630,847,1476,27,17,49,8,5,17,0,0,0,0,0,0,12,8,24,9,8,18,18,22,39,441,403,845,4,6,8,0,0,0,443,410,857,96,100,201,1240,1418,2665
SSC50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,10,0,0,0,0,0,0,5,9,10,0,3,3,5,8,15
SSC50034,16,21,35,81,86,163,0,0,0,5,10,16,0,0,0,150,153,298,0,3,4,7,7,16,0,3,3,0,0,0,0,0,0,0,0,3,0,0,3,6,9,11,11,8,20,0,0,3,0,0,0,4,9,12,31,32,60,0,0,0,306,327,632,10,7,22,3,13,23,3,0,3,0,0,0,0,0,0,0,0,3,0,4,5,258,220,478,3,0,4,3,7,4,265,222,484,71,47,120,670,645,1317
SSC50035,40,64,101,424,535,954,0,0,0,35,37,64,10,11,19,995,1316,2310,3,5,5,25,33,55,0,3,8,0,0,0,11,13,21,0,0,0,9,7,13,25,27,50,54,60,109,0,0,0,0,10,8,66,78,144,60,72,140,3,0,4,1712,2200,3911,19,20,34,15,22,40,0,3,0,0,0,0,0,0,0,6,5,10,6,9,7,937,803,1742,8,8,15,3,6,11,951,819,1766,228,236,469,2969,3367,6335
SSC50036,98,113,214,574,686,1256,0,0,0,95,99,190,0,0,0,967,1066,2034,4,10,15,29,38,63,12,10,23,4,0,4,13,7,18,3,6,10,19,30,42,81,76,159,84,92,176,0,5,7,3,6,13,58,97,152,163,172,337,4,4,11,2103,2416,4514,75,63,138,50,53,106,0,9,11,0,0,3,15,12,25,15,12,26,27,29,52,1787,1639,3426,13,13,22,14,14,23,1804,1666,3471,294,258,553,4454,4603,9063
SSC50037,67,73,138,292,366,659,0,0,0,55,74,128,5,3,4,734,822,1556,0,4,3,17,17,40,9,8,18,5,4,5,5,18,23,0,0,0,38,29,66,48,57,111,56,46,105,0,0,0,5,4,3,32,57,91,109,107,222,0,4,3,1413,1633,3041,115,118,236,45,41,86,3,3,3,0,0,0,22,17,42,14,16,34,34,37,72,1217,1110,2331,11,9,17,0,4,11,1229,1122,2350,197,203,401,3101,3228,6324
SSC50038,7,5,16,171,174,347,0,0,0,11,14,21,0,0,0,88,95,184,0,0,0,0,0,5,4,3,6,0,0,0,3,4,9,0,0,0,4,4,7,0,4,0,17,15,30,0,0,0,0,3,3,25,58,83,13,17,33,0,0,0,333,389,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,8,255,248,506,4,0,4,0,0,0,259,253,509,65,62,131,670,715,1382
SSC50039,42,57,95,1170,1362,2534,0,0,0,125,129,254,0,0,0,1396,1581,2972,14,15,27,14,21,33,64,86,144,39,44,90,14,21,29,0,0,0,29,32,60,45,54,100,118,130,253,11,5,16,32,23,58,155,214,377,229,273,503,13,23,36,3469,4011,7483,30,23,54,34,35,71,0,5,4,0,0,0,4,5,13,22,31,45,24,34,61,2761,2536,5303,30,21,51,7,9,21,2799,2568,5366,720,678,1396,7125,7416,14539
SSC50040,58,79,138,668,804,1470,0,0,0,85,95,179,0,3,3,1004,1117,2121,3,3,6,38,38,69,21,19,41,24,21,47,11,15,23,3,10,12,42,34,82,94,121,217,59,67,127,6,10,19,22,15,35,48,67,113,243,253,492,11,11,22,2384,2692,5083,190,194,384,73,72,146,9,7,12,0,0,0,68,70,138,20,31,51,90,95,184,1728,1644,3367,26,14,43,6,12,21,1760,1673,3428,420,388,801,4973,5200,10173
SSC50041,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6
SSC50042,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,4,0,8,0,0,0,6,8,13
SSC50043,0,0,0,10,14,17,0,0,0,0,0,0,0,0,0,7,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,13,0,0,0,0,0,0,9,8,13,0,0,0,28,29,54
SSC50044,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,5,0,0,0,10,9,23
SSC50045,0,0,0,6,3,13,0,0,0,0,0,0,0,0,0,10,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,0,0,0,0,0,0,7,6,13,0,0,0,27,16,37
SSC50046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,4,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,0,0,3,10,10,23
SSC50047,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,0,0,6,9,10,16
SSC50048,0,0,0,33,28,59,0,0,0,0,0,4,0,0,0,8,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,5,8,12,7,19,7,0,6,0,0,0,60,58,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,27,59,0,0,0,0,0,0,34,27,59,3,3,8,100,97,193
SSC50049,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,5,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,10,6,11
SSC50050,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,0,0,0,0,0,0,3,8,7,7,6,15,25,16,40
SSC50051,3,6,9,136,134,270,0,0,0,8,10,17,0,0,0,90,84,172,0,0,3,0,0,0,0,0,3,0,0,0,3,7,6,0,0,0,0,0,0,3,3,7,11,17,29,0,0,0,0,0,0,16,26,43,15,18,29,0,0,0,287,300,589,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,237,192,428,0,0,0,0,0,0,237,197,433,42,48,87,574,545,1118
SSC50052,0,0,0,22,14,35,0,0,0,0,0,0,0,0,0,15,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,45,45,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,29,59,0,0,0,0,0,0,30,29,59,8,12,21,80,87,164
SSC50053,109,139,243,310,437,744,3,3,6,43,52,86,0,0,0,1683,1894,3583,8,10,18,344,389,732,23,36,57,0,0,5,0,17,18,13,15,28,27,29,54,33,28,62,37,51,88,6,9,17,0,5,3,59,91,152,143,150,296,3,3,9,2745,3212,5953,184,150,333,140,122,260,8,9,18,0,0,0,72,43,122,24,20,46,96,70,164,1154,1046,2204,23,16,36,6,6,13,1189,1069,2261,563,589,1150,5032,5354,10382
SSC50054,93,156,252,2174,2538,4718,0,0,0,229,257,487,0,0,0,2555,2896,5447,40,47,82,47,52,96,110,142,253,77,100,176,61,76,135,18,20,38,94,114,205,184,210,391,337,351,682,28,35,58,36,35,76,307,414,719,633,734,1367,25,36,65,6958,8055,15012,145,123,271,103,111,220,6,3,13,5,5,6,62,55,115,30,44,72,94,101,193,6245,5934,12178,70,51,119,15,32,49,6330,6019,12347,1770,1587,3351,15495,16151,31653
SSC50055,200,246,448,472,513,981,0,0,3,215,245,462,0,0,0,1072,1173,2240,7,15,18,171,192,362,47,60,105,16,13,31,10,10,23,46,49,99,37,53,89,127,137,266,80,80,166,12,13,27,21,22,43,56,62,124,303,350,659,3,5,6,2702,2996,5696,257,184,443,651,490,1137,3,3,5,3,5,9,203,144,348,26,25,53,234,171,405,1628,1290,2920,18,17,30,5,4,9,1651,1314,2964,830,751,1579,6521,6167,12685
SSC50056,8,11,19,52,57,103,0,0,0,6,0,6,0,0,0,29,30,61,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,3,10,0,0,0,3,4,8,3,6,14,3,3,9,0,0,0,104,118,216,0,0,0,0,0,0,3,7,13,0,0,0,0,0,0,4,3,6,4,3,10,109,117,223,0,0,3,0,0,4,106,125,234,23,31,58,256,288,544
SSC50057,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,16,0,0,0,0,0,0,9,10,16,6,0,9,15,14,34
SSC50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
