SSC_CODE_2016,M_Mng_0,M_Mng_1_15,M_Mng_16_24,M_Mng_25_34,M_Mng_35_39,M_Mng_40,M_Mng_41_48,M_Mng_49over,M_Mng_hours_NS,M_Mng_Tot,M_Pro_0,M_Pro_1_15,M_Pro_16_24,M_Pro_25_34,M_Pro_35_39,M_Pro_40,M_Pro_41_48,M_Pro_49over,M_Pro_hours_NS,M_Pro_Tot,M_TTW_0,M_TTW_1_15,M_TTW_16_24,M_TTW_25_34,M_TTW_35_39,M_TTW_40,M_TTW_41_48,M_TTW_49over,M_TTW_hours_NS,M_TTW_Tot,M_CPS_0,M_CPS_1_15,M_CPS_16_24,M_CPS_25_34,M_CPS_35_39,M_CPS_40,M_CPS_41_48,M_CPS_49over,M_CPS_hours_NS,M_CPS_Tot,M_CA_0,M_CA_1_15,M_CA_16_24,M_CA_25_34,M_CA_35_39,M_CA_40,M_CA_41_48,M_CA_49over,M_CA_hours_NS,M_CA_Tot,M_Sal_0,M_Sal_1_15,M_Sal_16_24,M_Sal_25_34,M_Sal_35_39,M_Sal_40,M_Sal_41_48,M_Sal_49over,M_Sal_hours_NS,M_Sal_Tot,M_MOD_0,M_MOD_1_15,M_MOD_16_24,M_MOD_25_34,M_MOD_35_39,M_MOD_40,M_MOD_41_48,M_MOD_49over,M_MOD_hours_NS,M_MOD_Tot,M_Lab_0,M_Lab_1_15,M_Lab_16_24,M_Lab_25_34,M_Lab_35_39,M_Lab_40,M_Lab_41_48,M_Lab_49over,M_Lab_hours_NS,M_Lab_Tot,M_ID_NS_0,M_ID_NS_1_15,M_ID_NS_16_24,M_ID_NS_25_34,M_ID_NS_35_39,M_ID_NS_40,M_ID_NS_41_48,M_ID_NS_49over,M_ID_NS_hours_NS,M_ID_NS_Tot,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_Mng_0,F_Mng_1_15,F_Mng_16_24,F_Mng_25_34,F_Mng_35_39,F_Mng_40,F_Mng_41_48,F_Mng_49over,F_Mng_hours_NS,F_Mng_Tot,F_Pro_0,F_Pro_1_15,F_Pro_16_24,F_Pro_25_34,F_Pro_35_39,F_Pro_40,F_Pro_41_48,F_Pro_49over,F_Pro_hours_NS,F_Pro_Tot,F_TTW_0,F_TTW_1_15,F_TTW_16_24,F_TTW_25_34,F_TTW_35_39,F_TTW_40,F_TTW_41_48,F_TTW_49over,F_TTW_hours_NS,F_TTW_Tot,F_CPS_0,F_CPS_1_15,F_CPS_16_24,F_CPS_25_34,F_CPS_35_39,F_CPS_40,F_CPS_41_48,F_CPS_49over,F_CPS_hours_NS,F_CPS_Tot,F_CA_0,F_CA_1_15,F_CA_16_24,F_CA_25_34,F_CA_35_39,F_CA_40,F_CA_41_48,F_CA_49over,F_CA_hours_NS,F_CA_Tot,F_Sal_0,F_Sal_1_15,F_Sal_16_24,F_Sal_25_34,F_Sal_35_39,F_Sal_40,F_Sal_41_48,F_Sal_49over,F_Sal_hours_NS,F_Sal_Tot,F_MOD_0,F_MOD_1_15,F_MOD_16_24,F_MOD_25_34,F_MOD_35_39,F_MOD_40,F_MOD_41_48,F_MOD_49over,F_MOD_hours_NS,F_MOD_Tot,F_Lab_0,F_Lab_1_15,F_Lab_16_24,F_Lab_25_34,F_Lab_35_39,F_Lab_40,F_Lab_41_48,F_Lab_49over,F_Lab_hours_NS,F_Lab_Tot,F_ID_NS_0,F_ID_NS_1_15,F_ID_NS_16_24,F_ID_NS_25_34,F_ID_NS_35_39,F_ID_NS_40,F_ID_NS_41_48,F_ID_NS_49over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_15,F_Tot_16_24,F_Tot_25_34,F_Tot_35_39,F_Tot_40,F_Tot_41_48,F_Tot_49over,F_Tot_hours_NS,F_Tot_Tot
SSC50001,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,3,0,6,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,15
SSC50002,0,0,0,0,3,9,8,18,0,40,0,4,4,6,3,9,7,3,0,38,3,3,3,6,15,24,15,34,0,102,0,0,0,9,0,5,3,5,0,26,0,0,3,0,0,0,3,0,0,9,0,3,3,3,7,0,0,0,0,20,3,4,0,0,3,0,4,10,0,24,0,6,0,3,7,7,5,3,0,34,0,0,0,0,0,0,0,0,0,9,15,25,14,31,41,56,43,73,3,304,7,4,0,3,0,9,3,10,0,37,4,6,7,17,12,9,0,4,0,62,0,0,7,4,3,0,0,0,0,17,3,11,8,17,6,3,0,4,0,48,3,8,13,8,15,9,3,0,0,58,0,20,13,4,7,0,0,0,0,36,0,0,3,0,0,0,0,0,0,7,0,12,0,5,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,22,66,51,52,40,26,10,19,0,284
SSC50003,0,0,0,5,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,3,11,0,27,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,0,0,3,0,22
SSC50004,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8
SSC50005,0,0,0,0,3,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,16,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,3,0,13
SSC50006,3,3,0,8,4,6,12,19,0,59,5,9,9,10,18,23,8,14,0,97,0,4,3,5,9,13,10,7,0,56,0,8,0,3,0,0,3,4,0,20,0,4,0,3,0,5,0,0,0,16,0,3,0,4,0,0,0,3,0,19,0,0,3,3,0,4,7,7,0,26,0,9,3,8,5,0,8,7,0,37,0,0,0,0,0,0,0,0,0,0,6,42,24,46,51,64,44,65,4,340,3,6,3,9,8,9,4,13,0,51,6,10,15,22,16,13,9,12,0,104,0,0,0,3,4,3,0,0,0,12,0,9,9,17,6,0,0,0,0,37,0,10,17,13,12,3,0,3,0,53,3,13,5,4,0,3,0,6,0,30,0,0,0,0,0,0,0,0,0,3,0,14,3,6,0,3,3,0,0,28,0,0,0,0,0,0,0,0,3,3,13,65,52,67,48,32,20,26,3,326
SSC50007,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,16,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,18
SSC50008,3,5,3,15,30,48,31,60,0,199,3,17,10,27,52,44,29,36,0,215,16,29,20,37,134,152,99,114,16,609,3,20,17,12,17,34,11,12,0,127,13,7,0,8,60,30,11,18,4,143,3,33,18,13,26,35,13,14,5,152,9,11,19,17,58,47,28,87,8,280,11,48,30,30,70,45,24,33,12,294,0,3,0,0,7,9,0,8,18,45,56,174,119,151,450,448,242,381,54,2072,3,4,3,21,23,27,16,19,4,125,9,28,32,41,53,47,16,30,7,260,0,13,11,15,23,7,5,11,0,88,14,56,43,59,61,25,12,24,6,309,13,50,59,71,131,74,15,25,0,444,7,88,48,47,40,11,4,15,3,268,0,5,5,3,16,3,3,3,0,39,3,53,38,39,32,19,7,16,0,201,3,0,3,0,9,0,0,0,8,25,57,303,245,300,385,219,82,137,24,1750
SSC50009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,6
SSC50010,3,0,0,3,4,37,14,63,0,134,6,5,10,7,30,52,10,46,0,169,0,12,3,8,14,28,12,29,3,106,4,11,7,10,3,5,8,5,0,48,0,3,0,0,5,16,9,11,0,53,0,15,8,0,3,8,7,5,0,43,0,0,3,0,9,3,4,8,0,26,3,12,9,5,7,0,3,3,0,41,0,3,0,3,0,0,3,0,0,14,21,59,41,36,74,151,78,170,5,638,0,4,7,16,9,6,13,14,0,65,13,20,35,27,33,39,18,25,3,213,0,3,3,4,3,3,0,0,0,21,0,24,18,16,6,9,0,3,0,74,8,28,26,28,27,19,0,3,0,136,3,22,9,10,10,13,4,4,0,68,0,0,0,0,0,0,0,0,0,7,3,9,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,3,6,8,24,104,106,100,82,96,35,55,9,609
SSC50011,3,0,0,3,24,45,32,45,0,159,11,6,0,3,48,55,31,44,3,209,37,15,11,16,111,170,78,139,9,591,7,17,0,14,19,42,20,19,0,145,3,3,3,0,36,29,6,13,0,103,0,16,8,11,26,22,9,19,0,103,10,4,5,11,31,18,24,68,5,171,5,24,15,16,23,41,17,52,3,198,0,0,0,3,4,6,0,3,6,19,74,90,52,80,327,417,220,409,28,1694,6,3,15,15,24,36,21,21,0,141,17,20,35,46,81,54,23,34,3,308,0,16,18,20,15,6,3,3,0,85,18,50,54,65,73,30,11,15,3,323,20,26,50,52,111,75,27,16,3,379,6,57,32,27,36,20,7,4,3,203,3,0,0,3,4,0,0,11,0,21,3,27,21,23,11,3,0,5,0,98,0,0,0,3,0,0,0,3,9,16,77,197,226,247,361,226,96,117,16,1565
SSC50012,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4
SSC50013,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,7,3,6,5,0,14,8,21,9,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,5,26,10,0,42,0,0,0,0,0,3,0,3,0,13,0,0,0,0,0,0,0,0,0,3,10,5,7,0,14,22,51,30,3,143,0,0,0,3,4,0,0,4,0,15,0,0,3,5,9,3,0,3,0,22,0,3,5,0,4,0,0,0,0,14,0,7,8,3,0,0,0,0,0,25,0,7,4,0,3,4,0,0,0,27,0,0,0,3,3,0,0,3,0,11,0,0,0,3,0,0,0,0,0,5,4,12,4,5,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,6,30,27,20,23,10,6,10,3,130
SSC50014,0,0,0,0,0,3,0,11,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,3,21,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,4,0,3,4,0,3,0,20
SSC50015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50016,0,0,0,0,0,5,3,11,0,26,0,0,0,0,0,0,3,4,0,11,0,0,3,0,6,13,3,9,0,36,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,9,0,25,0,3,3,0,3,4,0,3,0,20,3,0,0,0,0,0,0,0,0,3,8,8,8,4,18,24,10,36,5,121,3,3,0,0,3,3,3,3,0,16,0,3,0,6,0,0,3,0,0,11,3,0,4,0,3,0,0,0,0,14,0,3,3,4,3,3,0,0,0,19,0,4,8,4,6,3,0,0,0,26,0,3,6,3,6,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,6,18,20,25,20,4,8,8,0,110
SSC50017,0,0,0,0,0,3,0,10,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,22,0,0,0,3,0,4,3,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,0,16
SSC50018,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50019,0,3,0,0,0,0,3,7,0,14,0,0,0,0,0,0,0,4,0,3,3,0,3,3,3,7,4,8,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,8,0,3,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,4,4,0,7,3,13,3,12,11,28,4,76,0,0,0,0,0,0,0,3,0,8,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,8,0,6,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,3,3,3,4,0,6,4,42
SSC50020,0,0,0,3,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,14
SSC50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50022,3,14,13,23,26,103,53,214,4,452,14,54,40,44,70,154,73,155,4,599,7,16,13,6,29,58,23,51,0,205,3,22,11,16,4,10,3,6,3,75,0,13,10,5,19,25,3,17,0,95,3,36,14,13,15,16,7,19,0,124,4,10,5,5,9,12,3,9,0,54,3,28,9,13,9,4,3,9,0,82,0,6,3,0,3,6,0,10,3,37,40,191,115,130,181,390,184,478,17,1719,4,15,26,29,22,29,21,44,0,192,23,95,79,94,71,93,45,61,3,546,0,10,4,4,9,7,4,7,0,50,7,51,23,29,19,11,8,3,4,164,12,72,53,60,61,56,11,11,3,335,7,72,27,20,6,16,3,5,3,166,0,0,0,3,0,0,0,0,0,4,0,13,3,9,3,0,0,3,0,35,0,4,3,5,3,3,3,0,3,24,55,330,218,244,197,212,94,137,17,1513
SSC50023,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,3,0,17
SSC50024,3,7,9,6,20,59,37,76,3,214,12,17,18,20,49,101,45,79,0,337,3,15,4,10,32,23,17,32,0,134,3,16,8,4,4,6,3,7,0,52,0,13,4,3,10,17,11,12,0,66,0,27,15,5,5,14,9,10,0,85,3,4,3,10,4,8,3,13,0,45,3,25,6,4,14,8,3,11,4,75,0,4,3,3,4,0,0,0,3,16,24,118,73,59,136,232,130,246,10,1035,0,14,12,12,19,19,9,19,0,99,17,46,66,45,52,68,27,31,4,355,0,6,4,10,11,0,0,0,0,38,5,39,29,24,18,3,3,8,3,137,13,37,34,34,37,35,14,7,0,222,0,49,21,13,12,3,4,5,0,115,0,0,0,0,0,0,0,0,0,6,0,15,11,4,4,0,0,0,0,34,0,0,0,0,0,3,0,0,3,9,45,209,176,139,158,138,62,61,9,1001
SSC50025,3,0,0,0,0,0,3,10,0,17,3,0,0,0,4,0,7,3,0,16,0,0,0,0,8,14,7,19,0,41,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,4,0,8,0,27,0,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,7,3,6,11,18,22,19,46,3,132,0,0,3,0,3,0,0,5,0,17,0,8,3,7,6,7,3,3,0,41,0,0,0,0,0,0,0,0,0,4,0,0,4,9,0,0,0,0,0,17,0,4,6,3,7,3,5,0,0,23,0,3,0,3,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,9,26,19,24,21,15,10,11,5,124
SSC50026,3,0,3,7,27,43,32,41,0,164,6,6,10,13,49,40,17,31,0,180,25,29,25,45,171,161,96,113,18,676,9,12,18,23,28,26,18,21,3,160,12,11,4,8,47,27,26,24,0,154,5,23,12,16,30,20,19,16,3,146,24,19,21,46,138,114,96,148,12,628,16,66,43,43,100,69,40,35,12,420,3,0,0,0,14,10,6,3,9,47,99,175,144,203,610,512,340,421,63,2572,3,5,3,14,29,28,16,11,3,110,15,23,31,46,44,58,20,18,3,274,7,13,16,27,37,22,5,6,3,135,23,81,77,106,88,30,23,39,16,482,24,40,36,59,155,77,19,28,10,456,11,96,44,67,79,21,11,8,5,342,6,7,6,18,15,9,5,13,0,83,18,67,44,52,43,20,13,11,8,278,0,5,0,3,0,0,0,3,8,27,108,341,264,397,499,269,111,142,54,2178
SSC50027,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,13
SSC50028,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50029,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,15,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,0,14
