SSC_CODE_2016,M_Mng_0,M_Mng_1_15,M_Mng_16_24,M_Mng_25_34,M_Mng_35_39,M_Mng_40,M_Mng_41_48,M_Mng_49over,M_Mng_hours_NS,M_Mng_Tot,M_Pro_0,M_Pro_1_15,M_Pro_16_24,M_Pro_25_34,M_Pro_35_39,M_Pro_40,M_Pro_41_48,M_Pro_49over,M_Pro_hours_NS,M_Pro_Tot,M_TTW_0,M_TTW_1_15,M_TTW_16_24,M_TTW_25_34,M_TTW_35_39,M_TTW_40,M_TTW_41_48,M_TTW_49over,M_TTW_hours_NS,M_TTW_Tot,M_CPS_0,M_CPS_1_15,M_CPS_16_24,M_CPS_25_34,M_CPS_35_39,M_CPS_40,M_CPS_41_48,M_CPS_49over,M_CPS_hours_NS,M_CPS_Tot,M_CA_0,M_CA_1_15,M_CA_16_24,M_CA_25_34,M_CA_35_39,M_CA_40,M_CA_41_48,M_CA_49over,M_CA_hours_NS,M_CA_Tot,M_Sal_0,M_Sal_1_15,M_Sal_16_24,M_Sal_25_34,M_Sal_35_39,M_Sal_40,M_Sal_41_48,M_Sal_49over,M_Sal_hours_NS,M_Sal_Tot,M_MOD_0,M_MOD_1_15,M_MOD_16_24,M_MOD_25_34,M_MOD_35_39,M_MOD_40,M_MOD_41_48,M_MOD_49over,M_MOD_hours_NS,M_MOD_Tot,M_Lab_0,M_Lab_1_15,M_Lab_16_24,M_Lab_25_34,M_Lab_35_39,M_Lab_40,M_Lab_41_48,M_Lab_49over,M_Lab_hours_NS,M_Lab_Tot,M_ID_NS_0,M_ID_NS_1_15,M_ID_NS_16_24,M_ID_NS_25_34,M_ID_NS_35_39,M_ID_NS_40,M_ID_NS_41_48,M_ID_NS_49over,M_ID_NS_hours_NS,M_ID_NS_Tot,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_Mng_0,F_Mng_1_15,F_Mng_16_24,F_Mng_25_34,F_Mng_35_39,F_Mng_40,F_Mng_41_48,F_Mng_49over,F_Mng_hours_NS,F_Mng_Tot,F_Pro_0,F_Pro_1_15,F_Pro_16_24,F_Pro_25_34,F_Pro_35_39,F_Pro_40,F_Pro_41_48,F_Pro_49over,F_Pro_hours_NS,F_Pro_Tot,F_TTW_0,F_TTW_1_15,F_TTW_16_24,F_TTW_25_34,F_TTW_35_39,F_TTW_40,F_TTW_41_48,F_TTW_49over,F_TTW_hours_NS,F_TTW_Tot,F_CPS_0,F_CPS_1_15,F_CPS_16_24,F_CPS_25_34,F_CPS_35_39,F_CPS_40,F_CPS_41_48,F_CPS_49over,F_CPS_hours_NS,F_CPS_Tot,F_CA_0,F_CA_1_15,F_CA_16_24,F_CA_25_34,F_CA_35_39,F_CA_40,F_CA_41_48,F_CA_49over,F_CA_hours_NS,F_CA_Tot,F_Sal_0,F_Sal_1_15,F_Sal_16_24,F_Sal_25_34,F_Sal_35_39,F_Sal_40,F_Sal_41_48,F_Sal_49over,F_Sal_hours_NS,F_Sal_Tot,F_MOD_0,F_MOD_1_15,F_MOD_16_24,F_MOD_25_34,F_MOD_35_39,F_MOD_40,F_MOD_41_48,F_MOD_49over,F_MOD_hours_NS,F_MOD_Tot,F_Lab_0,F_Lab_1_15,F_Lab_16_24,F_Lab_25_34,F_Lab_35_39,F_Lab_40,F_Lab_41_48,F_Lab_49over,F_Lab_hours_NS,F_Lab_Tot,F_ID_NS_0,F_ID_NS_1_15,F_ID_NS_16_24,F_ID_NS_25_34,F_ID_NS_35_39,F_ID_NS_40,F_ID_NS_41_48,F_ID_NS_49over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_15,F_Tot_16_24,F_Tot_25_34,F_Tot_35_39,F_Tot_40,F_Tot_41_48,F_Tot_49over,F_Tot_hours_NS,F_Tot_Tot
SSC50988,15,9,11,25,112,150,75,145,9,561,20,36,36,34,183,235,102,149,8,786,37,65,82,107,358,412,184,289,32,1560,10,57,49,46,41,57,31,51,10,351,9,25,28,18,111,132,37,36,8,396,3,73,52,37,64,56,31,56,10,384,15,37,37,48,132,127,68,157,15,634,18,104,110,61,129,97,41,74,15,646,0,5,6,4,13,18,4,11,38,109,118,408,412,394,1148,1274,566,966,136,5434,12,19,16,34,90,86,37,50,5,352,52,103,92,112,239,172,100,77,4,961,0,27,45,42,80,33,17,22,4,277,32,165,156,183,131,70,28,42,17,820,45,121,157,161,306,175,66,58,12,1104,20,198,124,92,83,54,15,14,14,618,6,5,13,12,26,10,9,15,4,96,14,126,82,70,69,27,13,13,7,432,5,10,8,3,14,0,3,3,27,70,186,789,695,713,1046,631,287,290,91,4727
SSC50989,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
SSC50990,7,21,18,23,30,100,77,210,4,489,17,48,38,48,89,192,88,197,3,717,11,24,11,19,31,56,31,60,3,245,12,36,18,16,16,12,6,10,3,131,0,14,6,9,26,28,18,8,0,107,0,38,11,14,17,23,20,24,3,148,3,9,5,11,3,3,13,8,0,56,4,41,26,18,18,13,4,18,3,149,0,3,0,0,3,5,0,14,4,39,57,233,139,152,233,423,259,541,31,2068,10,19,21,35,24,62,26,43,0,230,30,116,130,118,100,160,45,110,15,821,0,10,9,9,7,7,3,3,0,59,11,81,65,48,20,16,4,15,3,264,6,92,66,37,68,35,13,15,3,345,6,71,35,18,19,12,9,8,0,171,0,3,3,0,0,0,0,3,0,9,0,26,13,11,6,3,0,3,0,69,0,0,7,3,5,0,0,0,10,26,69,412,353,276,256,297,96,201,35,1998
SSC50991,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC50992,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC50993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50994,3,9,8,3,5,18,17,52,0,114,0,0,8,0,5,6,6,12,0,31,3,12,3,6,31,28,22,24,5,135,3,10,0,0,4,8,4,5,0,39,0,3,3,0,0,3,0,3,0,17,0,9,0,3,5,3,0,3,0,21,8,4,4,4,9,11,13,39,3,90,6,15,4,26,25,27,15,16,9,137,0,0,0,0,0,0,0,0,5,10,32,51,28,50,90,111,71,152,19,604,4,5,4,3,7,7,9,11,0,57,4,8,7,27,10,7,5,9,0,79,0,8,10,10,7,3,3,0,0,43,3,10,11,22,10,3,4,5,0,74,6,18,26,18,23,10,3,3,0,118,3,15,12,14,13,4,4,0,3,72,0,0,4,0,0,0,0,0,0,9,0,24,15,9,5,4,0,5,0,62,0,0,0,0,0,0,0,0,0,3,23,89,85,106,74,47,30,37,5,503
SSC50995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5
SSC50996,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11
SSC50997,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC50998,0,9,7,11,13,60,48,99,4,252,13,36,18,16,45,117,52,144,0,444,0,10,10,7,12,18,7,12,0,74,0,42,6,10,4,5,3,6,0,83,0,15,3,3,7,7,4,3,0,48,7,24,7,3,7,7,4,17,0,70,0,8,3,6,0,0,0,7,0,25,4,16,11,4,3,9,0,6,0,51,0,3,0,0,0,8,0,0,4,21,25,158,62,55,92,225,120,303,8,1060,4,14,16,18,7,16,11,29,0,112,16,74,81,80,59,73,27,34,0,439,0,6,3,4,8,4,3,4,0,27,3,51,14,21,5,8,0,3,0,103,3,56,44,31,35,29,9,10,0,210,3,44,13,8,7,6,3,0,0,93,0,0,0,0,0,0,0,0,0,3,0,10,3,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,8,27,260,179,166,116,136,57,76,5,1016
SSC50999,4,0,0,0,3,7,6,10,0,28,0,4,4,3,4,6,4,4,0,30,0,3,3,0,3,9,5,3,3,29,4,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,15,0,0,0,0,0,3,0,4,0,16,0,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,6,17,5,14,15,24,20,35,3,148,0,0,0,3,0,0,0,0,0,3,0,3,6,3,13,0,4,0,0,33,0,0,0,0,3,0,0,0,0,5,4,0,3,5,4,0,4,0,0,23,0,10,3,5,8,3,4,0,0,31,0,3,8,0,7,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8,23,23,21,32,11,10,6,3,137
SSC51000,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,8,3,0,0,21,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,3,0,0,0,16
SSC51001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51002,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC51003,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,5,0,9,0,0,0,3,0,3,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,12,3,17,0,42,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,0,0,0,0,10,0,6,0,0,0,5,0,0,0,7,0,3,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,3,6,6,7,6,7,0,40
SSC51004,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,3,0,0,8,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,10,15,0,3,0,36,0,0,0,0,0,0,0,0,0,0,0,5,4,3,27,16,0,3,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,12,0,0,0,0,3,0,0,0,0,10,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,9,0,0,6,3,46
SSC51005,4,3,6,12,35,109,57,149,3,382,16,38,19,47,110,204,121,184,3,754,13,9,21,17,38,93,39,71,5,314,7,20,4,15,9,20,7,14,0,97,12,10,5,8,30,38,11,12,0,131,0,19,3,5,12,24,9,27,4,98,3,14,6,6,15,16,9,22,3,86,4,42,10,14,17,11,3,17,4,120,0,3,0,0,0,8,0,0,5,18,61,164,88,124,269,524,265,494,30,2009,8,10,26,34,36,41,32,57,0,241,60,93,144,138,115,134,67,100,5,851,3,12,6,6,17,8,4,6,0,63,13,65,59,35,21,21,9,13,4,239,8,50,61,45,82,53,25,13,13,343,8,78,28,24,19,12,6,13,3,189,0,0,0,0,0,3,4,0,0,5,0,29,11,8,4,3,0,3,0,54,3,3,0,3,0,3,3,3,4,27,106,341,327,284,294,282,148,191,27,2013
SSC51006,3,0,3,3,12,16,15,31,0,87,5,8,4,6,30,25,15,21,0,109,6,12,11,13,43,66,39,74,3,270,3,3,3,3,0,13,8,3,0,42,3,0,0,0,3,3,4,0,0,23,0,12,6,5,4,7,8,9,0,39,4,0,0,3,14,13,14,52,0,113,3,16,7,15,9,19,10,6,3,96,0,0,0,0,3,4,4,3,5,24,39,48,44,45,128,173,117,206,10,807,0,5,8,0,14,10,12,10,0,59,6,17,27,32,20,27,9,16,0,148,0,3,10,17,10,9,4,6,0,57,8,22,24,29,15,13,7,6,3,124,4,32,37,28,40,18,9,7,3,182,0,27,17,15,11,0,7,0,0,78,0,0,0,0,4,0,0,0,0,7,0,28,6,8,4,7,0,5,0,55,0,0,3,0,0,3,0,0,0,7,24,130,120,133,117,84,47,49,10,723
SSC51007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5
SSC51008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51009,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9
SSC51010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51011,12,22,14,19,47,138,86,213,4,561,27,75,58,69,160,271,145,271,12,1080,16,25,25,35,82,108,47,95,7,438,11,54,30,43,34,30,12,16,0,222,5,19,19,8,41,54,22,29,4,202,4,47,21,20,41,23,7,27,4,200,3,21,4,6,22,21,10,36,0,120,11,25,42,13,23,16,13,9,5,161,3,4,0,0,5,5,3,9,13,43,81,290,217,220,446,670,348,702,47,3025,18,19,28,27,61,76,49,90,6,367,48,119,141,162,201,214,122,149,10,1163,6,13,18,11,21,14,11,11,0,113,17,91,74,52,34,29,14,12,13,338,13,89,62,71,111,92,34,33,4,508,8,83,65,49,46,15,8,15,4,306,0,0,3,0,3,3,0,3,0,17,0,31,32,15,13,8,0,0,7,98,3,0,4,0,5,6,3,3,7,33,127,446,434,391,492,458,240,314,49,2945
SSC51012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51013,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC51014,0,4,0,0,0,0,0,4,0,6,0,0,0,0,4,3,0,0,0,11,0,0,0,0,0,3,0,15,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,6,0,13,0,3,0,0,4,6,0,3,0,15,0,0,0,0,0,0,0,5,0,3,5,10,0,3,10,12,6,32,3,82,0,0,0,0,0,0,0,9,0,9,0,4,0,0,3,0,0,0,0,13,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,0,8,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,3,3,5,7,13,8,13,5,15,3,67
SSC51015,0,0,3,0,0,4,6,10,0,28,3,3,3,4,10,11,8,0,0,43,3,0,6,3,23,20,7,13,0,74,0,4,4,3,0,5,0,3,0,24,0,0,0,0,3,3,0,0,0,10,0,4,0,3,7,0,0,0,0,18,3,0,0,3,8,3,3,7,0,28,0,6,7,5,9,3,5,0,0,49,0,0,0,0,0,0,0,3,0,4,16,21,26,29,58,47,39,41,8,282,0,0,3,3,3,3,0,7,0,23,8,7,8,16,15,8,8,4,0,90,0,0,0,5,0,0,0,0,0,17,3,9,5,13,8,7,0,3,0,43,0,3,10,7,14,5,0,3,0,49,0,13,8,8,12,3,0,0,0,43,0,0,0,0,0,0,0,0,0,3,0,9,3,3,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,19,41,38,50,58,34,9,21,3,275
SSC51016,5,3,4,3,12,20,23,48,0,114,0,11,6,12,25,30,10,13,0,104,11,5,13,16,31,60,32,44,3,212,0,3,4,8,9,5,4,4,0,35,0,3,0,3,16,10,4,10,0,50,4,14,4,8,6,7,5,13,0,63,3,4,9,0,18,23,8,29,3,100,0,21,9,10,14,16,6,14,3,86,0,0,0,0,0,0,0,3,0,11,28,66,44,59,132,173,95,173,11,777,3,3,8,3,6,14,3,7,0,46,11,18,17,29,23,29,9,18,0,152,0,8,3,9,9,7,0,0,0,38,4,30,21,38,22,8,6,10,0,134,3,26,31,33,40,13,7,3,0,169,4,36,18,14,6,8,3,6,0,90,0,0,3,0,3,4,0,0,0,11,0,19,5,9,3,0,0,0,3,40,0,0,0,0,3,0,0,0,5,10,20,141,100,133,117,83,33,45,9,687
