SSC_CODE_2016,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
SSC50693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,12,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,3,0,0
SSC50694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SSC50695,0,3,3,0,0,6,0,0,20,0,4,9,3,3,0,0,0,12,3,19,15,8,6,14,21,3,89,3,3,0,3,0,4,7,0,23,0,0,3,0,0,0,0,0,3,0,11,3,6,3,3,4,3,36,0,5,0,0,0,4,3,3,21,5,18,5,17,11,6,18,10,86,5,11,5,0,8,3,3,0,30,5,3,4,0,3,3,0,0,21,0,3,4,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,3,7,0,9,5,9,8,6,54,26,78,55,50,42,54,62,38,407,0,3,3,3,0,0,0,3,16,0,0,0,0,0,0,0,0,7,0,7,3,5,0,0,0,0,10,0,3,3,0,0,0,0,0,9,0,4,5,3,0,0,0,0,8,4,18,10,11,6,11,16,12,99,0,4,3,6,16,15,11,8,60,7,18
SSC50696,8,21,8,11,14,7,0,0,70,23,42,23,12,7,0,0,0,115,108,209,134,147,140,72,37,0,843,25,71,28,53,51,28,16,0,274,4,11,8,6,9,0,0,0,41,14,41,24,28,13,3,5,0,128,9,13,13,11,24,13,0,0,91,42,97,57,66,47,22,8,4,350,35,42,28,32,30,11,0,0,182,19,30,16,6,4,0,0,0,74,15,19,21,16,14,5,4,0,97,4,0,0,0,0,0,0,3,11,4,11,5,5,11,3,0,0,38,54,79,44,43,40,33,24,8,329,370,681,411,444,403,189,98,29,2627,11,23,15,8,12,0,3,0,62,3,10,9,3,4,0,0,0,23,7,16,13,6,0,6,3,0,47,0,5,6,4,0,0,0,0,23,5,3,6,5,0,0,0,0,19,46,113,73,75,63,19,6,7,389,28,60,55,54,57,22,10,0,281,63,152
SSC50697,5,17,10,10,3,4,0,0,55,3,34,23,9,6,0,0,0,70,20,113,74,46,23,19,18,5,326,8,60,20,16,23,9,8,4,140,3,7,9,3,3,0,0,0,24,3,20,16,13,5,0,0,0,53,0,20,6,11,11,3,8,0,54,14,78,58,32,28,9,3,0,225,6,38,27,24,9,10,0,0,114,4,27,14,5,4,0,0,0,62,4,12,18,11,3,0,0,0,56,0,0,0,0,0,0,0,0,3,0,4,9,0,3,0,0,0,14,13,52,29,18,16,14,13,12,172,94,475,309,195,140,82,50,30,1377,7,27,12,3,0,0,0,0,57,0,5,4,3,0,0,0,0,16,3,13,12,3,4,0,0,3,44,0,7,3,3,0,0,0,0,14,0,6,3,8,0,0,0,0,23,6,81,59,30,27,12,10,3,224,5,48,23,30,32,3,10,4,155,19,155
SSC50698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,13,11,3,0,41,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,6,3,0,0,18,4,3,9,16,22,24,4,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,5,0,5,0,0,10,0,0,0,3,4,3,0,0,14,0,0
SSC50699,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,19,22,11,6,0,0,0,65,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,8,0,0,0,0,31,3,48,47,28,9,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SSC50700,0,0,4,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,6,29,29,34,52,34,13,0,198,3,6,11,9,7,6,6,0,49,3,7,8,0,0,0,0,0,16,0,0,4,0,3,0,0,0,8,0,0,3,3,4,5,0,0,14,0,0,4,7,5,7,3,0,28,0,3,0,0,3,0,0,0,6,0,4,0,0,3,0,0,0,4,0,0,3,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,11,15,14,19,23,19,14,3,110,27,62,78,76,108,75,40,5,460,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,14,3,5,4,5,14,6,3,0,41,0,12,12,10,12,3,4,0,50,3,11
SSC50701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50702,3,8,21,17,6,20,9,3,89,3,10,26,9,11,7,0,0,58,35,68,91,141,121,127,67,16,669,21,19,32,36,37,47,16,4,212,0,10,4,8,12,8,3,4,45,3,3,23,19,6,14,7,3,74,0,6,17,15,22,22,10,4,100,7,17,33,40,43,44,12,4,202,7,3,13,26,21,34,9,0,113,7,16,9,6,7,3,0,5,44,3,6,7,6,7,3,0,0,38,0,0,0,0,0,0,0,0,0,0,3,3,11,3,8,0,0,27,33,31,30,19,32,31,32,15,220,119,197,302,352,325,361,174,55,1888,5,10,22,8,9,12,3,3,66,0,0,4,7,0,0,0,0,11,0,6,15,14,6,3,3,0,50,0,3,3,3,3,0,0,0,18,0,7,7,0,3,0,3,0,28,21,27,42,57,64,51,41,3,307,12,38,48,69,68,70,34,9,342,8,39
SSC50703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,0,0,16,4,13,17,3,7,3,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,0,0
SSC50704,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3,8,11,15,30,49,36,8,0,156,5,6,5,7,18,13,4,0,64,0,3,0,0,3,4,0,0,13,0,0,0,0,5,0,0,0,12,0,0,6,3,4,3,0,0,16,0,3,3,3,5,4,3,0,26,0,3,0,6,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,9,9,5,4,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,12,11,12,11,31,22,12,3,109,30,34,45,76,123,93,30,8,448,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,4,0,6,5,11,13,0,0,47,0,6,13,6,11,4,3,0,39,0,3
SSC50705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50706,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,6,4,9,15,7,3,0,48,3,3,0,4,0,4,0,0,20,0,0,0,3,9,7,0,0,23,0,0,0,0,0,0,0,0,5,0,0,0,0,4,5,0,0,11,3,0,0,3,3,4,0,0,11,0,0,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,8,7,6,0,0,28,15,12,24,31,35,40,4,0,172,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,3,4,12,6,3,0,0,34,0,0,3,12,14,3,0,0,33,4,0
SSC50707,7,16,7,3,3,0,0,0,44,3,11,4,0,0,0,0,0,12,61,171,89,86,44,20,7,0,480,3,13,7,10,14,8,0,3,63,3,3,7,6,0,3,0,0,23,0,5,4,3,3,3,0,0,24,3,11,6,6,8,0,0,0,31,4,26,16,16,10,3,0,0,71,0,23,11,6,7,0,0,0,49,0,4,4,3,0,0,0,0,12,0,9,8,4,4,3,0,0,26,0,0,0,0,0,0,0,0,0,0,7,0,7,4,0,0,0,16,24,73,45,43,41,20,7,4,261,111,362,205,200,141,65,25,7,1110,3,5,0,0,0,0,0,0,14,0,5,4,0,0,0,0,0,9,3,15,4,3,0,0,0,0,24,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,14,25,22,13,14,4,4,0,109,10,37,21,16,13,5,8,0,103,19,45
SSC50708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0
SSC50709,3,3,4,18,11,10,0,0,44,9,7,16,11,0,0,0,0,48,21,49,64,93,98,89,21,9,449,13,29,36,48,25,24,11,0,187,0,4,3,17,0,0,3,0,27,9,9,6,12,16,5,3,0,62,0,3,7,13,15,11,3,0,58,8,23,36,55,45,37,7,3,207,7,5,12,21,13,11,3,0,78,5,4,3,3,3,3,0,3,35,0,8,3,9,3,4,0,3,28,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,18,28,18,27,33,17,18,11,9,155,100,174,225,345,252,210,62,25,1394,7,7,9,7,3,3,0,0,39,0,3,5,7,4,0,0,0,15,0,3,7,5,4,0,0,0,18,3,0,0,3,3,0,0,0,7,0,4,3,0,3,0,0,0,14,8,38,44,55,43,24,9,6,235,12,17,50,59,60,32,12,4,240,26,44
SSC50710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,6,0,0,0,24,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0
SSC50711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,4,3,0,0,0,0,24,11,13,10,6,3,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,9,0,0
SSC50712,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,26,16,18,17,4,0,0,85,0,0,0,3,0,4,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,17,23,14,0,0,0,100,20,59,49,49,33,9,4,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,4,0,3,0,0,0,0,12,3,3
SSC50713,0,4,8,3,0,0,0,0,17,0,0,3,0,0,0,0,0,3,24,44,37,44,27,22,0,0,193,0,11,0,5,6,3,0,0,28,0,0,3,0,0,0,0,0,3,0,5,5,3,0,0,0,0,13,0,0,0,3,3,0,0,0,8,0,0,3,0,0,0,0,0,11,0,3,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,19,13,24,8,8,3,0,95,43,94,69,87,54,30,4,0,392,0,10,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,7,6,7,4,0,0,0,23,3,0,7,5,3,3,0,0,29,4,15
SSC50714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,15,3,0,41,0,0,0,3,0,8,0,0,14,0,0,0,0,0,4,0,0,4,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,17,4,3,16,18,22,36,10,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,4,3,0,0,12,0,3,8,5,5,0,0,0,19,0,0
SSC50715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50716,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,15,8,3,0,36,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,5,0,4,0,16,3,3,7,17,21,16,5,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,6,0,0,0,3,0,0,4,4,0,3,0,0,14,0,0
SSC50717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,3,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0
SSC50718,8,9,8,5,8,3,0,0,35,3,10,7,5,3,0,0,0,39,21,34,17,14,22,6,3,0,123,3,9,0,7,4,7,0,0,29,0,0,3,0,0,0,0,0,7,5,17,4,3,3,3,0,0,33,0,0,3,0,0,0,0,0,9,22,29,14,12,3,3,3,0,88,3,5,0,4,3,0,0,0,26,3,3,3,0,0,0,3,0,17,0,3,3,0,3,3,0,0,15,4,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,9,21,10,6,3,7,3,0,3,65,95,145,70,63,61,35,10,5,500,7,8,8,7,3,3,0,0,35,0,0,3,4,0,0,0,0,10,4,9,3,0,4,0,0,0,21,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,9,28,14,8,5,3,0,0,69,0,11,8,10,7,3,0,0,34,22,41
SSC50719,12,17,34,14,26,8,3,0,116,9,36,18,15,21,3,0,0,97,60,154,121,165,177,116,54,6,849,23,28,24,26,37,24,21,5,188,5,9,12,11,6,8,0,0,47,6,34,25,9,20,10,6,0,118,3,7,11,13,30,22,7,0,90,34,92,68,67,77,37,12,5,400,27,46,22,25,25,11,3,0,158,10,20,8,10,4,3,0,0,54,11,4,15,20,19,11,0,0,78,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,15,23,45,31,35,36,20,16,7,212,220,498,390,412,473,277,119,31,2419,25,42,13,13,16,5,0,0,112,0,9,3,4,4,0,0,0,21,0,21,14,8,8,3,8,0,60,0,15,5,4,6,0,0,0,29,5,6,6,0,0,0,0,0,20,43,103,60,59,54,26,15,7,368,11,45,51,75,86,25,17,3,309,41,107
