SSC_CODE_2016,F_ID_NS_0,F_ID_NS_1_15,F_ID_NS_16_24,F_ID_NS_25_34,F_ID_NS_35_39,F_ID_NS_40,F_ID_NS_41_48,F_ID_NS_49over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_15,F_Tot_16_24,F_Tot_25_34,F_Tot_35_39,F_Tot_40,F_Tot_41_48,F_Tot_49over,F_Tot_hours_NS,F_Tot_Tot,P_AgriForestFish_0,P_AgriForestFish_1_15,P_AgriForestFish_16_24,P_AgriForestFish_25_34,P_AgriForestFish_35_39,P_AgriForestFish_40,P_AgriForestFish_41_48,P_AgriForestFish_49over,P_AgriForestFish_hours_NS,P_AgriForestFish_Tot,P_Min_0,P_Min_1_15,P_Min_16_24,P_Min_25_34,P_Min_35_39,P_Min_40,P_Min_41_48,P_Min_49over,P_Min_hours_NS,P_Min_Tot,P_Mnfg_0,P_Mnfg_1_15,P_Mnfg_16_24,P_Mnfg_25_34,P_Mnfg_35_39,P_Mnfg_40,P_Mnfg_41_48,P_Mnfg_49over,P_Mnfg_hours_NS,P_Mnfg_Tot,P_EGW_WS_0,P_EGW_WS_1_15,P_EGW_WS_16_24,P_EGW_WS_25_34,P_EGW_WS_35_39,P_EGW_WS_40,P_EGW_WS_41_48,P_EGW_WS_49over,P_EGW_WS_hours_NS,P_EGW_WS_Tot,P_Cnstn_0,P_Cnstn_1_15,P_Cnstn_16_24,P_Cnstn_25_34,P_Cnstn_35_39,P_Cnstn_40,P_Cnstn_41_48,P_Cnstn_49over,P_Cnstn_hours_NS,P_Cnstn_Tot,P_WTrade_0,P_WTrade_1_15,P_WTrade_16_24,P_WTrade_25_34,P_WTrade_35_39,P_WTrade_40,P_WTrade_41_48,P_WTrade_49over,P_WTrade_hours_NS,P_WTrade_Tot,P_RTrade_0,P_RTrade_1_15,P_RTrade_16_24,P_RTrade_25_34,P_RTrade_35_39,P_RTrade_40,P_RTrade_41_48,P_RTrade_49over,P_RTrade_hours_NS,P_RTrade_Tot,P_AccomFoodS_0,P_AccomFoodS_1_15,P_AccomFoodS_16_24,P_AccomFoodS_25_34,P_AccomFoodS_35_39,P_AccomFoodS_40,P_AccomFoodS_41_48,P_AccomFoodS_49over,P_AccomFoodS_hours_NS,P_AccomFoodS_Tot,P_TransPostWhse_0,P_TransPostWhse_1_15,P_TransPostWhse_16_24,P_TransPostWhse_25_34,P_TransPostWhse_35_39,P_TransPostWhse_40,P_TransPostWhse_41_48,P_TransPostWhse_49over,P_TransPostWhse_hours_NS,P_TransPostWhse_Tot,P_InfoMedTelecom_0,P_InfoMedTelecom_1_15,P_InfoMedTelecom_16_24,P_InfoMedTelecom_25_34,P_InfoMedTelecom_35_39,P_InfoMedTelecom_40,P_InfoMedTelecom_41_48,P_InfoMedTelecom_49over,P_InfoMedTelecom_hours_NS,P_InfoMedTelecom_Tot,P_FinInsurS_0,P_FinInsurS_1_15,P_FinInsurS_16_24,P_FinInsurS_25_34,P_FinInsurS_35_39,P_FinInsurS_40,P_FinInsurS_41_48,P_FinInsurS_49over,P_FinInsurS_hours_NS,P_FinInsurS_Tot,P_RentHirREserv_0,P_RentHirREserv_1_15,P_RentHirREserv_16_24,P_RentHirREserv_25_34,P_RentHirREserv_35_39,P_RentHirREserv_40,P_RentHirREserv_41_48,P_RentHirREserv_49over,P_RentHirREserv_hours_NS,P_RentHirREserv_Tot,P_ProScieTechServ_0,P_ProScieTechServ_1_15,P_ProScieTechServ_16_24,P_ProScieTechServ_25_34,P_ProScieTechServ_35_39,P_ProScieTechServ_40,P_ProScieTechServ_41_48,P_ProScieTechServ_49over,P_ProScieTechServ_hours_NS,P_ProScieTechServ_Tot,P_AdminSupServ_0,P_AdminSupServ_1_15,P_AdminSupServ_16_24,P_AdminSupServ_25_34,P_AdminSupServ_35_39,P_AdminSupServ_40,P_AdminSupServ_41_48,P_AdminSupServ_49over,P_AdminSupServ_hours_NS,P_AdminSupServ_Tot,P_PubAdmiSafety_0,P_PubAdmiSafety_1_15,P_PubAdmiSafety_16_24,P_PubAdmiSafety_25_34,P_PubAdmiSafety_35_39,P_PubAdmiSafety_40,P_PubAdmiSafety_41_48,P_PubAdmiSafety_49over,P_PubAdmiSafety_hours_NS,P_PubAdmiSafety_Tot,P_EducTrain_0,P_EducTrain_1_15,P_EducTrain_16_24,P_EducTrain_25_34,P_EducTrain_35_39,P_EducTrain_40,P_EducTrain_41_48,P_EducTrain_49over,P_EducTrain_hours_NS,P_EducTrain_Tot,P_HealthCareSocA_0,P_HealthCareSocA_1_15,P_HealthCareSocA_16_24,P_HealthCareSocA_25_34,P_HealthCareSocA_35_39,P_HealthCareSocA_40,P_HealthCareSocA_41_48,P_HealthCareSocA_49over,P_HealthCareSocA_hours_NS,P_HealthCareSocA_Tot,P_ArtRecServ_0,P_ArtRecServ_1_15,P_ArtRecServ_16_24,P_ArtRecServ_25_34,P_ArtRecServ_35_39,P_ArtRecServ_40,P_ArtRecServ_41_48,P_ArtRecServ_49over,P_ArtRecServ_hours_NS,P_ArtRecServ_Tot
SSC50029,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,0,14,0,3,0,0,0,0,0,17,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50030,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,0,3,0,21,0,3,4,3,0,0,0,16,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC50031,0,6,0,4,3,3,0,3,3,27,27,97,79,80,132,126,38,81,6,677,0,0,0,0,3,0,0,0,0,12,11,0,0,0,5,12,12,38,0,79,0,3,0,0,8,24,7,12,0,61,4,0,0,0,10,4,5,3,0,18,4,3,7,11,9,28,15,43,0,120,0,0,5,5,11,6,3,7,0,42,5,19,12,15,15,19,16,19,0,119,3,15,11,7,7,9,6,16,0,75,5,7,3,10,15,13,12,19,4,83,0,3,0,0,7,4,4,5,0,23,3,3,4,3,9,17,3,8,0,50,0,5,4,3,10,9,3,8,0,35,0,13,13,4,17,31,5,20,0,95,4,5,9,3,5,11,0,6,0,38,3,4,5,4,28,22,11,10,0,83,8,12,18,12,18,14,9,11,0,108,7,19,17,21,33,25,9,11,3,136,3,10,5,7,10,16,4,21,0,68
SSC50032,0,4,0,0,0,3,0,0,3,11,19,85,82,89,130,78,37,33,6,557,0,0,0,0,3,3,0,3,0,9,6,0,0,0,7,9,6,36,3,63,0,3,8,4,21,13,6,8,0,67,0,0,0,0,12,0,0,0,0,17,4,7,9,21,22,44,18,38,5,152,0,3,3,3,10,6,3,8,0,32,0,33,21,16,23,9,6,6,3,120,0,16,12,11,9,6,0,5,0,55,0,6,3,10,6,7,8,8,0,46,0,0,3,6,3,4,0,0,0,19,0,0,5,3,5,6,3,4,0,31,0,3,0,3,7,4,0,0,0,20,4,7,6,6,12,19,9,9,0,70,0,4,4,4,3,11,4,4,0,37,3,6,5,4,17,18,11,12,0,76,9,12,7,8,24,17,4,14,0,95,9,11,23,29,48,18,5,3,0,153,0,7,0,0,3,0,0,5,0,19
SSC50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50034,3,0,0,0,0,0,0,0,0,5,9,46,43,37,51,34,13,30,3,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,30,0,4,3,8,9,6,3,7,0,44,0,0,0,0,0,0,0,0,0,7,0,0,4,5,7,13,3,14,0,49,0,0,3,4,6,0,0,3,0,16,0,12,5,8,9,4,4,7,0,52,3,14,8,3,4,0,0,7,0,44,3,3,8,4,8,8,4,3,0,33,0,0,0,3,0,3,0,3,0,8,0,0,3,3,3,4,0,5,0,17,0,0,0,0,0,3,0,0,0,6,0,8,3,3,7,9,5,10,0,42,0,0,6,3,0,0,0,0,0,17,5,3,4,6,11,5,7,4,0,51,0,3,0,5,6,7,4,6,0,36,3,11,5,18,12,11,3,4,0,65,0,3,10,0,0,5,0,3,0,18
SSC50035,3,16,7,5,7,9,3,3,12,66,63,332,251,207,183,210,96,119,20,1471,0,0,3,0,3,3,0,0,0,7,8,3,5,10,7,29,20,75,0,165,12,24,5,9,23,32,23,40,0,163,0,0,0,0,7,6,4,4,0,26,4,28,20,12,28,69,23,69,0,250,0,9,6,5,13,21,9,22,0,88,12,80,30,30,27,32,17,33,0,261,7,81,24,22,8,10,8,10,3,169,3,7,11,9,22,21,12,20,0,115,0,4,0,0,7,6,4,3,0,26,4,5,16,10,9,21,9,22,0,93,7,12,14,16,20,16,5,34,3,124,10,31,29,33,39,66,35,70,0,310,0,28,11,3,9,19,11,9,0,74,8,16,9,11,32,35,10,18,0,148,3,51,54,45,39,50,34,41,3,325,13,57,62,59,62,40,37,46,0,371,3,18,7,3,3,3,3,10,0,51
SSC50036,3,17,13,13,9,17,8,4,14,86,86,412,397,381,435,319,135,118,29,2325,0,3,0,10,5,6,7,3,0,35,9,3,8,3,17,57,36,83,0,217,7,14,18,19,76,74,62,55,3,320,3,0,0,0,21,15,12,10,0,62,14,15,23,38,64,138,58,125,3,473,5,10,14,11,22,45,20,29,0,149,7,133,74,67,87,59,21,35,6,491,8,119,49,35,24,28,22,26,3,300,6,16,18,19,43,44,22,33,0,207,6,7,4,0,9,8,8,3,0,45,5,6,15,6,20,32,13,17,0,119,0,4,6,9,12,17,5,13,0,74,6,20,17,26,48,76,28,41,0,267,7,22,8,14,18,27,10,11,0,125,14,14,31,20,98,79,35,31,0,319,11,61,62,78,85,64,33,49,0,445,17,62,110,118,138,92,40,26,9,619,3,26,4,4,10,5,3,14,0,68
SSC50037,0,11,3,0,4,0,0,3,9,33,75,247,250,240,271,203,100,82,20,1481,3,0,4,0,3,0,0,9,0,23,15,0,0,3,8,37,27,82,3,178,9,10,11,13,61,49,30,27,0,203,3,0,0,3,16,12,3,6,0,43,4,12,19,28,36,92,47,91,7,328,0,3,5,4,25,27,13,13,0,90,9,67,44,42,43,31,22,24,3,284,10,56,30,15,11,13,6,13,10,164,11,3,3,9,24,27,23,30,0,134,0,3,3,3,11,12,3,4,0,31,7,4,13,9,21,27,12,17,0,118,3,4,0,4,12,13,0,8,0,48,11,13,20,21,45,74,25,27,0,229,0,14,9,19,16,18,12,12,0,95,4,5,22,14,60,50,23,22,3,201,13,36,35,44,36,40,37,30,0,274,25,38,70,79,92,59,21,23,3,409,4,11,3,3,6,4,3,5,0,35
SSC50038,0,3,4,0,0,0,0,0,3,7,20,56,37,48,25,16,14,23,5,243,0,3,3,4,5,4,0,8,0,32,6,0,0,0,0,0,0,8,0,17,5,3,0,3,4,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,15,3,11,0,57,0,0,0,0,3,0,0,0,0,5,4,20,10,16,12,3,8,8,0,74,8,16,9,9,6,9,0,11,3,79,0,4,3,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,10,0,4,0,0,0,5,0,20,0,3,0,4,0,0,0,0,0,9,3,6,3,3,3,3,0,0,0,22,3,0,0,6,8,7,0,0,0,24,0,4,9,0,5,0,3,3,0,26,3,12,10,10,4,3,0,5,0,47,0,0,0,0,0,3,0,0,0,3
SSC50039,6,15,10,6,13,10,0,3,23,91,131,577,492,540,529,304,169,202,54,3005,0,18,6,9,10,12,11,34,3,99,48,10,12,11,15,60,132,262,7,554,26,22,26,38,108,158,205,136,5,731,8,3,0,4,48,19,26,36,0,141,26,37,32,41,92,155,82,208,7,673,3,5,3,11,27,24,15,19,0,110,26,190,118,99,154,80,60,68,8,810,13,139,57,57,33,32,4,24,5,363,12,12,19,13,40,49,26,69,7,254,0,11,0,3,9,4,3,4,0,34,8,13,6,15,19,14,10,18,0,101,5,5,9,8,28,7,4,8,0,85,7,21,21,22,33,35,17,44,0,200,8,40,31,24,11,16,9,21,0,151,13,24,34,27,74,70,32,28,3,311,21,81,81,100,83,69,40,60,4,545,37,76,110,155,135,65,30,48,3,656,3,19,6,5,22,4,4,8,0,77
SSC50040,3,11,6,8,17,15,7,4,12,78,98,359,314,416,547,410,142,188,28,2511,0,3,4,4,3,10,0,3,0,30,33,3,12,5,22,53,34,205,3,357,0,20,8,22,95,79,47,57,0,331,5,3,3,3,15,13,11,18,0,62,8,26,15,36,85,139,65,131,3,504,3,6,10,6,48,36,29,41,0,179,15,113,72,80,126,83,50,52,13,596,9,78,42,48,29,45,33,29,0,317,13,16,18,31,69,82,52,71,7,356,0,3,0,3,9,12,5,7,0,45,3,3,8,9,43,36,9,8,0,127,5,7,5,8,19,26,15,11,0,94,5,16,18,30,41,65,20,34,3,227,12,30,15,20,27,27,13,18,0,164,36,8,17,25,90,114,49,49,0,386,8,43,46,70,79,64,27,58,3,401,25,44,72,108,161,68,27,44,3,560,3,7,7,7,8,11,7,8,0,60
SSC50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50043,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,12,0,0,0,0,0,0,0,18,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50044,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50045,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,0,0,0,0,0,5,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
SSC50046,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,7,0,0,0,0,0,3,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50048,0,0,0,0,0,0,0,0,0,0,0,7,3,9,7,11,3,23,0,62,4,9,8,7,0,9,3,51,0,89,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SSC50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC50051,0,0,0,3,3,4,0,0,3,15,11,38,26,30,55,41,22,17,3,251,0,3,0,3,0,4,0,0,0,12,5,0,0,0,6,0,3,23,0,39,0,4,3,0,5,8,3,3,0,28,0,0,0,0,3,3,0,0,0,10,4,0,0,8,9,11,6,18,0,55,0,0,0,3,7,4,4,0,0,17,3,11,3,9,5,9,0,0,0,41,3,4,4,0,0,0,3,3,0,22,5,0,4,3,9,5,3,10,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,3,3,0,5,4,6,3,0,21,0,3,3,3,3,0,0,0,0,14,4,0,3,3,20,17,12,4,0,63,3,4,3,4,9,8,3,0,0,32,0,6,9,11,11,3,0,5,0,51,0,3,0,0,0,0,5,0,0,6
SSC50052,0,0,0,0,0,0,0,0,0,3,3,3,9,6,4,14,7,6,0,48,3,3,0,3,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,3,3,0,14,0,3,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,5,3,0,0,11,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,3
SSC50053,5,9,8,6,16,9,3,3,18,84,100,328,359,348,488,333,131,137,34,2259,0,0,3,3,5,5,4,4,0,22,8,0,3,6,14,27,21,68,0,146,5,12,21,18,55,58,29,41,3,233,0,4,3,3,20,10,9,7,0,51,18,25,28,39,86,192,63,132,5,584,7,4,11,6,27,22,14,16,0,103,10,135,75,90,87,60,45,43,0,543,10,79,61,49,54,25,20,28,10,339,14,16,21,25,36,44,20,32,0,210,3,4,7,5,15,12,7,3,0,61,4,3,10,9,28,43,15,15,0,139,3,14,4,10,16,17,11,12,0,77,16,16,40,28,82,108,45,50,0,381,8,29,27,25,25,23,9,18,0,163,15,18,20,20,94,68,30,17,0,278,18,52,63,53,74,53,29,41,5,386,26,56,91,68,160,82,28,22,4,537,0,24,6,15,11,15,5,10,3,89
SSC50054,12,39,31,22,43,33,12,18,36,238,348,1039,967,1096,1390,978,423,501,94,6843,5,12,13,8,21,19,9,31,3,109,124,12,31,18,77,91,114,604,7,1067,20,50,34,48,265,263,172,184,8,1041,6,4,3,5,52,59,36,45,3,221,66,79,76,104,232,460,213,483,22,1731,11,5,18,15,76,97,73,97,4,402,60,320,227,238,264,161,106,118,11,1503,26,288,98,100,67,67,42,79,10,780,38,22,28,49,118,152,87,171,12,669,0,15,8,13,31,31,9,11,0,112,13,8,32,36,87,75,22,35,0,311,7,17,11,28,54,52,20,53,0,237,24,58,56,44,151,174,68,108,0,684,16,58,54,54,92,69,39,46,9,426,60,29,73,59,300,330,214,227,9,1303,49,117,120,173,215,164,81,116,8,1053,104,168,248,337,394,206,100,105,17,1676,8,42,11,22,30,12,20,18,0,155
SSC50055,0,23,8,10,11,15,3,9,25,97,85,339,323,344,530,310,123,158,53,2270,4,3,3,12,3,10,0,10,4,48,7,4,0,8,20,22,11,61,0,122,8,18,27,25,151,90,43,35,4,399,3,0,0,0,16,11,9,3,0,43,16,23,30,48,96,151,67,84,6,522,7,4,5,9,39,49,19,9,3,148,21,85,87,79,120,62,43,40,7,551,7,84,76,60,72,37,29,35,5,406,3,26,40,39,66,75,32,59,6,346,6,11,3,3,34,4,5,3,3,66,0,7,0,3,36,22,11,8,0,90,3,7,3,6,18,11,4,6,0,54,0,13,12,21,63,49,30,30,4,215,9,53,53,23,45,41,8,18,0,252,11,19,17,20,83,61,29,25,0,273,8,34,24,47,64,33,31,22,3,271,38,87,132,117,200,115,29,68,15,797,7,14,9,8,16,13,4,4,0,75
SSC50056,0,0,0,0,0,0,0,0,0,3,10,31,20,21,12,4,5,13,4,124,3,0,3,5,0,10,4,15,0,42,3,0,0,0,0,0,3,8,0,21,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,4,0,6,0,16,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,14,0,10,0,3,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,3,0,0,0,11,0,4,0,5,3,0,0,0,0,16,0,3,0,5,6,3,0,0,0,14,0,0,4,8,5,4,0,0,0,24,0,3,6,6,3,0,0,4,0,24,0,0,0,0,5,0,0,0,0,6
