SSC_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SSC51242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51243,3,0,3,7,0,9,4,0,4,0,0,0,8,0,14,4,0,11,3,5,5,0,0,0,8,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,18,33,19,52
SSC51244,3,0,4,3,0,5,0,0,4,0,0,0,5,3,3,3,4,3,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,16,17,36,25,25,50
SSC51245,3,0,3,9,0,9,0,0,3,0,3,3,11,3,16,4,0,7,0,0,3,0,0,3,5,3,10,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,7,0,4,6,0,0,4,0,0,0,0,9,8,20,17,38,52,34,84
SSC51246,3,0,3,5,3,6,0,0,0,0,4,4,3,9,12,3,0,3,0,0,0,0,3,3,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,15,18,17,37
SSC51247,6,10,14,45,36,78,0,0,3,3,3,8,53,39,85,22,18,46,20,19,34,5,3,7,51,44,89,0,0,0,0,0,0,0,9,10,0,3,9,0,0,0,0,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,65,67,128,171,171,340
SSC51248,26,24,54,148,160,310,41,32,74,6,7,12,198,200,397,69,74,138,0,0,0,5,0,5,74,74,144,4,0,4,0,7,7,6,14,20,20,32,55,0,0,3,27,58,84,0,6,6,3,15,18,3,7,6,30,35,70,0,0,0,37,61,97,0,0,3,3,11,11,0,3,3,3,13,19,338,245,585,707,677,1392
SSC51249,83,80,167,625,560,1190,80,107,181,96,96,194,804,763,1566,375,374,752,91,89,179,143,140,285,613,603,1218,28,24,56,9,21,30,54,36,85,25,63,92,0,0,0,115,150,263,70,113,190,16,44,62,18,30,43,25,62,84,0,0,0,135,249,381,12,22,34,17,41,59,0,0,3,38,61,96,570,555,1120,2354,2458,4807
SSC51250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51251,0,0,0,4,3,5,0,4,3,0,0,0,3,4,9,0,4,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,26,19,26,47
SSC51252,0,0,0,5,3,6,0,3,3,0,0,0,5,7,9,0,8,7,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,10,18,28
SSC51253,0,3,3,4,13,11,6,3,8,0,0,0,6,16,26,10,5,15,0,0,0,0,0,0,10,5,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,13,9,23,39,38,75
SSC51254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51255,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,8,5,11
SSC51256,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3
SSC51257,10,0,6,23,21,39,0,0,0,0,0,0,23,26,43,12,4,20,0,0,0,0,0,0,12,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,38,36,76,76,71,148
SSC51258,0,0,3,0,3,6,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,11,12,16
SSC51259,0,0,0,17,7,20,5,4,11,3,0,3,22,8,34,5,0,9,3,0,3,5,14,15,18,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,4,7,0,5,4,0,0,0,0,0,0,0,3,6,22,21,46,72,52,121
SSC51260,53,27,77,160,152,313,71,73,140,53,45,98,283,269,555,91,75,163,78,64,136,41,36,77,209,172,375,50,29,85,42,39,84,14,10,19,15,35,50,0,0,0,120,113,234,132,123,258,90,82,174,15,10,23,21,40,67,0,0,4,267,259,524,26,29,52,15,26,39,3,0,3,46,51,98,238,205,443,1211,1095,2303
SSC51261,0,0,0,6,3,8,0,0,3,0,0,0,9,5,8,0,3,0,0,0,0,0,0,3,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,17,19,13,35
SSC51262,0,0,0,3,3,4,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11
SSC51263,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,9,10,10
SSC51264,6,4,11,27,34,67,25,14,36,12,17,29,65,61,127,21,10,31,18,17,28,17,13,22,46,40,88,0,0,0,0,0,4,3,3,6,3,4,9,0,0,0,12,14,21,0,0,3,0,3,4,0,0,0,0,6,6,0,0,0,3,17,16,0,0,0,0,3,6,0,0,0,4,3,10,56,49,105,194,183,375
SSC51265,0,0,0,3,0,8,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16,12,12,20
SSC51266,0,0,0,0,3,8,8,0,8,0,0,0,7,3,13,7,4,11,0,3,3,0,0,0,6,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,19,20,24,40
SSC51267,57,57,117,300,305,604,79,63,145,123,92,219,499,469,967,216,181,397,99,103,203,138,96,233,453,375,828,23,11,39,12,13,20,38,12,50,24,35,54,0,0,0,95,71,163,82,94,179,17,29,51,9,13,26,16,44,63,0,0,3,131,185,316,12,13,18,13,36,51,0,0,0,25,45,71,276,286,567,1548,1490,3040
SSC51268,0,0,3,5,3,15,0,0,0,0,0,0,5,3,15,3,5,11,0,0,0,0,0,0,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,17,18,37
SSC51269,7,17,27,73,69,144,13,20,36,0,0,0,91,92,183,53,60,106,8,5,12,3,7,7,59,66,132,0,5,5,0,0,0,3,3,8,4,6,6,0,0,0,9,13,20,0,3,3,7,3,6,0,0,0,3,10,12,0,0,0,3,17,24,3,3,3,0,0,3,0,0,0,3,7,8,127,113,241,305,321,629
SSC51270,0,4,5,13,19,31,0,0,0,0,0,0,13,19,31,8,0,14,0,0,0,0,0,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,32,31,64,61,56,122
SSC51271,19,16,33,49,52,96,10,12,26,17,27,44,78,92,168,48,38,90,5,4,6,16,17,26,68,60,124,3,3,3,8,4,12,3,5,7,3,5,4,0,0,0,10,19,28,4,6,8,0,6,6,0,0,0,3,7,8,0,0,0,8,23,31,0,3,3,0,3,6,0,0,0,0,9,9,101,84,183,281,298,576
SSC51272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC51273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,5,3,10
SSC51274,0,0,0,4,0,4,0,3,3,0,3,4,6,3,5,0,0,0,3,3,3,0,0,3,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,14,16,23
SSC51275,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,3,8,17
SSC51276,23,21,41,105,82,188,74,70,144,19,21,44,200,175,376,76,41,114,46,34,87,15,17,27,134,94,227,10,10,25,10,14,21,9,0,9,20,12,31,0,0,0,46,36,88,37,39,83,11,29,43,9,10,15,9,23,37,0,0,0,68,101,174,7,16,20,9,21,29,0,0,0,21,29,49,274,267,543,766,726,1492
SSC51277,0,0,0,4,0,4,0,0,0,0,0,0,5,0,5,4,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,12,5,12
SSC51278,3,4,3,3,5,5,0,0,0,7,7,11,5,6,14,4,3,10,0,0,4,0,0,0,5,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,26,28,50
SSC51279,0,0,0,0,4,4,0,0,0,0,0,0,6,4,9,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,15,10,27
SSC51280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51282,0,0,0,0,0,0,0,3,0,5,11,20,12,15,27,4,0,7,0,0,0,8,4,14,15,9,19,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,32,33,61
SSC51283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51285,32,33,66,188,173,357,40,35,75,22,24,53,253,235,485,97,109,204,31,30,64,32,36,62,159,166,329,15,17,32,9,15,20,10,0,12,11,24,32,0,0,0,45,56,105,31,42,72,14,15,32,4,6,16,14,17,27,0,3,3,63,81,148,3,4,11,9,10,20,0,0,0,9,22,26,218,222,439,778,819,1596
SSC51286,0,0,0,0,3,4,3,0,5,0,0,0,8,5,10,0,3,3,4,7,10,0,0,0,6,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,15,28
SSC51287,44,29,75,256,216,468,34,31,64,15,10,28,298,262,564,244,215,458,15,15,28,23,20,41,276,248,517,18,6,26,16,17,31,14,0,19,12,23,40,0,0,3,59,58,116,150,143,291,40,42,81,14,16,27,36,40,70,0,0,4,233,243,477,3,9,13,13,15,29,0,0,0,16,24,45,97,89,185,1032,948,1978
SSC51288,37,49,79,137,137,276,105,76,182,29,27,59,278,242,519,92,78,168,52,50,102,22,21,42,157,148,307,52,24,80,46,79,131,18,13,35,40,52,90,0,0,0,162,172,334,165,141,312,87,91,178,17,31,44,66,71,140,0,3,3,342,333,677,45,30,70,28,49,81,0,0,0,70,76,154,699,604,1303,1746,1633,3380
SSC51289,3,0,6,14,14,26,3,0,7,3,10,13,18,24,46,16,14,38,3,3,5,3,3,6,25,24,49,3,0,3,0,0,0,3,4,4,0,3,3,0,0,0,4,4,11,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,20,18,39,71,77,152
SSC51290,53,57,117,309,264,566,96,89,185,67,54,116,470,406,869,173,170,347,105,101,204,56,54,115,335,331,664,26,28,58,13,33,48,31,26,59,24,52,78,3,5,7,107,149,254,52,81,129,24,52,73,7,23,26,26,69,97,0,0,0,107,225,325,12,17,30,20,56,75,5,3,3,31,76,109,653,667,1319,1755,1902,3653
SSC51291,0,0,0,5,8,14,0,0,0,0,0,0,5,8,14,10,5,15,0,0,0,0,0,0,10,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,49,15,66,71,26,97
SSC51292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC51293,0,0,0,10,3,11,0,0,0,0,0,0,10,3,11,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,14,20,9,24
SSC51294,5,12,16,41,39,75,3,3,8,0,0,0,45,36,80,32,25,58,3,0,3,3,4,3,34,34,62,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,3,207,57,267,295,147,439
SSC51295,0,0,0,16,20,34,6,6,9,0,0,0,18,23,47,12,12,22,0,0,0,0,0,0,9,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,3,56,42,100,91,88,181
SSC51296,7,3,13,22,16,39,13,18,31,16,12,22,53,45,96,20,18,35,8,6,20,17,9,22,43,36,77,0,3,3,0,0,0,3,3,8,3,3,5,0,0,0,5,11,13,0,0,0,0,4,7,0,3,3,3,3,9,0,0,0,4,17,19,0,0,0,0,0,0,0,0,0,0,0,0,23,23,45,141,128,270
SSC51297,30,35,67,229,175,404,29,42,77,60,46,102,322,263,585,127,142,273,44,49,94,58,40,95,235,223,458,7,22,28,4,7,10,19,11,28,17,30,47,0,0,0,51,67,114,59,70,127,12,17,27,7,14,25,23,55,79,0,5,5,99,152,258,3,3,7,11,22,31,0,0,0,12,19,34,181,194,371,935,953,1886
SSC51298,0,3,3,11,3,12,3,3,5,0,3,3,16,11,20,3,8,11,0,0,3,3,0,3,8,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,5,5,6,13,34,27,60
SSC51299,0,0,0,3,4,4,0,0,0,0,0,0,3,7,13,3,3,3,0,0,0,0,0,3,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,16,15,29
SSC51300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51301,14,13,33,122,124,243,11,8,20,6,9,19,133,141,278,111,115,230,20,21,45,28,30,58,162,168,332,5,6,10,6,8,8,3,3,5,3,14,19,0,0,0,18,29,40,90,71,156,8,13,23,10,4,15,18,16,30,0,4,4,120,112,228,3,3,8,4,10,12,0,0,0,8,16,25,67,99,172,528,576,1102
SSC51302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,21,5,20,26,5,28
SSC51303,0,0,0,3,4,6,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,125,106,228,125,114,234
SSC51304,0,0,0,5,3,7,0,0,0,0,0,3,3,3,6,3,0,3,0,0,0,3,0,4,5,0,8,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,16,24
SSC51305,3,3,8,7,10,9,0,3,3,0,4,7,6,16,18,3,0,3,5,3,8,0,0,0,7,4,10,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,5,3,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,25,34,56
SSC51306,0,0,4,0,8,11,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,11,8,18,21
SSC51307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,0,0,0,0,6,6,3,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,11,13,26
SSC51308,38,38,73,244,178,426,36,30,66,39,42,82,327,255,577,133,105,240,47,45,92,32,44,79,222,194,416,18,11,33,4,15,18,16,13,29,15,26,47,0,0,0,59,67,132,29,50,77,13,25,35,4,3,9,20,43,60,0,0,0,65,117,179,6,13,16,11,24,31,0,0,0,17,30,52,262,231,490,984,939,1916
SSC51309,0,0,0,11,16,24,0,0,0,0,0,0,11,16,24,3,0,4,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,18,20,33,29,40,69
SSC51310,14,8,20,45,39,78,65,26,93,13,23,31,118,82,203,16,15,31,284,32,315,19,15,36,310,70,378,5,9,10,3,9,10,3,0,7,6,3,14,0,0,3,18,18,43,61,67,128,18,22,41,5,3,8,7,17,26,0,0,0,99,108,203,3,0,5,10,6,11,0,0,0,12,8,12,93,115,204,658,406,1063
SSC51311,12,6,25,39,34,73,15,13,28,9,10,14,57,57,113,12,20,30,25,36,59,10,3,13,47,60,102,0,0,0,0,3,6,7,3,6,5,4,11,0,0,0,14,12,26,24,29,51,10,14,18,3,0,6,4,4,7,0,0,0,40,45,83,0,3,3,4,0,5,0,0,0,3,3,11,46,59,101,219,238,458
SSC51312,5,4,7,15,15,37,12,3,12,13,14,27,39,35,79,11,8,16,6,7,18,20,17,40,41,32,69,3,0,4,0,0,3,0,0,4,0,3,4,0,0,0,7,10,15,3,7,6,3,3,6,0,3,3,3,3,7,0,0,0,6,16,23,0,0,0,0,5,5,0,0,0,0,5,5,31,21,49,124,131,255
SSC51313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
