SSC_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SSC51354,0,4,6,11,0,25,0,0,12,9,7,6,39,0,0,0,4,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,3,5,5,6,37,41,131,24,246
SSC51355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10
SSC51356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,10
SSC51357,26,83,15,8,0,179,41,15,119,23,12,7,221,3,0,15,3,7,0,35,0,0,4,10,15,3,32,6,0,25,3,11,3,50,201,62,517,157,224,54,1211
SSC51358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC51359,3,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,4,6,13,0,24
SSC51360,13,46,7,20,3,97,12,5,57,31,34,11,155,3,0,6,0,8,0,22,0,0,11,4,37,0,60,0,4,10,10,22,0,49,68,52,313,197,457,45,1135
SSC51361,37,119,32,50,6,258,20,24,89,70,77,16,298,0,0,0,4,20,0,26,5,0,10,19,95,3,129,3,0,4,14,55,22,104,71,84,460,400,1655,171,2837
SSC51362,19,41,12,33,7,118,6,4,33,27,48,9,130,0,0,3,4,12,0,17,0,0,4,10,57,3,75,0,0,3,4,27,15,51,36,32,183,176,736,69,1240
SSC51363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SSC51364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,13
SSC51365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51366,17,68,24,43,8,180,17,20,99,45,91,14,287,0,0,4,0,15,3,18,0,0,8,4,52,4,74,4,0,5,8,52,21,88,95,67,434,258,788,99,1732
SSC51367,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,9
SSC51368,0,6,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,10
SSC51369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51370,71,235,54,40,17,588,133,47,384,73,57,20,722,10,7,30,11,18,3,78,16,10,38,26,61,3,154,34,7,77,33,35,29,210,834,288,2158,649,761,170,4868
SSC51371,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,3,24,0,38
SSC51372,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,14
SSC51373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51374,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,4,11,0,22
SSC51375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC51376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC51378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8
SSC51379,9,27,13,23,0,81,3,5,19,20,37,4,86,0,0,0,0,7,0,10,0,0,0,3,22,0,31,0,0,0,5,17,3,31,22,26,93,107,432,28,706
SSC51380,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,14
SSC51381,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,14,0,25
SSC51382,0,8,3,3,0,16,0,0,3,5,5,0,12,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,4,7,0,0,28,21,94,5,150
SSC51383,32,151,45,42,10,338,50,21,230,89,89,15,491,3,0,16,5,8,0,39,12,8,23,19,96,0,156,8,0,30,28,58,21,143,363,110,1095,585,1171,127,3454
SSC51384,4,9,9,13,3,39,0,3,7,11,22,0,47,0,0,0,0,3,0,4,0,0,0,3,19,0,25,0,0,0,3,17,6,27,6,7,24,49,252,28,358
SSC51385,47,121,39,66,10,321,15,14,136,80,120,19,383,3,0,15,10,21,3,54,4,4,14,22,106,6,158,5,0,20,20,69,36,155,128,91,637,472,1380,174,2886
SSC51386,14,42,21,15,7,102,14,10,64,38,56,0,180,0,0,3,0,5,0,16,3,0,3,8,34,4,52,0,0,0,4,13,3,21,27,34,171,148,402,40,812
SSC51387,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,9,4,23
SSC51388,0,4,3,0,0,8,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,11,11,41,3,73
SSC51389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51390,5,16,0,15,12,52,0,0,3,0,3,0,10,0,0,0,0,3,0,3,0,0,0,0,14,4,23,0,0,0,0,0,0,0,5,3,25,9,64,20,127
SSC51391,18,85,23,23,0,208,21,14,112,34,37,6,222,3,0,14,4,6,0,35,3,0,16,10,27,10,60,10,0,23,9,25,10,76,211,86,676,247,414,57,1689
SSC51392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,3,0,13
SSC51393,0,9,6,4,0,19,0,0,3,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,14,0,13,0,0,0,0,3,0,7,3,0,33,27,98,0,162
SSC51394,31,157,41,45,13,335,69,27,220,76,75,23,482,3,3,28,12,14,4,59,6,3,22,24,79,3,144,10,3,39,22,47,11,117,361,121,1269,563,898,133,3341
SSC51395,0,7,0,0,0,7,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,17,4,13,0,40
SSC51396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51397,12,38,18,17,5,95,4,12,32,18,27,4,106,0,0,0,0,5,0,6,0,0,4,0,27,0,34,0,3,6,4,24,4,39,26,35,194,128,356,34,780
SSC51398,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12
SSC51399,11,19,8,19,0,51,0,0,19,23,15,4,59,0,0,0,0,3,0,3,0,0,0,3,32,0,34,0,0,0,4,5,5,15,3,15,53,70,239,19,398
SSC51400,0,17,6,6,0,33,3,0,18,6,11,0,39,0,0,0,0,0,5,8,0,0,0,0,10,0,11,0,0,3,3,0,0,12,8,8,63,42,93,14,231
SSC51401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC51402,6,12,14,21,3,62,4,0,26,38,53,3,131,0,0,0,3,11,0,12,0,0,4,5,33,3,44,0,0,8,10,29,12,56,23,11,104,140,443,43,761
SSC51403,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC51404,3,4,3,4,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,3,4,9,17,3,37
SSC51405,69,173,29,16,3,452,141,33,432,60,32,25,720,4,8,31,6,3,0,58,11,4,21,18,34,3,88,24,10,63,13,11,15,132,817,257,1993,400,406,117,3985
SSC51406,34,139,41,72,8,345,49,32,200,115,101,14,516,3,0,10,4,13,0,34,5,4,23,32,84,3,144,11,0,36,20,51,18,143,289,120,1042,626,1256,111,3453
SSC51407,0,6,3,0,0,6,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,7,10,4,27
SSC51408,9,23,14,6,0,57,5,3,13,17,28,3,69,0,0,0,0,0,0,3,0,0,0,0,13,0,14,0,0,0,0,3,0,4,10,21,66,83,214,8,400
SSC51409,31,66,33,44,3,203,19,18,86,72,96,12,301,0,0,8,3,18,0,27,0,0,18,11,119,9,151,0,0,3,10,47,15,77,77,76,378,356,1098,101,2090
SSC51410,22,102,22,6,3,194,81,18,143,19,10,4,271,3,0,11,5,4,0,22,3,4,11,7,7,0,25,8,4,26,12,7,7,56,282,88,746,188,155,39,1498
SSC51411,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,4,29
SSC51412,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,11,10,47,8,80,53,19,279,208,1158,43,1747
SSC51413,0,3,3,0,0,6,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,13,8,17,0,46
SSC51414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
SSC51415,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,12
SSC51416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51419,0,0,0,4,0,4,0,0,0,3,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,9,23,6,45
SSC51420,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,3,12,6,26
SSC51421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51422,0,3,0,3,0,14,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3,10,11,37
SSC51423,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,10
SSC51424,34,148,40,54,10,310,34,17,189,127,113,20,502,0,0,13,14,14,3,39,3,4,26,29,121,4,187,7,0,26,20,62,15,123,159,97,830,651,1346,132,3211
SSC51425,4,35,9,11,4,74,9,6,27,14,11,3,71,0,0,8,0,0,0,8,0,0,0,0,13,0,17,0,0,0,0,6,0,9,30,21,117,62,184,25,439
SSC51426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC51427,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,12
SSC51428,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,11,0,29
SSC51429,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,0,20,0,0,0,0,0,0,0,5,8,49,38,212,7,311
SSC51430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,11
SSC51431,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,3,0,0,9,5,30,10,47
SSC51432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,16
SSC51433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,15
SSC51434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51435,21,69,22,37,4,166,17,13,67,30,38,8,174,3,3,6,4,10,0,34,4,0,11,22,68,3,103,3,0,9,10,33,0,59,98,59,379,341,713,60,1651
SSC51436,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,3,20
SSC51437,79,252,117,159,15,683,55,52,304,197,266,47,918,13,3,32,21,44,4,117,11,4,46,47,239,12,364,15,4,45,48,143,45,296,368,223,1616,1171,2770,329,6487
SSC51438,0,4,0,3,0,6,0,0,7,4,9,3,16,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,17,14,48,4,85
SSC51439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,15
SSC51440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC51441,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,14
SSC51442,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,12
SSC51443,11,56,15,17,4,111,3,0,14,14,17,0,52,0,0,0,0,0,0,4,0,0,6,8,21,0,35,0,0,0,3,7,4,16,28,23,168,114,644,36,1020
SSC51444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51445,7,13,6,6,0,32,7,8,11,7,23,5,59,0,0,0,0,0,0,0,0,0,3,0,9,0,9,0,0,0,3,8,4,16,18,13,48,45,152,33,303
SSC51446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC51447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51448,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51449,3,4,0,4,0,12,0,0,7,3,6,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,3,10,20,19,60,5,114
SSC51450,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,8,0,17
SSC51451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51453,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,6,0,0,3,5,13,3,27
SSC51454,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,8,14,7,36
SSC51455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51456,23,62,15,8,3,139,25,11,76,14,6,4,141,0,0,11,6,7,0,21,3,3,6,3,18,0,35,4,0,7,4,8,6,39,120,56,424,166,229,34,1033
SSC51457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51458,30,124,24,25,6,250,51,32,212,71,70,17,454,3,4,17,7,11,0,41,7,0,33,23,56,0,116,5,0,33,19,20,6,80,297,121,1148,476,696,79,2811
SSC51459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51460,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,0,17
SSC51461,10,23,7,26,0,67,5,5,21,31,24,0,84,0,0,0,0,3,0,8,0,0,5,9,32,0,47,0,0,6,3,22,9,36,18,26,98,136,428,46,752
SSC51462,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,3,12
SSC51463,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8
SSC51464,4,0,0,7,0,12,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,20,13,48,3,84
SSC51465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51466,0,4,0,4,0,11,0,0,3,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,14,10,30,3,55
SSC51467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC51468,4,10,3,4,0,25,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,7,0,3,4,3,30,22,86,14,159
SSC51469,0,3,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,14
SSC51470,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,24,0,35
SSC51471,7,16,15,20,5,62,3,3,16,22,36,4,87,0,0,0,0,4,0,3,0,0,0,3,26,0,29,0,0,4,0,14,0,20,12,15,73,81,347,22,548
SSC51472,0,5,0,14,0,23,0,0,3,10,17,3,35,0,0,0,0,5,0,5,0,0,0,4,14,0,22,0,0,0,0,9,0,13,4,4,19,29,190,10,258
SSC51473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,0,16
SSC51475,9,23,16,24,0,70,0,4,27,17,38,0,90,0,0,3,3,4,0,9,0,0,0,9,29,0,41,0,0,0,7,8,0,13,5,18,121,112,450,23,732
SSC51476,38,159,37,25,0,361,59,23,210,76,71,17,446,7,4,29,19,22,4,86,12,3,29,23,43,11,113,15,0,38,29,32,21,136,516,181,1502,605,797,118,3721
SSC51477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51478,0,7,0,7,0,10,0,0,0,3,5,4,14,0,0,0,0,0,0,0,0,0,3,5,15,3,22,0,0,0,0,9,0,9,8,0,18,28,149,16,225
SSC51479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51480,5,11,4,8,0,36,4,3,21,6,16,3,48,0,0,0,0,0,0,0,0,0,3,0,11,0,12,0,0,0,0,3,0,9,12,9,71,61,119,17,293
SSC51481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,14
SSC51482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8
SSC51483,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,13
SSC51484,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,18
SSC51485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC51486,4,40,12,15,0,69,3,3,18,24,22,3,76,0,0,0,0,3,0,3,0,0,0,4,29,3,36,0,0,3,4,21,7,30,9,10,79,94,385,37,613
SSC51487,5,22,4,9,3,40,0,0,10,9,21,3,46,0,0,0,0,4,0,4,0,0,3,0,17,0,23,0,0,0,0,3,3,4,5,4,41,35,170,24,282
SSC51488,40,117,49,112,12,352,17,19,134,107,189,16,479,0,3,5,3,20,0,34,0,0,9,14,126,4,157,0,3,17,20,89,22,148,91,88,546,576,1850,150,3305
SSC51489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,9
SSC51490,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,0,20
SSC51491,0,4,0,0,0,5,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,11,41,7,68
SSC51492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51494,7,11,4,5,3,38,0,8,14,9,9,0,31,0,0,0,0,0,0,5,0,0,3,0,24,0,25,0,0,0,0,11,0,13,12,15,46,38,136,13,272
SSC51495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,11
SSC51496,0,3,0,3,0,4,0,0,0,4,4,0,9,0,0,4,7,3,0,17,0,0,0,0,4,0,4,0,0,0,0,0,0,3,5,5,16,20,53,4,100
SSC51497,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,12,3,22
SSC51498,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,10
SSC51499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3
SSC51501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC51502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51503,0,4,0,0,0,9,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,3,6,6,43,7,75
SSC51504,5,63,13,27,0,121,13,18,52,28,28,7,142,0,0,7,0,3,0,11,0,0,4,8,27,0,47,0,3,17,11,24,11,58,75,46,342,167,448,35,1109
SSC51505,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,13,3,17
