SSC_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SSC50077,0,6,0,0,0,0,0,0,0,7,3,0,0,0,4,0,0,0,0,5,6,0,9,3,3,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,25,9,8,15,0,3,3,0,86
SSC50078,45,75,41,47,27,18,12,10,3,269,45,69,49,68,68,26,7,16,0,355,93,59,400,126,138,55,70,61,15,1013,0,5,0,7,10,13,4,14,0,54,7,9,13,16,25,0,10,11,0,99,9,12,4,5,11,3,3,3,0,42,8,8,7,10,16,3,10,9,9,75,450,1204,589,391,474,167,130,152,40,3591
SSC50079,13,42,11,13,11,8,3,4,0,105,14,15,9,21,12,8,5,6,0,86,24,5,90,32,27,16,14,14,3,221,3,0,3,3,0,0,0,0,0,15,5,3,8,7,8,5,3,0,0,41,3,4,0,0,3,0,0,0,0,12,7,0,0,3,3,4,0,0,0,20,184,589,148,112,133,59,42,50,12,1337
SSC50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50081,13,25,12,12,8,3,4,0,0,84,24,19,20,31,28,8,6,8,0,142,62,22,290,41,66,14,56,46,22,626,3,3,0,10,10,11,7,4,0,46,6,3,3,4,9,3,6,3,0,36,0,0,0,0,0,0,0,0,0,3,3,3,10,4,5,3,5,8,3,47,196,313,366,142,169,43,92,86,33,1446
SSC50082,8,14,3,16,12,0,3,4,0,63,3,11,7,24,14,9,0,0,0,77,25,13,123,47,46,21,36,29,7,358,6,0,3,11,5,8,3,5,0,37,3,6,6,12,4,3,3,4,0,42,0,0,0,0,0,3,3,0,0,12,4,0,8,9,4,0,0,3,0,32,73,167,155,130,118,53,50,51,18,813
SSC50083,56,91,64,58,52,23,10,17,3,379,80,84,76,94,77,38,17,29,8,507,112,62,521,159,139,67,77,97,27,1258,9,3,3,8,13,12,0,9,0,59,16,20,17,25,33,17,8,9,3,137,4,25,12,5,14,8,5,10,0,80,14,14,20,13,15,11,16,17,7,126,745,1958,819,549,616,275,160,250,85,5454
SSC50084,7,3,0,3,0,0,0,0,0,15,3,6,3,17,7,0,3,0,0,33,14,14,46,21,18,13,3,14,3,143,0,0,0,0,4,4,4,4,0,14,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,3,0,0,12,52,120,61,47,38,22,12,28,4,396
SSC50085,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,4,9,0,5,0,0,3,0,3,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,4,0,0,3,0,3,0,42
SSC50086,18,39,12,11,17,6,3,5,0,112,29,21,21,25,14,11,5,5,0,125,42,17,144,38,24,27,22,30,5,356,0,4,6,3,4,3,0,3,0,27,5,3,3,12,11,0,0,3,3,49,6,3,0,3,3,0,0,0,0,18,3,3,11,5,4,6,0,3,9,42,259,693,234,141,150,79,36,75,29,1692
SSC50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,4,0,19
SSC50089,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12
SSC50090,11,20,20,19,20,4,14,10,0,119,20,18,39,51,18,13,19,22,3,196,39,26,307,87,82,40,55,71,10,716,5,0,6,0,4,4,4,4,0,35,5,3,5,13,14,11,6,11,0,64,5,3,4,3,5,4,4,3,0,29,0,10,14,10,7,0,3,6,0,67,158,473,471,301,269,132,149,185,29,2168
SSC50091,19,39,17,19,19,13,5,3,0,139,28,30,32,25,25,15,3,8,3,175,46,33,168,56,42,32,24,33,8,428,0,0,4,8,6,3,0,3,3,27,4,7,3,5,12,6,6,0,0,46,3,4,5,3,6,0,3,3,0,22,0,5,12,7,5,0,0,3,3,43,281,722,269,180,195,114,51,73,26,1913
SSC50092,12,15,15,6,15,0,3,3,0,71,25,12,6,14,24,8,0,4,0,97,46,18,184,30,41,17,31,22,8,386,0,0,3,0,11,3,4,3,0,25,9,0,3,6,9,3,0,0,0,30,0,0,0,0,0,0,0,0,0,3,3,5,0,0,4,0,6,3,4,25,129,197,235,70,115,42,42,32,14,892
SSC50093,11,23,22,31,25,14,7,5,4,145,25,43,40,54,28,17,13,24,3,242,63,37,403,139,94,52,77,87,20,981,3,0,10,13,14,7,6,9,0,59,11,3,4,31,14,3,8,15,3,95,4,4,5,0,8,3,3,3,0,28,0,10,19,11,10,4,6,8,4,86,169,371,549,344,274,151,152,195,44,2247
SSC50094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,12,0,0,0,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,10,11,0,0,0,7,6,0,40
SSC50095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,12
SSC50096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,6
SSC50097,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,0,5,5,0,3,7,0,33
SSC50098,27,38,26,27,25,6,4,11,3,169,45,45,37,43,50,20,14,12,3,270,86,47,401,113,114,46,85,67,19,971,4,5,6,14,6,10,3,3,0,53,7,13,12,12,25,7,7,9,3,90,3,4,8,6,10,3,0,3,3,38,12,6,8,10,13,9,4,5,4,74,310,662,545,279,353,131,126,132,45,2581
SSC50099,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9
SSC50100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,5,0,0,3,0,8,0,24
SSC50101,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,3,3,0,0,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,9,4,0,3,0,0,37
SSC50102,10,19,7,9,15,3,4,3,0,73,16,22,26,36,33,12,0,5,4,148,37,28,252,61,53,16,23,48,3,527,0,3,3,3,0,9,0,3,0,24,3,4,3,9,14,5,3,5,0,41,0,0,8,0,3,0,0,0,0,12,0,0,9,0,6,0,0,4,0,23,120,312,328,152,166,62,43,77,13,1280
SSC50103,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,5,3,0,7,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,14,4,6,0,0,8,0,75
SSC50104,0,9,0,9,3,3,0,0,0,27,4,5,4,12,13,0,3,0,0,35,13,8,90,33,22,5,21,21,0,216,0,0,3,0,3,3,0,3,0,18,0,0,0,0,3,0,3,0,0,16,0,0,3,0,0,0,0,0,0,5,3,0,6,3,0,0,3,3,0,18,32,73,115,62,61,21,37,30,3,432
SSC50105,19,23,16,15,11,7,17,7,3,127,28,27,48,44,44,17,18,18,3,242,35,29,317,80,62,39,58,57,11,696,3,0,8,11,0,6,3,5,0,35,11,3,5,11,10,9,3,8,0,61,0,6,0,8,5,0,4,3,3,30,4,4,4,9,4,3,8,6,5,54,204,531,469,250,227,127,137,157,29,2124
SSC50106,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,0,0,8,4,0,7,0,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,13,5,7,0,3,0,0,50
SSC50107,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,4,3,3,11,7,3,0,0,3,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,17,13,11,6,10,3,0,8,3,70
SSC50108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5
SSC50109,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,4,0,8,3,0,39
SSC50110,14,23,14,15,12,0,4,3,0,92,19,19,23,32,32,21,7,5,0,149,28,9,196,82,44,28,50,43,14,505,0,0,3,5,7,9,3,3,0,31,3,4,3,15,13,9,5,15,0,66,3,5,0,0,6,3,0,3,0,27,3,5,9,8,4,10,5,12,10,62,127,289,280,200,195,106,93,105,29,1423
SSC50111,9,23,19,19,12,9,6,20,0,116,14,16,41,56,24,22,14,51,5,246,19,10,120,53,30,21,29,45,4,327,5,4,5,3,0,3,3,3,0,32,0,10,3,6,10,4,3,9,0,40,4,6,8,4,0,5,3,3,0,31,3,4,11,14,6,7,3,14,12,63,140,554,294,285,190,163,127,299,37,2084
SSC50112,3,18,4,4,6,0,0,0,0,33,3,11,3,8,4,4,0,3,0,36,15,6,75,21,12,6,9,12,4,164,3,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,6,0,16,0,3,0,0,0,0,0,0,0,8,3,3,3,9,0,0,0,0,0,20,51,141,98,52,33,23,12,35,5,448
SSC50113,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,10
SSC50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50115,14,21,17,11,19,8,10,11,0,115,31,31,31,59,36,26,20,3,0,232,46,34,247,98,78,37,68,58,13,674,3,7,3,9,8,14,3,7,0,50,3,4,5,11,4,5,5,13,0,55,4,3,5,4,7,0,0,4,0,31,3,13,10,9,6,3,10,11,4,75,156,371,368,268,239,130,149,128,32,1836
SSC50116,8,4,0,5,3,0,0,0,0,20,3,8,0,0,3,0,0,0,0,21,7,6,34,10,12,3,17,9,0,91,0,0,0,0,0,0,0,3,0,5,0,0,0,3,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,3,3,0,16,37,34,43,22,25,7,19,13,4,208
SSC50117,26,45,22,22,21,11,4,6,0,147,26,28,26,27,29,17,3,4,0,158,68,41,290,58,73,25,37,46,11,638,0,0,4,4,8,6,0,0,0,28,8,3,6,15,20,9,3,6,0,72,9,4,3,5,7,3,0,3,0,24,7,7,7,3,12,8,0,9,5,55,229,623,398,188,253,105,61,96,21,1979
SSC50118,3,3,0,4,0,0,0,0,0,21,3,0,0,0,0,0,0,3,0,14,8,3,26,6,7,3,3,5,0,64,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,8,42,82,29,24,26,13,3,8,3,233
SSC50119,31,61,20,18,29,15,5,3,7,188,38,33,20,32,23,30,0,11,0,180,81,31,176,48,48,26,18,26,6,459,3,4,0,0,7,3,3,0,0,20,3,5,3,7,19,5,4,4,0,54,7,6,3,0,3,3,0,0,0,31,5,11,3,0,8,3,0,3,3,40,425,934,255,180,231,132,36,51,41,2296
SSC50120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50121,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,3,7,0,0,0,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,7,3,3,0,3,3,3,48
SSC50122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6
SSC50123,11,16,4,8,7,5,0,0,0,41,4,3,9,20,17,3,0,3,0,54,18,13,87,37,30,11,11,5,3,215,0,0,0,0,5,0,0,0,0,8,0,0,3,6,3,3,3,0,0,17,0,0,0,0,0,0,0,3,0,9,0,0,0,6,3,3,0,4,0,19,54,136,110,101,80,28,16,35,6,551
SSC50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,10,0,0,0,3,0,0,0,0,15
SSC50126,10,4,0,3,0,3,0,0,0,20,9,3,5,9,0,0,0,0,3,28,26,3,44,5,6,9,23,15,3,130,0,0,0,0,3,0,0,3,0,12,0,0,3,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,0,16,46,37,57,25,21,15,25,22,5,261
SSC50127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50129,0,9,3,0,0,0,0,0,0,18,3,3,9,3,11,0,0,4,0,34,12,4,87,17,15,11,16,18,0,186,0,0,0,0,4,4,0,3,0,14,0,0,5,0,3,0,3,8,0,19,0,0,0,0,3,0,0,0,0,3,0,0,4,0,4,0,0,4,3,22,36,62,109,31,48,16,20,43,5,365
SSC50130,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,18
SSC50131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,3,0,0,15
SSC50132,4,16,3,4,3,0,0,0,3,30,4,12,3,12,3,0,0,3,0,36,14,13,50,18,13,10,3,5,3,138,0,0,0,3,3,0,0,0,0,8,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,3,4,0,0,0,4,0,10,48,119,60,50,34,17,9,13,5,354
SSC50133,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,15
SSC50134,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,4,0,0,0,0,19
SSC50135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,3,0,8
SSC50136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,14
SSC50137,3,3,3,0,5,0,0,0,0,19,5,0,7,8,4,0,8,0,0,29,9,5,63,13,9,3,30,6,7,136,0,0,0,0,0,0,5,0,0,3,0,0,0,0,5,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,7,0,13,27,57,75,22,29,4,56,10,10,294
SSC50138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC50139,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9
SSC50140,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,5,3,3,0,3,6,4,3,0,25
SSC50141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
SSC50142,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,13,0,8,3,3,5,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,10,7,16,0,10,4,7,3,0,61
SSC50143,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,8,4,0,23,0,0,0,0,0,0,33,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,23,3,6,3,3,0,0,54
SSC50144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50145,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,3,0,3,3,0,30
SSC50146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,6,0,11
SSC50147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50148,21,48,16,21,28,8,3,6,0,149,22,36,22,22,26,12,7,3,0,149,35,16,118,41,32,22,16,13,5,304,3,0,6,0,9,0,0,3,0,24,0,3,3,11,8,3,0,5,0,37,3,12,3,4,4,0,0,0,0,29,5,5,3,9,3,4,0,3,3,37,311,750,226,152,248,85,39,58,21,1891
SSC50149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50151,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,14,0,0,3,0,0,0,4,0,23
SSC50152,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9
