SSC_CODE_2016,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SSC50102,173,364,420,216,307,211,111,200,34,2032
SSC50103,24,24,17,11,16,6,9,8,0,113
SSC50104,48,81,147,82,96,71,90,87,10,710
SSC50105,291,582,608,357,408,286,310,363,47,3251
SSC50106,42,8,18,7,11,0,11,11,3,118
SSC50107,32,17,18,11,10,8,3,18,3,110
SSC50108,7,0,0,0,0,0,0,0,0,8
SSC50109,27,10,0,5,4,4,12,9,0,66
SSC50110,215,331,409,287,315,302,235,313,59,2469
SSC50111,194,602,419,435,312,336,231,534,51,3117
SSC50112,82,144,121,77,73,73,39,75,15,708
SSC50113,7,3,0,0,4,0,3,0,0,19
SSC50114,0,0,0,0,0,0,0,0,0,0
SSC50115,228,402,494,339,410,294,319,328,57,2869
SSC50116,73,35,65,42,42,28,57,42,0,390
SSC50117,325,676,489,290,457,252,162,258,44,2956
SSC50118,51,85,39,40,46,17,11,22,4,315
SSC50119,520,995,324,298,407,305,74,142,61,3133
SSC50120,0,0,0,0,0,0,0,0,0,3
SSC50121,8,18,10,11,6,5,5,15,6,81
SSC50122,11,0,0,0,0,0,0,3,0,12
SSC50123,69,147,135,122,123,43,28,61,5,735
SSC50124,0,0,0,0,0,0,0,0,0,0
SSC50125,19,0,3,0,3,0,0,3,0,34
SSC50126,80,40,80,43,44,38,66,72,17,474
SSC50127,0,0,0,0,0,0,0,0,0,0
SSC50128,0,0,0,0,0,0,0,0,0,4
SSC50129,55,68,130,36,74,47,57,80,10,556
SSC50130,30,0,0,3,0,0,0,3,0,45
SSC50131,0,0,8,3,4,3,6,6,0,33
SSC50132,67,129,74,69,68,47,20,38,14,532
SSC50133,11,0,3,0,3,0,3,4,0,35
SSC50134,7,9,3,0,4,0,0,5,0,23
SSC50135,6,5,0,0,0,0,0,3,0,14
SSC50136,17,0,4,0,0,0,3,3,0,32
SSC50137,51,64,100,41,53,21,138,49,13,523
SSC50138,7,0,0,0,0,0,0,3,0,9
SSC50139,16,0,3,3,0,0,3,0,0,25
SSC50140,29,3,6,0,4,8,12,14,0,77
SSC50141,6,0,0,0,0,0,3,0,0,15
SSC50142,14,7,25,4,16,10,14,9,0,94
SSC50143,5,4,22,10,13,7,7,6,0,78
SSC50144,0,0,0,0,0,0,0,0,0,0
SSC50145,8,10,3,6,4,3,3,5,0,51
SSC50146,5,0,8,0,0,0,0,5,0,25
SSC50147,0,0,0,0,0,0,0,0,0,0
SSC50148,373,784,274,235,354,219,77,143,27,2477
SSC50149,4,0,0,0,0,0,0,0,0,5
SSC50150,0,0,0,0,0,0,0,0,0,0
SSC50151,29,4,0,3,0,0,0,4,0,43
SSC50152,0,3,3,3,0,0,0,0,0,15
SSC50153,17,3,0,0,0,0,0,0,0,20
SSC50154,0,0,0,0,0,0,0,0,0,0
SSC50155,8,0,4,0,3,3,3,4,0,28
SSC50156,10,0,0,0,3,4,0,0,0,21
SSC50157,3,15,10,3,0,3,0,11,0,47
SSC50158,18,3,3,0,0,0,0,7,0,38
SSC50159,144,168,485,219,220,210,487,241,67,2238
SSC50160,15,0,0,3,0,4,0,0,0,29
SSC50161,34,43,66,22,43,28,25,35,4,302
SSC50162,42,44,41,13,27,24,16,18,0,222
SSC50163,18,6,4,3,0,0,0,3,0,32
SSC50164,22,3,0,0,3,3,3,8,0,38
SSC50165,22,6,9,3,5,3,3,3,0,53
SSC50166,12,0,0,3,0,0,0,0,0,24
SSC50167,25,0,3,0,3,0,6,8,0,41
SSC50168,37,102,51,30,50,28,12,29,7,355
SSC50169,69,77,124,54,80,43,65,80,9,613
SSC50170,5,0,0,0,0,0,0,0,0,12
SSC50171,6,4,0,0,0,0,0,0,0,16
SSC50172,78,28,41,28,34,26,37,56,6,340
SSC50173,169,307,328,253,278,164,212,163,21,1900
SSC50174,12,3,3,0,5,3,0,10,3,40
SSC50175,6,5,3,0,3,0,0,0,0,19
SSC50176,3,0,4,0,3,0,0,0,0,17
SSC50177,70,17,27,9,14,9,7,28,3,184
SSC50178,106,323,106,97,110,72,24,56,12,910
SSC50179,0,0,0,0,0,0,0,0,0,0
SSC50180,122,184,202,139,109,102,117,133,15,1118
SSC50181,69,80,73,44,66,40,21,29,8,424
SSC50182,5,3,0,0,3,3,3,0,0,15
SSC50183,192,236,295,188,191,165,121,216,31,1632
SSC50184,65,61,81,43,73,39,48,10,4,427
SSC50185,45,90,47,53,62,25,20,44,4,386
SSC50186,0,0,4,4,0,0,0,0,0,9
SSC50187,66,97,200,127,138,117,163,185,21,1115
SSC50188,25,20,18,16,10,12,9,17,3,125
SSC50189,80,23,21,31,19,17,25,45,15,271
SSC50190,204,316,260,223,201,121,94,195,42,1657
SSC50191,40,7,0,3,9,0,0,5,0,72
SSC50192,10,3,25,8,9,4,8,10,3,83
SSC50193,33,6,11,3,10,6,3,9,0,79
SSC50194,0,0,0,0,0,0,0,0,0,0
SSC50195,15,10,6,3,3,13,0,9,0,67
SSC50196,88,31,39,28,23,16,27,34,0,296
SSC50197,60,34,83,52,59,39,69,71,8,478
SSC50198,4,0,3,3,0,0,0,0,0,11
SSC50199,10,0,0,0,0,0,0,0,0,18
SSC50200,140,134,353,117,168,132,213,170,40,1459
SSC50201,437,1164,362,299,462,265,127,221,40,3368
SSC50202,0,0,3,0,0,0,0,0,0,7
SSC50203,33,3,7,0,3,0,0,0,0,51
SSC50204,5,4,14,3,6,4,6,4,0,52
SSC50205,7,0,0,0,0,0,0,0,0,13
SSC50206,3,0,0,0,0,0,0,0,0,3
SSC50207,248,322,503,222,363,197,269,297,50,2467
SSC50208,0,0,0,0,0,0,0,0,0,0
SSC50209,9,3,3,0,0,0,4,4,0,22
SSC50210,258,513,235,163,204,151,88,184,27,1809
SSC50211,5,0,0,0,0,0,0,0,0,9
SSC50212,11,0,0,0,0,0,0,3,0,20
SSC50213,20,3,3,0,3,0,0,3,0,30
SSC50214,9,0,0,0,0,0,0,6,0,23
SSC50215,9,0,0,0,0,0,0,0,0,11
SSC50216,0,0,0,0,0,0,0,0,0,0
SSC50217,56,51,74,25,46,20,38,37,3,359
SSC50218,0,3,0,0,0,0,0,0,0,3
SSC50219,3,0,0,0,3,3,3,0,0,19
SSC50220,3,0,0,0,0,0,0,0,0,3
SSC50221,306,445,331,180,283,173,46,107,29,1905
SSC50222,28,36,25,14,14,6,3,18,3,134
SSC50223,20,3,3,0,10,0,3,3,0,44
SSC50224,3,0,0,0,0,3,4,0,0,9
SSC50225,0,0,0,0,0,0,0,0,0,0
SSC50226,232,355,158,127,154,114,44,108,19,1314
SSC50227,72,106,119,85,57,85,50,120,8,703
SSC50228,497,819,1199,779,779,669,450,634,78,5899
SSC50229,590,845,1540,837,1040,706,924,677,114,7273
SSC50230,397,579,368,361,359,238,119,207,49,2683
SSC50231,21,4,0,0,0,3,4,6,0,38
SSC50232,0,0,0,0,0,3,0,0,0,6
SSC50233,24,4,16,9,13,3,13,13,0,91
SSC50234,36,62,112,64,75,67,91,79,11,607
SSC50235,0,0,0,4,0,3,4,0,0,18
SSC50236,4,0,0,0,0,0,0,3,0,11
SSC50237,13,20,15,18,9,8,7,38,9,138
SSC50238,5,3,0,0,0,0,0,3,0,17
SSC50239,103,140,321,241,254,175,281,279,28,1825
SSC50240,4,0,3,3,0,0,0,5,0,11
SSC50241,0,0,3,0,0,0,0,0,0,3
SSC50242,18,3,6,0,0,3,0,3,0,33
SSC50243,3,0,0,0,0,0,0,3,0,12
SSC50244,1874,3646,2327,1672,2399,1705,980,1377,244,16228
SSC50245,206,487,411,395,311,236,249,410,67,2774
SSC50246,0,0,0,0,0,0,0,0,0,0
SSC50247,24,35,34,25,34,13,33,19,5,222
SSC50248,0,3,0,0,0,0,0,0,0,3
SSC50249,0,0,0,0,0,0,0,0,0,3
SSC50250,87,136,218,105,92,85,123,170,19,1045
SSC50251,20,16,9,6,9,5,3,10,0,77
SSC50252,3,0,0,0,0,3,0,6,0,17
SSC50253,6,0,0,0,0,0,0,0,0,9
SSC50254,52,28,34,15,27,15,17,23,3,212
SSC50255,5,0,0,0,0,0,0,3,0,8
SSC50256,0,0,0,0,0,0,0,0,0,0
SSC50257,16,10,9,7,5,5,0,11,0,67
SSC50258,6,0,9,3,0,0,13,10,0,45
SSC50259,54,75,139,54,88,31,50,54,13,562
SSC50260,122,211,400,261,185,212,247,417,42,2086
SSC50261,496,1056,378,293,473,292,84,148,48,3261
SSC50262,298,853,495,359,430,237,173,281,51,3177
SSC50263,13,3,4,0,0,7,0,5,0,33
SSC50264,68,75,52,25,38,25,12,26,3,317
SSC50265,52,21,35,10,24,13,29,24,0,197
SSC50266,16,11,17,6,5,8,3,17,3,90
SSC50267,0,0,0,3,0,0,0,0,0,3
SSC50268,415,644,701,448,597,426,219,282,58,3796
SSC50269,16,3,0,0,4,3,0,4,0,30
SSC50270,23,0,0,0,0,0,0,4,0,34
SSC50271,37,8,4,0,3,0,5,9,0,69
SSC50272,201,242,312,173,263,177,220,245,26,1856
SSC50273,46,53,93,33,50,31,42,45,5,405
SSC50274,12,4,6,0,3,3,4,4,0,32
SSC50275,35,8,13,8,7,3,16,14,3,106
SSC50276,285,499,497,334,440,230,232,259,34,2808
SSC50277,23,38,48,31,21,23,15,40,6,243
SSC50278,29,22,21,19,34,7,16,61,10,213
SSC50279,6,6,11,4,10,12,10,18,3,82
SSC50280,69,100,102,52,91,45,45,41,13,549
SSC50281,4,0,0,0,0,0,0,0,0,10
SSC50282,15,0,0,0,0,0,0,3,0,21
SSC50283,40,7,0,5,9,7,4,10,0,82
SSC50284,20,9,3,4,3,0,6,3,3,49
SSC50285,6,3,8,3,3,0,0,5,3,33
SSC50286,23,5,0,0,0,0,0,3,0,34
SSC50287,3,0,0,0,0,0,0,0,0,10
SSC50288,3,0,0,0,0,0,0,4,0,6
SSC50289,89,146,175,116,97,80,90,87,20,890
SSC50290,71,54,90,27,64,33,44,55,6,445
SSC50291,13,0,0,0,0,0,0,4,0,19
SSC50292,304,650,101,150,199,144,36,67,18,1669
SSC50293,587,1191,162,228,335,250,32,90,60,2921
SSC50294,8,12,31,11,11,6,19,18,3,130
SSC50295,636,1517,214,305,358,301,52,118,56,3559
SSC50296,538,955,1255,814,844,709,466,720,118,6421
SSC50297,3,0,0,0,0,0,0,0,0,5
SSC50298,0,0,0,0,0,0,0,0,0,0
SSC50299,0,0,0,0,0,0,0,0,0,0
SSC50300,278,556,650,402,465,288,353,457,70,3514
SSC50301,16,0,0,4,0,3,0,0,0,27
SSC50302,0,0,0,0,0,0,0,0,0,0
SSC50303,80,166,136,59,120,85,49,66,7,758
SSC50304,3,0,0,0,0,0,0,0,0,6
SSC50305,18,0,0,0,0,0,0,5,0,28
SSC50306,13,8,8,3,9,3,3,0,0,41
SSC50307,8,0,0,0,0,0,0,0,0,13
SSC50308,56,109,104,58,67,53,63,83,4,601
SSC50309,178,224,626,291,268,231,465,410,54,2748
SSC50310,0,0,11,10,0,0,6,10,0,28
SSC50311,35,43,52,37,32,42,25,32,5,304
SSC50312,11,14,26,13,15,11,10,15,0,114
SSC50313,6,0,3,0,0,0,0,4,0,15
SSC50314,9,0,0,0,0,0,0,0,0,12
SSC50315,993,2591,788,731,994,577,228,366,100,7375
SSC50316,46,5,12,9,6,0,10,18,4,104
SSC50317,276,440,296,242,313,205,91,110,26,1999
SSC50318,3,0,3,0,0,0,0,0,0,11
SSC50319,80,103,224,151,118,116,150,164,31,1142
SSC50320,301,452,395,209,339,241,105,183,47,2265
SSC50321,39,17,39,25,13,14,30,30,0,205
SSC50322,5,0,0,0,0,0,0,0,0,6
SSC50323,168,513,419,287,275,174,193,272,28,2336
SSC50324,157,286,72,80,112,81,16,49,3,868
SSC50325,4,0,0,0,0,0,0,0,0,3
SSC50326,30,24,62,36,31,21,77,45,6,326
SSC50327,3,0,0,0,0,0,0,0,0,3
SSC50328,162,242,500,379,293,275,318,373,52,2600
SSC50329,32,8,44,13,13,15,32,29,4,194
SSC50330,42,8,0,0,3,0,5,13,0,73
SSC50331,21,4,0,3,4,0,0,3,0,42
SSC50332,10,0,10,0,5,5,12,5,0,57
SSC50333,27,39,42,20,30,29,36,30,3,256
SSC50334,27,10,10,3,6,5,19,8,3,93
SSC50335,0,0,0,0,0,0,0,0,0,3
SSC50336,12,5,3,3,0,5,3,3,0,31
SSC50337,25,19,18,30,20,6,4,31,0,151
SSC50338,0,0,0,0,0,0,0,0,0,0
SSC50339,74,43,47,21,41,26,36,49,7,348
SSC50340,0,3,0,3,3,0,0,0,0,13
SSC50341,0,0,0,0,0,0,0,0,0,0
SSC50342,758,1651,185,250,324,242,36,105,69,3617
SSC50343,7,3,6,0,3,0,0,6,0,23
SSC50344,10,0,0,0,0,0,0,3,0,12
SSC50345,6,0,5,0,0,3,3,3,0,24
SSC50346,170,139,169,67,94,80,47,119,11,900
SSC50347,6,0,0,0,0,0,0,0,0,13
SSC50348,15,3,4,0,0,3,0,0,0,24
SSC50349,229,566,655,336,394,242,195,289,52,2964
SSC50350,23,0,0,0,0,0,0,0,0,35
SSC50351,107,14,19,18,15,8,18,26,4,232
SSC50352,109,446,69,261,93,158,36,126,15,1315
SSC50353,27,23,16,11,13,10,3,7,0,104
SSC50354,8,11,18,10,10,4,18,5,3,90
SSC50355,17,8,5,3,3,3,0,9,0,58
SSC50356,49,25,37,13,23,16,24,17,4,204
SSC50357,11,0,0,0,0,0,0,0,0,14
SSC50358,14,10,6,4,5,3,6,6,0,66
SSC50359,4,0,0,3,0,0,0,0,3,13
SSC50360,0,0,0,0,0,0,0,0,0,0
SSC50361,0,0,0,0,0,0,0,3,0,14
SSC50362,5,10,12,0,0,0,34,3,0,66
SSC50363,82,45,67,35,39,29,31,48,3,380
SSC50364,17,0,6,0,0,0,3,3,0,27
SSC50365,9,0,3,0,0,0,0,0,0,17
SSC50366,429,794,630,425,574,399,155,274,61,3741
SSC50367,17,10,19,14,9,10,7,5,0,80
SSC50368,7,0,0,0,0,0,0,3,0,14
SSC50369,0,0,0,0,0,0,0,0,0,0
SSC50370,105,313,55,66,69,46,11,36,13,708
SSC50371,31,11,20,3,6,3,12,11,0,105
SSC50372,6,0,3,0,0,4,0,0,0,20
SSC50373,383,853,53,107,229,145,23,38,32,1860
SSC50374,106,32,71,28,54,35,30,57,0,419
SSC50375,380,813,743,497,483,434,369,444,64,4218
SSC50376,35,3,0,4,7,3,3,20,0,71
SSC50377,63,92,131,44,83,18,76,45,10,577
SSC50378,0,0,0,0,0,0,0,0,0,0
SSC50379,33,67,22,61,26,18,13,25,7,273
SSC50380,4,3,0,0,0,0,0,0,0,11
SSC50381,71,19,22,5,23,3,20,26,3,190
SSC50382,3,0,6,0,0,0,0,3,0,15
SSC50383,433,684,530,320,541,405,187,303,55,3458
SSC50384,3,0,0,0,0,0,0,3,0,8
SSC50385,34,37,42,24,29,15,34,24,4,237
SSC50386,51,57,61,40,42,37,43,21,0,357
SSC50387,79,15,26,11,15,10,14,20,6,195
SSC50388,64,80,127,57,99,61,52,41,7,590
SSC50389,281,606,197,160,194,136,51,80,26,1727
SSC50390,4,3,0,3,0,3,0,0,0,16
SSC50391,4,0,0,0,0,0,0,0,0,6
SSC50392,13,4,0,0,0,0,0,3,0,26
SSC50393,8,0,0,0,0,4,0,0,0,16
SSC50394,0,3,3,0,0,0,0,0,0,11
SSC50395,226,320,485,232,286,220,240,234,37,2278
SSC50396,151,221,271,188,221,148,181,138,29,1557
SSC50397,4,0,0,0,0,0,0,0,0,8
SSC50398,26,18,25,7,16,15,15,36,3,154
SSC50399,53,54,83,45,67,52,53,48,7,456
SSC50400,8,7,7,4,0,0,0,3,0,31
SSC50401,16,3,3,3,3,0,0,11,4,45
SSC50402,56,45,49,53,31,32,10,55,5,327
SSC50403,125,171,161,110,107,106,43,127,19,968
SSC50404,135,295,149,268,160,70,52,139,36,1310
SSC50405,7,0,0,0,0,0,0,0,0,15
SSC50406,3,0,0,5,0,0,0,3,0,13
SSC50407,12,3,0,0,3,0,0,0,0,16
SSC50408,1435,2631,1519,1125,1646,1177,547,908,174,11159
SSC50409,3,0,0,0,0,0,0,0,0,6
SSC50410,24,20,22,5,12,6,8,5,0,109
SSC50411,17,8,14,3,5,4,0,13,0,64
SSC50412,0,0,0,0,0,0,0,0,0,0
SSC50413,11,3,4,0,0,0,3,5,0,29
SSC50414,203,340,237,218,240,117,63,98,31,1548
SSC50415,50,60,106,61,55,39,46,88,11,510
SSC50416,12,0,0,0,0,0,0,0,0,18
SSC50417,3,0,0,0,0,0,0,0,0,0
SSC50418,111,128,196,111,123,86,147,171,21,1092
SSC50419,11,0,0,0,0,0,0,3,0,17
SSC50420,22,9,9,0,3,0,0,3,0,42
SSC50421,0,0,0,0,0,0,0,0,0,0
SSC50422,595,1444,564,438,554,357,116,240,63,4359
SSC50423,54,23,24,17,19,6,22,22,4,187
SSC50424,7,6,7,0,0,0,3,0,0,28
SSC50425,76,125,124,85,89,63,73,67,8,707
SSC50426,0,0,0,0,0,0,0,0,0,0
SSC50427,5,0,6,0,0,0,0,3,0,12
SSC50428,7,0,0,0,0,0,0,0,0,9
SSC50429,28,3,0,0,3,0,0,3,0,39
SSC50430,213,263,382,281,283,289,259,281,39,2301
SSC50431,9,0,0,0,0,0,0,3,0,12
SSC50432,11,3,3,3,3,3,0,0,0,21
SSC50433,5,3,0,0,0,0,0,0,0,15
SSC50434,22,14,21,12,10,3,13,7,0,105
SSC50435,19,11,9,5,10,4,5,8,0,74
SSC50436,30,7,16,14,17,3,8,13,3,117
SSC50437,1098,2214,977,726,1066,650,200,392,109,7427
SSC50438,0,0,0,0,0,0,0,0,0,0
SSC50439,8,0,0,0,0,0,0,0,0,6
SSC50440,327,463,504,284,259,256,133,264,33,2523
SSC50441,15,6,10,8,3,0,0,9,11,75
SSC50442,23,0,0,0,3,0,0,4,3,34
SSC50443,3,0,0,0,3,0,0,3,0,7
SSC50444,8,0,0,0,3,0,0,0,0,7
SSC50445,34,35,26,21,13,14,41,38,3,231
SSC50446,9,9,3,0,0,0,0,3,0,25
SSC50447,0,0,0,3,0,0,0,0,0,9
SSC50448,17,4,4,0,0,0,3,3,0,32
SSC50449,32,4,3,4,6,0,0,8,0,57
SSC50450,11,0,0,3,6,3,4,0,0,29
SSC50451,122,236,341,177,223,182,140,227,21,1657
SSC50452,187,413,446,298,354,241,233,360,52,2572
SSC50453,50,37,71,37,78,26,33,48,11,388
SSC50454,11,0,3,3,0,3,0,3,0,19
SSC50455,6,0,0,0,0,0,0,0,0,3
SSC50456,663,1343,352,343,425,276,87,160,53,3720
SSC50457,0,0,0,0,0,0,0,0,0,3
SSC50458,14,0,0,3,0,0,0,3,0,29
SSC50459,0,0,0,3,0,0,0,0,0,8
SSC50460,3,0,0,0,0,0,0,0,0,4
SSC50461,4,0,0,3,3,0,0,0,0,12
SSC50462,8,0,0,0,0,0,0,0,0,7
SSC50463,959,2001,623,578,665,370,138,435,112,5888
SSC50464,83,7,9,13,7,4,5,6,0,135
SSC50465,8,0,0,3,0,0,0,0,0,9
SSC50466,5,0,4,12,0,3,12,12,0,52
SSC50467,675,1613,701,519,656,396,216,413,65,5263
SSC50468,20,3,0,0,0,0,0,0,0,23
SSC50469,9,3,0,0,0,0,0,4,0,19
SSC50470,39,11,5,3,7,3,0,3,3,79
SSC50471,252,381,776,420,400,415,456,516,63,3686
SSC50472,159,262,263,207,255,124,121,155,32,1574
SSC50473,267,564,376,265,376,210,99,156,26,2353
SSC50474,15,4,3,0,0,0,0,3,0,28
SSC50475,83,120,205,124,146,91,60,74,15,916
SSC50476,16,4,6,0,4,0,3,16,0,48
SSC50477,4,4,4,3,0,0,0,0,0,14
SSC50478,6,0,0,0,0,0,0,0,0,6
SSC50479,27,0,12,6,4,3,5,7,0,67
SSC50480,23,36,33,24,22,20,15,24,3,189
SSC50481,935,1332,1826,1312,1560,1100,1099,1023,171,10357
SSC50482,5,0,0,0,0,0,0,0,0,11
SSC50483,152,301,266,157,194,143,86,159,31,1487
SSC50484,0,3,3,0,0,0,5,0,0,14
SSC50485,24,17,12,10,5,6,6,6,0,86
SSC50486,20,10,8,3,0,0,0,14,3,56
SSC50487,0,0,0,0,0,0,0,0,0,0
SSC50488,3,0,0,0,3,0,0,3,0,12
SSC50489,9,0,0,0,0,0,0,0,0,7
SSC50490,111,188,292,182,154,155,140,150,34,1406
SSC50491,109,129,133,88,91,73,77,125,13,831
SSC50492,0,0,0,0,0,0,0,0,0,0
SSC50493,3,0,14,4,0,0,0,3,0,31
SSC50494,0,3,0,0,0,0,0,0,0,3
SSC50495,10,0,5,0,3,0,0,0,0,18
SSC50496,180,184,269,157,152,124,68,163,29,1327
SSC50497,5,4,0,0,0,0,0,9,0,16
SSC50498,5,0,9,0,0,0,0,3,0,16
SSC50499,181,319,401,230,240,188,205,231,28,2017
SSC50500,34,16,17,5,20,10,8,14,0,116
SSC50501,160,435,336,233,277,194,134,184,38,1985
SSC50502,0,0,0,0,0,0,0,0,0,0
SSC50503,0,0,0,0,0,0,0,0,0,0
SSC50504,0,0,0,0,0,0,0,0,0,0
SSC50505,0,0,0,0,0,0,0,0,0,0
SSC50506,51,106,40,98,34,18,7,35,17,399
SSC50507,0,0,0,0,0,0,0,0,0,0
SSC50508,740,1686,214,299,454,244,44,117,48,3846
SSC50509,0,0,0,0,0,0,0,0,0,0
SSC50510,44,25,18,14,7,5,0,23,0,150
SSC50511,10,4,0,0,3,0,0,10,0,27
SSC50512,0,0,0,0,0,0,0,0,0,0
SSC50513,6,0,5,3,0,0,3,0,0,18
SSC50514,3,3,13,0,0,0,17,3,0,34
SSC50515,66,55,97,38,73,49,64,58,5,509
SSC50516,493,667,1204,645,968,575,750,669,126,6098
SSC50517,0,7,3,0,0,0,3,4,0,11
SSC50518,74,6,15,5,10,5,20,49,4,190
SSC50519,0,0,9,0,0,0,3,5,0,19
SSC50520,558,1565,410,431,396,270,142,235,59,4060
SSC50521,27,28,69,24,31,37,50,46,3,317
SSC50522,4,3,0,0,0,0,0,0,0,8
SSC50523,26,18,47,18,27,16,35,44,5,242
SSC50524,20,0,0,0,0,0,7,4,0,25
SSC50525,45,3,0,3,3,0,0,5,3,67
SSC50526,0,0,12,0,3,0,6,12,0,40
SSC50527,32,34,165,126,9,0,7,11,3,381
SSC50528,5,0,3,0,5,0,6,4,0,29
SSC50529,9,3,5,10,0,0,0,6,0,29
SSC50530,3,0,0,0,0,0,0,3,0,12
SSC50531,111,231,229,93,155,88,62,105,24,1104
SSC50532,193,201,232,159,172,155,88,180,17,1393
SSC50533,9,4,10,4,5,3,4,3,0,43
SSC50534,122,263,174,138,120,129,74,158,15,1197
SSC50535,3,0,0,0,0,0,0,0,0,4
SSC50536,0,9,3,0,0,0,0,4,3,23
SSC50537,42,16,28,15,26,8,15,23,3,175
SSC50538,11,21,4,5,0,0,0,0,0,36
SSC50539,0,0,0,0,0,0,0,0,0,0
SSC50540,220,230,258,137,198,103,97,120,37,1403
SSC50541,17,3,3,3,4,0,6,0,0,35
SSC50542,9,0,0,0,0,0,0,0,0,12
SSC50543,17,0,0,0,0,0,3,0,0,32
SSC50544,0,0,0,0,0,0,0,0,0,0
SSC50545,0,0,0,0,0,0,0,0,0,0
SSC50546,58,31,57,25,38,24,49,73,4,362
SSC50547,9,0,0,0,0,0,0,3,0,19
SSC50548,194,301,640,481,386,325,335,632,81,3381
SSC50549,49,53,83,68,35,39,41,58,5,429
SSC50550,180,332,194,167,170,120,58,86,17,1332
SSC50551,122,138,267,144,177,142,148,220,23,1385
SSC50552,13,3,3,0,3,0,6,4,0,30
SSC50553,13,0,0,0,0,0,0,3,0,21
SSC50554,96,263,145,160,148,116,82,276,14,1304
SSC50555,56,76,94,63,54,45,44,39,5,462
SSC50556,9,12,12,11,6,8,7,13,3,69
SSC50557,11,11,3,0,3,5,0,7,0,41
SSC50558,9,0,4,0,3,0,5,5,0,28
SSC50559,87,81,93,45,97,53,39,42,13,545
SSC50560,53,52,34,31,27,32,4,20,4,257
SSC50561,0,0,0,0,0,0,0,0,0,0
SSC50562,38,23,52,14,30,14,20,38,3,242
SSC50563,14,0,0,0,0,0,0,3,0,18
SSC50564,155,263,388,229,218,157,154,170,43,1776
SSC50565,10,40,10,11,9,4,0,8,0,96
SSC50566,15,3,0,0,0,0,3,0,0,26
SSC50567,36,25,26,14,36,11,28,21,3,197
SSC50568,5,0,0,0,0,0,0,0,0,7
SSC50569,265,397,185,138,220,118,67,84,20,1502
SSC50570,13,0,0,0,3,0,3,3,0,22
SSC50571,0,0,0,0,0,0,0,0,0,0
SSC50572,521,794,1463,954,1089,769,1048,1117,156,7902
SSC50573,20,32,17,15,3,4,3,24,3,114
SSC50574,3,0,0,0,0,0,0,0,0,12
SSC50575,42,0,3,6,3,0,3,12,0,68
SSC50576,12,11,6,4,15,6,6,12,0,80
SSC50577,4,6,9,3,14,9,8,16,0,71
SSC50578,14,0,4,3,3,0,0,12,3,35
SSC50579,12,0,5,3,3,0,0,4,0,31
SSC50580,13,14,20,11,6,3,23,22,4,124
SSC50581,222,369,699,418,339,356,418,464,59,3347
SSC50582,10,0,3,4,3,0,0,0,0,22
SSC50583,133,207,213,126,214,115,84,105,31,1240
SSC50584,24,23,14,8,13,12,15,19,4,124
SSC50585,523,1119,798,464,747,405,236,353,82,4729
SSC50586,0,0,0,0,0,3,0,0,0,10
SSC50587,9,0,0,0,0,0,3,3,0,24
SSC50588,0,0,0,0,0,0,0,0,0,0
SSC50589,0,0,0,0,0,3,0,4,0,7
SSC50590,0,0,0,0,0,0,0,0,0,0
SSC50591,11,3,7,6,9,3,4,14,0,61
SSC50592,103,283,94,91,119,53,32,49,12,835
SSC50593,0,0,0,0,0,0,0,0,0,4
SSC50594,24,0,0,0,0,0,0,3,0,26
SSC50595,14,3,0,0,0,0,0,0,0,20
SSC50596,6,5,3,5,3,0,4,3,0,31
SSC50597,362,668,235,164,357,199,40,85,25,2139
SSC50598,4,4,3,3,0,0,3,3,0,23
SSC50599,3,3,6,0,4,0,3,3,0,29
SSC50600,39,100,39,83,35,9,11,38,16,363
SSC50601,621,949,1150,669,689,647,544,583,83,5942
SSC50602,9,10,27,14,17,11,18,22,3,125
SSC50603,3,4,8,3,3,0,4,0,0,21
SSC50604,7,0,3,0,0,0,0,3,0,10
SSC50605,243,610,417,249,359,201,114,176,44,2413
SSC50606,0,0,0,0,0,0,0,0,0,0
SSC50607,436,999,807,600,452,384,276,504,80,4535
SSC50608,309,640,458,245,384,202,170,162,35,2608
SSC50609,152,277,274,119,138,96,167,71,19,1308
SSC50610,4,3,14,7,4,0,7,3,0,43
SSC50611,549,1060,823,480,733,496,378,345,74,4934
SSC50612,19,3,0,0,6,0,3,3,0,36
SSC50613,136,105,232,115,130,97,151,378,20,1359
SSC50614,14,0,0,0,0,0,0,3,0,19
SSC50615,0,0,0,0,0,0,0,0,0,0
SSC50616,30,36,24,26,13,8,7,13,0,162
SSC50617,35,62,60,53,60,30,48,36,0,385
SSC50618,39,33,66,41,45,28,47,44,12,355
SSC50619,18,7,0,0,0,0,3,8,0,34
SSC50620,260,591,761,411,469,337,197,385,65,3473
SSC50621,264,350,313,194,299,198,148,124,20,1908
SSC50622,0,0,0,0,0,0,0,3,0,7
SSC50623,186,173,233,133,181,85,106,98,25,1217
SSC50624,11,19,8,4,3,10,8,5,0,76
SSC50625,0,0,0,0,0,0,0,0,0,0
SSC50626,113,93,148,66,111,49,74,75,10,738
SSC50627,25,21,43,16,17,12,21,24,0,176
SSC50628,3,0,6,0,3,3,6,8,0,35
