SSC_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SSC51440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC51441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,10,0,4,0,0,21
SSC51442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,5,3,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,7,9,3,0,0,0,27
SSC51443,17,6,5,0,0,0,36,0,15,10,6,3,3,0,0,28,16,79,70,17,16,3,0,0,200,3,38,61,21,15,4,0,0,143,46,244,198,109,59,5,0,0,665,8,5,7,3,0,0,0,0,22,3,11,16,8,3,0,0,0,37,56,258,220,116,63,7,0,0,726,0,5,7,0,0,0,0,0,11,26,84,58,45,22,4,0,0,244,108,487,437,208,130,22,0,0,1388
SSC51444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,8
SSC51445,3,4,4,9,3,0,26,0,4,3,3,4,0,0,0,19,0,12,4,13,22,19,5,3,89,3,7,6,22,20,23,14,0,88,15,32,21,41,53,45,15,3,224,3,3,0,0,0,0,0,0,10,0,0,0,7,3,9,0,0,27,21,36,24,43,57,56,17,3,254,0,0,3,3,3,0,3,0,11,14,15,10,31,40,34,21,3,167,45,77,56,121,150,137,54,5,652
SSC51446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,3,0,0,6
SSC51447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC51449,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,11,3,0,7,10,6,7,0,0,32,0,0,4,8,15,7,0,0,33,3,13,12,7,16,7,3,0,61,0,0,0,0,0,4,0,0,3,0,0,3,3,0,3,4,0,16,3,18,16,8,16,12,7,0,81,0,0,0,0,0,0,0,0,0,6,0,3,3,0,4,3,0,15,10,26,26,38,45,29,13,0,173
SSC51450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,5,0,0,0,3,3,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,8,3,6,0,0,13,0,0,0,0,0,0,0,0,0,74,157,121,53,14,3,4,0,423,75,160,123,59,21,11,4,0,451
SSC51451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,4,3,3,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,4,3,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,3,7,4,3,3,0,20,5,9,5,16,8,10,5,0,53
SSC51454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,3,0,0,0,0,4,0,0,0,7,0,3,3,4,7,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,8,7,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,4,18,5,10,11,9,11,8,0,4,59
SSC51455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51456,41,36,26,15,9,0,156,0,9,15,26,14,7,0,0,70,36,95,122,132,105,56,22,13,580,4,30,47,58,46,38,16,7,253,20,63,56,52,36,22,23,6,281,0,0,0,3,0,3,3,0,19,0,0,10,14,3,10,11,3,47,24,66,67,67,39,35,30,12,347,0,3,7,3,3,0,8,0,24,16,17,17,19,26,32,14,7,141,81,245,306,344,269,191,92,38,1573
SSC51457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51458,108,37,31,13,3,4,361,3,56,37,17,17,6,0,3,133,99,695,330,133,70,40,18,4,1389,41,212,140,92,63,47,12,3,611,80,270,169,127,92,60,40,8,849,9,23,14,3,6,3,0,0,63,8,16,23,18,21,3,4,0,96,94,309,202,148,125,69,45,14,1006,3,20,10,10,9,9,0,0,57,55,150,88,51,54,43,41,32,519,308,1589,919,492,366,230,121,58,4076
SSC51459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,7,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,3,3,5,7,0,0,0,29
SSC51461,3,4,4,7,0,0,25,0,8,9,7,9,0,0,0,33,9,34,23,22,25,20,11,0,147,16,29,44,38,39,23,4,3,192,43,121,110,134,84,48,22,3,565,14,10,5,4,6,0,0,0,43,3,7,9,15,7,7,3,0,53,60,137,120,154,100,60,26,3,656,0,3,4,4,5,4,0,0,22,41,45,42,56,50,60,34,4,328,122,260,253,290,221,164,82,7,1401
SSC51462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,12,0,10,3,3,0,4,0,0,20
SSC51463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,9
SSC51464,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,9,0,0,3,0,0,0,20,0,3,3,3,3,0,3,0,15,5,5,12,3,11,8,0,0,52,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,10,16,3,10,10,0,0,58,0,0,0,0,0,0,0,0,3,7,3,3,4,0,5,0,0,33,16,30,24,16,23,20,3,0,132
SSC51465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
SSC51466,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,5,3,3,3,0,0,17,0,0,0,3,7,3,0,0,9,3,4,13,7,3,4,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,7,4,13,7,9,4,4,0,40,0,0,0,0,0,0,0,0,0,0,0,7,3,5,9,0,0,28,5,6,23,17,20,21,4,0,99
SSC51467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5
SSC51468,0,5,0,0,0,0,4,0,0,0,0,6,6,0,0,9,3,6,9,7,7,3,0,0,39,3,4,5,7,8,6,3,0,30,7,13,23,18,21,19,7,4,111,0,0,0,0,0,0,0,0,3,0,3,3,0,3,6,0,0,19,9,21,27,22,31,29,7,4,132,0,0,0,0,0,0,0,0,3,4,3,5,8,7,4,3,3,40,14,29,46,48,58,54,12,3,260
SSC51469,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,3,4,4,5,0,3,0,24
SSC51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,6,0,3,3,0,0,0,0,0,4,0,6,6,3,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,0,10,0,16,18,9,7,0,0,0,51
SSC51471,3,7,0,0,0,0,16,3,0,5,3,0,0,0,0,11,5,21,23,19,25,4,0,0,97,0,15,32,23,29,11,3,0,119,54,88,100,72,58,30,8,0,402,14,11,7,0,3,0,0,0,32,3,11,10,8,8,4,0,0,44,71,107,114,81,67,34,10,0,481,0,0,5,0,3,3,0,0,10,26,28,22,25,19,19,10,9,154,104,181,201,155,141,76,26,7,889
SSC51472,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,6,5,3,4,0,0,0,27,7,10,9,15,4,3,0,0,48,27,71,51,38,33,13,9,0,242,13,6,4,3,0,0,0,0,23,0,0,0,10,3,3,0,0,18,43,76,55,49,40,21,10,0,289,0,0,0,0,0,3,0,0,10,37,29,18,18,25,24,5,0,150,83,133,98,82,78,48,18,0,538
SSC51473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC51474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,3,3,3,0,0,22
SSC51475,7,0,0,0,0,0,9,0,3,11,3,4,0,0,0,21,4,29,56,35,17,9,3,0,158,3,26,43,34,32,10,3,0,159,61,107,139,75,69,35,7,0,491,10,5,9,9,3,3,0,0,35,0,9,12,18,11,4,0,0,50,72,120,159,100,79,42,7,0,575,0,3,3,0,3,8,0,0,16,16,22,19,27,38,19,7,0,150,100,216,302,199,173,92,15,0,1088
SSC51476,196,84,48,29,0,0,666,9,67,47,35,40,7,10,0,220,232,873,415,193,127,60,9,3,1914,87,271,159,117,97,59,5,0,797,104,292,167,127,124,56,24,10,903,28,13,10,13,8,6,3,0,75,11,24,20,19,15,5,9,0,101,139,330,196,163,148,63,30,15,1076,6,21,14,3,16,6,3,0,70,98,236,135,85,70,53,46,14,740,580,2081,1167,676,552,286,101,36,5476
SSC51477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51478,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,9,8,3,0,0,0,22,0,8,11,9,5,0,0,0,32,25,39,34,26,20,0,0,0,144,3,5,0,3,0,0,0,0,16,7,3,5,3,0,0,0,0,19,34,45,36,34,27,3,0,0,181,0,3,3,0,0,0,0,0,4,13,19,20,22,17,3,3,0,101,51,87,79,73,55,5,9,0,353
SSC51479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51480,3,4,3,3,0,0,17,0,7,3,4,0,3,0,0,11,6,22,20,19,14,6,3,0,88,3,10,19,21,17,10,12,0,102,21,20,28,44,17,5,13,0,152,3,3,0,0,3,0,0,0,13,0,3,3,0,0,8,3,0,18,23,20,37,42,22,11,20,0,180,3,0,0,0,0,4,0,0,12,12,6,20,12,9,3,12,3,77,49,72,102,104,68,43,41,5,478
SSC51481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,10,0,3,3,7,4,4,0,0,27
SSC51482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,13
SSC51483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,7,0,0,0,15
SSC51484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,21,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12,29,3,9,0,3,0,0,0,43
SSC51485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,5,0,0,3,8,0,18
SSC51486,0,3,0,0,0,0,11,0,0,0,10,0,0,0,0,12,5,31,19,23,11,10,3,0,104,9,22,24,23,28,19,7,0,131,57,126,92,76,50,30,10,0,448,10,8,3,5,4,0,0,0,33,3,3,13,11,3,3,0,0,42,70,141,105,94,62,34,14,0,520,0,3,4,0,0,3,0,0,15,19,36,27,39,18,25,11,0,183,106,236,185,191,120,92,38,5,973
SSC51487,0,0,0,3,0,0,9,0,0,0,3,3,0,0,0,12,0,4,15,9,15,10,0,3,57,0,8,6,10,12,15,6,3,55,13,36,28,36,48,30,10,7,211,10,3,3,4,3,3,0,0,25,5,4,3,3,9,3,0,0,33,26,41,36,39,58,40,12,7,264,0,0,0,0,0,0,0,0,5,22,11,13,29,46,37,31,12,195,53,70,72,91,144,94,52,26,592
SSC51488,36,27,22,3,3,0,111,4,23,23,25,24,0,0,0,106,57,168,196,142,90,37,23,4,714,54,148,175,190,162,56,19,3,820,261,468,424,526,346,186,67,22,2298,51,30,26,24,14,8,0,0,149,20,38,35,50,44,29,7,0,218,332,533,481,602,397,224,78,25,2671,3,6,18,12,12,9,9,0,72,130,142,131,147,140,119,93,41,940,581,1045,1065,1144,852,445,222,80,5432
SSC51489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,8,6,0,0,3,0,17
SSC51490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,3,10,3,3,3,0,0,0,28
SSC51491,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,5,0,0,0,15,0,3,0,5,4,4,0,0,16,3,4,7,3,9,0,0,0,28,3,0,3,0,0,0,0,0,13,0,0,4,0,0,4,0,0,9,10,9,15,9,8,8,0,0,51,0,0,0,0,0,0,0,0,0,5,4,3,6,5,0,3,0,37,16,15,24,22,29,12,4,4,121
SSC51492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51494,4,3,3,0,0,0,14,0,0,0,3,8,0,0,0,19,4,16,19,10,7,7,7,0,62,3,9,15,12,11,9,3,0,64,20,35,31,39,34,19,11,0,190,0,0,3,0,0,0,0,0,6,0,0,0,3,3,0,0,0,12,19,40,37,41,36,21,10,3,209,0,0,0,0,0,3,0,0,8,5,6,3,10,19,14,9,0,59,35,72,79,90,86,53,26,6,441
SSC51495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,3,0,0,0,9,0,0,16
SSC51496,0,0,0,3,3,0,9,0,0,4,3,0,0,0,0,9,0,0,5,10,11,3,4,0,36,3,3,4,5,8,7,4,0,32,0,7,10,17,23,9,6,0,78,0,0,0,0,0,0,0,0,4,0,0,0,3,4,3,0,0,10,0,7,13,19,32,14,9,0,93,0,0,0,0,0,0,0,0,0,0,3,0,5,5,8,22,0,54,6,16,26,42,58,32,37,0,226
SSC51497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,3,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,5,3,0,0,17,0,0,0,0,0,0,0,0,0,3,8,0,0,3,0,0,0,20,4,6,5,9,11,3,0,0,35
SSC51498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,6,0,4,4,0,0,19
SSC51499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,11
SSC51501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
