SSC_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SSC50001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,4,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,3,14,5,6,0,0,0,29
SSC50002,5,4,3,0,0,0,20,0,4,3,4,8,3,0,0,27,0,21,37,25,17,12,10,0,122,6,10,19,31,26,16,8,0,110,21,44,59,42,30,21,5,0,229,5,0,0,0,0,0,0,0,15,3,0,0,6,3,3,3,3,22,35,46,63,51,40,25,10,3,264,0,0,0,3,0,0,0,0,6,4,6,12,9,5,10,7,9,71,40,92,137,131,96,72,33,13,616
SSC50003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,5,5,0,6,4,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,7,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,8,9,11,6,7,6,0,0,48
SSC50004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,16
SSC50005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,4,3,3,0,4,0,0,16
SSC50006,9,18,20,11,3,0,59,0,0,7,14,21,11,0,0,54,7,39,26,46,52,44,17,8,225,3,11,14,17,50,29,7,5,135,14,26,11,33,33,31,10,5,157,3,0,3,0,3,0,0,0,13,0,0,0,5,6,6,3,0,24,19,28,18,37,46,39,13,5,196,0,0,0,3,0,3,0,0,5,8,9,4,16,19,29,18,5,110,38,91,70,149,205,152,58,19,782
SSC50007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,5,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,3,4,0,0,15
SSC50008,37,20,20,8,0,0,123,8,11,15,15,12,5,4,0,64,84,191,132,107,68,45,6,3,640,42,103,109,101,117,43,9,0,512,134,200,196,259,209,76,32,9,1116,26,10,12,18,17,6,4,0,88,7,20,26,28,28,8,13,4,119,163,229,233,302,253,88,48,13,1324,0,8,5,14,9,10,4,0,37,64,51,63,71,82,36,56,9,425,362,624,588,629,555,229,123,23,3136
SSC50009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
SSC50010,52,39,16,9,7,0,143,0,18,17,22,9,12,3,0,74,31,103,134,98,72,32,14,0,485,8,35,43,46,40,32,12,9,227,17,32,41,45,45,34,20,5,241,0,3,4,6,0,0,0,0,14,6,4,3,7,8,5,4,0,39,25,36,48,58,52,38,26,11,291,0,3,3,0,3,5,0,3,21,18,19,24,17,31,17,14,9,147,83,242,317,276,225,143,74,31,1389
SSC50011,40,17,7,3,0,0,117,3,21,20,12,3,0,0,0,62,38,271,165,70,16,22,5,0,593,47,227,149,95,38,21,0,0,565,174,435,237,186,71,37,6,3,1144,30,28,16,6,7,0,0,0,93,3,24,21,17,16,5,0,0,96,209,486,278,212,88,43,6,3,1334,3,13,5,10,5,0,0,0,37,86,158,98,66,32,26,12,0,473,391,1227,765,478,192,112,24,3,3179
SSC50012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,3,3,0,0,0,10
SSC50013,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,3,9,12,3,0,0,28,0,3,7,13,11,3,0,0,41,15,18,32,33,22,10,0,4,135,3,0,0,3,0,0,0,0,11,3,0,4,3,4,3,0,0,14,18,22,39,39,30,12,0,4,156,0,0,0,0,0,0,0,0,3,9,4,7,6,13,6,0,0,39,28,35,54,70,63,30,3,4,280
SSC50014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,9,0,0,0,4,3,0,0,0,9,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,3,3,16,5,4,0,0,38
SSC50015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
SSC50016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,4,4,0,0,24,3,3,11,11,7,3,0,0,33,10,13,21,28,11,11,0,0,104,0,0,4,0,0,0,0,0,4,0,0,4,5,0,3,0,0,8,13,15,28,37,15,11,0,0,115,0,0,0,0,0,0,0,0,0,3,0,4,10,0,3,0,0,23,15,20,57,54,31,22,0,0,205
SSC50017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,3,0,0,0,4,0,0,0,11,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,13,3,3,10,9,13,3,3,0,40
SSC50018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50019,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,16,0,0,0,3,0,3,0,0,9,3,10,8,12,6,7,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,10,13,13,9,7,3,0,54,0,0,0,0,0,0,0,0,5,4,3,0,3,3,5,0,0,20,6,15,20,23,21,20,4,0,104
SSC50020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,6,3,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,6,3,6,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,5,4,10,3,4,3,0,34
SSC50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50022,140,108,105,67,19,4,525,5,29,47,55,44,18,9,4,207,149,327,320,298,282,178,80,23,1652,18,75,77,102,129,100,47,15,575,58,72,56,100,81,60,40,18,487,6,4,7,4,10,5,0,0,33,0,14,16,21,15,22,15,5,112,73,90,77,124,106,89,58,25,640,3,3,7,10,17,15,6,6,59,52,78,55,42,68,71,77,79,517,303,677,732,745,743,537,293,156,4185
SSC50023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,4,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,5,3,0,0,0,19
SSC50024,90,73,58,32,17,6,319,0,19,21,38,35,16,0,3,133,64,197,229,156,139,88,27,16,913,21,30,51,83,92,61,31,10,375,36,53,38,47,70,27,27,13,317,12,3,3,3,4,0,3,0,23,0,0,8,15,9,8,8,0,54,47,57,48,68,82,37,40,10,389,0,4,3,7,11,18,3,3,49,33,19,22,29,40,17,31,13,201,172,362,464,450,462,265,141,62,2378
SSC50025,0,0,5,0,0,0,8,0,0,0,3,4,0,0,0,12,0,6,15,20,12,4,0,0,57,0,3,4,14,11,16,0,0,46,7,7,24,28,26,6,4,0,104,3,3,0,0,3,0,0,0,11,0,0,0,4,0,0,0,0,10,13,14,23,29,34,8,8,3,119,0,0,0,0,0,0,0,0,0,0,3,3,5,10,12,0,3,44,15,22,55,73,65,43,7,3,287
SSC50026,38,23,28,11,3,0,144,4,15,16,20,19,4,3,0,78,43,197,156,73,73,43,26,3,615,59,179,142,116,108,59,42,11,715,269,467,322,309,282,188,109,26,1969,84,43,31,22,26,14,3,0,217,22,28,45,46,35,42,15,0,228,375,535,399,368,334,242,124,26,2412,5,18,10,10,13,20,13,4,93,207,226,196,203,195,224,208,122,1572,701,1206,962,803,771,612,414,165,5629
SSC50027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,7,3,0,4,3,0,0,17
SSC50028,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9
SSC50029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,6,0,0,0,3,3,0,0,0,8,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,8,4,0,0,0,19
SSC50030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,15,6,5,5,16,6,5,0,0,48
SSC50031,24,25,24,9,3,0,105,0,11,13,13,17,9,0,0,56,32,80,80,59,57,20,4,0,338,4,33,44,55,51,30,12,0,224,30,69,48,62,54,39,12,0,320,3,9,0,0,0,0,0,0,17,4,4,8,9,12,8,6,0,51,43,81,57,75,67,42,21,0,387,0,7,3,0,0,4,0,0,23,36,48,40,47,43,44,17,0,276,110,282,265,274,253,161,56,8,1403
SSC50032,19,6,4,5,0,0,49,0,7,19,9,0,0,0,0,29,18,85,66,32,13,9,10,0,243,16,38,50,32,29,16,18,3,198,39,99,85,71,49,43,38,5,424,7,5,6,11,0,4,0,0,34,0,3,14,9,10,12,5,0,55,50,108,110,87,55,52,50,10,520,0,4,3,4,3,7,5,0,27,18,34,27,14,16,22,27,8,160,101,301,287,186,128,104,105,18,1225
SSC50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3
SSC50034,16,3,3,3,0,0,43,0,11,6,5,5,0,3,0,26,7,61,43,13,17,7,3,0,156,7,32,20,20,8,4,3,0,89,7,36,41,32,20,21,9,5,175,4,5,3,3,4,0,0,0,12,0,4,0,3,3,4,4,0,21,16,44,47,32,24,28,12,5,209,0,0,0,0,0,0,0,0,8,7,8,19,18,20,13,12,3,102,40,174,148,92,76,56,33,7,634
SSC50035,84,92,58,44,20,5,361,4,19,31,51,33,23,7,0,157,104,222,271,305,173,93,53,17,1238,23,58,86,125,100,79,47,17,531,57,83,97,145,83,63,41,9,571,8,0,4,4,3,9,5,0,31,6,4,17,29,29,22,16,3,126,69,93,120,176,108,89,64,18,733,0,5,11,12,4,6,3,7,47,55,41,42,58,42,33,41,27,347,254,480,632,813,531,370,233,93,3407
SSC50036,104,62,18,8,0,0,289,4,36,69,40,14,9,0,0,169,67,334,438,207,57,27,10,0,1135,45,122,221,179,57,35,3,0,661,157,222,357,287,120,52,21,3,1212,34,9,15,14,10,3,0,0,94,12,21,35,31,18,14,6,0,140,203,247,407,341,148,67,24,3,1446,3,7,15,9,3,4,0,0,48,60,43,78,69,40,33,18,8,351,383,875,1325,907,344,186,57,12,4089
SSC50037,106,32,14,0,3,0,237,5,35,36,18,9,3,0,0,103,46,341,359,97,39,11,4,3,907,28,140,170,89,42,18,12,0,499,83,257,248,131,65,9,14,0,815,18,23,13,7,0,0,0,0,63,4,21,29,17,5,6,0,0,84,109,301,294,157,73,16,16,0,959,0,13,15,8,0,0,0,0,40,31,71,50,21,32,12,25,35,279,223,975,1029,422,205,66,54,38,3021
SSC50038,0,5,5,7,0,3,14,0,0,0,0,3,3,0,0,9,0,5,9,18,30,23,13,3,99,3,5,7,11,19,31,12,6,103,18,30,37,40,59,48,24,6,261,4,3,0,4,8,0,0,0,23,3,0,0,3,8,11,9,0,38,27,35,39,55,69,57,31,7,318,0,0,0,0,0,0,0,0,11,14,15,6,18,27,39,25,18,157,41,57,70,102,151,163,85,44,714
SSC50039,44,18,26,12,0,0,120,3,23,42,30,27,20,3,0,142,31,231,286,164,153,67,31,3,967,35,190,200,189,158,103,26,17,916,256,666,583,485,323,179,57,8,2552,70,58,30,17,16,8,3,0,204,18,43,50,51,46,44,9,3,269,339,771,667,550,388,229,73,11,3031,3,15,16,11,9,12,9,4,81,141,162,178,184,159,154,101,34,1107,558,1408,1423,1146,921,598,243,70,6371
SSC50040,76,31,9,0,0,0,179,5,29,37,19,13,3,0,0,104,57,371,320,103,45,20,8,0,927,58,271,304,157,66,24,12,0,881,199,550,363,267,122,73,17,0,1597,46,40,18,11,4,7,0,0,119,11,29,39,29,14,7,3,0,132,252,620,426,302,143,80,24,0,1848,3,17,12,8,3,3,0,0,54,86,124,111,81,47,40,19,3,508,463,1492,1281,700,329,170,63,4,4505
SSC50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SSC50042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC50043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,0,4,0,0,0,22
SSC50044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8
SSC50045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,15
SSC50046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,3,0,12
SSC50048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,3,4,0,0,22,0,0,0,3,5,4,0,0,8,6,10,7,4,0,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,7,9,0,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,7,18,14,22,14,11,0,0,81
SSC50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6
SSC50050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,5,0,15,6,5,3,5,0,5,5,0,34
SSC50051,0,0,0,0,0,0,8,0,0,0,3,6,0,0,0,4,3,11,11,11,8,3,0,0,41,3,7,6,15,25,14,3,0,75,13,41,43,49,42,32,12,0,232,10,8,6,3,3,0,0,0,24,0,0,5,4,3,6,0,0,20,20,48,55,53,52,37,13,0,277,0,3,0,0,0,4,0,0,10,10,7,7,12,27,22,6,3,82,36,70,77,103,112,80,16,3,503
SSC50052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,4,0,0,0,0,9,3,4,7,6,0,0,0,0,20,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,4,7,6,3,0,0,0,26,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,17,8,5,4,21,3,0,6,0,60
SSC50053,88,36,23,8,4,0,286,0,41,40,35,13,12,3,0,153,95,570,333,141,86,52,24,3,1305,44,235,173,134,88,62,34,13,781,118,345,262,244,169,108,91,22,1363,12,16,11,23,5,3,3,0,78,6,27,28,32,28,15,9,0,157,146,394,302,291,206,131,109,20,1599,3,21,18,8,14,9,7,0,80,93,164,91,84,95,138,153,150,976,389,1547,1050,744,527,418,332,183,5184
SSC50054,125,82,26,17,3,0,379,15,91,89,64,23,12,0,0,307,155,781,711,370,145,85,26,10,2280,175,648,617,458,202,105,35,3,2252,745,1880,1191,938,493,265,91,14,5626,140,118,69,37,24,10,3,0,398,48,130,154,71,53,45,14,0,514,935,2133,1414,1046,572,320,110,14,6537,11,44,28,39,21,19,5,3,172,417,593,414,329,247,187,103,16,2317,1712,4413,3404,2398,1249,747,285,45,14248
SSC50055,76,20,8,3,5,0,291,3,42,22,19,17,0,0,0,106,84,590,244,113,64,42,10,3,1146,105,372,194,100,80,53,11,5,928,241,481,238,223,175,100,66,10,1536,46,43,33,18,13,4,0,0,164,27,46,44,45,17,21,4,0,202,313,568,316,283,204,128,76,10,1909,8,32,27,14,10,13,3,0,102,196,328,177,172,137,135,96,16,1257,716,2102,1060,719,527,375,206,39,5738
SSC50056,0,0,0,5,3,0,15,0,0,0,5,6,3,0,0,9,0,7,9,4,22,19,4,0,61,3,7,3,11,24,15,4,0,67,3,10,15,10,24,18,6,0,78,0,0,0,0,6,0,0,0,11,0,4,0,0,3,3,0,0,14,0,18,20,14,34,21,6,0,102,0,0,0,0,0,3,0,0,3,3,3,3,6,14,16,10,0,50,9,36,34,39,97,73,26,5,313
SSC50057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,8,0,3,3,0,0,0,14
SSC50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50059,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,3,0,0,0,0,0,9,0,0,3,0,9,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,8,9,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,3,5,4,10,7,3,0,40
SSC50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,5
SSC50061,67,63,48,22,3,0,257,8,28,28,47,44,11,3,0,169,171,457,284,277,186,89,17,10,1489,80,225,237,286,231,72,28,8,1176,326,520,479,642,508,184,91,20,2772,70,38,31,45,12,6,4,0,200,25,36,53,87,56,28,15,4,302,426,592,565,771,578,216,102,17,3278,11,21,22,27,34,9,6,0,125,178,133,124,182,141,104,65,27,955,885,1509,1330,1648,1258,524,232,68,7450
